"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Jim Baechtold","SF","25","BLB","2","0","43","8","15","0.533","0","0","0","8","15","0.533","0.533","3","5.5","0.545","0","0","4","5.5","0","0","0","4.5","19","0",1953
"2","Leo Barnhorst","SF","28","INO","2","0","39.5","6","16.5","0.364","0","0","0","6","16.5","0.364","0.364","3","4.5","0.667","0","0","11","2.5","0","0","0","5","15","0",1953
"3","Vince Boryla","SF","25","NYK","11","0","36.1","4","10.5","0.379","0","0","0","4","10.5","0.379","0.379","2.6","3.1","0.853","0","0","3.2","1.8","0","0","0","3.2","10.6","6",1953
"4","Don Boven","SF","27","FTW","8","0","13.9","0.9","3.5","0.25","0","0","0","0.9","3.5","0.25","0.25","1.1","2","0.563","0","0","2","0.3","0","0","0","2.8","2.9","4",1953
"5","Bob Brannum","PF","26","BOS","6","0","13.8","2","3.8","0.522","0","0","0","2","3.8","0.522","0.522","1.2","1.8","0.636","0","0","3.5","1.7","0","0","0","3.8","5.2","3",1953
"6","Carl Braun*","SG","25","NYK","11","0","34","4.3","13.2","0.324","0","0","0","4.3","13.2","0.324","0.324","4.9","6.1","0.806","0","0","4","2.8","0","0","0","4.2","13.5","6",1953
"7","Frankie Brian","SG","29","FTW","8","0","18.3","1.6","5.3","0.31","0","0","0","1.6","5.3","0.31","0.31","2.4","3.1","0.76","0","0","1.1","1.4","0","0","0","2.9","5.6","4",1953
"8","Dick Bunt","PG","22","BLB","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1953
"9","Al Cervi*","PG","35","SYR","2","0","14","1.5","2.5","0.6","0","0","0","1.5","2.5","0.6","0.6","6","7.5","0.8","0","0","0","0.5","0","0","0","6","9","0",1953
"10","Cal Christensen","SF","25","ROC","2","0","6.5","0","1.5","0","0","0","0","0","1.5","0","0","1.5","2","0.75","0","0","2","0.5","0","0","0","2.5","1.5","1",1953
"11","Nat Clifton*","PF","30","NYK","11","0","36.8","4.6","11.7","0.395","0","0","0","4.6","11.7","0.395","0.395","2.7","4.3","0.638","0","0","12.7","3.5","0","0","0","4.4","12","6",1953
"12","Jack Coleman","PF","28","ROC","3","0","36.7","2.3","8","0.292","0","0","0","2.3","8","0.292","0.292","2.7","3.3","0.8","0","0","13.3","2.3","0","0","0","4.3","7.3","1",1953
"13","Chuck Cooper*","SF","26","BOS","6","0","32.5","3.2","8","0.396","0","0","0","3.2","8","0.396","0.396","3.7","4.5","0.815","0","0","6.5","2.3","0","0","0","4.5","10","3",1953
"14","Bob Cousy*","PG","24","BOS","6","0","45","7.7","20","0.383","0","0","0","7.7","20","0.383","0.383","10.2","12.2","0.836","0","0","4.2","6.2","0","0","0","3.5","25.5","3",1953
"15","Bob Davies*","PG","33","ROC","3","0","30.3","2","9.7","0.207","0","0","0","2","9.7","0.207","0.207","4.7","6.7","0.7","0","0","1.3","4.7","0","0","0","3.7","8.7","1",1953
"16","Bob Donham","SG","26","BOS","6","0","23","1.8","6.3","0.289","0","0","0","1.8","6.3","0.289","0.289","1.8","4.5","0.407","0","0","3.5","2.2","0","0","0","4","5.5","3",1953
"17","Dike Eddleman","SF","30","FTW","7","0","9","1.3","3.3","0.391","0","0","0","1.3","3.3","0.391","0.391","0.6","2.1","0.267","0","0","0.7","0.3","0","0","0","2.7","3.1","4",1953
"18","Jake Fendley","PG","23","FTW","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","4",1953
"19","Jerry Fleishman","G-F","30","NYK","2","0","13","1","1.5","0.667","0","0","0","1","1.5","0.667","0.667","3","6.5","0.462","0","0","2.5","3.5","0","0","0","3.5","5","6",1953
"20","Larry Foust","C","24","FTW","8","0","41.5","6","15.1","0.397","0","0","0","6","15.1","0.397","0.397","7.1","8.5","0.838","0","0","13.9","0.8","0","0","0","4.3","19.1","4",1953
"22","Bill Gabor","SG","30","SYR","2","0","14","2.5","6","0.417","0","0","0","2.5","6","0.417","0.417","4","6.5","0.615","0","0","1.5","1","0","0","0","6","9","0",1953
"23","Harry Gallatin*","PF","25","NYK","11","0","27.5","3.3","7.8","0.419","0","0","0","3.3","7.8","0.419","0.419","4","5.4","0.746","0","0","10.9","1.4","0","0","0","2.6","10.5","6",1953
"24","Joe Graboski","C","23","INO","2","0","38","7","14","0.5","0","0","0","7","14","0.5","0.5","3","4","0.75","0","0","8","0","0","0","0","2.5","17","0",1953
