"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kareem Abdul-Jabbar*","C","23","MIL","14","0","41.2","10.9","21.1","0.515","0","0","0","10.9","21.1","0.515","0.515","4.9","7.2","0.673","0","0","17","2.5","0","0","0","3.2","26.6","12",1971
"2","Lucius Allen","PG","23","MIL","14","0","22.3","2.9","5.8","0.506","0","0","0","2.9","5.8","0.506","0.506","1.4","2","0.714","0","0","2.9","3.7","0","0","0","2.1","7.3","12",1971
"3","Al Attles*","PG","34","SFW","4","0","11.8","1","1.8","0.571","0","0","0","1","1.8","0.571","0.571","1","1.8","0.571","0","0","2","2.8","0","0","0","3.3","3","1",1971
"4","Dennis Awtrey","C","22","PHI","7","0","20.6","3","5.1","0.583","0","0","0","3","5.1","0.583","0.583","1.6","2.1","0.733","0","0","3.9","0.7","0","0","0","3.6","7.6","3",1971
"5","Dick Barnett","SG","34","NYK","12","0","37.9","7.9","16.6","0.477","0","0","0","7.9","16.6","0.477","0.477","3.7","5.3","0.698","0","0","3.2","3","0","0","0","2.8","19.5","7",1971
"6","Johnny Baum","SF","24","CHI","2","0","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","1","0","3",1971
"7","Walt Bellamy*","C","31","ATL","5","0","43.2","8.2","13.8","0.594","0","0","0","8.2","13.8","0.594","0.594","4.4","5.8","0.759","0","0","14.4","2","0","0","0","3.2","20.8","1",1971
"8","Tom Boerwinkle","C","25","CHI","7","0","24.1","2.7","5.9","0.463","0","0","0","2.7","5.9","0.463","0.463","0.7","1","0.714","0","0","9.6","4.4","0","0","0","2.4","6.1","3",1971
"9","Bob Boozer","PF","33","MIL","14","0","20.2","2.9","6.1","0.482","0","0","0","2.9","6.1","0.482","0.482","1.6","2.1","0.759","0","0","5.3","1.2","0","0","0","2.5","7.4","12",1971
"10","Bill Bradley*","SF","27","NYK","12","0","30.7","4.7","11","0.424","0","0","0","4.7","11","0.424","0.424","1.2","1.6","0.737","0","0","3.4","3.6","0","0","0","3.3","10.5","7",1971
