"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kareem Abdul-Jabbar*","C","36","LAL","21","0","36.5","9.8","17.7","0.555","0","0","0","9.8","17.7","0.555","0.555","4.3","5.7","0.75","2.7","5.6","8.2","3.8","1.1","2.1","2.1","3.4","23.9","14",1984
"2","Alvan Adams","C","29","PHO","17","0","18.4","3.1","7.4","0.421","0","0","0","3.1","7.4","0.421","0.421","2.1","3.1","0.679","1.6","3.5","5.1","2.5","1","0.6","2","3.1","8.4","9",1984
"3","Mark Aguirre","SF","24","DAL","10","0","35","8.8","18.4","0.478","0","0.5","0","8.8","17.9","0.492","0.478","4.4","5.7","0.772","2.1","5.5","7.6","3.2","0.5","0.5","2.7","3.4","22","4",1984
"4","Danny Ainge","SG","24","BOS","19","0","13.3","2.2","4.7","0.456","0.1","0.5","0.222","2.1","4.3","0.481","0.467","0.4","0.5","0.7","0.2","0.6","0.8","2","0.5","0.1","0.7","1.9","4.8","15",1984
"5","J.J. Anderson","SF","23","UTA","5","0","2.6","1","1.6","0.625","0.2","0.2","1","0.8","1.4","0.571","0.688","0","0","0","0.6","0.2","0.8","0","0","0.2","0","0.4","2.2","5",1984
"6","Richard Anderson","PF","23","DEN","4","0","9.3","1.5","3.8","0.4","0","0.3","0","1.5","3.5","0.429","0.4","1","1.5","0.667","0.3","2","2.3","1.3","0","0.3","0.3","1.5","4","2",1984
"7","Thurl Bailey","PF","22","UTA","11","0","30.9","4.5","8.8","0.515","0","0.2","0","4.5","8.6","0.526","0.515","1.5","1.9","0.81","1.4","4.2","5.5","0.9","0.2","1","1.5","3","10.6","5",1984
"8","Greg Ballard","SF","29","WSB","4","0","42","6.8","14.8","0.458","0","0.3","0","6.8","14.5","0.466","0.458","3","3.3","0.923","1.8","4.3","6","3.5","1.8","0.8","2","3","16.5","1",1984
"9","Kent Benson","C","29","DET","5","0","25.8","3.2","7.4","0.432","0","0","0","3.2","7.4","0.432","0.432","1.2","2","0.6","1.8","4.2","6","1.4","1","1.4","0.6","2.8","7.6","2",1984
"10","Larry Bird*","PF","27","BOS","23","0","41.8","10","19","0.524","0.3","0.7","0.412","9.7","18.3","0.529","0.532","7.3","8.3","0.879","2.7","8.3","11","5.9","2.3","1.2","3.8","3.1","27.5","15",1984
"11","Otis Birdsong","SG","28","NJN","11","0","35.2","6.5","15.5","0.415","0","0.1","0","6.5","15.5","0.418","0.415","2.3","4.4","0.521","0.6","1.7","2.4","3.7","1.8","0.1","2","3.5","15.2","5",1984
"12","Rolando Blackman","SG","24","DAL","10","0","39.7","9.3","17.5","0.531","0","0","0","9.3","17.5","0.531","0.531","5.3","6.3","0.841","1.5","2.6","4.1","4","0.6","0.4","2.4","1.5","23.9","4",1984
"13","Tom Boswell","PF","30","UTA","5","0","11","0.6","0.8","0.75","0","0","0","0.6","0.8","0.75","0.75","0.4","1","0.4","0.4","0.8","1.2","0.4","0","0.2","0.8","2.4","1.6","5",1984
"14","Randy Breuer","C","23","MIL","12","0","5.5","0.9","2.2","0.423","0","0","0","0.9","2.2","0.423","0.423","0.3","0.4","0.6","0.5","0.9","1.4","0.3","0","0.5","0.2","1.5","2.1","8",1984
"15","Junior Bridgeman","SF","30","MIL","16","0","31.2","5.5","12.1","0.456","0.1","0.6","0.111","5.4","11.5","0.473","0.459","3.3","4.1","0.815","0.8","3.3","4","2.8","0.4","0.3","1.4","2.3","14.4","8",1984
"16","Fred Brown","SG","35","SEA","5","0","17.6","4","9.4","0.426","0.2","0.6","0.333","3.8","8.8","0.432","0.436","1.6","2.2","0.727","0.4","1","1.4","2","0.8","0","0.6","0.8","9.8","2",1984
"17","Rickey Brown","C","25","ATL","5","0","16.6","2","4.2","0.476","0","0","0","2","4.2","0.476","0.476","2","2.4","0.833","1","2.8","3.8","0.4","0","0.2","1","3.8","6","2",1984
"18","Quinn Buckner","PG","29","BOS","23","0","11.7","1.4","3.4","0.405","0","0","0","1.4","3.4","0.41","0.405","0.5","1","0.545","0.5","1","1.5","1.2","0.6","0","0.8","2.3","3.3","15",1984
"19","Don Buse","PG","33","KCK","3","0","16.7","2.3","5.3","0.438","1","2","0.5","1.3","3.3","0.4","0.531","1.3","2","0.667","0","1","1","3.7","0.3","0.3","1","1.7","7","0",1984
"20","Kenny Carr","PF","28","POR","5","0","36","6.2","11.8","0.525","0","0","0","6.2","11.8","0.525","0.525","2.4","3.8","0.632","2.2","4.8","7","1.2","0.4","0.4","2","4.4","14.8","2",1984
"22","M.L. Carr","SF","33","BOS","16","0","5.1","0.8","2","0.406","0.1","0.4","0.333","0.7","1.6","0.423","0.438","0.6","0.7","0.909","0.3","0.2","0.5","0.3","0.4","0","0.2","0.8","2.4","15",1984
"23","Howard Carter","SG","22","DEN","5","0","12","1.4","4.4","0.318","0.2","1","0.2","1.2","3.4","0.353","0.341","0","0","0","0.2","0.8","1","1","0.8","0.2","1","0.6","3","2",1984
"24","Bill Cartwright","C","26","NYK","12","0","33.2","5.8","10.5","0.556","0","0","0","5.8","10.5","0.556","0.556","5.8","6.7","0.863","2.3","6","8.3","0.4","0.2","1.2","2.2","3.7","17.4","6",1984
"25","Harvey Catchings","PF","32","MIL","5","0","5","0.2","0.4","0.5","0","0","0","0.2","0.4","0.5","0.5","0.2","0.4","0.5","0.4","0.6","1","0.2","0","0","0.4","1.4","0.6","8",1984
"26","Tom Chambers","PF","24","SEA","5","0","38.2","5.6","11.8","0.475","0","0.2","0","5.6","11.6","0.483","0.475","2.4","3.6","0.667","0.8","5.8","6.6","1.6","1","0.6","1.8","4.6","13.6","2",1984
"27","Maurice Cheeks*","PG","27","PHI","5","0","34.2","7","13.4","0.522","0","0.2","0","7","13.2","0.53","0.522","2.6","3","0.867","0.4","2","2.4","3.8","2.6","0","2","3.6","16.6","2",1984
"28","Carlos Clark","SG","23","BOS","8","0","2.5","0.5","1.3","0.4","0","0","0","0.5","1.3","0.4","0.4","0.1","0.3","0.5","0.1","0","0.1","0.1","0.1","0.3","0.1","0.4","1.1","15",1984
"29","Darwin Cook","PG","25","NJN","11","0","16.8","2.7","7.5","0.366","0.4","1.2","0.308","2.4","6.3","0.377","0.39","1.5","2.2","0.708","0.7","0.9","1.6","2.8","1.4","0","1.9","2.4","7.4","5",1984
"30","Michael Cooper","SG","27","LAL","21","0","34.4","4.2","9.1","0.461","0.6","1.7","0.333","3.6","7.4","0.49","0.492","2.4","3","0.806","1","3","3.9","5.7","1.1","1","1.4","3.8","11.3","14",1984
"31","Wayne Cooper","C","27","POR","5","0","20.8","2","5.4","0.37","0","0","0","2","5.4","0.37","0.37","0.8","1.6","0.5","2.2","1.8","4","0.8","0.2","0.8","1","2.8","4.8","2",1984
"32","Pat Cummings","PF","27","DAL","10","0","30","4.7","11.5","0.409","0","0","0","4.7","11.5","0.409","0.409","1.4","1.5","0.933","2.6","4.6","7.2","1.5","0.4","0.2","0.9","3","10.8","4",1984
"33","Earl Cureton","C","26","DET","5","0","18.6","3","6.2","0.484","0","0","0","3","6.2","0.484","0.484","0.4","1.2","0.333","2.8","3.8","6.6","0.4","0.4","0.2","1","1.8","6.4","2",1984
"34","Adrian Dantley*","SF","28","UTA","11","0","41.3","10.6","21.1","0.504","0","0","0","10.6","21.1","0.504","0.504","10.9","12.6","0.863","3.4","4.2","7.5","4.2","0.9","0.1","3.5","2.7","32.2","5",1984
"35","Brad Davis","PG","28","DAL","10","0","30.4","3.3","7.3","0.452","0","0.2","0","3.3","7.1","0.465","0.452","1.5","1.9","0.789","0.6","1.3","1.9","5","0.6","0","1.8","1.8","8.1","4",1984
"36","Charles Davis","SF","25","WSB","3","0","5.7","2.3","4","0.583","0","0","0","2.3","4","0.583","0.583","0","0","0","0.3","0.7","1","0","0","0","0.3","0","4.7","1",1984
"37","Johnny Davis","PG","28","ATL","5","0","26.2","4.4","11","0.4","0","0","0","4.4","11","0.4","0.4","1.2","1.2","1","0.4","1.6","2","4.8","0.2","0","0.8","2","10","2",1984
"38","Walter Davis","SG","29","PHO","17","0","36.6","10.3","19.2","0.535","0.2","0.6","0.273","10.1","18.6","0.544","0.54","4.1","4.6","0.897","0.9","1.8","2.7","6.4","1.7","0.2","2.5","3.2","24.9","9",1984
"39","Darryl Dawkins","C","27","NJN","11","0","30.9","6","10.7","0.559","0","0.3","0","6","10.5","0.574","0.559","6.4","7.5","0.843","2","4.2","6.2","1.2","0.5","0.9","2.9","4.7","18.4","5",1984
"40","Darren Daye","SF","23","WSB","3","0","5","0.3","1.7","0.2","0","0","0","0.3","1.7","0.2","0.2","0.7","0.7","1","0","0","0","0.3","0","0.3","0.3","0.7","1.3","1",1984
"41","John Drew","SF","29","UTA","11","0","15.6","3.9","7.7","0.506","0","0","0","3.9","7.7","0.506","0.506","2.4","3","0.788","0.9","1.4","2.3","0.8","0.4","0","1","2.4","10.2","5",1984
"43","Larry Drew","PG","25","KCK","3","0","23.3","2.3","6.3","0.368","0","0","0","2.3","6.3","0.368","0.368","1","1","1","0","1.3","1.3","3.7","1","0","1.7","1.7","5.7","0",1984
"44","Clyde Drexler*","SG","21","POR","5","0","17","3","7","0.429","0","0.2","0","3","6.8","0.441","0.429","1.2","1.4","0.857","1.4","2","3.4","1.6","1","0.2","1.4","2.2","7.2","2",1984
"45","Mike Dunleavy","PG","29","MIL","15","0","26.2","3.9","8.6","0.457","1.2","3.3","0.36","2.7","5.3","0.519","0.527","2.2","2.4","0.917","0.7","1.7","2.3","3.1","1.1","0","2.3","3.9","11.3","8",1984
"46","T.R. Dunn","SG","28","DEN","5","0","35.6","2.8","5","0.56","0","0","0","2.8","5","0.56","0.56","1","1.4","0.714","4","3.8","7.8","1.6","2","0.8","1.6","3.8","6.6","2",1984
"47","Mark Eaton","C","27","UTA","11","0","23.1","1.9","3.7","0.512","0","0","0","1.9","3.7","0.512","0.512","0.7","1.5","0.471","1.7","5.2","6.9","0.8","0.5","3.1","1.5","3","4.5","5",1984
"48","Jerry Eaves","PG","24","UTA","11","0","12","2","4.2","0.478","0.1","0.3","0.333","1.9","3.9","0.488","0.489","0.9","1.2","0.769","0.3","0.6","0.9","1.2","0.5","0.2","0.6","0.9","5","5",1984
"49","James Edwards","C","28","PHO","17","0","27.2","5.5","11.1","0.492","0","0","0","5.5","11.1","0.492","0.492","2.8","4","0.706","1.3","4.1","5.4","1.6","0.2","0.6","1.8","3.6","13.8","9",1984
"50","Dale Ellis","SF","23","DAL","8","0","22.3","3.3","10","0.325","0.1","1.5","0.083","3.1","8.5","0.368","0.331","0.8","1","0.75","2.4","2.9","5.3","0.5","1.3","0.3","0.6","2.1","7.4","4",1984
"51","Alex English*","SF","30","DEN","5","0","40.6","12","20.4","0.588","0","0.2","0","12","20.2","0.594","0.588","5","5.6","0.893","3.2","4.8","8","5.6","0.6","0.4","1.4","3.4","29","2",1984
"52","Julius Erving*","SF","33","PHI","5","0","38.8","7.2","15.2","0.474","0","0.2","0","7.2","15","0.48","0.474","3.8","4.4","0.864","1.8","4.6","6.4","5","1.6","1.2","4.2","2.8","18.2","2",1984
"53","Mike Evans","PG","28","DEN","5","0","15.4","1.8","5.6","0.321","0.2","1.6","0.125","1.6","4","0.4","0.339","0.8","0.8","1","0.2","0.4","0.6","2.4","0","0","1.6","2.6","4.6","2",1984
"54","Eric Fernsten","PF","30","NYK","2","0","1.5","0.5","1","0.5","0","0","0","0.5","1","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","1","6",1984
"55","Rod Foster","PG","23","PHO","16","0","8","0.6","2.4","0.256","0","0.3","0","0.6","2.1","0.294","0.256","0.6","0.6","1","0.4","0.4","0.8","1.1","0.3","0.1","0.8","1.3","1.8","9",1984
"56","Bill Garnett","PF","23","DAL","8","0","9.3","1.9","3.8","0.5","0.1","0.1","1","1.8","3.6","0.483","0.517","0.9","1","0.875","1.3","1.5","2.8","0.5","0","0.3","0.1","1.3","4.8","4",1984
"57","Mike Glenn","SG","28","ATL","5","0","10.6","1","2.8","0.357","0","0","0","1","2.8","0.357","0.357","0","0","0","0.2","0.8","1","1","0.4","0","0.4","1.8","2","2",1984
"58","Mike Gminski","C","24","NJN","11","0","20.3","2.6","4.5","0.58","0","0","0","2.6","4.5","0.58","0.58","3.3","4.7","0.692","2","3","5","0.5","0.6","1.4","0.8","1.5","8.5","5",1984
"59","Rickey Green","PG","29","UTA","11","0","36.7","5.8","13.7","0.424","0.1","0.4","0.25","5.7","13.4","0.429","0.427","2.9","3.9","0.744","0.8","2.3","3.1","9.5","1.7","0.4","2.6","1.5","14.6","5",1984
"60","Kevin Grevey","SG","30","MIL","5","0","5.4","0.4","1.8","0.222","0","0","0","0.4","1.8","0.222","0.222","0.8","1.2","0.667","0","0.4","0.4","0.2","0","0","0.2","0.2","1.6","8",1984
"61","Darrell Griffith","SG","25","UTA","11","0","37.9","7.4","16.6","0.443","1.5","4.1","0.356","5.9","12.5","0.471","0.486","3","4.4","0.688","1.5","4.5","5.9","3.7","1.7","0.2","2.8","2.2","19.2","5",1984
"62","Ernie Grunfeld","SG","28","NYK","11","0","7.6","1","2.1","0.478","0","0","0","1","2.1","0.478","0.478","0.4","0.4","1","0.1","0.7","0.8","0.5","0.2","0","0.4","1.1","2.4","6",1984
"64","Bob Hansen","SG","23","UTA","4","0","4.5","0.5","1.8","0.286","0.5","0.8","0.667","0","1","0","0.429","0.3","0.5","0.5","0.5","1.3","1.8","0.5","0","0","0.5","1","1.8","5",1984
"65","Bill Hanzlik","SF","26","DEN","5","0","16.4","2.2","3.8","0.579","0","0.4","0","2.2","3.4","0.647","0.579","1.2","1.2","1","0.6","1","1.6","4.2","0.6","0","1.2","3.2","5.6","2",1984
"66","Derek Harper","PG","22","DAL","10","0","22.6","2.1","5.4","0.389","0.3","0.8","0.375","1.8","4.6","0.391","0.417","0.5","0.7","0.714","0.8","1.2","2","2.8","1.1","0.2","0.6","1.6","5","4",1984
"67","Scott Hastings","PF","23","ATL","5","0","6.4","0.4","1.8","0.222","0","0","0","0.4","1.8","0.222","0.222","0.6","0.8","0.75","0.4","1.2","1.6","0.2","0.2","0","0.4","0.8","1.4","2",1984
"68","Steve Hawes","PF","33","SEA","5","0","14.8","1.2","2.8","0.429","0.2","0.4","0.5","1","2.4","0.417","0.464","0.4","0.4","1","1.6","2.4","4","1.4","0.4","0","0.4","1.2","3","2",1984
"69","Gerald Henderson","PG","28","BOS","23","0","26.8","5","10.3","0.485","0.1","0.5","0.273","4.9","9.8","0.496","0.492","2.3","3.3","0.72","1","1.3","2.3","4.2","1.5","0","1.8","3.4","12.5","15",1984
