"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Jim Baechtold","SF","27","NYK","3","0","38.3","5.7","15","0.378","0","0","0","5.7","15","0.378","0.378","4.7","5","0.933","0","0","4.7","4.7","0","0","0","4.3","16","1",1955
"2","Don Barksdale*","SF","31","BOS","7","0","17.4","2.6","5.7","0.45","0","0","0","2.6","5.7","0.45","0.45","2.6","3","0.857","0","0","5","1.4","0","0","0","2.4","7.7","3",1955
"3","Bob Brannum","PF","28","BOS","7","0","32.1","3.7","8.7","0.426","0","0","0","3.7","8.7","0.426","0.426","1.6","2.7","0.579","0","0","11.3","1.9","0","0","0","4.6","9","3",1955
"4","Carl Braun*","SG","27","NYK","3","0","34.3","6","14.7","0.409","0","0","0","6","14.7","0.409","0.409","6","6.7","0.9","0","0","4.7","5.3","0","0","0","3.7","18","1",1955
"5","Frankie Brian","SG","31","FTW","11","0","24.5","4.4","10.9","0.4","0","0","0","4.4","10.9","0.4","0.4","2.8","3.5","0.816","0","0","2","2.5","0","0","0","2.4","11.5","6",1955
"6","Bob Carney","SG","22","MNL","7","0","5.9","0.1","1.1","0.125","0","0","0","0.1","1.1","0.125","0.125","1.1","1.3","0.889","0","0","0.7","0.4","0","0","0","1","1.4","3",1955
"7","Cal Christensen","SF","27","ROC","3","0","10","0.7","2.7","0.25","0","0","0","0.7","2.7","0.25","0.25","1","2","0.5","0","0","2","0","0","0","0","0.3","2.3","1",1955
"8","Nat Clifton*","PF","32","NYK","3","0","36.7","6.7","17.3","0.385","0","0","0","6.7","17.3","0.385","0.385","6.3","8","0.792","0","0","7.7","4.3","0","0","0","4","19.7","1",1955
"9","Jack Coleman","PF","30","ROC","3","0","30.3","3.7","12","0.306","0","0","0","3.7","12","0.306","0.306","0.7","3","0.222","0","0","9.3","2.7","0","0","0","3.7","8","1",1955
"10","Bert Cook","SG","25","NYK","1","0","20","4","6","0.667","0","0","0","4","6","0.667","0.667","0","2","0","0","0","0","2","0","0","0","3","8","1",1955
"11","Bob Cousy*","PG","26","BOS","7","0","42.7","7.6","19.9","0.381","0","0","0","7.6","19.9","0.381","0.381","6.6","6.9","0.958","0","0","6.1","9.3","0","0","0","3.7","21.7","3",1955
"12","Bob Davies*","PG","35","ROC","3","0","25","3.7","11","0.333","0","0","0","3.7","11","0.333","0.333","1","1.3","0.75","0","0","2","3","0","0","0","3.7","8.3","1",1955
"13","Dick Farley","SG","22","SYR","11","0","15.3","1.7","5.1","0.339","0","0","0","1.7","5.1","0.339","0.339","1.3","2.3","0.56","0","0","1.2","1.8","0","0","0","2.6","4.7","7",1955
"14","Ray Felix","C","24","NYK","3","0","21","0.7","5.3","0.125","0","0","0","0.7","5.3","0.125","0.125","4.3","7","0.619","0","0","4","0.3","0","0","0","2","5.7","1",1955
"15","Larry Foust","C","26","FTW","11","0","30.1","5.5","13.8","0.395","0","0","0","5.5","13.8","0.395","0.395","4.7","6.6","0.712","0","0","9.7","2.4","0","0","0","3.9","15.6","6",1955
"16","Harry Gallatin*","PF","27","NYK","3","0","36","6.3","14","0.452","0","0","0","6.3","14","0.452","0.452","5.7","7.3","0.773","0","0","14.7","2.3","0","0","0","3.7","18.3","1",1955
"17","Don Henriksen","PF","25","ROC","3","0","23.3","1","4","0.25","0","0","0","1","4","0.25","0.25","2.3","3.3","0.7","0","0","5.3","1","0","0","0","1.7","4.3","1",1955
"18","Lew Hitch","PF","25","MNL","7","0","19.6","2.3","5.7","0.4","0","0","0","2.3","5.7","0.4","0.4","3.3","4.1","0.793","0","0","6","1.4","0","0","0","1.3","7.9","3",1955
"19","Jim Holstein","SF","24","MNL","7","0","16.7","2.3","5.4","0.421","0","0","0","2.3","5.4","0.421","0.421","1.1","1.3","0.889","0","0","4.3","0.9","0","0","0","1.1","5.7","3",1955
"20","Bob Houbregs*","C","22","FTW","11","0","19.4","2.2","5.7","0.381","0","0","0","2.2","5.7","0.381","0.381","2.6","3.4","0.784","0","0","5.6","1.7","0","0","0","2.8","7","6",1955
"22","Mel Hutchins","PF","26","FTW","11","0","37.9","5.5","13.1","0.417","0","0","0","5.5","13.1","0.417","0.417","3.5","5.1","0.679","0","0","8.1","2.8","0","0","0","4.3","14.4","6",1955
"23","Ed Kalafat","PF","22","MNL","7","0","10.9","0.3","3.1","0.091","0","0","0","0.3","3.1","0.091","0.091","0.4","1.4","0.3","0","0","2.6","0","0","0","0","2.3","1","3",1955
"24","Billy Kenville","SG","24","SYR","11","0","11.8","1.5","4.4","0.354","0","0","0","1.5","4.4","0.354","0.354","3.3","4.5","0.735","0","0","2.8","1","0","0","0","2.1","6.4","7",1955
"25","Red Kerr","C","22","SYR","11","0","33","5.4","13.7","0.391","0","0","0","5.4","13.7","0.391","0.391","3.1","5.5","0.557","0","0","10.7","1.2","0","0","0","2.5","13.8","7",1955
"26","George King","PG","26","SYR","11","0","33.7","4.2","10.6","0.393","0","0","0","4.2","10.6","0.393","0.393","3.2","5","0.636","0","0","3.7","5.6","0","0","0","3","11.5","7",1955
"27","Earl Lloyd*","SF","26","SYR","11","0","32.3","4","11.1","0.361","0","0","0","4","11.1","0.361","0.361","3.5","4.7","0.75","0","0","8.1","3.2","0","0","0","3.7","11.5","7",1955
"28","Clyde Lovellette*","C","25","MNL","7","0","28.1","6.3","14","0.449","0","0","0","6.3","14","0.449","0.449","4.1","5.7","0.725","0","0","9.1","0.4","0","0","0","4.6","16.7","3",1955
"29","Ed Macauley*","C","26","BOS","7","0","40.4","6.1","13.3","0.462","0","0","0","6.1","13.3","0.462","0.462","5.9","7.7","0.759","0","0","7.4","4.6","0","0","0","3","18.1","3",1955
"30","Tom Marshall","SF","24","ROC","3","0","16.7","1","6.7","0.15","0","0","0","1","6.7","0.15","0.15","1","1.7","0.6","0","0","5.7","0.7","0","0","0","0.3","3","1",1955
"31","Slater Martin*","PG","29","MNL","7","0","45","4","13.4","0.298","0","0","0","4","13.4","0.298","0.298","5.7","7","0.816","0","0","4","4.4","0","0","0","3.3","13.7","3",1955
"32","Dick McGuire*","PG","29","NYK","3","0","25","2","6.3","0.316","0","0","0","2","6.3","0.316","0.316","2.7","4","0.667","0","0","3","4","0","0","0","2.3","6.7","1",1955
"33","Jack McMahon","PG","26","ROC","3","0","36.3","5.7","14","0.405","0","0","0","5.7","14","0.405","0.405","6","9.3","0.643","0","0","5.7","5","0","0","0","2.3","17.3","1",1955
"34","Monk Meineke","PF","24","FTW","11","0","14.7","1.6","3.6","0.45","0","0","0","1.6","3.6","0.45","0.45","2.1","2.3","0.92","0","0","4.4","0.8","0","0","0","2","5.4","6",1955
"35","Vern Mikkelsen*","PF","26","MNL","7","0","29.9","4.3","12.1","0.353","0","0","0","4.3","12.1","0.353","0.353","5.1","6.6","0.783","0","0","11.1","1.9","0","0","0","5.1","13.7","3",1955
"36","Red Morrison","C","22","BOS","7","0","6","0.4","1.1","0.375","0","0","0","0.4","1.1","0.375","0.375","0.1","0.4","0.333","0","0","2","0.1","0","0","0","3.1","1","3",1955
"37","Jack Nichols","PF","28","BOS","7","0","33","4.3","11.6","0.37","0","0","0","4.3","11.6","0.37","0.37","1.9","2.3","0.813","0","0","7","3.3","0","0","0","4","10.4","3",1955
"38","Wally Osterkorn","SF","26","SYR","11","0","6.8","1","3.1","0.324","0","0","0","1","3.1","0.324","0.324","1.2","1.5","0.765","0","0","1.9","1","0","0","0","1.3","3.2","7",1955
"39","Togo Palazzi","SG","22","BOS","5","0","6","2.4","4.8","0.5","0","0","0","2.4","4.8","0.5","0.5","1","2","0.5","0","0","2.8","0.2","0","0","0","1.4","5.8","3",1955
"40","Bob Peterson","PF","23","NYK","3","0","23.7","2.3","5","0.467","0","0","0","2.3","5","0.467","0.467","3.3","3.7","0.909","0","0","5.3","1.7","0","0","0","1","8","1",1955
"41","Andy Phillip*","PG","32","FTW","11","0","40.5","2.7","8.5","0.323","0","0","0","2.7","8.5","0.323","0.323","3.1","3.6","0.85","0","0","5.5","7.1","0","0","0","3.4","8.5","6",1955
"43","Jim Pollard*","SF","32","MNL","7","0","36.7","4.7","14.9","0.317","0","0","0","4.7","14.9","0.317","0.317","4.7","6.6","0.717","0","0","11.1","2","0","0","0","1.9","14.1","3",1955
"44","Frank Ramsey*","SF","23","BOS","7","0","22","4","7.7","0.519","0","0","0","4","7.7","0.519","0.519","2.7","3.7","0.731","0","0","5","2.3","0","0","0","3.9","10.7","3",1955
"45","Arnie Risen*","C","30","ROC","3","0","25.7","5.7","12.7","0.447","0","0","0","5.7","12.7","0.447","0.447","4.7","6.3","0.737","0","0","12.3","1.7","0","0","0","4.3","16","1",1955
