"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kareem Abdul-Jabbar*","C","37","LAL","19","19","32.1","8.8","15.8","0.56","0","0","0","8.8","15.8","0.56","0.56","4.2","5.4","0.777","2.6","5.5","8.1","4","1.2","1.9","2.7","3.5","21.9","15",1985
"2","Alvan Adams","PF","30","PHO","3","3","26.3","7.7","15.3","0.5","0","0","0","7.7","15.3","0.5","0.5","1.7","2","0.833","1.3","4.3","5.7","3.7","2.3","0.3","2","2.7","17","0",1985
"3","Mark Aguirre","SF","25","DAL","4","4","41","11","22.3","0.494","0.3","0.5","0.5","10.8","21.8","0.494","0.5","6.8","8","0.844","4","3.5","7.5","4","0.8","0","3.8","4","29","1",1985
"4","Danny Ainge","SG","25","BOS","21","21","32.7","4.6","9.9","0.466","0.3","0.8","0.438","4.3","9.1","0.469","0.483","1.4","1.9","0.769","1","1.8","2.8","5.8","1.5","0","1.5","3.6","11","13",1985
"5","Ron Anderson","SF","26","CLE","2","0","4.5","0","1.5","0","0","0","0","0","1.5","0","0","0","0","0","0.5","1","1.5","0","0","0","0","0","0","1",1985
"6","John Bagley","PG","24","CLE","4","4","42","5.5","14","0.393","0","0.8","0","5.5","13.3","0.415","0.393","1.8","2.5","0.7","0.3","3.8","4","10","2.5","0","4.3","1.8","12.8","1",1985
"7","Thurl Bailey","PF","23","UTA","10","10","37.5","6.2","15.2","0.408","0","0","0","6.2","15.2","0.408","0.408","4.5","5.5","0.818","2.1","7.1","9.2","2.7","0.5","1.8","2.1","3","16.9","4",1985
"8","Greg Ballard","SF","30","WSB","4","0","16.3","2.8","6","0.458","0","0.5","0","2.8","5.5","0.5","0.458","2","2.3","0.889","1","2.5","3.5","1.5","0.8","0","1.3","1.8","7.5","1",1985
"9","Gene Banks","SF","25","SAS","1","0","10","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","3","0","2",1985
"10","Charles Barkley*","PF","21","PHI","13","2","31.4","5.8","10.7","0.54","0.3","0.5","0.667","5.5","10.2","0.534","0.554","3.1","4.8","0.635","4","7.1","11.1","2","1.8","1.2","2.7","3.8","14.9","8",1985
"11","Kent Benson","C","30","DET","9","1","15.8","2.8","5.1","0.543","0","0","0","2.8","5.1","0.543","0.543","1.4","1.7","0.867","1","3","4","0.4","0.9","0.2","0.7","3","7","5",1985
"12","Larry Bird*","SF","28","BOS","20","20","40.8","9.8","21.3","0.461","0.4","1.3","0.28","9.5","20","0.473","0.469","6.1","6.8","0.89","2.7","6.5","9.1","5.8","1.7","1","2.9","2.7","26","13",1985
"13","Rolando Blackman","SG","25","DAL","4","4","42.3","11.8","23","0.511","0.3","0.5","0.5","11.5","22.5","0.511","0.516","9","9.5","0.947","2.8","3.8","6.5","4.8","0.5","0.5","3.5","2","32.8","1",1985
"14","Sam Bowie","C","23","POR","9","9","28.8","2.9","6.6","0.441","0","0","0","2.9","6.6","0.441","0.441","1.6","2.8","0.56","1.8","6.7","8.4","2.3","0.4","2.3","1.3","4","7.3","4",1985
"15","Dudley Bradley","SG","27","WSB","4","0","10.3","1.3","2.3","0.556","0.3","1.3","0.2","1","1","1","0.611","0.8","1","0.75","0.5","1","1.5","1.5","0.5","0","1.3","1.3","3.5","1",1985
"16","Randy Breuer","C","24","MIL","8","0","13","1.9","3.3","0.577","0","0","0","1.9","3.3","0.577","0.577","1.8","2.6","0.667","1.1","1.9","3","0","0.3","0.3","1","1.9","5.5","3",1985
"17","Ron Brewer","SG","29","NJN","3","0","31","5","10","0.5","0","0.3","0","5","9.7","0.517","0.5","2","2.7","0.75","0.3","1.3","1.7","1.7","1","0","1","2.3","12","0",1985
"18","Wallace Bryant","C","25","DAL","2","1","18","0","0.5","0","0","0","0","0","0.5","0","0","1","1","1","0.5","3","3.5","0.5","0.5","0.5","1","2.5","1","1",1985
"19","Quinn Buckner","PG","30","BOS","15","0","5.7","0.9","1.5","0.591","0","0","0","0.9","1.5","0.591","0.591","0.3","0.5","0.625","0.1","0.3","0.5","0.8","0.4","0","0.4","1.6","2.1","13",1985
"20","Tony Campbell","SF","22","DET","2","0","4.5","0.5","1.5","0.333","0","0","0","0.5","1.5","0.333","0.333","0","0","0","0","1","1","0.5","0","0","0","0.5","1","5",1985
"22","Kenny Carr","PF","29","POR","9","9","29.4","5.6","10.6","0.526","0","0.1","0","5.6","10.4","0.532","0.526","1.8","2.2","0.8","3.3","4.4","7.8","1.1","0.3","0.2","2.6","4.4","12.9","4",1985
"23","M.L. Carr","SF","34","BOS","7","0","3.4","0.6","2.1","0.267","0.1","0.3","0.5","0.4","1.9","0.231","0.3","0","0","0","0.1","0.1","0.3","0.1","0.1","0","0.1","0.6","1.3","13",1985
"24","Maurice Cheeks*","PG","28","PHI","13","13","37.2","6.2","11.8","0.529","0","0.4","0","6.2","11.4","0.547","0.529","2.8","3.2","0.857","0.9","2.6","3.5","5.2","2.4","0.4","2.6","2.2","15.2","8",1985
"25","Carlos Clark","SG","24","BOS","3","0","3.7","1","1.7","0.6","0","0","0","1","1.7","0.6","0.6","0.7","0.7","1","0.7","0","0.7","1","0.3","0","0","0.7","2.7","13",1985
"26","Don Collins","SG","26","WSB","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1985
"27","Steve Colter","PG","22","POR","9","0","18.4","4","8.3","0.48","0.3","1.2","0.273","3.7","7.1","0.516","0.5","0.6","0.9","0.625","0.4","1.3","1.8","4.1","0.6","0","1.1","2.7","8.9","4",1985
"28","Darwin Cook","PG","26","NJN","1","0","7","3","4","0.75","0","0","0","3","4","0.75","0.75","0","0","0","0","0","0","1","0","0","2","2","6","0",1985
"29","Jeff Cook","PF","28","SAS","5","0","19.6","1.8","3.6","0.5","0","0.2","0","1.8","3.4","0.529","0.5","3.4","5","0.68","1.2","4.6","5.8","0.8","1","1.2","1.2","4.6","7","2",1985
"30","Michael Cooper","SG","28","LAL","19","0","26.4","3.7","6.6","0.563","0.4","1.4","0.308","3.3","5.3","0.63","0.595","2.5","2.7","0.923","0.6","3.4","4","4.9","1.1","0.5","1.9","2.4","10.4","15",1985
"31","Wayne Cooper","C","28","DEN","15","12","21.4","4.5","9.5","0.469","0","0","0","4.5","9.5","0.469","0.469","2","2.7","0.75","2.3","3.9","6.2","1.3","0.5","2.4","1.3","3.5","10.9","8",1985
"32","Dave Corzine","C","28","CHI","4","4","19.3","3.5","5.3","0.667","0","0","0","3.5","5.3","0.667","0.667","1.3","1.5","0.833","2.3","3.3","5.5","0.8","0.5","0.3","1.3","3.5","8.3","1",1985
