"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Álex Abrines","SG","23","OKC","5","0","16","1.6","4.6","0.348","1","3.4","0.294","0.6","1.2","0.5","0.457","0.6","0.8","0.75","0.4","1.4","1.8","0.8","0","0","0","1.6","4.8","1",2017
"2","Steven Adams","C","23","OKC","5","5","31.4","3.6","5.6","0.643","0","0","0","3.6","5.6","0.643","0.643","0.8","2.2","0.364","3.4","3.4","6.8","1.4","1.2","1.8","0.8","2.8","8","1",2017
"3","LaMarcus Aldridge","PF","31","SAS","16","16","33.6","6.9","15","0.458","0.1","0.9","0.143","6.8","14.1","0.478","0.463","2.6","3.4","0.764","2.7","4.8","7.4","1.5","0.6","1","1.8","2.6","16.5","8",2017
"4","Lavoy Allen","PF","27","IND","3","0","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.7","0","0","0","0.3","0","0","0",2017
"5","Al-Farouq Aminu","PF","26","POR","4","0","28.3","4.3","9.3","0.459","1.8","4.3","0.412","2.5","5","0.5","0.554","1.8","2.8","0.636","1.3","5.3","6.5","1","0.8","1","2.3","2.3","12","0",2017
"6","Kyle Anderson","SF","23","SAS","15","1","13","2.4","4.3","0.563","0.2","0.7","0.3","2.2","3.6","0.611","0.586","0.5","0.7","0.727","0.8","2.3","3.1","1.7","0.7","0.1","0.5","0.5","5.5","8",2017
"7","Ryan Anderson","PF","28","HOU","11","9","30.5","3.3","8.4","0.391","1.5","5.5","0.283","1.7","2.9","0.594","0.484","1.3","1.5","0.875","1.4","3.8","5.2","0.6","0.4","0.2","0.8","2.2","9.4","6",2017
"8","Giannis Antetokounmpo","SF","22","MIL","6","6","40.5","10","18.7","0.536","0.7","1.7","0.4","9.3","17","0.549","0.554","4.2","7.7","0.543","1.7","7.8","9.5","4","2.2","1.7","3.3","3.5","24.8","2",2017
"9","Joel Anthony","C","34","SAS","3","0","5","1","1.3","0.75","0","0","0","1","1.3","0.75","0.75","0","0.3","0","0.7","0.7","1.3","0","0","0.7","0.3","0.7","2","8",2017
"10","Trevor Ariza","SF","31","HOU","11","11","37.5","3.7","8.8","0.423","2.1","5.5","0.377","1.6","3.3","0.5","0.541","1.2","1.3","0.929","0.7","4.4","5.1","2.1","1.3","0.2","0.8","2.3","10.7","6",2017
"11","Wade Baldwin","PG","20","MEM","3","0","4","0","0.3","0","0","0","0","0","0.3","0","0","0.7","0.7","1","0.3","1","1.3","0.7","0","0","0","1","0.7","2",2017
"12","Matt Barnes","SF","36","GSW","12","0","5.1","0.3","1.3","0.267","0.1","0.7","0.125","0.3","0.6","0.429","0.3","0","0","0","0","0.8","0.8","0.6","0.2","0","0.3","0.8","0.8","16",2017
"13","Brandon Bass","PF","31","LAC","1","0","4","1","3","0.333","0","0","0","1","3","0.333","0.333","0","0","0","1","0","1","0","1","0","0","0","2","3",2017
"14","Kent Bazemore","SF","27","ATL","6","0","25","3.5","8.8","0.396","1.2","4","0.292","2.3","4.8","0.483","0.462","1.7","2.3","0.714","0.7","3.2","3.8","3.3","0.7","0.8","2.7","2.5","9.8","2",2017
"15","Bradley Beal","SG","23","WAS","13","13","38.8","9.4","19.9","0.471","2.2","7.8","0.287","7.2","12.2","0.589","0.527","3.8","4.7","0.82","1.2","2.2","3.4","2.7","1.6","0.6","2.1","2.9","24.8","7",2017
