"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Al Attles*","PG","31","SFW","10","0","27.7","2.5","6.2","0.403","0","0","0","2.5","6.2","0.403","0.403","2.3","3","0.767","0","0","5.3","7","0","0","0","4.9","7.3","4",1968
"2","Jim Barnes","PF","26","CHI","5","0","11.4","0.6","2.4","0.25","0","0","0","0.6","2.4","0.25","0.25","0","0","0","0","0","4.2","0.2","0","0","0","2.6","1.2","1",1968
"3","Dick Barnett","SG","31","NYK","6","0","35.2","10.2","19.5","0.521","0","0","0","10.2","19.5","0.521","0.521","3.5","4.8","0.724","0","0","4.5","3.5","0","0","0","4","23.8","2",1968
"4","Elgin Baylor*","SF","33","LAL","15","0","42.2","11.7","25.1","0.468","0","0","0","11.7","25.1","0.468","0.468","5.1","7.5","0.679","0","0","14.5","4","0","0","0","2.7","28.5","10",1968
"5","Zelmo Beaty*","C","28","STL","6","0","39.8","7.2","15.3","0.467","0","0","0","7.2","15.3","0.467","0.467","7.2","9.2","0.782","0","0","13.5","2.5","0","0","0","4.3","21.5","2",1968
"6","Walt Bellamy*","C","28","NYK","6","0","46.2","7.5","17.8","0.421","0","0","0","7.5","17.8","0.421","0.421","5","8","0.625","0","0","16","3.5","0","0","0","3.7","20","2",1968
"7","Dave Bing*","PG","24","DET","6","0","42.3","11.3","27.7","0.41","0","0","0","11.3","27.7","0.41","0.41","5.5","7.5","0.733","0","0","4","4.8","0","0","0","3.5","28.2","2",1968
"8","Bob Boozer","PF","30","CHI","5","0","38","6.6","14.6","0.452","0","0","0","6.6","14.6","0.452","0.452","5.6","7.6","0.737","0","0","8.8","2.4","0","0","0","2.6","18.8","1",1968
"9","Nate Bowman","C","24","NYK","1","0","6","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","3","0","0","0","0","1","0","2",1968
"10","Bill Bradley*","SF","24","NYK","6","0","10.7","2","4.7","0.429","0","0","0","2","4.7","0.429","0.429","1.5","2.2","0.692","0","0","1","0.3","0","0","0","1.2","5.5","2",1968
"11","Bill Bridges","PF","28","STL","6","0","36","6.3","12.5","0.507","0","0","0","6.3","12.5","0.507","0.507","3","4.2","0.72","0","0","12.8","2.3","0","0","0","3.8","15.7","2",1968
"12","Em Bryant","PG","29","NYK","5","0","15","0.8","2.6","0.308","0","0","0","0.8","2.6","0.308","0.308","0.8","1","0.8","0","0","2.8","1.4","0","0","0","2.6","2.4","2",1968
"13","Joe Caldwell","SF","26","STL","6","0","24.7","2.5","7.7","0.326","0","0","0","2.5","7.7","0.326","0.326","0.3","2.5","0.133","0","0","3.5","2.5","0","0","0","1.7","5.3","2",1968
"14","Wilt Chamberlain*","C","31","PHI","13","0","48.5","9.5","17.8","0.534","0","0","0","9.5","17.8","0.534","0.534","4.6","12.2","0.38","0","0","24.7","6.5","0","0","0","2.2","23.7","7",1968
"15","Len Chappell","C","27","DET","5","0","4.2","0.4","1.4","0.286","0","0","0","0.4","1.4","0.286","0.286","0.6","1.2","0.5","0","0","2.4","0","0","0","0","0.6","1.4","2",1968
"16","Archie Clark","PG","26","LAL","15","0","35.2","5.9","13.7","0.427","0","0","0","5.9","13.7","0.427","0.427","3.5","4.6","0.768","0","0","3.1","4","0","0","0","2.8","15.3","10",1968
"17","Barry Clemens","SF","24","CHI","4","0","11.3","2","4","0.5","0","0","0","2","4","0.5","0.5","1","1","1","0","0","0.5","1.3","0","0","0","1.5","5","1",1968
"18","Mel Counts","PF","26","LAL","15","0","20.4","3.6","6.7","0.535","0","0","0","3.6","6.7","0.535","0.535","1.4","2.1","0.677","0","0","8.9","1.6","0","0","0","3.5","8.6","10",1968
"19","Freddie Crawford","SG","26","LAL","15","0","17.1","2.4","5.5","0.434","0","0","0","2.4","5.5","0.434","0.434","1.3","2.3","0.543","0","0","2.3","1.1","0","0","0","2.7","6.1","10",1968
"20","Billy Cunningham*","SF","24","PHI","3","0","28.7","8","14.3","0.558","0","0","0","8","14.3","0.558","0.558","4.7","5.7","0.824","0","0","7.3","3.3","0","0","0","5.3","20.7","7",1968
