"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kareem Abdul-Jabbar*","C","25","MIL","6","0","46","9.8","23","0.428","0","0","0","9.8","23","0.428","0.428","3.2","5.8","0.543","0","0","16.2","2.8","0","0","0","4.3","22.8","2",1973
"2","Lucius Allen","PG","25","MIL","6","0","33.8","6","14.8","0.404","0","0","0","6","14.8","0.404","0.404","3.7","4.7","0.786","0","0","2.7","3.5","0","0","0","2.5","15.7","2",1973
"3","Dennis Awtrey","C","24","CHI","7","0","38.3","3.7","6.9","0.542","0","0","0","3.7","6.9","0.542","0.542","1.6","3.1","0.5","0","0","11","4.4","0","0","0","3.7","9","3",1973
"4","Dick Barnett","SG","36","NYK","4","0","4.3","0.8","1.5","0.5","0","0","0","0.8","1.5","0.5","0.5","0","0","0","0","0","0","0.5","0","0","0","1.3","1.5","12",1973
"5","Jim Barnett","PG","28","GSW","11","0","30.5","5.5","13.4","0.408","0","0","0","5.5","13.4","0.408","0.408","2.1","2.5","0.852","0","0","3.5","3.5","0","0","0","2.5","13","5",1973
"6","Rick Barry*","SF","28","GSW","11","0","26.5","5.9","14.9","0.396","0","0","0","5.9","14.9","0.396","0.396","4.5","5","0.909","0","0","4.9","2.2","0","0","0","3.7","16.4","5",1973
"7","Walt Bellamy*","C","33","ATL","6","0","41.2","5.7","14.3","0.395","0","0","0","5.7","14.3","0.395","0.395","2.3","5.2","0.452","0","0","12.2","2.2","0","0","0","2.8","13.7","2",1973
"8","Henry Bibby","PG","23","NYK","6","0","7.2","1.3","3","0.444","0","0","0","1.3","3","0.444","0.444","0.7","1.3","0.5","0","0","0.3","0.5","0","0","0","0.8","3.3","12",1973
"9","Tom Boerwinkle","C","27","CHI","4","0","7.5","1","1.5","0.667","0","0","0","1","1.5","0.667","0.667","0.3","0.3","1","0","0","2.3","2.8","0","0","0","1.8","2.3","3",1973
"10","Steve Bracey","PG","22","ATL","6","0","20.5","4","7.8","0.511","0","0","0","4","7.8","0.511","0.511","1.8","2.7","0.688","0","0","2.2","3.3","0","0","0","2.2","9.8","2",1973
"11","Bill Bradley*","SF","29","NYK","17","0","34.5","5.8","13","0.448","0","0","0","5.8","13","0.448","0.448","2.4","2.9","0.8","0","0","3.4","2.6","0","0","0","3.5","14","12",1973
"12","Bill Bridges","PF","33","LAL","17","0","34.2","3.4","8","0.419","0","0","0","3.4","8","0.419","0.419","2.2","2.9","0.776","0","0","9.3","1.7","0","0","0","4","8.9","9",1973
