"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Arron Afflalo","SG","26","DEN","7","7","32.7","4.3","10.6","0.405","0.6","2.9","0.2","3.7","7.7","0.481","0.432","1.7","2.1","0.8","0.7","2.9","3.6","2.7","0.7","0.3","1.3","2","10.9","3",2012
"2","Blake Ahearn","PG","27","UTA","3","0","2.7","0.7","1","0.667","0.3","0.3","1","0.3","0.7","0.5","0.833","0","0","0","0","0","0","0.7","0","0","0","0","1.7","0",2012
"3","Cole Aldrich","C","23","OKC","5","0","5","0.8","1.8","0.444","0","0","0","0.8","1.8","0.444","0.444","0.4","0.8","0.5","1","1.6","2.6","0","0","0","0","0.6","2","13",2012
"4","Lavoy Allen","PF","22","PHI","12","1","19.7","2.8","5.1","0.557","0","0","0","2.8","5.1","0.557","0.557","0.6","1","0.583","1.8","3.2","4.9","0.3","0.8","0.9","0.4","2.5","6.3","7",2012
"5","Ray Allen*","SG","36","BOS","18","10","34.2","3.7","9.3","0.395","1.6","5.1","0.304","2.1","4.2","0.507","0.479","1.8","2.5","0.711","0.4","3.7","4.1","1","0.9","0.1","0.9","2.3","10.7","11",2012
"6","Tony Allen","SG","30","MEM","7","7","24.3","2.6","6.4","0.4","0","0.7","0","2.6","5.7","0.45","0.4","1.7","2.4","0.706","1.1","2","3.1","0.7","1.3","1","1.4","3","6.9","3",2012
"7","Lou Amundson","PF","29","IND","11","0","8.5","1.1","2.1","0.522","0","0","0","1.1","2.1","0.522","0.522","0.3","0.5","0.5","0.5","1.5","2.1","0.2","0.2","0.5","0.4","1.5","2.5","6",2012
"8","James Anderson","SG","22","SAS","8","0","3.9","0.5","1.1","0.444","0.3","0.5","0.5","0.3","0.6","0.4","0.556","0.1","0.3","0.5","0","0.6","0.6","0.4","0.1","0","0","0.1","1.4","10",2012
"9","Ryan Anderson","PF","23","ORL","5","5","34.4","3","8.8","0.341","2.4","6","0.4","0.6","2.8","0.214","0.477","1.2","1.4","0.857","1.8","2.8","4.6","0.8","0.6","0.4","1.8","4.4","9.6","1",2012
"10","Carmelo Anthony","SF","27","NYK","5","5","40.8","10.4","24.8","0.419","0.8","3.6","0.222","9.6","21.2","0.453","0.435","6.2","8.2","0.756","2.6","5.6","8.2","2.2","1.2","0.2","2.8","4.2","27.8","1",2012
"11","Joel Anthony","C","29","MIA","17","1","19.4","1","1.7","0.586","0","0","0","1","1.7","0.586","0.586","1.2","1.5","0.8","1.3","1.9","3.2","0.1","0.3","0.9","0.5","2.4","3.2","16",2012
"12","Gilbert Arenas","PG","30","MEM","6","0","3.8","0.3","1.3","0.25","0","0.7","0","0.3","0.7","0.5","0.25","0","0","0","0","0.2","0.2","0.2","0","0","0.2","1","0.7","3",2012
"13","Ömer Asik","C","25","CHI","6","3","21.3","1.2","2.3","0.5","0","0","0","1.2","2.3","0.5","0.5","1","2.8","0.353","1.3","3.3","4.7","1.3","0.2","1.7","1.3","2.3","3.3","2",2012
"14","Jeff Ayres","C","24","IND","4","0","2.3","0.3","0.8","0.333","0","0","0","0.3","0.8","0.333","0.333","0","0","0","0","0.5","0.5","0","0","0","0","0.5","0.5","6",2012
"15","Kelenna Azubuike","SG","28","DAL","1","0","5","1","3","0.333","1","1","1","0","2","0","0.5","0","0","0","1","0","1","0","1","0","1","0","3","0",2012
"16","Leandro Barbosa","SG","29","IND","11","0","20.3","2.5","6.6","0.37","0.3","1.8","0.15","2.2","4.8","0.453","0.39","0.5","1.1","0.5","0.5","1.7","2.2","1.3","0.5","0.1","1.2","2.1","5.7","6",2012
"17","Matt Barnes","SF","31","LAL","11","0","16.8","1.5","5.4","0.271","0.5","2.8","0.161","1","2.5","0.393","0.314","0.2","0.4","0.5","0.8","2.5","3.3","1.5","0.9","0.5","1.4","2.6","3.5","5",2012
"18","Brandon Bass","PF","26","BOS","20","20","30.4","4.1","8.8","0.463","0","0","0","4.1","8.8","0.463","0.463","3","3.2","0.922","1.3","4","5.3","0.8","0.7","0.5","0.8","2.5","11.1","11",2012
"19","Shane Battier","SF","33","MIA","23","16","33.4","2.3","6.1","0.379","1.8","4.8","0.382","0.5","1.3","0.367","0.529","0.6","0.7","0.813","0.7","2.6","3.2","1.2","1","0.6","0.7","3","7","16",2012
"20","Rodrigue Beaubois","PG","23","DAL","2","0","6","0","1","0","0","0.5","0","0","0.5","0","0","0","0","0","0","0.5","0.5","1","0","0","0.5","0.5","0","0",2012
"22","Mike Bibby","PG","33","NYK","5","1","23.6","1.8","4.6","0.391","1.4","3.4","0.412","0.4","1.2","0.333","0.543","0.4","0.6","0.667","0.6","3.6","4.2","2.6","0.2","0","0.8","1.4","5.4","1",2012
"23","DeJuan Blair","PF","22","SAS","10","0","7.6","1.7","2.7","0.63","0","0","0","1.7","2.7","0.63","0.63","0.3","0.6","0.5","0.7","1.6","2.3","0.2","0.3","0.1","0.1","1","3.7","10",2012
"24","Steve Blake","PG","31","LAL","12","0","25.5","2.2","5.2","0.419","1.5","3.6","0.419","0.7","1.6","0.421","0.565","0.4","0.6","0.714","0.7","2.2","2.8","2.3","0.7","0.2","1.3","1.8","6.3","5",2012
"25","Eric Bledsoe","PG","22","LAC","11","0","17.2","3.4","5.7","0.587","0.3","0.6","0.429","3.1","5.1","0.607","0.611","0.9","1.5","0.625","1.1","1.3","2.4","2.1","1.2","0.4","1.4","2.1","7.9","4",2012
"26","Matt Bonner","PF","31","SAS","13","0","12.7","0.8","2.5","0.313","0.6","1.8","0.348","0.2","0.7","0.222","0.438","0.2","0.4","0.6","0.2","1.8","1.9","0.7","0.2","0.3","0.2","1.8","2.4","10",2012
"27","Carlos Boozer","PF","30","CHI","6","6","33.3","6.3","15","0.422","0","0","0","6.3","15","0.422","0.422","0.8","1.2","0.714","1.7","8.2","9.8","3","0.8","0.3","3.8","3.3","13.5","2",2012
"28","Chris Bosh","PF","27","MIA","14","10","31.4","5.2","10.6","0.493","0.5","0.9","0.538","4.7","9.6","0.489","0.517","3.1","3.7","0.827","2.6","5.2","7.8","0.6","0.4","1","1.4","1.4","14","16",2012
"29","Avery Bradley","PG","21","BOS","10","10","24.8","2.5","6.8","0.368","0.5","2.2","0.227","2","4.6","0.435","0.404","1.2","1.8","0.667","0.3","1.7","2","0.8","0.8","0.6","1","2","6.7","11",2012
"30","Elton Brand","C","32","PHI","13","13","27.4","3.5","7.6","0.465","0","0","0","3.5","7.6","0.465","0.465","1.5","2.5","0.625","1.7","3.2","4.8","0.5","0.8","1.5","0.5","2.8","8.6","7",2012
"31","Corey Brewer","SF","25","DEN","7","0","16.6","3.3","7.7","0.426","0.9","2.9","0.3","2.4","4.9","0.5","0.481","0.9","1.1","0.75","0.9","1.1","2","0.9","1","0.3","0.3","1.6","8.3","3",2012
"32","Ronnie Brewer","SG","26","CHI","5","0","16.6","0.8","3.2","0.25","0","0","0","0.8","3.2","0.25","0.25","0","0.6","0","0.8","3","3.8","1.8","0.8","0.2","1.2","1","1.6","2",2012
"33","Kobe Bryant","SG","33","LAL","12","12","39.7","11","25.1","0.439","1.4","5","0.283","9.6","20.1","0.477","0.467","6.6","7.9","0.832","1.3","3.5","4.8","4.3","1.3","0.2","2.8","2.8","30","5",2012
"34","Alec Burks","SG","20","UTA","4","0","15.8","1.8","7","0.25","0","0.5","0","1.8","6.5","0.269","0.25","3","3.5","0.857","1.3","1.5","2.8","0.8","0.5","0","0.8","1","6.5","0",2012
"35","Caron Butler","SF","31","LAC","10","10","26.8","3.3","9.2","0.359","0.8","3.1","0.258","2.5","6.1","0.41","0.402","1.2","1.6","0.75","0.4","2.6","3","1","0.6","0.2","1.6","2.2","8.6","4",2012
"36","Jimmy Butler","SG","22","CHI","3","0","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0","2",2012
"37","Andrew Bynum","C","24","LAL","12","12","37.6","6.1","12.8","0.477","0","0","0","6.1","12.8","0.477","0.477","4.5","5.8","0.783","3.8","7.3","11.1","1.5","0.4","3.1","1.3","1.8","16.7","5",2012
"38","Brian Cardinal","SF","34","DAL","2","0","4.5","0.5","1","0.5","0.5","0.5","1","0","0.5","0","0.75","0","0","0","0","1.5","1.5","0","0","0","0","0","1.5","0",2012
"39","DeMarre Carroll","SF","25","UTA","4","0","18.3","2.3","4.8","0.474","0.3","1.3","0.2","2","3.5","0.571","0.5","0","0","0","1.8","2","3.8","0.8","0.5","0.3","0.8","2.3","4.8","0",2012
