"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Hassan Adams","SG","22","NJN","6","0","1.5","0.2","0.3","0.5","0","0","0","0.2","0.3","0.5","0.5","0","0","0","0","0.2","0.2","0","0","0","0","0.5","0.3","6",2007
"2","Maurice Ager","SG","22","DAL","3","0","8","1.7","3","0.556","0.7","1","0.667","1","2","0.5","0.667","1","2","0.5","0.3","0.7","1","0","0","0","0","1","5","2",2007
"3","Malik Allen","PF","28","CHI","5","0","6.8","0.4","2.4","0.167","0","0","0","0.4","2.4","0.167","0.167","0","0","0","0.8","0.6","1.4","0.2","0.2","0.2","0.6","1.4","0.8","6",2007
"4","Rafer Alston","PG","30","HOU","7","7","44.1","3.6","10.6","0.338","2.3","7.1","0.32","1.3","3.4","0.375","0.446","1.4","1.9","0.769","0.9","6","6.9","5","1.9","0.4","2.4","3.3","10.9","3",2007
"5","Carmelo Anthony","SF","22","DEN","5","5","42","9.4","19.6","0.48","1.8","3.6","0.5","7.6","16","0.475","0.526","6.2","7.8","0.795","3.6","5","8.6","1.2","1","0","3.8","2.4","26.8","1",2007
"6","Rafael Araújo","C","26","UTA","5","0","5.6","0.6","1.6","0.375","0","0","0","0.6","1.6","0.375","0.375","1","2.4","0.417","0.6","1.6","2.2","0.2","0.2","0","0","1.6","2.2","9",2007
"7","Trevor Ariza","SG","21","ORL","4","0","11.8","1.3","4","0.313","0","0","0","1.3","4","0.313","0.313","0.3","1","0.25","1.3","1","2.3","1.3","0.3","0","1","2.3","2.8","0",2007
"8","Carlos Arroyo","PG","27","ORL","3","0","13.3","1.7","4.7","0.357","0","0.7","0","1.7","4","0.417","0.357","0.7","0.7","1","0.7","1","1.7","2","0.3","0","0.3","1.3","4","0",2007
"9","Kelenna Azubuike","SG","23","GSW","6","0","2.5","0.2","0.5","0.333","0","0.2","0","0.2","0.3","0.5","0.333","0.3","0.3","1","0.2","0.5","0.7","0","0.2","0","0","0.2","0.7","5",2007
"10","Marcus Banks","PG","25","PHO","2","0","3.5","0","1","0","0","0.5","0","0","0.5","0","0","1","1","1","0","0","0","0.5","0","0","0","0","1","6",2007
"11","Leandro Barbosa","SG","24","PHO","11","1","31.7","5.8","14.4","0.405","1.6","5.4","0.305","4.2","9","0.465","0.462","2.5","3.5","0.718","0.6","2.8","3.5","2.2","1.1","0.2","2","2.7","15.8","6",2007
"12","J.J. Barea","PG","22","DAL","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2",2007
"13","Andrea Bargnani","PF","21","TOR","6","3","30.2","3.7","7.7","0.478","1.2","2.8","0.412","2.5","4.8","0.517","0.554","2.5","3.2","0.789","0.5","3.5","4","1","0.8","0.5","1.2","2.7","11","2",2007
"14","Matt Barnes","PF","26","GSW","11","3","30","4.1","9.1","0.45","1.7","4.1","0.422","2.4","5","0.473","0.545","1.2","1.6","0.722","2.4","3.4","5.7","2.4","1.5","0.4","1.8","4","11.1","5",2007
"15","Brent Barry","SG","35","SAS","19","0","11.8","1.1","3.2","0.35","0.8","2.6","0.306","0.3","0.6","0.545","0.475","0.1","0.1","1","0.2","1.1","1.3","1.1","0.2","0.1","0.6","0.9","3.1","16",2007
"16","Tony Battie","PF","30","ORL","4","4","21.8","1.8","4.5","0.389","0","0","0","1.8","4.5","0.389","0.389","0.3","1","0.25","0.8","3.3","4","0.3","0","0","0","3","3.8","0",2007
"17","Shane Battier","SF","28","HOU","7","7","38.9","3.3","7.3","0.451","2.7","6.1","0.442","0.6","1.1","0.5","0.637","1","1.1","0.875","0.4","2.1","2.6","2.1","1.7","1","1.1","2.9","10.3","3",2007
"18","Raja Bell","SG","30","PHO","11","11","39.8","3.6","7.9","0.46","1.8","4.1","0.444","1.8","3.8","0.476","0.575","1.1","1.3","0.857","0.5","2.5","3","1.8","0.9","0.2","1.4","3.6","10.2","6",2007
"19","Andris Biedrinš","C","20","GSW","11","8","24.3","2.5","3.4","0.73","0","0","0","2.5","3.4","0.73","0.73","1.5","2.7","0.533","1.7","4.5","6.3","0.5","0.7","1.5","0.8","2.6","6.4","5",2007
"20","Chauncey Billups","PG","30","DET","16","16","40.6","5.3","12.1","0.435","2.2","5.6","0.389","3.1","6.4","0.476","0.526","5.9","7.1","0.832","0.4","2.9","3.3","5.7","1.2","0.1","2.9","2.4","18.6","10",2007
"22","Steve Blake","PG","26","DEN","5","5","36","2.8","6.2","0.452","1.6","3.2","0.5","1.2","3","0.4","0.581","0","0","0","0.2","2.2","2.4","4.6","0.6","0","2","1.6","7.2","1",2007
"23","Andray Blatche","PF","20","WAS","2","0","12.5","2","3","0.667","0","0","0","2","3","0.667","0.667","0.5","0.5","1","1.5","2","3.5","0","0","0","0.5","1","4.5","0",2007
"24","Matt Bonner","PF","26","SAS","9","0","2.8","0.2","0.8","0.286","0.1","0.4","0.25","0.1","0.3","0.333","0.357","0.2","0.2","1","0.2","0.1","0.3","0","0.2","0","0.3","0.7","0.8","16",2007
"25","Josh Boone","PF","22","NJN","12","0","9.8","1","2","0.5","0","0","0","1","2","0.5","0.5","1","2","0.5","0.6","1","1.6","0.3","0.1","0.3","0.3","1.3","3","6",2007
"26","Calvin Booth","C","30","WAS","1","0","18","2","3","0.667","0","0","0","2","3","0.667","0.667","0","0","0","2","2","4","1","1","0","1","3","4","0",2007
"27","Carlos Boozer","PF","25","UTA","17","17","38.5","9.5","17.8","0.536","0","0","0","9.5","17.8","0.536","0.536","4.5","6.1","0.738","3.2","9","12.2","2.9","1","0.3","3","3.1","23.5","9",2007
"28","Chris Bosh","C","22","TOR","6","6","37","6","15.2","0.396","0.2","0.8","0.2","5.8","14.3","0.407","0.401","5.3","6.3","0.842","1.2","7.8","9","2.5","0.8","1.8","2","3.2","17.5","2",2007
"29","Bruce Bowen","SF","35","SAS","20","20","34.5","2.4","6","0.395","1.7","3.7","0.446","0.7","2.3","0.311","0.534","0.2","0.3","0.5","0.6","3.5","4.1","1.3","1.4","0.2","0.7","2.7","6.5","16",2007
"30","Ronnie Brewer","SG","21","UTA","8","0","5.1","0.8","1.3","0.6","0","0","0","0.8","1.3","0.6","0.6","0.9","1.6","0.538","0.3","0.5","0.8","0.3","0.1","0","0.3","0.4","2.4","9",2007
"31","Dee Brown","PG","22","UTA","8","0","6.5","0.8","2.1","0.353","0","0.8","0","0.8","1.4","0.545","0.353","0.1","0.5","0.25","0.1","0.3","0.4","1.1","0","0","0.5","0.1","1.6","9",2007
"32","Kwame Brown","C","24","LAL","5","5","26.6","3.8","7.2","0.528","0","0","0","3.8","7.2","0.528","0.528","1","1.8","0.556","2.6","3","5.6","0.2","0.2","0.8","1.8","3.2","8.6","1",2007
"33","P.J. Brown","PF","37","CHI","10","10","22.8","3.3","6.7","0.493","0","0","0","3.3","6.7","0.493","0.493","1.7","2.3","0.739","1.7","3","4.7","1.2","0.8","0.2","0.8","2.9","8.3","6",2007
"34","Shannon Brown","SG","21","CLE","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12",2007
"35","Kobe Bryant","SG","28","LAL","5","5","43","12","26","0.462","2","5.6","0.357","10","20.4","0.49","0.5","6.8","7.4","0.919","0.2","5","5.2","4.4","1","0.4","4.4","2","32.8","1",2007
