"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Cory Alexander","PG","22","SAS","9","0","7.8","1.1","2.7","0.417","0.1","0.6","0.2","1","2.1","0.474","0.438","0.6","0.8","0.714","0.4","0.6","1","1","0.2","0","0.7","0.9","2.9","5",1996
"2","John Amaechi","PF","25","CLE","1","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1996
"3","Greg Anderson","PF","31","SAS","6","0","5.7","0","0.8","0","0","0","0","0","0.8","0","0","0.2","0.3","0.5","0.3","1.2","1.5","0","0.3","0.2","0.7","0.8","0.2","5",1996
"4","Nick Anderson","SG","28","ORL","11","11","38","5","11.5","0.433","1.6","5.7","0.286","3.4","5.8","0.578","0.504","2.5","4.1","0.622","1.5","3.5","5","1.9","1.9","0.5","1.9","2","14.2","7",1996
"5","Willie Anderson","SG","29","NYK","4","0","16","1.8","5.5","0.318","0.3","1.5","0.167","1.5","4","0.375","0.341","1.5","1.8","0.857","0.5","1.8","2.3","0.3","1","0","1.5","2.5","5.3","4",1996
"6","Vincent Askew","SG","29","SEA","19","0","18.2","1.3","3.7","0.343","0.3","1.2","0.261","0.9","2.5","0.383","0.386","0.9","1.5","0.607","0.3","1.9","2.2","1.4","0.7","0.4","1.5","2.6","3.7","13",1996
"7","Keith Askins","SF","28","MIA","3","0","16","1.3","3.7","0.364","0.7","2","0.333","0.7","1.7","0.4","0.455","1","1","1","1","1.7","2.7","0.7","0.3","0","1.3","3","4.3","0",1996
"8","Stacey Augmon","SF","27","ATL","10","10","31.4","3.5","7.2","0.486","0","0.1","0","3.5","7.1","0.493","0.486","3.3","4","0.825","0.9","2.7","3.6","2.7","1.1","0.6","1.7","2.6","10.3","4",1996
"9","Charles Barkley*","PF","32","PHO","4","4","41","7.8","17.5","0.443","0.8","3","0.25","7","14.5","0.483","0.464","9.3","11.8","0.787","4.5","9","13.5","3.8","1","1","1.5","3.8","25.5","1",1996
"10","Mario Bennett","SF","22","PHO","2","0","4","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","1","0.5","1.5","0","0","0","1","0","2","1",1996
"11","David Benoit","SF","27","UTA","14","5","18.5","2.4","5","0.471","1","2","0.5","1.4","3","0.452","0.571","0.5","0.6","0.778","0.4","2.2","2.6","0.5","0.1","0.2","1","1.2","6.2","10",1996
"12","Travis Best","PG","23","IND","5","0","16.8","2.2","4.4","0.5","0.2","1.2","0.167","2","3.2","0.625","0.523","1.2","1.4","0.857","0.6","1.6","2.2","1.8","1.2","0","2","2","5.8","2",1996
"13","Mookie Blaylock","PG","28","ATL","10","10","42.6","6.1","14.5","0.421","3.3","8.4","0.393","2.8","6.1","0.459","0.534","1.6","2.4","0.667","1.3","3","4.3","6.4","2.2","0.8","2.9","1.5","17.1","4",1996
"14","Anthony Bonner","PF","27","ORL","4","0","4","0.3","0.8","0.333","0","0","0","0.3","0.8","0.333","0.333","0.3","0.5","0.5","0.5","0","0.5","0.3","0","0","0","0.8","0.8","7",1996
"15","Anthony Bowie","SG","32","ORL","12","1","12.7","1.1","2.3","0.481","0","0","0","1.1","2.3","0.481","0.481","0.3","0.3","1","0.3","1.2","1.4","1.2","0.3","0.2","0.4","1.3","2.5","7",1996
"16","Donnie Boyce","SG","22","ATL","1","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",1996
"17","Terrell Brandon","PG","25","CLE","3","3","41.7","7","15.7","0.447","1","3","0.333","6","12.7","0.474","0.479","4.3","5","0.867","0.3","2.7","3","8","1.3","0.3","3.7","3.3","19.3","0",1996
"18","Frank Brickowski","C","36","SEA","21","3","9.8","0.8","1.8","0.421","0.3","1","0.273","0.5","0.8","0.625","0.5","0.1","0.2","0.75","0.1","1.3","1.4","0.5","0.3","0.2","1","2.6","2","13",1996
"19","Chucky Brown","PF","27","HOU","8","8","21","3.1","5.6","0.556","0","0","0","3.1","5.6","0.556","0.556","1.9","2.3","0.833","0.8","2.3","3","0.6","0.4","0","0.5","2.1","8.1","3",1996
"20","Randy Brown","PG","27","CHI","16","0","7","1","1.8","0.571","0.2","0.4","0.5","0.8","1.4","0.591","0.625","0.6","0.8","0.75","0.2","0.4","0.6","0.4","0.3","0.1","0.4","1.1","2.8","15",1996
"22","Mark Bryant","PF","30","HOU","8","0","18.1","2.6","4.4","0.6","0","0","0","2.6","4.4","0.6","0.6","1.5","1.9","0.8","0.9","2.5","3.4","0.5","0.1","0.3","0.4","2.6","6.8","3",1996
"23","Jud Buechler","SF","27","CHI","17","0","7.5","1.1","2.2","0.474","0.5","1.2","0.381","0.6","1","0.588","0.579","0.1","0.2","0.5","0.1","0.5","0.6","0.4","0.4","0","0.5","0.8","2.7","15",1996
"24","Matt Bullard","PF","28","ATL","4","0","12.8","1","3","0.333","1","2","0.5","0","1","0","0.5","0.5","1","0.5","0","1.5","1.5","0","0","0.5","0.5","1.5","3.5","4",1996
"25","Michael Cage","C","34","CLE","3","3","33.7","2.7","4.7","0.571","0","0","0","2.7","4.7","0.571","0.571","1","1.7","0.6","4.3","5","9.3","0.7","0.7","1.7","0","1.7","6.3","0",1996
"26","Adrian Caldwell","PF","29","IND","1","0","3","1","1","1","0","0","0","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","2","2",1996
"27","Elden Campbell","PF","27","LAL","4","4","32.3","5","9.8","0.513","0","0.3","0","5","9.5","0.526","0.513","2","4","0.5","0.8","7.3","8","2","0.3","2.3","2.5","4.3","12","1",1996
"28","Antoine Carr","SF","34","UTA","18","0","18.8","2.6","5.4","0.474","0","0","0","2.6","5.4","0.474","0.474","0.9","1.4","0.68","0.6","1.3","1.9","1.2","0.2","0.8","0.9","3.7","6.1","10",1996
"29","Chris Carr","SG","21","PHO","3","0","12","3","4.7","0.643","0.7","1","0.667","2.3","3.7","0.636","0.714","1.3","1.7","0.8","1","1.3","2.3","1.3","0.7","0.3","1.3","2","8","1",1996
"30","Sam Cassell","PG","26","HOU","8","0","25.8","3.3","10.1","0.321","1","3.6","0.276","2.3","6.5","0.346","0.37","2.9","3.6","0.793","0.1","2","2.1","4.3","0.8","0.1","2.3","2.5","10.4","3",1996
"31","Duane Causwell","C","27","SAC","2","0","12.5","0.5","1.5","0.333","0","0.5","0","0.5","1","0.5","0.333","1.5","2","0.75","0.5","2","2.5","0.5","0","0","1","1.5","2.5","1",1996
"32","Cedric Ceballos","SF","26","LAL","4","4","35.5","7.5","15.5","0.484","1.3","4","0.313","6.3","11.5","0.543","0.524","2.8","3","0.917","2.8","5.5","8.3","1.3","1","0.3","2","2.3","19","1",1996
"33","Rex Chapman","SG","28","MIA","3","3","29.3","4","9.3","0.429","1","4.3","0.231","3","5","0.6","0.482","0","0","0","0","2","2","1.7","1","0","0.3","2","9","0",1996
"34","Pete Chilcutt","PF","27","HOU","1","0","10","1","4","0.25","0","1","0","1","3","0.333","0.25","0","2","0","2","1","3","0","0","0","1","0","2","3",1996
"35","Tyrone Corbin","SF","33","MIA","2","0","17","0.5","2.5","0.2","0","0","0","0.5","2.5","0.2","0.2","1.5","2","0.75","2","1.5","3.5","0.5","1","0","0.5","1.5","2.5","0",1996
"36","John Crotty","PG","26","CLE","2","0","4.5","0","0","0","0","0","0","0","0","0","0","1","1","1","0.5","0","0.5","0.5","0.5","0.5","0.5","0","1","0",1996
"37","Michael Curry","SG","27","DET","3","0","14.3","1","2.3","0.429","0","0.3","0","1","2","0.5","0.429","0","0","0","0.3","0.7","1","0.3","0.3","0.3","0","1.7","2","0",1996
"38","Sasha Danilovic","SG","25","MIA","3","0","20","3","6","0.5","1.3","3.3","0.4","1.7","2.7","0.625","0.611","1","1","1","0.3","0","0.3","1.3","0.3","0","1","2.7","8.3","0",1996
"39","Antonio Davis","PF","27","IND","5","0","25.4","2.6","5","0.52","0","0","0","2.6","5","0.52","0.52","2.6","3","0.867","2.4","3.8","6.2","0.6","0.6","1.2","2","2.4","7.8","2",1996
"40","Dale Davis","PF","26","IND","5","5","36.8","3.2","6.2","0.516","0","0","0","3.2","6.2","0.516","0.516","0.8","2.2","0.364","4","7.2","11.2","0.8","0.6","1.2","2","3.2","7.2","2",1996
"41","Hubert Davis","SG","25","NYK","8","0","18.1","2.1","3.9","0.548","1.3","2.4","0.526","0.9","1.5","0.583","0.71","1.1","1.4","0.818","0.5","1","1.5","0.5","0","0","0.9","1.5","6.6","4",1996
"43","Vinny Del Negro","SG","29","SAS","10","10","37.9","5.7","12.4","0.46","1.6","2.7","0.593","4.1","9.7","0.423","0.524","1.3","1.9","0.684","0.4","2.2","2.6","2.9","1.3","0.3","0.6","1.9","14.3","5",1996
"44","Vlade Divac*","C","27","LAL","4","4","28.8","3.8","8.8","0.429","0.3","1.3","0.2","3.5","7.5","0.467","0.443","1.3","2","0.625","2.8","4.8","7.5","2","0","1.3","2","2.5","9","1",1996
"45","Clyde Drexler*","SG","33","HOU","8","8","36.5","6.1","14.8","0.415","1.1","4.3","0.265","5","10.5","0.476","0.453","3.3","4.3","0.765","1.9","5.9","7.8","5","2.6","0.5","2.5","2.8","16.6","3",1996
"46","Chris Dudley","C","30","POR","5","0","18.4","1","2.6","0.385","0","0","0","1","2.6","0.385","0.385","0.8","1.2","0.667","1.8","3.6","5.4","0.2","0.4","0.4","0.8","3.6","2.8","2",1996
"47","Joe Dumars*","PG","32","DET","3","3","41","5.3","11.7","0.457","1.7","4.7","0.357","3.7","7","0.524","0.529","1.3","1.3","1","1.7","2.7","4.3","3.7","0","0","2.3","1.7","13.7","0",1996
"48","Tyus Edney","PG","22","SAC","4","4","30.3","4.5","10.5","0.429","0.5","2","0.25","4","8.5","0.471","0.452","2.5","3","0.833","0.5","2.5","3","2.8","2","0","2.3","2.8","12","1",1996
"49","James Edwards","C","40","CHI","6","0","4.7","0.7","1.5","0.444","0","0","0","0.7","1.5","0.444","0.444","0.5","0.7","0.75","0","0.7","0.7","0","0","0","0.2","1.7","1.8","15",1996
"50","Craig Ehlo","SG","34","ATL","9","0","19","1.3","4.6","0.293","0.8","2.6","0.304","0.6","2","0.278","0.378","0.6","0.8","0.714","0.1","1.9","2","1","1","0.2","1","1.6","4","4",1996
"51","Howard Eisley","PG","23","UTA","18","0","11.2","0.9","2.3","0.381","0.2","0.5","0.333","0.7","1.8","0.394","0.417","1","1.2","0.818","0.2","1","1.2","2.4","0.2","0.1","0.6","1.6","2.9","10",1996
"52","Mario Elie","SF","32","HOU","8","0","29.1","3.6","8.3","0.439","1.1","3","0.375","2.5","5.3","0.476","0.508","1.4","1.5","0.917","0.8","2","2.8","1.8","0.9","0.4","0.6","2.1","9.8","3",1996
"53","Sean Elliott","SF","27","SAS","10","10","38.9","4.7","11.7","0.402","1","3.4","0.294","3.7","8.3","0.446","0.444","5.1","6.4","0.797","1.1","2.8","3.9","2.5","1.1","0.4","3","2.4","15.5","5",1996
"54","Patrick Ewing*","C","33","NYK","8","8","41","8.1","17.1","0.474","0.1","0.3","0.5","8","16.9","0.474","0.478","5.1","7.9","0.651","1.4","9.3","10.6","1.9","0.1","3.1","3.8","2.8","21.5","4",1996
"55","Duane Ferrell","SF","30","IND","5","0","13.8","1.4","3.8","0.368","0","0","0","1.4","3.8","0.368","0.368","0.8","1.6","0.5","1.2","0.6","1.8","0.6","0.8","0","0.8","2","3.6","2",1996
"56","Danny Ferry","PF","29","CLE","3","3","39","4.7","13.7","0.341","0.3","5.3","0.063","4.3","8.3","0.52","0.354","0","0","0","0.3","4.7","5","3","1","0.7","1.3","4.3","9.7","0",1996
"57","Greg Foster","C","27","UTA","12","0","6.3","0.9","1.8","0.5","0","0","0","0.9","1.8","0.5","0.5","0.5","0.8","0.6","0.5","0.5","1","0.2","0.1","0.2","0.4","1.3","2.3","10",1996
"58","Kevin Gamble","SF","30","SAC","2","0","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1996
"59","Chris Gatling","PF","28","MIA","3","0","22.7","2","7.3","0.273","0","0","0","2","7.3","0.273","0.273","2","4","0.5","3.3","4.7","8","0.3","0.7","0","2.7","2.7","6","0",1996
"60","Ron Grandison","PF","31","NYK","2","0","1.5","0","0.5","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","4",1996
"61","Brian Grant","PF","23","SAC","4","4","31","4","10.5","0.381","0","0","0","4","10.5","0.381","0.381","1.8","3.5","0.5","1.8","3.3","5","1","0.5","1.8","3.3","3.5","9.8","1",1996
"62","Gary Grant","PG","30","NYK","1","0","8","2","5","0.4","2","3","0.667","0","2","0","0.6","0","0","0","2","1","3","0","1","0","1","0","6","4",1996
"64","Harvey Grant","PF","30","POR","5","5","32.8","2.6","7.6","0.342","0.2","1.4","0.143","2.4","6.2","0.387","0.355","0","0.8","0","1","3","4","0.8","0","0.4","0.6","3.2","5.4","2",1996
"65","Horace Grant","PF","30","ORL","9","9","37.1","6.8","10.4","0.649","0","0","0","6.8","10.4","0.649","0.649","1.4","1.7","0.867","3.4","7","10.4","1.4","0.8","0.7","0.7","2.6","15","7",1996
"66","A.C. Green","SF","32","PHO","4","4","21.8","1.5","4.3","0.353","0","0.8","0","1.5","3.5","0.429","0.353","1.8","2","0.875","1.5","3","4.5","0.5","0.3","0","0.5","1.8","4.8","1",1996
"67","Anfernee Hardaway","PG","24","ORL","12","12","39.4","8.4","18.1","0.465","1.7","4.6","0.364","6.8","13.5","0.5","0.512","4.8","6.5","0.744","1.7","3","4.7","6","1.7","0.3","2.2","2.3","23.3","7",1996
"68","Tim Hardaway","PG","29","MIA","3","3","36.7","6.7","14.3","0.465","2.7","7.3","0.364","4","7","0.571","0.558","1.7","2.3","0.714","0.3","1.3","1.7","5.7","1","0","5","3.3","17.7","0",1996
"69","Derek Harper","PG","34","NYK","8","8","36.6","3.6","10.3","0.354","1.4","4.4","0.314","2.3","5.9","0.383","0.421","1.4","1.9","0.733","0","2.1","2.1","4.8","1.3","0.1","1.8","3","10","4",1996
"70","Ron Harper","PG","32","CHI","18","16","27.4","3.2","7.4","0.425","0.8","2.6","0.319","2.3","4.8","0.483","0.481","1.6","2.3","0.69","1.4","2.3","3.7","2.5","1.4","0.4","1","2.1","8.8","15",1996
"71","Hersey Hawkins","SG","29","SEA","21","21","34","3.6","8","0.452","1","3","0.344","2.6","5","0.519","0.518","4","4.5","0.895","0.8","2.2","3","2.2","1.3","0.2","1.6","2.6","12.3","13",1996
"72","Alan Henderson","PF","23","ATL","10","0","14.5","2.3","4","0.575","0","0","0","2.3","4","0.575","0.575","0.7","1","0.7","1.7","1","2.7","0.7","0.1","0.4","0.9","2","5.3","4",1996
"73","Carl Herrera","PF","29","SAS","7","0","4","0","0.4","0","0","0","0","0","0.4","0","0","0.3","0.3","1","0.3","0.3","0.6","0.1","0.3","0.1","0.4","1","0.3","5",1996
"74","Grant Hill*","SF","23","DET","3","3","38.3","7.3","13","0.564","0.3","0.7","0.5","7","12.3","0.568","0.577","4","4.7","0.857","1.3","6","7.3","3.7","1","0","2.7","4.3","19","0",1996
"75","Tyrone Hill","PF","27","CLE","3","0","17.7","3","4","0.75","0","0","0","3","4","0.75","0.75","2.3","3","0.778","2.3","2.7","5","0","0","0","1","3.7","8.3","0",1996
"76","Jeff Hornacek","SG","32","UTA","18","18","35.8","5.8","11.5","0.502","1.9","3.2","0.586","3.9","8.3","0.47","0.585","4.1","4.6","0.89","1.2","2.4","3.6","3.3","1.1","0.2","1.5","2.3","17.5","10",1996
"77","Robert Horry","SF","25","HOU","8","8","38.5","4.6","11.4","0.407","2.6","6.6","0.396","2","4.8","0.421","0.522","1.3","2.9","0.435","1.9","5.3","7.1","3","2.6","1.6","1.9","3.6","13.1","3",1996
"78","Allan Houston","SG","24","DET","3","3","45.3","8.3","19.3","0.431","2.3","7","0.333","6","12.3","0.486","0.491","6","6.7","0.9","0.3","2.3","2.7","2","0","0.3","3.7","3.7","25","0",1996
"79","Lindsey Hunter","PG","25","DET","2","0","18","1","4","0.25","0.5","2","0.25","0.5","2","0.25","0.313","0.5","1","0.5","0.5","0.5","1","0.5","0.5","0","0","1","3","0",1996
"80","Bobby Hurley","PG","24","SAC","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1996
"81","Mark Jackson","PG","30","IND","5","5","37.2","3.6","10.2","0.353","0.8","3.6","0.222","2.8","6.6","0.424","0.392","2.6","3.4","0.765","0.6","4.4","5","6","1.2","0","2.6","1.8","10.6","2",1996
"82","Avery Johnson","PG","30","SAS","10","10","40.7","5.2","12.1","0.43","0","0.2","0","5.2","11.9","0.437","0.43","1.9","2.7","0.704","0.6","3","3.6","9.4","2","0.1","2.4","2.1","12.3","5",1996
"83","Eddie Johnson","SF","36","IND","1","0","9","0","5","0","0","2","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2",1996
"85","Ervin Johnson","C","28","SEA","18","18","14.1","1.3","3.4","0.371","0","0","0","1.3","3.4","0.371","0.371","0.5","0.6","0.818","1.6","2.3","3.9","0.4","0.3","0.8","0.8","2.5","3.1","13",1996
"86","Kevin Johnson","PG","29","PHO","4","4","37.8","6.8","14.3","0.474","0.3","1","0.25","6.5","13.3","0.491","0.482","3.5","4.3","0.824","0.5","3.8","4.3","10.8","0.5","0.5","2.8","2","17.3","1",1996
"87","Magic Johnson*","PF","36","LAL","4","0","33.8","3.8","9.8","0.385","0.8","2.3","0.333","3","7.5","0.4","0.423","7","8.3","0.848","2","6.5","8.5","6.5","0","0","3","0.8","15.3","1",1996
"88","Charles Jones","PF","38","HOU","3","0","2.7","0","0.3","0","0","0","0","0","0.3","0","0","0","0","0","0","0.3","0.3","0","0","0","0","0","0","3",1996
"89","Eddie Jones","SG","24","LAL","4","4","38.8","6.8","12.3","0.551","2.5","4.8","0.526","4.3","7.5","0.567","0.653","1.3","2","0.625","1.8","3.5","5.3","1.5","2","0.3","1","4","17.3","1",1996
"90","Michael Jordan*","SG","32","CHI","18","18","40.7","10.4","22.6","0.459","1.4","3.4","0.403","9","19.2","0.47","0.49","8.5","10.4","0.818","1.7","3.2","4.9","4.1","1.8","0.3","2.3","2.7","30.7","15",1996
"91","Reggie Jordan","PG","28","ATL","10","0","5.9","0.7","1.3","0.538","0","0","0","0.7","1.3","0.538","0.538","0.3","0.7","0.429","0.1","0.5","0.6","0.9","0.5","0.1","0.3","0.7","1.7","4",1996
"92","Adam Keefe","PF","25","UTA","17","0","10.5","1.4","2","0.676","0.1","0.1","0.5","1.3","1.9","0.688","0.691","0.6","1","0.647","0.5","1.4","1.9","0.1","0.2","0.1","0.5","1.4","3.4","10",1996
"93","Shawn Kemp","PF","26","SEA","20","20","36","7.4","12.9","0.57","0","0.2","0","7.4","12.8","0.576","0.57","6.2","7.8","0.795","3.3","7.1","10.4","1.5","1.2","2","4","4.2","20.9","13",1996
"94","Steve Kerr","PG","30","CHI","18","0","19.8","2.2","4.8","0.448","0.9","2.9","0.321","1.2","1.9","0.647","0.546","1.5","1.7","0.871","0.2","0.8","1","1.7","0.8","0","0.7","1.2","6.8","15",1996
"95","Stacey King","PF","29","MIA","1","0","12","0","3","0","0","0","0","0","3","0","0","1","2","0.5","0","3","3","1","0","0","0","1","1","0",1996
"96","Joe Kleine","C","34","PHO","2","0","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0.5","0","0.5","0","0.5","0","0.5","0.5","0","1",1996
"97","Jon Koncak","C","32","ORL","12","3","11.7","0.3","0.6","0.571","0","0","0","0.3","0.6","0.571","0.571","0.3","0.6","0.429","0.7","1.3","1.9","0.3","0.4","0.3","0.3","3.3","0.9","7",1996
"98","Toni Kukoc","SF","27","CHI","15","5","29.3","3.9","10.1","0.391","0.9","4.5","0.191","3.1","5.5","0.554","0.434","2.1","2.5","0.838","1.3","2.9","4.2","3.9","0.9","0.3","1.7","2.2","10.8","15",1996
"99","Christian Laettner","C","26","ATL","10","10","33.4","5.9","12.2","0.484","0.1","0.3","0.333","5.8","11.9","0.487","0.488","3.8","5.4","0.704","2.7","4.2","6.9","1.5","1.2","1","2.1","4.1","15.7","4",1996
"100","Antonio Lang","SF","23","CLE","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1996
"101","Eric Leckner","C","29","DET","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0",1996
"102","Grant Long","PF","29","ATL","10","10","36.2","4.4","11.1","0.396","0.6","2.4","0.25","3.8","8.7","0.437","0.423","2","2.5","0.8","3","5.6","8.6","2.8","0.7","0.3","1.9","2.7","11.4","4",1996
"103","Luc Longley","C","27","CHI","18","18","24.4","3.4","7.2","0.469","0","0","0","3.4","7.2","0.469","0.469","1.6","2.1","0.757","1.9","2.7","4.6","1.6","0.4","1.4","2.1","4.6","8.3","15",1996
"104","George Lynch","SF","25","LAL","2","0","7.5","1","2","0.5","0","0.5","0","1","1.5","0.667","0.5","0","0","0","0","1.5","1.5","0.5","0","0","1","2","2","1",1996
"106","Sam Mack","SF","25","HOU","6","0","7.8","0.8","2.5","0.333","0.3","1.5","0.222","0.5","1","0.5","0.4","0","0.5","0","0","1.5","1.5","0.2","0.2","0","0.3","0.2","2","3",1996
"107","Dan Majerle","SF","30","CLE","3","0","30.3","5.3","12","0.444","3.3","7.7","0.435","2","4.3","0.462","0.583","2.7","3","0.889","0.7","3.3","4","3","1.3","0.7","1","2","16.7","0",1996
"108","Karl Malone*","PF","32","UTA","18","18","40.3","10.4","22.3","0.469","0","0.2","0","10.4","22.1","0.472","0.469","5.6","9.8","0.574","2.6","7.7","10.3","4.4","1.9","0.6","2.5","3.4","26.5","10",1996
"109","Danny Manning","PF","29","PHO","4","0","22.5","5.5","12","0.458","0","0.3","0","5.5","11.8","0.468","0.458","1.3","2","0.625","1","1.8","2.8","1.3","1","0.3","1.5","3.8","12.3","1",1996
"110","Šarunas Marciulionis*","SG","31","SAC","4","0","25.3","2","7.3","0.276","1","4.5","0.222","1","2.8","0.364","0.345","2.3","3.8","0.6","1","0.8","1.8","3.5","2.5","0","2.5","1","7.3","1",1996
"111","Donny Marshall","SF","23","CLE","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1996
"112","Anthony Mason","SF","29","NYK","8","8","43.8","5.1","9.8","0.526","0","0","0","5.1","9.8","0.526","0.526","2.4","3.5","0.679","2.1","5.6","7.8","3.3","0.5","0.1","2.5","2.5","12.6","4",1996
