"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Michael Adams","PG","27","DEN","3","3","35","4.3","11.3","0.382","2","6.7","0.3","2.3","4.7","0.5","0.471","2.3","2.7","0.875","0","2","2","6","1.3","0","2.7","3.3","13","0",1990
"2","Mark Aguirre","SF","30","DET","20","3","22","4.3","9.2","0.467","0.4","1.2","0.333","3.9","8","0.488","0.489","2","2.6","0.75","1.6","3","4.6","1.4","0.5","0.2","1.5","2.6","11","15",1990
"3","Steve Alford","PG","25","DAL","3","0","14","2.7","6","0.444","0.7","2","0.333","2","4","0.5","0.5","1.7","1.7","1","0.3","0.7","1","2.7","0.3","0","1","1.3","7.7","0",1990
"4","Greg Anderson","PF","25","MIL","4","0","25.3","3.3","4.8","0.684","0","0","0","3.3","4.8","0.684","0.684","1.8","3.5","0.5","1.5","4.5","6","0","0.3","1","1","4.8","8.3","1",1990
"5","Ron Anderson","SF","31","PHI","10","0","25.6","4","9.3","0.43","0.3","0.5","0.6","3.7","8.8","0.42","0.446","2.9","3","0.967","0.6","3.1","3.7","1.4","0.4","0","1.5","2.2","11.2","4",1990
"6","Willie Anderson","SG","23","SAS","10","10","37.5","8.7","16.8","0.518","0.2","0.5","0.4","8.5","16.3","0.521","0.524","2.9","3.6","0.806","1.6","3.8","5.4","5.2","0.9","0.4","2.6","4","20.5","6",1990
"7","B.J. Armstrong","PG","22","CHI","16","0","13.6","1.3","3.9","0.339","0","0.3","0","1.3","3.6","0.362","0.339","1.4","1.5","0.917","0.2","1.1","1.3","1.8","0.6","0","0.8","1.4","4","10",1990
"8","John Bagley","PG","29","BOS","5","0","14","1.6","3","0.533","0","0.2","0","1.6","2.8","0.571","0.533","0.6","0.8","0.75","0.6","0.2","0.8","3.4","0.8","0.2","1.8","1.8","3.8","2",1990
"9","Thurl Bailey","SF","28","UTA","5","5","38","8.6","17.6","0.489","0","0","0","8.6","17.6","0.489","0.489","3.8","4.8","0.792","1.6","4.8","6.4","1.4","1","1.2","1","3.8","21","2",1990
"10","Charles Barkley*","SF","26","PHI","10","10","41.9","8.8","16.2","0.543","0.6","1.8","0.333","8.2","14.4","0.569","0.562","6.5","10.8","0.602","6.6","8.9","15.5","4.3","0.8","0.7","3","3.6","24.7","4",1990
"11","Kenny Battle","SG","25","PHO","8","0","4.3","0.5","1.6","0.308","0","0","0","0.5","1.6","0.308","0.308","0.1","0.1","1","0.1","0.5","0.6","0","0","0","0.3","0.6","1.1","9",1990
"12","William Bedford","C","26","DET","5","0","3.8","0.2","1.2","0.167","0","0","0","0.2","1.2","0.167","0.167","0.4","0.4","1","0","0.4","0.4","0","0","0.2","0","0.8","0.8","15",1990
"13","Winston Bennett","SF","24","CLE","5","5","27","4.6","9.4","0.489","0","0","0","4.6","9.4","0.489","0.489","0.8","1.2","0.667","2.8","1.4","4.2","1","0.6","0.2","0.8","2.2","10","2",1990
"14","Larry Bird*","SF","33","BOS","5","5","41.4","8.8","19.8","0.444","1","3.8","0.263","7.8","16","0.488","0.47","5.8","6.4","0.906","1.4","7.8","9.2","8.8","1","1","3.6","2","24.4","2",1990
"15","Uwe Blab","C","27","SAS","2","0","2.5","0","0.5","0","0","0","0","0","0.5","0","0","1.5","3","0.5","0","1","1","0","0","0","0","0","1.5","6",1990
"16","Rolando Blackman","SG","30","DAL","3","3","42.3","8","18","0.444","0.7","1.7","0.4","7.3","16.3","0.449","0.463","3.3","3.3","1","0.7","2.3","3","4.3","2","0.7","4.3","2.3","20","0",1990
"17","Anthony Bowie","SG","26","HOU","2","0","2","0","0.5","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","1",1990
"18","Frank Brickowski","C","30","SAS","10","0","16.1","3.1","5.4","0.574","0","0","0","3.1","5.4","0.574","0.574","1.7","2.6","0.654","1.6","2.8","4.4","1.1","0.8","0.1","1.5","3.1","7.9","6",1990
"19","Scott Brooks","PG","24","PHI","9","0","11","0.7","2.1","0.316","0.3","0.8","0.429","0.3","1.3","0.25","0.395","0.7","1","0.667","0.2","0.7","0.9","1.8","0.3","0","0.8","1.4","2.3","4",1990
"20","Mike Brown","C","26","UTA","5","0","13.4","1.4","3","0.467","0","0","0","1.4","3","0.467","0.467","0.8","1","0.8","1","1","2","0.6","0.2","0.2","1","2.2","3.6","2",1990
"22","Raymond Brown","PF","24","UTA","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0","2",1990
"23","Tony Brown","SF","29","MIL","2","0","6.5","0.5","1.5","0.333","0.5","0.5","1","0","1","0","0.5","0","0","0","0","0","0","0","1","0","0","1.5","1.5","1",1990
"24","Mark Bryant","PF","24","POR","13","0","12.3","1.4","2.5","0.545","0","0","0","1.4","2.5","0.545","0.545","0.5","0.6","0.75","0.7","1.5","2.2","0.2","0.2","0.2","0.9","2.1","3.2","12",1990
"25","Adrian Caldwell","PF","23","HOU","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1990
"26","Joe Barry Carroll","C","31","DEN","3","3","15.3","3","5.3","0.563","0","0","0","3","5.3","0.563","0.563","0.7","0.7","1","0.3","2.7","3","1","0.3","1.7","0.3","2","6.7","0",1990
"27","Bill Cartwright","C","32","CHI","16","16","28.9","3.1","7.6","0.413","0","0","0","3.1","7.6","0.413","0.413","1.8","2.7","0.674","1.6","3.1","4.7","1","0.3","0.3","1.6","3.3","8.1","10",1990
"28","Tom Chambers","PF","30","PHO","16","16","38.3","7.3","17.2","0.425","0.3","1.2","0.263","7","16","0.438","0.435","7.3","8.3","0.879","1.3","5.4","6.7","1.9","0.4","0.4","3.1","3.4","22.2","9",1990
