"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Alaa Abdelnaby","PF","23","POR","8","0","3.1","0.6","1.3","0.5","0","0","0","0.6","1.3","0.5","0.5","0.3","0.5","0.5","0","0.5","0.5","0.3","0","0","0.3","0.5","1.5","13",1992
"2","Rafael Addison","SF","27","NJN","1","0","9","2","7","0.286","1","2","0.5","1","5","0.2","0.357","0","0","0","0","0","0","1","0","0","0","0","5","1",1992
"3","Mark Aguirre","SF","32","DET","5","0","22.6","3.2","9.6","0.333","0.2","1","0.2","3","8.6","0.349","0.344","2.4","3.2","0.75","0.8","1","1.8","2.4","0.4","0.2","2.6","1.8","9","2",1992
"4","Danny Ainge","SG","32","POR","21","0","21.4","3.9","8","0.479","1","2.5","0.404","2.9","5.6","0.513","0.541","1.9","2.2","0.83","0.4","1.5","1.9","2.3","0.7","0","1.2","2.8","10.6","13",1992
"5","Victor Alexander","C","22","GSW","4","0","6","0.8","1.3","0.6","0","0","0","0.8","1.3","0.6","0.6","0.3","0.3","1","0.3","1.3","1.5","0.3","0.5","0","0.5","2","1.8","1",1992
"6","Kenny Anderson","PG","21","NJN","3","0","8","1","3","0.333","0","0","0","1","3","0.333","0.333","0.7","0.7","1","0.3","0.7","1","1","0.3","0","0.3","0.3","2.7","1",1992
"7","Greg Anthony","PG","24","NYK","12","0","17.8","1.6","3.8","0.413","0.4","1","0.417","1.2","2.8","0.412","0.467","1.7","2.8","0.606","0.3","1.1","1.4","3.4","1.3","0.1","1.1","2.3","5.3","6",1992
"8","B.J. Armstrong","PG","24","CHI","22","0","19.7","2.9","6.3","0.453","0.2","0.8","0.294","2.6","5.5","0.475","0.471","1.4","1.7","0.789","0.1","1","1.1","2.1","0.6","0","0.8","1.5","7.3","15",1992
"9","Vincent Askew","SG","25","GSW","4","0","7.5","0.3","2","0.125","0","0","0","0.3","2","0.125","0.125","0","0","0","0.8","0.3","1","1.3","0","0","0.5","0.8","0.5","1",1992
"10","Keith Askins","SF","24","MIA","3","0","16","1.7","3.7","0.455","1","1.7","0.6","0.7","2","0.333","0.591","0","0.7","0","1.3","1.7","3","1","0.3","0","0.3","2.3","4.3","0",1992
"11","John Bagley","PG","31","BOS","10","10","30.8","4.2","9.5","0.442","0.1","0.4","0.25","4.1","9.1","0.451","0.447","2.6","3.7","0.703","0.8","1.9","2.7","8.5","0.9","0.1","3.5","1.7","11.1","6",1992
"12","Dana Barros","PG","24","SEA","7","0","13.7","3","5.7","0.525","1.4","2.4","0.588","1.6","3.3","0.478","0.65","0","0","0","0.1","0.9","1","1.1","0.6","0","0.9","1.6","7.4","4",1992
"13","John Battle","SG","29","CLE","15","0","13.5","2.3","5.5","0.415","0","0.1","0","2.3","5.3","0.425","0.415","1.4","1.5","0.913","0.3","0.5","0.8","1","0.3","0.1","1.2","0.7","5.9","9",1992
"14","William Bedford","C","28","DET","1","0","9","3","6","0.5","0","0","0","3","6","0.5","0.5","0","0","0","0","2","2","0","1","0","0","1","6","2",1992
"15","Benoit Benjamin","C","27","SEA","9","4","17.9","2.6","4.6","0.561","0","0.1","0","2.6","4.4","0.575","0.561","1","2","0.5","1.1","4","5.1","0.6","0.6","1.4","0.9","2.2","6.1","4",1992
"16","David Benoit","SF","23","UTA","13","9","19.8","2.8","6.5","0.429","0.5","1","0.462","2.3","5.5","0.423","0.464","0.8","0.8","1","1.4","2.5","3.8","0.5","0.5","0.4","0.8","2.3","6.8","9",1992
"17","Larry Bird*","SF","35","BOS","4","2","26.8","5.3","10.5","0.5","0","1.3","0","5.3","9.3","0.568","0.5","0.8","1","0.75","0.5","4","4.5","5.3","0.3","0.5","1.5","1.8","11.3","6",1992
"18","Lance Blanks","SG","25","DET","1","0","10","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0","1","1","3","3","0","1","2","2","2",1992
"19","Mookie Blaylock","PG","24","NJN","4","4","37","4.3","13.8","0.309","0.3","1.5","0.167","4","12.3","0.327","0.318","0.8","1","0.75","1.3","2.8","4","7.8","3.8","0.5","1.8","4","9.5","1",1992
