"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Jordan Adams","SG","20","MEM","4","0","2.5","0.5","0.8","0.667","0.3","0.3","1","0.3","0.5","0.5","0.833","0.5","1","0.5","0","0.3","0.3","0","0.3","0","0","0","1.8","6",2015
"2","Arron Afflalo","SG","29","POR","3","3","20","0.7","4","0.167","0.3","1.3","0.25","0.3","2.7","0.125","0.208","0","0.3","0","0","2.3","2.3","0.7","0","0","1","2","1.7","1",2015
"3","Alexis Ajinça","C","26","NOP","3","0","3.3","1.3","1.3","1","0","0","0","1.3","1.3","1","1","0","0","0","0","0.3","0.3","0.3","0.3","0","0","0.7","2.7","0",2015
"4","LaMarcus Aldridge","PF","29","POR","5","5","41.6","7.4","22.4","0.33","0.6","2.2","0.273","6.8","20.2","0.337","0.344","6.4","7.2","0.889","4.2","7","11.2","1.8","0.4","2.4","1.6","3.2","21.8","1",2015
"5","Tony Allen","SG","33","MEM","10","9","27.9","2.8","5.7","0.491","0.1","0.7","0.143","2.7","5","0.54","0.5","0.9","1.2","0.75","1.4","3.8","5.2","1.5","2.4","1.1","1.3","2.7","6.6","6",2015
"6","Al-Farouq Aminu","SF","24","DAL","5","2","30","3.4","6.2","0.548","1.4","2.2","0.636","2","4","0.5","0.661","3","3.8","0.789","2.8","4.4","7.2","1.2","2","1.6","1.2","3","11.2","1",2015
"7","Alan Anderson","SG","32","BRK","6","0","23.7","4.2","6.8","0.61","1.7","2.7","0.625","2.5","4.2","0.6","0.732","1","1.5","0.667","0.3","3.2","3.5","1.2","0.7","0.2","1.3","1.5","11","2",2015
"8","Ryan Anderson","PF","26","NOP","4","0","23.8","4","9","0.444","1.3","3","0.417","2.8","6","0.458","0.514","1.5","1.5","1","1.8","2.5","4.3","2.3","0","0.5","1","3","10.8","0",2015
"9","Giannis Antetokounmpo","SG","20","MIL","6","6","33.5","4.3","11.8","0.366","0","0.2","0","4.3","11.7","0.371","0.366","2.8","3.8","0.739","2","5","7","2.7","0.5","1.5","1.8","3","11.5","2",2015
"10","Pero Antic","C","32","ATL","15","1","13.3","1.1","3.3","0.32","0.7","2.1","0.344","0.3","1.2","0.278","0.43","1.3","1.7","0.8","0.6","2.3","2.9","0.3","0.1","0.2","0.3","2.5","4.2","8",2015
"11","Trevor Ariza","SF","29","HOU","17","17","38.5","4.4","10.4","0.426","2.1","5.6","0.375","2.3","4.7","0.488","0.528","2.2","2.5","0.905","1.1","5.4","6.4","2.6","1.8","0.1","1.4","3","13.2","9",2015
"12","Ömer Asik","C","28","NOP","4","4","19.8","0.5","2.5","0.2","0","0","0","0.5","2.5","0.2","0.2","1","1.8","0.571","3","4.3","7.3","1.5","1.3","0","1.3","2.5","2","0",2015
"13","Jeff Ayres","PF","27","SAS","3","0","4","0","0.3","0","0","0","0","0","0.3","0","0","0","0","0","0","1","1","0.7","0","0","0","0","0","3",2015
"14","Leandro Barbosa","SG","32","GSW","21","0","10.9","1.9","4.2","0.443","0.4","1.1","0.348","1.5","3.1","0.477","0.489","0.9","1","0.818","0.4","0.9","1.3","0.9","0.3","0","0.6","1.1","5","16",2015
"15","J.J. Barea","PG","30","DAL","5","2","30.8","5","11.4","0.439","0.8","3.2","0.25","4.2","8.2","0.512","0.474","1","1.2","0.833","1","3.8","4.8","7.4","0.8","0","2.8","3.4","11.8","1",2015
"16","Harrison Barnes","SF","22","GSW","21","21","32.4","4.2","9.5","0.44","1","3","0.355","3.1","6.6","0.478","0.495","1.2","1.6","0.735","2.1","3.1","5.2","1.5","0.8","0.5","1","2.1","10.6","16",2015
"17","Matt Barnes","SF","34","LAC","14","14","29.2","2.7","7.1","0.38","1.1","4.3","0.267","1.6","2.9","0.55","0.46","1.1","1.4","0.75","1.1","3.9","5.1","1.6","1.4","0.7","1.1","3.9","7.6","7",2015
"18","Brandon Bass","PF","29","BOS","4","4","21.5","1.8","5","0.35","0","0","0","1.8","5","0.35","0.35","1.5","2.5","0.6","0.8","1.3","2","2.5","0.3","0.8","0.8","1","5","0",2015
"19","Nicolas Batum","SF","26","POR","5","5","41.8","4.8","14","0.343","2.6","7.8","0.333","2.2","6.2","0.355","0.436","2","2.6","0.769","1.2","7.4","8.6","5.2","0.2","0.2","2.4","2.2","14.2","1",2015
"20","Jerryd Bayless","PG","26","MIL","6","0","20","2","5.8","0.343","0.3","1.2","0.286","1.7","4.7","0.357","0.371","2.2","2.8","0.765","0.7","1.8","2.5","3","0.3","0.3","0.7","2","6.5","2",2015
"22","Aron Baynes","C","28","SAS","4","0","10","0.8","2.5","0.3","0","0","0","0.8","2.5","0.3","0.3","0.8","0.8","1","0.8","1.8","2.5","0.3","0","0","0.8","2.3","2.3","3",2015
"23","Kent Bazemore","SG","25","ATL","16","2","18.9","1.9","4.4","0.423","0.4","1.8","0.214","1.5","2.7","0.558","0.465","1.3","1.9","0.677","0.2","3.1","3.3","0.8","0.7","0.6","0.7","1.6","5.4","8",2015
"24","Bradley Beal","SG","21","WAS","10","10","41.8","8.1","20","0.405","2.3","6.3","0.365","5.8","13.7","0.423","0.463","4.9","5.9","0.831","1.4","4.1","5.5","4.6","1.6","0.7","2.6","1.9","23.4","6",2015
"25","Marco Belinelli","SG","28","SAS","7","0","16.6","2.9","5.6","0.513","2","4.3","0.467","0.9","1.3","0.667","0.692","1.6","1.9","0.846","0.3","1.6","1.9","1.4","0.3","0","0.7","1.4","9.3","3",2015
"26","Steve Blake","PG","34","POR","5","0","8.6","0.4","2.2","0.182","0.2","1.6","0.125","0.2","0.6","0.333","0.227","0.4","0.4","1","0","0.2","0.2","1.6","0","0.2","0.4","0.8","1.4","1",2015
"27","Bojan Bogdanovic","SF","25","BRK","6","5","34.3","3.8","9.8","0.39","1.8","5.5","0.333","2","4.3","0.462","0.483","0.8","1.2","0.714","0.5","3.3","3.8","1.7","0.7","0.3","1.3","2","10.3","2",2015
"28","Andrew Bogut","C","30","GSW","19","18","23.2","2.2","3.9","0.56","0","0.1","0","2.2","3.9","0.568","0.56","0.3","0.7","0.385","2.2","5.9","8.1","1.9","0.6","1.8","1.4","3.6","4.7","16",2015
"29","Matt Bonner","PF","34","SAS","7","0","5.1","0.3","1.4","0.2","0.3","1.3","0.222","0","0.1","0","0.3","0","0","0","0","0.9","0.9","0.1","0","0.1","0.1","1.1","0.9","3",2015
"30","Avery Bradley","SG","24","BOS","4","4","33.3","4.8","12.5","0.38","1.3","4.8","0.263","3.5","7.8","0.452","0.43","1.5","1.8","0.857","0.8","3","3.8","0.8","0.8","0","0.8","3.3","12.3","0",2015
"31","Elton Brand","C","35","ATL","3","0","1.3","0","0.3","0","0","0","0","0","0.3","0","0","0.3","0.7","0.5","0","0.3","0.3","0","0","0","0","1","0.3","8",2015
"32","Corey Brewer","SF","28","HOU","17","0","25.2","4.2","9.8","0.431","0.7","2.5","0.286","3.5","7.4","0.48","0.467","2.1","3.2","0.636","0.6","2.1","2.8","1.1","0.6","0.2","0.9","2.8","11.2","9",2015
"33","Aaron Brooks","PG","30","CHI","12","0","11","1.8","5.1","0.344","0.7","2.2","0.308","1.1","2.9","0.371","0.41","0.3","0.6","0.571","0.3","1.3","1.5","0.9","0.3","0.1","0.8","1.3","4.5","6",2015
"34","Markel Brown","SG","23","BRK","2","1","5","1","2.5","0.4","0","1","0","1","1.5","0.667","0.4","1","1","1","1","0","1","0.5","0","0","1","0","3","2",2015
"35","Jimmy Butler","SG","25","CHI","12","12","42.2","7.8","17.8","0.441","2.3","6","0.389","5.5","11.8","0.468","0.507","4.9","6","0.819","1.5","4.1","5.6","3.2","2.4","0.8","1.8","2.3","22.9","6",2015
"36","Rasual Butler","SF","35","WAS","2","0","3.5","0","0.5","0","0","0.5","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","0","0","0","1","0","6",2015
"37","Will Bynum","SG","32","WAS","3","0","10.3","2.3","4.7","0.5","0.3","0.7","0.5","2","4","0.5","0.536","1.3","1.7","0.8","0.7","0.3","1","1","0.7","0.3","1.7","2","6.3","6",2015
"38","Nick Calathes","SG","25","MEM","9","3","14","1.3","4","0.333","0.7","1.4","0.462","0.7","2.6","0.261","0.417","0.3","0.9","0.375","0.1","1.7","1.8","1.8","1","0.1","1.1","1.7","3.7","6",2015
"39","Clint Capela","C","20","HOU","17","0","7.5","1.2","1.8","0.677","0","0","0","1.2","1.8","0.677","0.677","0.9","1.7","0.517","0.8","1.7","2.5","0.3","0.2","0.5","0.2","1.1","3.4","9",2015
"40","DeMarre Carroll","SF","28","ATL","16","16","34.9","5.4","11.1","0.486","1.8","4.5","0.403","3.6","6.6","0.543","0.568","2","2.6","0.78","1.6","4.4","6.1","2","1.1","0.3","0.9","2.3","14.6","8",2015
"41","Vince Carter","SG","38","MEM","11","0","17.8","2.5","6.1","0.403","0.6","2.5","0.25","1.8","3.5","0.513","0.455","0.7","0.8","0.889","1.2","3.1","4.3","1","0.6","0.2","0.6","1.5","6.3","6",2015
"43","Michael Carter-Williams","PG","23","MIL","6","6","31.8","5.5","13","0.423","0","0.8","0","5.5","12.2","0.452","0.423","1.2","2","0.583","0.2","4.3","4.5","4.8","1.2","1","2.7","2.3","12.2","2",2015
"44","Tyson Chandler","C","32","DAL","5","5","32","3.8","5.8","0.655","0","0","0","3.8","5.8","0.655","0.655","2.6","5.2","0.5","5.4","5.4","10.8","0.2","0.6","1.2","1","3.2","10.2","1",2015
"45","Earl Clark","PF","27","BRK","2","0","6.5","1","5","0.2","1","1.5","0.667","0","3.5","0","0.3","0","0","0","0","1","1","0","0.5","0","0","0.5","3","2",2015
"46","Norris Cole","PG","26","NOP","4","0","26.5","3.8","9","0.417","0.8","3.5","0.214","3","5.5","0.545","0.458","0.5","0.8","0.667","0.3","1.5","1.8","1.8","0","0.3","2","3.8","8.8","0",2015
"47","Mike Conley","PG","27","MEM","8","8","30.4","5.1","12","0.427","1.3","4.1","0.303","3.9","7.9","0.492","0.479","2.9","3.5","0.821","0","1.1","1.1","5","1.4","0","1.5","1.3","14.4","6",2015
