"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"11","Tony Battie","C","25","BOS","16","16","27.7","2.6","5.4","0.488","0","0","0","2.6","5.4","0.488","0.488","0.8","1.3","0.619","2.4","5.1","7.6","0.8","0.6","1.9","0.7","3.2","6.1","9",2002
"12","Raja Bell","SG","25","PHI","3","0","2.7","0.3","1","0.333","0","0.7","0","0.3","0.3","1","0.333","0","0","0","0.3","0","0.3","0","0","0","0","0","0.7","2",2002
"13","Jonathan Bender","SF","21","IND","5","0","9","0.6","1.2","0.5","0","0.2","0","0.6","1","0.6","0.5","0","0","0","0","0.8","0.8","0.4","0.4","0.6","1","1.2","1.2","2",2002
"14","Mike Bibby","PG","23","SAC","16","16","41.3","7.1","16.1","0.444","1.6","3.7","0.424","5.6","12.4","0.449","0.492","4.4","5.4","0.826","0.9","2.9","3.8","5","1.4","0.2","2.3","1.9","20.3","10",2002
"15","Chauncey Billups","PG","25","MIN","3","3","44.7","7.7","17","0.451","2","5","0.4","5.7","12","0.472","0.51","4.7","6.7","0.7","0.3","4.7","5","5.7","1","0.3","3","4.7","22","0",2002
"16","Corie Blount","PF","33","PHI","5","0","17.6","0.4","1.6","0.25","0","0","0","0.4","1.6","0.25","0.25","0.6","0.8","0.75","2","0.8","2.8","0.4","0.4","0.4","0.8","1.8","1.4","2",2002
"17","Mark Blount","C","26","BOS","4","0","9.8","0.5","1","0.5","0","0","0","0.5","1","0.5","0.5","0.5","0.5","1","0.8","1","1.8","0.3","0.5","0.5","0.3","1.8","1.5","9",2002
"18","Bruce Bowen","SF","30","SAS","10","10","34.5","2.5","6.1","0.41","1.1","2.5","0.44","1.4","3.6","0.389","0.5","0.7","1.4","0.5","0.9","2.4","3.3","1.4","1.1","0.7","0.7","2.8","6.8","4",2002
"19","Michael Bradley","PF","22","TOR","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","2",2002
"20","Shawn Bradley","C","29","DAL","7","0","3.6","0.4","0.9","0.5","0","0","0","0.4","0.9","0.5","0.5","0","0","0","0.1","0.6","0.7","0","0","0.1","0.1","1.3","0.9","4",2002
"22","Jamison Brewer","SG","21","IND","2","0","3","0","1","0","0","0","0","0","1","0","0","0.5","1","0.5","1","1","2","0.5","0","0","0.5","1.5","0.5","2",2002
"23","Chucky Brown","SF","33","SAC","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","10",2002
"24","Kedrick Brown","SF","20","BOS","2","0","1.5","1","1","1","0.5","0.5","1","0.5","0.5","1","1.25","0","0","0","0","0","0","0","0","0.5","0","0","2.5","9",2002
"25","P.J. Brown","C","32","CHH","9","9","36.8","3.6","8.3","0.427","0","0","0","3.6","8.3","0.427","0.427","3.1","4.1","0.757","3.2","6.3","9.6","1.6","0.7","1.3","0.9","4.1","10.2","4",2002
"26","Rick Brunson","PG","29","POR","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2002
"27","Kobe Bryant","SG","23","LAL","19","19","43.8","9.8","22.7","0.434","1.2","3.1","0.379","8.7","19.6","0.442","0.459","5.8","7.6","0.759","1.5","4.4","5.8","4.6","1.4","0.9","2.8","3.4","26.6","15",2002
"28","Mark Bryant","PF","36","SAS","9","4","10.1","1","2.2","0.45","0","0","0","1","2.2","0.45","0.45","0.3","0.7","0.5","0.9","0.4","1.3","0.1","0.1","0.2","0.1","1.6","2.3","4",2002
"29","Greg Buckner","SG","25","DAL","7","0","15","1.7","3.6","0.48","0","0.1","0","1.7","3.4","0.5","0.48","0.4","0.6","0.75","1.9","1.9","3.7","0.6","0.4","0.1","0.4","2.1","3.9","4",2002
"30","Jud Buechler","SF","33","ORL","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","0.5","0","0","0","0","1",2002
"31","Elden Campbell","PF","33","CHH","9","9","28.2","5.4","12.2","0.445","0","0.1","0","5.4","12.1","0.45","0.445","2.7","3.8","0.706","1.6","5.1","6.7","1.8","0.7","2.6","1.9","3.8","13.6","4",2002
"32","Chris Childs","PG","34","TOR","5","4","32.6","4.2","10.8","0.389","1.6","3.4","0.471","2.6","7.4","0.351","0.463","1.8","2","0.9","0.4","3.4","3.8","7.4","0.8","0","4","3","11.8","2",2002
"33","Doug Christie","SG","31","SAC","16","16","40.3","3.4","8.3","0.409","1.1","4","0.266","2.3","4.3","0.544","0.473","3.3","4.1","0.8","1.2","4.6","5.8","4.9","2.1","0.6","2.8","4","11.1","10",2002
"34","Keon Clark","C","26","TOR","5","5","34.8","5.2","9.6","0.542","0","0","0","5.2","9.6","0.542","0.542","3","3.2","0.938","2.8","5.2","8","1.6","0.4","1.6","2.8","3.8","13.4","2",2002
"35","Speedy Claxton","PG","23","PHI","5","0","9.8","0.8","2.4","0.333","0","0.2","0","0.8","2.2","0.364","0.333","0.8","1.2","0.667","0.2","0","0.2","2.8","1","0","0.6","1.6","2.4","2",2002
"36","Derrick Coleman","PF","34","PHI","5","5","38.2","4.4","8.4","0.524","0.8","2.6","0.308","3.6","5.8","0.621","0.571","3.2","4","0.8","3","6.2","9.2","2","0.2","1.4","1","2","12.8","2",2002
"37","Jarron Collins","C","23","UTA","4","4","11.8","2.5","4.5","0.556","0","0","0","2.5","4.5","0.556","0.556","0.5","0.5","1","1","0.8","1.8","0","0","0","1","2.8","5.5","1",2002
"38","Jason Collins","C","23","NJN","17","0","13.4","0.7","1.9","0.364","0","0","0","0.7","1.9","0.364","0.364","1.5","2.2","0.658","1.4","1","2.4","0.4","0.3","0.4","0.7","2.8","2.9","11",2002
"39","Austin Croshere","PF","26","IND","4","0","14.8","2","5","0.4","0.5","1.5","0.333","1.5","3.5","0.429","0.45","1.5","2","0.75","1","2.5","3.5","0.5","0.3","0.3","1.5","1.8","6","2",2002
"40","Vonteego Cummings","PG","25","PHI","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",2002
"41","Dell Curry","SG","37","TOR","4","0","14.8","2.5","6.3","0.4","1","1.3","0.8","1.5","5","0.3","0.48","1","1","1","0","1.3","1.3","1","1.3","0.5","0.8","1","7","2",2002
"43","Michael Curry","SG","33","DET","10","10","22.1","2.2","3.9","0.564","0.5","1.3","0.385","1.7","2.6","0.654","0.628","0.8","1.1","0.727","0.1","1.3","1.4","1.2","0.4","0","0.5","3.2","5.7","4",2002
"44","Antonio Daniels","SG","26","SAS","10","0","22.4","3.5","7.7","0.455","0.6","1.6","0.375","2.9","6.1","0.475","0.494","1.9","2.2","0.864","0.3","2.4","2.7","1.5","0.7","0.3","0.5","1.3","9.5","4",2002
"45","Antonio Davis","PF","33","TOR","5","5","40.4","6.8","15","0.453","0","0","0","6.8","15","0.453","0.453","3.4","5.6","0.607","3.2","7.4","10.6","1.4","0.4","1","2","3.4","17","2",2002
"46","Baron Davis","PG","22","CHH","9","9","44.6","7.9","20.9","0.378","2.3","6.9","0.339","5.6","14","0.397","0.434","4.4","7.4","0.597","1.8","5.2","7","7.9","3.6","0.6","3","4","22.6","4",2002
"47","Dale Davis","C","32","POR","3","3","23.3","1","3.7","0.273","0","0","0","1","3.7","0.273","0.273","0.3","0.7","0.5","2","4.7","6.7","1.3","1.3","1","0.7","5.3","2.3","0",2002
"48","Andrew DeClercq","C","28","ORL","2","0","4.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0.5","1.5","0","1",2002
"49","Tony Delk","SG","28","BOS","14","0","16.2","1.6","4.6","0.354","0.9","2.4","0.394","0.7","2.3","0.313","0.454","0.5","0.9","0.583","0.6","1.9","2.4","1.1","0.6","0.4","1.1","0.9","4.7","9",2002
"50","Vlade Divac*","C","33","SAC","16","16","33.4","4.4","9.4","0.464","0.1","0.4","0.286","4.3","9","0.472","0.47","4.6","6.1","0.755","2.9","6.4","9.3","1.7","1.1","1.3","2.3","4.8","13.5","10",2002
"51","Bryce Drew","PG","27","CHH","2","0","2.5","0.5","0.5","1","0","0","0","0.5","0.5","1","1","0","0","0","0","0","0","1","0","0","0","0","1","4",2002
"52","Predrag Drobnjak","C","26","SEA","3","1","12.7","1.3","4","0.333","0","0","0","1.3","4","0.333","0.333","0.7","1.3","0.5","1","1.7","2.7","0.7","0.3","0","0.3","0.7","3.3","2",2002
"53","Chris Dudley","C","36","POR","2","0","1.5","0","0.5","0","0","0","0","0","0.5","0","0","0","0","0","0","1","1","0","0","0","0.5","0.5","0","0",2002
"54","Tim Duncan","PF","25","SAS","9","9","42.2","9.1","20.1","0.453","0.1","0.3","0.333","9","19.8","0.455","0.456","9.2","11.2","0.822","3.1","11.3","14.4","5","0.7","4.3","4.1","2.4","27.6","4",2002
"55","Evan Eschmeyer","C","26","DAL","3","0","2.7","0","0.3","0","0","0","0","0","0.3","0","0","0","0","0","0.3","0.3","0.7","0.3","0","0.3","0","0.7","0","4",2002
"56","Patrick Ewing*","C","39","ORL","4","0","16.8","2","6.3","0.32","0","0.3","0","2","6","0.333","0.32","2.5","4.3","0.588","1.3","4.3","5.5","1","0.3","1","0.5","3","6.5","1",2002
"57","Danny Ferry","SF","35","SAS","10","0","15.5","1","3.3","0.303","0.7","2","0.35","0.3","1.3","0.231","0.409","0.1","0.4","0.25","0.5","1.5","2","0.8","0","0.1","0.2","1.9","2.8","4",2002
"58","Michael Finley","SF","28","DAL","8","8","46.6","8.6","18.5","0.466","1.8","4.6","0.378","6.9","13.9","0.495","0.514","5.6","6.3","0.9","1.6","4.6","6.3","2.3","1.5","0.5","1.9","3","24.6","4",2002
"59","Derek Fisher","PG","27","LAL","19","19","34.2","3.2","8.8","0.357","1.5","4.3","0.358","1.6","4.6","0.356","0.443","2.3","2.9","0.786","0.5","2.7","3.3","2.7","1","0.1","1.1","2.6","10.2","15",2002
"60","Jeff Foster","C","25","IND","5","0","15.6","1.4","2.6","0.538","0.4","0.8","0.5","1","1.8","0.556","0.615","0.8","1.8","0.444","1","3.8","4.8","1.4","0.6","0.2","1.8","2.6","4","2",2002
"61","Rick Fox","SF","32","LAL","19","19","34.3","3.5","7.3","0.482","0.8","2.3","0.349","2.7","5.1","0.542","0.536","1.9","2.6","0.755","1.3","4.1","5.4","3.4","1.1","0.3","2.4","3.7","9.8","15",2002
"62","Lawrence Funderburke","PF","31","SAC","5","0","4","0.4","0.6","0.667","0","0","0","0.4","0.6","0.667","0.667","0.4","0.4","1","0.2","0.2","0.4","0","0","0","0","1","1.2","10",2002
"64","Kevin Garnett","PF","25","MIN","3","3","43.3","8","18.7","0.429","0.3","0.7","0.5","7.7","18","0.426","0.438","7.7","10.7","0.719","5.3","13.3","18.7","5","1.7","1.7","4","3.7","24","0",2002
"65","Pat Garrity","PF","25","ORL","4","4","36.8","3","8","0.375","1.8","4.5","0.389","1.3","3.5","0.357","0.484","0.8","1","0.75","1","6.5","7.5","2.3","0.5","0.3","0.8","4.5","8.5","1",2002
"66","Devean George","SF","24","LAL","19","0","17.2","2","5.5","0.365","0.4","1.8","0.229","1.6","3.6","0.435","0.404","0.6","0.8","0.733","1.3","2.3","3.6","0.6","0.6","0.5","0.6","2.7","5","15",2002
"67","Horace Grant","C","36","ORL","4","4","31.8","2","5.5","0.364","0","0","0","2","5.5","0.364","0.364","0.5","0.5","1","2","5.8","7.8","2.3","0.8","0.3","0.5","1.8","4.5","1",2002
"68","Adrian Griffin","SG","27","DAL","4","1","14.3","2.5","4.3","0.588","0","0.5","0","2.5","3.8","0.667","0.588","0","0.5","0","0.5","1.8","2.3","1","0.5","0.3","0.8","1.5","5","4",2002
"69","Matt Harpring","SF","25","PHI","5","5","23.8","4.4","8.8","0.5","0","0","0","4.4","8.8","0.5","0.5","1.4","1.8","0.778","2.6","2.6","5.2","1.4","1","0","1","2.4","10.2","2",2002
"70","Lucious Harris","SG","31","NJN","20","0","20.9","3.3","6.7","0.489","0.4","1.1","0.364","2.9","5.6","0.514","0.519","2","2.4","0.83","0.7","2.1","2.7","0.9","0.7","0","0.8","1.5","8.9","11",2002
"71","Kirk Haston","PF","22","CHH","2","0","2","0.5","0.5","1","0","0","0","0.5","0.5","1","1","0","0","0","0","0.5","0.5","0","0.5","0","0","0.5","1","4",2002
"72","Robert Horry","PF","31","LAL","19","14","37","3.2","7.2","0.449","1.3","3.3","0.387","1.9","3.9","0.5","0.537","1.6","2","0.789","1.9","6.2","8.1","3.2","1.7","0.8","1.6","3.5","9.3","15",2002
"73","Troy Hudson","PG","25","ORL","4","0","26.5","4.5","12","0.375","0","1.3","0","4.5","10.8","0.419","0.375","3.8","4","0.938","0","1","1","1.5","0","0","2","1","12.8","1",2002
"74","Lindsey Hunter","PG","31","LAL","18","0","7.3","0.8","2.5","0.311","0.4","1.6","0.276","0.3","0.9","0.375","0.4","0","0","0","0.1","0.3","0.4","0.6","0.1","0","0.3","1.1","2","15",2002
"75","Allen Iverson*","SG","26","PHI","5","5","41.8","9","23.6","0.381","1.8","5.4","0.333","7.2","18.2","0.396","0.419","10.2","12.6","0.81","0.2","3.4","3.6","4.2","2.6","0","2.4","1.6","30","2",2002
"76","Bobby Jackson","PG","28","SAC","16","1","23.4","4.1","9.1","0.445","0.7","2.7","0.256","3.4","6.4","0.524","0.483","2.1","2.7","0.791","0.9","2.3","3.3","2","0.9","0.2","1.1","1.9","10.9","10",2002
"77","Jaren Jackson","SG","34","ORL","3","0","1.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.3","0","0","0","0.3","1","0","1",2002
"78","Jermaine Jackson","SG","25","TOR","4","0","3","0.5","0.8","0.667","0","0","0","0.5","0.8","0.667","0.667","0.5","1.5","0.333","0","0.3","0.3","0","0","0","0.8","0.5","1.5","2",2002
"79","Marc Jackson","C","27","MIN","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",2002
"80","Jerome James","C","26","SEA","5","1","14","1.8","4.6","0.391","0","0","0","1.8","4.6","0.391","0.391","0","0.4","0","0.8","1.6","2.4","0.8","0","1","0.8","3.6","3.6","2",2002
"81","Richard Jefferson","SF","21","NJN","20","0","22.1","2.7","5.7","0.465","0","0.1","0","2.7","5.6","0.473","0.465","1.7","3","0.55","0.8","3.8","4.6","1.3","0.6","0.5","1.3","2","7","11",2002
"82","Anthony Johnson","SG","27","NJN","19","0","8.5","1.1","2.8","0.377","0.1","0.5","0.1","1","2.3","0.442","0.387","0.5","0.6","0.818","0.1","0.6","0.7","1.1","0.3","0","0.4","1.3","2.6","11",2002
"83","Alvin Jones","C","23","PHI","2","0","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0.5","0","0","2",2002
"85","Damon Jones","PG","25","DET","10","0","18.1","1.6","4.2","0.381","0.8","2.7","0.296","0.8","1.5","0.533","0.476","0.3","0.4","0.75","0.1","2","2.1","2.5","0.5","0","0.6","1.4","4.3","4",2002
"86","Shawn Kemp","PF","32","POR","3","0","11.7","0.7","2.3","0.286","0","0","0","0.7","2.3","0.286","0.286","2.3","3.3","0.7","0.7","2","2.7","0","0.3","0","0.7","2.7","3.7","0",2002
"87","Steve Kerr","PG","36","POR","3","0","13","2","4.7","0.429","0.7","2.7","0.25","1.3","2","0.667","0.5","1.7","1.7","1","0","1.3","1.3","1.7","0.3","0","0.3","2","6.3","0",2002
"88","Jason Kidd*","PG","28","NJN","20","20","40.2","7.4","17.7","0.415","0.9","4.5","0.189","6.5","13.2","0.492","0.439","4","5","0.808","2.1","6.1","8.2","9.1","1.7","0.4","3.4","2","19.6","11",2002
"89","Andrei Kirilenko","SF","20","UTA","4","4","30.5","2.8","7","0.393","0","1","0","2.8","6","0.458","0.393","3.3","4","0.813","1","2.8","3.8","1","1.8","2.5","1.5","2.5","8.8","1",2002
"90","Kerry Kittles","SG","27","NJN","20","20","29","4.7","10.8","0.435","0.9","3.4","0.265","3.8","7.4","0.514","0.477","1.8","2.3","0.778","1","2.2","3.2","2.3","1.6","0.5","0.9","1.9","12.1","11",2002
"91","Raef LaFrentz","C","25","DAL","8","8","30.6","4.9","9.8","0.5","0.8","2.3","0.333","4.1","7.5","0.55","0.538","0.8","1.4","0.545","2.3","5.4","7.6","0.6","0.3","2.8","0.8","4.9","11.3","4",2002
"92","Rusty LaRue","PG","28","UTA","4","0","13.3","1.5","4","0.375","0.5","1.3","0.4","1","2.8","0.364","0.438","1.5","2.5","0.6","0","1.5","1.5","1.5","0.3","0","1","1.5","5","1",2002
"93","Quincy Lewis","SG","24","UTA","4","0","14","2","5.8","0.348","0.3","1.3","0.2","1.8","4.5","0.389","0.37","0","1","0","0.3","0.5","0.8","0.5","0.5","0.3","0.8","2.5","4.3","1",2002
"94","Rashard Lewis","SF","22","SEA","3","2","26.3","4","10.7","0.375","0.3","2","0.167","3.7","8.7","0.423","0.391","4.3","4.3","1","1.3","2.3","3.7","0.7","0.3","0","0.7","3.3","12.7","2",2002
"95","Randy Livingston","PG","26","SEA","5","0","16","1.4","3.4","0.412","0.2","0.6","0.333","1.2","2.8","0.429","0.441","1","1","1","0.2","1","1.2","2","0.4","0","0.2","1.4","4","2",2002
"96","Felipe López","SG","27","MIN","3","0","10","0.3","1.3","0.25","0.3","0.7","0.5","0","0.7","0","0.375","0.3","0.7","0.5","0.3","0","0.3","0.3","0.3","0","0.3","2","1.3","0",2002
"97","George Lynch","SF","31","CHH","9","7","31.8","3.2","6.6","0.492","0.2","0.7","0.333","3","5.9","0.509","0.508","1","1.4","0.692","3.6","4.9","8.4","1.6","1.1","0.7","1.1","2.9","7.7","4",2002
"98","Todd MacCulloch","C","26","NJN","20","20","19.2","2.6","5.3","0.491","0","0","0","2.6","5.3","0.491","0.491","1","1.6","0.613","2.2","3","5.2","0.7","0.3","1.4","1.2","2.6","6.2","11",2002
"99","Mark Madsen","PF","26","LAL","7","0","1.4","0","0.1","0","0","0.1","0","0","0","0","0","0","0","0","0","0.3","0.3","0","0","0","0.1","0.1","0","15",2002
"100","Jamaal Magloire","C","23","CHH","8","0","21","2.8","5","0.55","0","0","0","2.8","5","0.55","0.55","6.8","8.9","0.761","2.1","3.5","5.6","0.6","0","1.9","2.1","3.8","12.3","4",2002
"101","Karl Malone*","PF","38","UTA","4","4","40.8","7.5","18.3","0.411","0","0.3","0","7.5","18","0.417","0.411","5","7","0.714","0.8","6.8","7.5","4.5","1.3","0.8","2.8","2.8","20","1",2002
"102","Donny Marshall","SF","29","NJN","7","0","2","0.1","0.7","0.2","0","0.6","0","0.1","0.1","1","0.2","0.1","0.1","1","0","0","0","0","0","0","0","0.1","0.4","11",2002
"103","Donyell Marshall","SF","28","UTA","4","0","31","5.3","12.5","0.42","0.8","1.5","0.5","4.5","11","0.409","0.45","3","4","0.75","3.5","4.3","7.8","2.8","0.8","1.5","1.3","1.3","14.3","1",2002
"104","Kenyon Martin","PF","24","NJN","20","20","37.5","6.5","15.2","0.424","0.1","0.5","0.222","6.4","14.8","0.431","0.428","3.8","5.5","0.691","1.5","4.3","5.8","2.9","1.2","1.3","2.6","4.3","16.8","11",2002
"106","Jamal Mashburn","SF","29","CHH","1","1","10","0","6","0","0","1","0","0","5","0","0","0","0","0","0","1","1","1","0","0","0","0","0","4",2002
"107","Desmond Mason","SF","24","SEA","5","5","41","4.8","11.4","0.421","0.2","0.6","0.333","4.6","10.8","0.426","0.43","2","3.4","0.588","1","5.2","6.2","1.8","0.8","0.4","1","2.2","11.8","2",2002
"108","Walter McCarty","PF","27","BOS","14","0","13.9","1.2","2.7","0.447","0.2","1.3","0.167","1","1.4","0.7","0.487","0.5","0.6","0.778","0.6","1.9","2.4","0.3","0.3","0","0.3","1.4","3.1","9",2002
"109","Tracy McGrady*","SG","22","ORL","4","4","44.5","10.5","22.8","0.462","1.3","4","0.313","9.3","18.8","0.493","0.489","8.5","11.5","0.739","1.5","4.8","6.3","5.5","0.5","1.8","3.3","2.8","30.8","1",2002
"110","Derrick McKey","SF","35","PHI","4","0","10","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0.8","0.8","1.5","0.3","0.3","0.5","0.3","1.3","2","2",2002
"111","Aaron McKie","SG","29","PHI","5","0","29.2","4","9.2","0.435","1.2","3.2","0.375","2.8","6","0.467","0.5","1.4","2","0.7","0.4","3.2","3.6","2.4","2","0","2","2.4","10.6","2",2002
"112","Stanislav Medvedenko","C","22","LAL","7","0","3","0.4","0.7","0.6","0","0","0","0.4","0.7","0.6","0.6","0","0","0","0.1","0.4","0.6","0","0","0","0.1","1.1","0.9","15",2002
"113","Ron Mercer","SG","25","IND","5","0","23.4","3.6","7.2","0.5","0","0","0","3.6","7.2","0.5","0.5","0.6","0.8","0.75","0","2","2","0.8","0.2","0.2","0.6","1.8","7.8","2",2002
"114","Brad Miller","C","25","IND","5","5","36","4","8.8","0.455","0","0","0","4","8.8","0.455","0.455","3.2","4","0.8","3.4","6.4","9.8","1.4","0.8","0.4","1.4","3.2","11.2","2",2002
"115","Mike Miller","SF","21","ORL","4","1","18","1.8","5.3","0.333","0.3","2","0.125","1.5","3.3","0.462","0.357","1","1","1","0","1.3","1.3","1.3","1","0","1","2","4.8","1",2002
"116","Reggie Miller*","SG","36","IND","5","5","39.6","8.4","16.6","0.506","2.6","6.2","0.419","5.8","10.4","0.558","0.584","4.2","4.8","0.875","0","3.2","3.2","2.8","1.6","0.2","2.8","2","23.6","2",2002
"117","Sam Mitchell","SF","38","MIN","3","2","11.3","1","3","0.333","0","0","0","1","3","0.333","0.333","0.7","0.7","1","0","0.7","0.7","1","0.3","0.3","0","1.7","2.7","0",2002
"118","Dikembe Mutombo*","C","35","PHI","5","5","34.6","2.8","6.2","0.452","0","0","0","2.8","6.2","0.452","0.452","3.2","5.2","0.615","2.8","7.8","10.6","0.6","0.4","1.8","2.2","3.2","8.8","2",2002
"119","Lee Nailon","SF","26","CHH","9","1","17.8","3","6.6","0.458","0","0.1","0","3","6.4","0.466","0.458","1.7","2.1","0.789","1.1","1.6","2.7","0.7","0.3","0","0.8","1.9","7.7","4",2002
"120","Eduardo Nájera","PF","25","DAL","8","4","15.3","2","2.9","0.696","0","0","0","2","2.9","0.696","0.696","0.6","1","0.625","0.4","1.3","1.6","0.1","0.4","0","0.3","2.8","4.6","4",2002
"121","Steve Nash*","PG","27","DAL","8","8","40.4","6.4","14.8","0.432","2.5","5.6","0.444","3.9","9.1","0.425","0.517","4.3","4.4","0.971","0.9","3.1","4","8.8","0.5","0","3.8","2.5","19.5","4",2002
"122","Rasho Nesterovic","C","25","MIN","3","3","30.7","5","10.3","0.484","0","0","0","5","10.3","0.484","0.484","1.3","3","0.444","2","4.7","6.7","1","0.3","0","1.3","3.3","11.3","0",2002
"123","Johnny Newman","SF","38","DAL","3","2","7.3","0.3","2.3","0.143","0.3","2","0.167","0","0.3","0","0.214","0","0","0","0","0","0","0.7","0","0","0","1.7","1","4",2002
"124","Dirk Nowitzki","C","23","DAL","8","8","44.6","9.1","20.5","0.445","2","3.5","0.571","7.1","17","0.419","0.494","8.1","9.3","0.878","2.1","11","13.1","2.3","2","0.8","2.8","3.4","28.4","4",2002
"125","Jermaine O'Neal","PF","23","IND","5","5","38.4","6.8","15.2","0.447","0","0.2","0","6.8","15","0.453","0.447","3.6","4.8","0.75","1.2","6.4","7.6","1","0.8","1.6","2.8","4.8","17.2","2",2002
"127","Shaquille O'Neal*","C","29","LAL","19","19","40.8","10.7","20.2","0.529","0","0","0","10.7","20.2","0.529","0.529","7.1","10.9","0.649","3.5","9.1","12.6","2.8","0.5","2.5","3.3","3.3","28.5","15",2002
"128","Hakeem Olajuwon*","C","39","TOR","5","0","17.2","2.4","4.4","0.545","0","0","0","2.4","4.4","0.545","0.545","0.8","1.2","0.667","1.8","2","3.8","0.4","1.4","0.8","1.2","1.8","5.6","2",2002
"129","Kevin Ollie","PG","29","IND","5","0","23.6","2.2","5.2","0.423","0.2","0.4","0.5","2","4.8","0.417","0.442","1.2","1.2","1","0","2.4","2.4","4.6","0.6","0","1","1.2","5.8","2",2002
"130","Greg Ostertag","C","28","UTA","4","0","21.8","3.3","5.3","0.619","0","0","0","3.3","5.3","0.619","0.619","0.3","2.5","0.1","4.8","3.8","8.5","0.5","0.5","1.5","1.5","3.5","6.8","1",2002
"131","Olumide Oyedeji","C","20","SEA","3","0","5.7","1.3","1.7","0.8","0","0","0","1.3","1.7","0.8","0.8","0.3","1.7","0.2","1.3","0.7","2","0.3","0","0","0.3","0.7","3","2",2002
"132","Robert Pack","PG","32","MIN","3","0","3.3","0.3","1.7","0.2","0","0.3","0","0.3","1.3","0.25","0.2","0.3","0.3","1","0","0","0","0","0","0","0.3","1.7","1","0",2002
"133","Scott Padgett","PF","25","UTA","4","0","11.8","1.5","3.3","0.462","0","0.8","0","1.5","2.5","0.6","0.462","1","1.3","0.8","1.8","1.8","3.5","0.5","0.3","0.3","1.3","1.5","4","1",2002
"134","Tony Parker","PG","19","SAS","10","10","34.1","6.2","13.6","0.456","1","2.7","0.37","5.2","10.9","0.477","0.493","2.1","2.8","0.75","0.5","2.4","2.9","4","0.9","0.1","2.2","2.2","15.5","4",2002
