"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"17","Hal Greer*","SG","27","PHI","5","0","42.2","7.4","19","0.389","0","0","0","7.4","19","0.389","0.389","6.6","7.8","0.846","0","0","5.6","6","0","0","0","3.8","21.4","2",1964
"18","Richie Guerin*","SG","31","STL","12","0","35.7","6.3","14.1","0.444","0","0","0","6.3","14.1","0.444","0.444","5.6","7.1","0.788","0","0","4.2","4.1","0","0","0","4.5","18.1","6",1964
"19","Cliff Hagan*","SF","32","STL","12","0","32.7","6.3","14.6","0.429","0","0","0","6.3","14.6","0.429","0.429","3.8","4.5","0.833","0","0","6.2","4.8","0","0","0","2.8","16.3","6",1964
"20","John Havlicek*","SF","23","BOS","10","0","28.9","6.1","15.9","0.384","0","0","0","6.1","15.9","0.384","0.384","3.5","4.4","0.795","0","0","4.3","3.2","0","0","0","2.6","15.7","8",1964
"22","Tom Hawkins","SF","27","CIN","10","0","27.3","4.3","9.7","0.443","0","0","0","4.3","9.7","0.443","0.443","1.5","2.2","0.682","0","0","9.3","1.1","0","0","0","3.8","10.1","4",1964
"23","Tom Heinsohn*","PF","29","BOS","10","0","30.8","7","18","0.389","0","0","0","7","18","0.389","0.389","3.4","4.2","0.81","0","0","8","2.6","0","0","0","3.6","17.4","8",1964
"24","Wayne Hightower","PF","24","SFW","12","0","23.8","2.4","9.3","0.259","0","0","0","2.4","9.3","0.259","0.259","1.9","2.8","0.697","0","0","4.2","1.5","0","0","0","3.5","6.8","5",1964
"25","Gary Hill","SG","22","SFW","9","0","7.7","1.3","2.7","0.5","0","0","0","1.3","2.7","0.5","0.5","0.4","1.4","0.308","0","0","0.7","0.9","0","0","0","1.4","3.1","5",1964
"26","K.C. Jones*","PG","31","BOS","10","0","31.2","2.5","7.2","0.347","0","0","0","2.5","7.2","0.347","0.347","1.3","2.5","0.52","0","0","3.7","6.8","0","0","0","4","6.3","8",1964
"27","Sam Jones*","SG","30","BOS","10","0","35.6","9.1","18","0.506","0","0","0","9.1","18","0.506","0.506","5","6.8","0.735","0","0","4.7","2.3","0","0","0","2.4","23.2","8",1964
"28","Red Kerr","C","31","PHI","5","0","37","8","16.6","0.482","0","0","0","8","16.6","0.482","0.482","3","4","0.75","0","0","13.8","3.2","0","0","0","2.4","19","2",1964
"29","Jim King","PG","22","LAL","4","0","12.8","1","2.5","0.4","0","0","0","1","2.5","0.4","0.4","1","1","1","0","0","1","1.5","0","0","0","0.5","3","2",1964
"30","Jim Krebs","C","28","LAL","4","0","12.5","1.5","2.3","0.667","0","0","0","1.5","2.3","0.667","0.667","0.5","1","0.5","0","0","5.5","1.5","0","0","0","2","3.5","2",1964
"31","Rudy LaRusso","PF","26","LAL","5","0","37.8","2.6","6.6","0.394","0","0","0","2.6","6.6","0.394","0.394","3.8","4.4","0.864","0","0","6","2.2","0","0","0","4.6","9","2",1964
"32","George Lee","SF","27","SFW","10","0","6.7","0.9","2","0.45","0","0","0","0.9","2","0.45","0.45","1.2","2","0.6","0","0","1.6","0.4","0","0","0","1.5","3","5",1964
"33","Jim Loscutoff","SF","33","BOS","1","0","5","2","2","1","0","0","0","2","2","1","1","0","0","0","0","0","2","0","0","0","0","3","4","8",1964
"34","Clyde Lovellette*","C","34","BOS","5","0","8","1.6","6.8","0.235","0","0","0","1.6","6.8","0.235","0.235","0.8","0.8","1","0","0","1.4","0.4","0","0","0","1.6","4","8",1964
"35","Jerry Lucas*","PF","23","CIN","10","0","37","4.8","12.3","0.39","0","0","0","4.8","12.3","0.39","0.39","2.6","3.7","0.703","0","0","12.5","3.4","0","0","0","3.7","12.2","4",1964
"36","Johnny McCarthy","PG","29","BOS","1","0","8","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","2","8",1964
"37","Tom Meschery","SF","25","SFW","12","0","33.8","6.7","15.1","0.442","0","0","0","6.7","15.1","0.442","0.442","3.5","4.5","0.778","0","0","7.3","1.8","0","0","0","3.1","16.8","5",1964
"38","Willie Naulls","SF","29","BOS","10","0","16.7","3.7","9.5","0.389","0","0","0","3.7","9.5","0.389","0.389","1.7","2.3","0.739","0","0","4.6","0.8","0","0","0","3.1","9.1","8",1964
"39","Don Nelson*","SF","23","LAL","5","0","11.2","1.4","2.6","0.538","0","0","0","1.4","2.6","0.538","0.538","0.6","0.6","1","0","0","2.6","0.4","0","0","0","2.2","3.4","2",1964
"40","Paul Neumann","PG","26","PHI","5","0","33","5.4","11.8","0.458","0","0","0","5.4","11.8","0.458","0.458","5.2","6.2","0.839","0","0","2.6","5","0","0","0","2.6","16","2",1964
"41","Bud Olsen","PF","23","CIN","2","0","5","1.5","3","0.5","0","0","0","1.5","3","0.5","0.5","0","0","0","0","0","2","0.5","0","0","0","1","3","4",1964
"43","Bob Pettit*","PF","31","STL","12","0","41.2","7.8","18.8","0.412","0","0","0","7.8","18.8","0.412","0.412","5.5","6.6","0.835","0","0","14.5","2.8","0","0","0","3.7","21","6",1964
"44","Gary Phillips","SG","24","SFW","11","0","23.3","3.2","8.8","0.361","0","0","0","3.2","8.8","0.361","0.361","2.4","3.6","0.65","0","0","2.2","1.8","0","0","0","3.3","8.7","5",1964
"45","Frank Ramsey*","SG","32","BOS","10","0","13.8","2.2","6.3","0.349","0","0","0","2.2","6.3","0.349","0.349","1.8","2.1","0.857","0","0","2.1","1","0","0","0","2.5","6.2","8",1964
"46","Hub Reed","C","27","LAL","1","0","12","2","4","0.5","0","0","0","2","4","0.5","0.5","0","2","0","0","0","2","0","0","0","0","2","4","2",1964
"47","Oscar Robertson*","PG","25","CIN","10","0","47.1","9.2","20.2","0.455","0","0","0","9.2","20.2","0.455","0.455","10.9","12.7","0.858","0","0","8.9","8.4","0","0","0","3","29.3","4",1964
"48","Guy Rodgers*","PG","28","SFW","12","0","34.9","4.8","14.4","0.329","0","0","0","4.8","14.4","0.329","0.329","2.8","3.9","0.702","0","0","4.8","7.5","0","0","0","3.8","12.3","5",1964
"49","Bill Russell*","C","29","BOS","10","0","45.1","4.7","13.2","0.356","0","0","0","4.7","13.2","0.356","0.356","3.7","6.7","0.552","0","0","27.2","4.4","0","0","0","3.3","13.1","8",1964
"50","Tom Sanders*","PF","25","BOS","10","0","30.2","3.4","9.4","0.362","0","0","0","3.4","9.4","0.362","0.362","2.3","3.4","0.676","0","0","6.8","0.6","0","0","0","4.5","9.1","8",1964
"51","Kenny Sears","SF","30","SFW","7","0","3.4","0.9","1.4","0.6","0","0","0","0.9","1.4","0.6","0.6","0","0","0","0","0","1.7","0.4","0","0","0","0.6","1.7","5",1964
"52","Frank Selvy","SG","31","LAL","3","0","23","4.3","9","0.481","0","0","0","4.3","9","0.481","0.481","0.7","0.7","1","0","0","1.7","2","0","0","0","2.7","9.3","2",1964
"53","Lee Shaffer","SF","24","PHI","3","0","13.3","2.7","7.3","0.364","0","0","0","2.7","7.3","0.364","0.364","0.3","0.7","0.5","0","0","1.3","0.7","0","0","0","1.7","5.7","2",1964
"54","Larry Siegfried","SG","24","BOS","4","0","6","0.5","1.5","0.333","0","0","0","0.5","1.5","0.333","0.333","0.8","1.5","0.5","0","0","1","0.3","0","0","0","1","1.8","8",1964
"55","Adrian Smith","SG","27","CIN","7","0","9.4","1.1","3.7","0.308","0","0","0","1.1","3.7","0.308","0.308","0.7","1","0.714","0","0","1.3","0.6","0","0","0","1.1","3","4",1964
"56","Larry Staverman","PF","27","CIN","7","0","10","1.6","3.3","0.478","0","0","0","1.6","3.3","0.478","0.478","2.1","2.7","0.789","0","0","3.7","0.7","0","0","0","2.3","5.3","4",1964
"57","Tom Thacker","PG","24","CIN","6","0","7.2","1","3.8","0.261","0","0","0","1","3.8","0.261","0.261","0.2","0.7","0.25","0","0","2.2","0.5","0","0","0","0.7","2.2","4",1964
"58","Nate Thurmond*","PF","22","SFW","12","0","34.2","3.5","8","0.438","0","0","0","3.5","8","0.438","0.438","3","4.4","0.679","0","0","12.3","0.8","0","0","0","3.8","10","5",1964
"59","Gene Tormohlen","C","26","STL","6","0","6.5","0.8","2.2","0.385","0","0","0","0.8","2.2","0.385","0.385","0.5","0.8","0.6","0","0","2.3","0.8","0","0","0","1.7","2.2","6",1964
"60","Jack Twyman*","SF","29","CIN","10","0","35.4","8.3","17.6","0.472","0","0","0","8.3","17.6","0.472","0.472","3.9","4.9","0.796","0","0","8.7","1.6","0","0","0","4.1","20.5","4",1964
"61","Chico Vaughn","SG","23","STL","12","0","20.2","3.6","8.4","0.426","0","0","0","3.6","8.4","0.426","0.426","1.6","2.2","0.731","0","0","2.1","1.8","0","0","0","2.6","8.8","6",1964
"62","Chet Walker*","SF","23","PHI","5","0","38","6","15.4","0.39","0","0","0","6","15.4","0.39","0.39","6.8","9.2","0.739","0","0","10.4","2.6","0","0","0","3","18.8","2",1964
"64","Gerry Ward","SG","22","STL","6","0","2.7","0.8","1.7","0.5","0","0","0","0.8","1.7","0.5","0.5","0.2","0.2","1","0","0","0","0.3","0","0","0","0.8","1.8","6",1964
"65","Ben Warley","PF","27","PHI","4","0","21.3","2.3","5.8","0.391","0","0","0","2.3","5.8","0.391","0.391","2.5","3.8","0.667","0","0","8.3","0.5","0","0","0","2.8","7","2",1964
"66","Jerry West*","PG","25","LAL","5","0","41.2","11.4","23","0.496","0","0","0","11.4","23","0.496","0.496","8.4","10.6","0.792","0","0","7.2","3.4","0","0","0","4","31.2","2",1964
"67","Gene Wiley","C","26","LAL","5","0","9.6","1","1.6","0.625","0","0","0","1","1.6","0.625","0.625","0.6","0.6","1","0","0","3.2","0","0","0","0","1.8","2.6","2",1964
"68","Lenny Wilkens*","PG","26","STL","12","0","34.4","5.3","11.9","0.448","0","0","0","5.3","11.9","0.448","0.448","3.7","4.8","0.759","0","0","5","5.3","0","0","0","3.5","14.3","6",1964
