"","Player","psc","PL"
"359","Benoit Benjamin",0.180943218896134,0.021379875910419
"360","Robert Reid",0.18011239768659,0.180077729007787
"361","Loy Vaught",0.178761259838983,0.0098818543906026
"362","Reggie Williams",0.178545803620016,0.0326981979926344
"363","Kenny Carr",0.178345076883218,0.0502728191663859
"364","Derrick Favors",0.177334072282153,0.0281197603135565
"365","Lionel Simmons",0.176354447308434,0.00294851096209651
"366","Jeff Malone",0.175294069858912,0.0907609470281096
"367","Sean Elliott",0.174925920329628,0.178447999673601
"368","Marcin Gortat",0.174840163412757,0.123430572284774
"369","Willie Anderson",0.174706160432997,0.0856640525532188
"370","Damon Stoudamire",0.174705778286549,0.0790483462736324
"371","Vern Fleming",0.174564726522344,0.0405095396896774
"372","Julius Randle",0.174448843649862,0
"373","LaSalle Thompson",0.172887913196306,0.019928079007647
"374","Elmore Smith",0.172566250894027,0.0154679632612518
"375","Bob Boozer",0.171908808031775,0.11254124973564
"376","Ben Gordon",0.170905320522591,0.0563561873338428
"377","Andrew Bogut",0.169895018611815,0.138991705170909
"378","Luis Scola",0.169322136183272,0.0693910651111722
"379","Mike Woodson",0.169144396805251,0.00424885500444313
"380","Keith Van Horn",0.169052972641353,0.103263413847106
"381","LaPhonso Ellis",0.168941328939032,0.029348555137209
"382","Andrew Toney",0.168207621902597,0.23170366847661
"383","Tree Rollins",0.163831255650494,0.10250036581997
"384","Darrell Griffith",0.163506565087211,0.056170410739149
"385","Rickey Green",0.162465580904521,0.0637542900718282
"386","Happy Hairston",0.161920818841621,0.157525191102472
"387","Phil Smith",0.161151271065946,0.100353554888078
"388","Toni Kukoc",0.161083242133809,0.212161783453155
"389","Tobias Harris",0.160502915582408,0.0296016767448552
"390","Terry Dischinger",0.160333509922684,0.00684980761370027
"391","Johnny Moore",0.159250214224315,0.085879826250788
"392","Stephen Jackson",0.158892670212577,0.141849028957105
"393","Dana Barros",0.15839863115773,0.0280860285052048
"394","Mark Eaton",0.157641779162903,0.11370887155378
"395","Jeff Teague",0.157015536805009,0.100242755644551
"396","Khris Middleton",0.156741555822522,0.0711181042529957
"397","Ricky Davis",0.156318403541342,0.0103814462790542
"398","Bob Rule",0.155838905625148,0
"399","Terry Tyler",0.155349193353566,0.0191436703935813
"400","Klay Thompson",0.154868960875771,0.364601073110551
"401","CJ McCollum",0.154690023059982,0.0675333488645057
"402","Cuttino Mobley",0.153791599189779,0.0345330011543019
"403","Joe Smith",0.153780532898259,0.0532063816421946
"404","Jack Marin",0.153667181394579,0.0873187653152154
"405","Lonnie Shelton",0.152299583031595,0.125245642219049
"406","Kirk Hinrich",0.152242779798617,0.1048641212976
"407","Darrell Armstrong",0.151982452335684,0.0514171384405324
"408","Danny Schayes",0.151517077386956,0.0880050239689471
"409","Charlie Scott",0.151470071043551,0.0936937231257199
"410","Rudy LaRusso",0.151356641161913,0.280136840163349
"411","Josh Howard",0.150924803966996,0.124890659338371
"412","Kurt Thomas",0.150213307446582,0.122257438856075
"413","Wally Szczerbiak",0.149972477487397,0.0793239932549201
"414","Tom Heinsohn",0.149538343719529,0.574546472513043
"415","Enes Kanter",0.149081100898968,0.0626154164907843
"416","Drew Gooden",0.146871231028923,0.105237108177542
"417","Stacey Augmon",0.146313672227312,0.0693887412871799
"418","Geoff Petrie",0.145299236534452,0
"419","Campy Russell",0.14499129859862,0.0316174831057744
"420","P.J. Brown",0.144769863458271,0.163003112465093
"421","Lou Williams",0.144358989872593,0.0664433807499061
"422","Ken Norman",0.143796359286341,0.0156917199995275
"423","Bo Outlaw",0.142256620368863,0.0106260149114421
"424","Paul Silas",0.142109830559383,0.337922769880954
"425","Boris Diaw",0.141954232800097,0.197439673751511
"426","Steve Mix",0.140093396082396,0.159522381743632
"427","Kenny Sears",0.139630982931643,0.0118819220372094
"428","Brent Barry",0.139520540798538,0.114676188864465
"429","Billy Owens",0.137952203250478,0.00849276332494757
"430","Kenny Smith",0.137766918352347,0.131851179579081
"431","Tyrone Hill",0.13765583407158,0.0916056899961897
"432","Gene Banks",0.137330882813362,0.044317122203783
"433","Vinnie Johnson",0.137323096211491,0.227489766589874
"434","Tyreke Evans",0.136014287549028,0
"435","Steve Johnson",0.135881474636854,0.00642573326448117
"436","Jim McMillian",0.132272663977746,0.184913271069754
"437","M.L. Carr",0.131907828549226,0.10439092068196
"438","Doug Collins",0.131539408904961,0.0836972315106286
"439","Pervis Ellison",0.131431658451013,0.00264576903638896
"440","Andrew Wiggins",0.131225568505582,0.00366130820161946
"441","Neal Walk",0.130056345139683,0.0105548239361477
"442","Tayshaun Prince",0.129369122181438,0.283696644450047
"443","Larry Drew",0.128243599708698,0.0188786863033321
"444","Gene Shue",0.127858276126492,0.0912642942789509
"445","Eric Murdock",0.12784449064611,0.0184852509308971
"446","Matt Harpring",0.127348207225285,0.0527255134319203
"447","Willie Naulls",0.126841102971149,0.0962527443810854
"448","Andrew Bynum",0.126143491959373,0.135137393348685
"449","Devin Harris",0.123609991013157,0.0748253501610577
"450","Erick Dampier",0.123301422018349,0.0816990924140846
"451","Billy Paultz",0.122788786107679,0.113341120751752
"452","Eddy Curry",0.122505522377704,0
"453","Jamaal Magloire",0.122351437412193,0.0609005648232841
"454","Jusuf Nurkic",0.122306551717434,0
"455","Mike Dunleavy",0.121646268320203,0.130653738565995
"456","Larry Hughes",0.121478909217286,0.0979622077031473
"457","Terry Mills",0.117017967265475,0.0115682693576339
"458","Bob Kauffman",0.116250163311481,0.00319125381150154
"459","Harvey Grant",0.115963770105524,0.00982009326347999
"460","Sherman Douglas",0.115338628224435,0.0163266235580276
"461","Reggie King",0.11502939639736,0.0540429682525814
"462","Walt Hazzard",0.114193897322801,0.11958955497607
"463","Flynn Robinson",0.113917910211318,0.0632101694272921
"464","Sedale Threatt",0.113909302187002,0.0861663532063507
"465","Antoine Carr",0.1120163530236,0.13287995386314
"466","Scott Skiles",0.10958088780071,0
"467","Dick Snyder",0.107551993469306,0.0504861281683971
"468","Phil Ford",0.107481151666961,0.0390439127852419
"469","Mark West",0.107314188577843,0.13392770210159
"470","Alex Groza",0.104508664887941,0.0270595513349482
"471","Don Kojis",0.0988008579047126,0.0135423911169799
"472","Roy Tarpley",0.0978546842722876,0.0568913446031585
"473","John Williams",0.0969587095934109,0.011997662655426
"474","Myles Turner",0.0966614304431659,0.0199928286061371
"475","Derek Anderson",0.0964967262249511,0.0433519365756243
"476","Stu Lantz",0.0964306502514854,0.0202321050390511
"477","Kevin Loughery",0.0962980438734175,0.0811682788927646
"478","Montrezl Harrell",0.0937989699536504,0.0135464680281118
"479","Sonny Parker",0.0934012294239753,0.0094395014029932
"480","Albert King",0.0919471306191136,0.0182604290593856
"481","Bison Dele",0.0898142231688011,0.0632501879515487
"482","Reggie Jackson",0.0896195272052457,0.0488636767239096
"483","Joe Caldwell",0.0881957209920037,0.109379332591971
"484","Derek Smith",0.0876911737587129,0.0173311096415517
"485","Michael Brooks",0.0874129210156235,0.00286107660163976
"486","Gheorghe Mure<U+0219>an",0.0819610388494693,0
"487","Carl Landry",0.0793820136811362,0.0469734128420363
"488","Marvin Webster",0.0770632034869369,0.0973787273936839
"489","Dražen Petrovic",0.0748608497270317,0.0373889998032384
"490","James Posey",0.0709934685164484,0.0838938431867308
"491","Donovan Mitchell",0.0685091043123469,0.0309116440814525
"492","Dave Robisch",0.0642141639696132,0.0103985644257354
"493","Tom Burleson",0.0573573855650004,0.0377376761235444
"494","Toby Knight",0.0505371382596883,0.00313818810296425
"495","Ron Boone",0.0471227093910462,0.0119354484777468
"496","Mike James",0.0435141125202701,0.0372779092125691
"497","D'Angelo Russell",0.0327177355589124,0.00416963656884898
"498","Domantas Sabonis",0.0304681823357615,0.00986381039207116
"499","Pascal Siakam",0.0221433483587148,0.0858482088113355
"500","Luka Doncic",0.00590361942578931,0
