"","rk","Player","totalPL"
"622",622,"Rod Strickland",0.57680522120865
"623",623,"Bob Hansen",0.576457172112228
"624",624,"Butch Beard",0.575918225442533
"625",625,"Oliver Miller",0.575911995701344
"626",626,"Arnie Johnson",0.575196778142634
"627",627,"P.J. Tucker",0.574780179772245
"628",628,"Dick Farley",0.572335906700023
"629",629,"Brendan Haywood",0.570788112165747
"630",630,"Nikola Mirotic",0.569299295276714
"631",631,"Joel Embiid",0.569269196738963
"632",632,"Otis Birdsong",0.567138778021172
"633",633,"Marc Iavaroni",0.566398583641707
"634",634,"Taj Gibson",0.565188922691302
"635",635,"Rickey Green",0.55999432575621
"636",636,"Dean Meminger",0.559012630699731
"637",637,"Mitch Richmond*",0.558658493461185
"638",638,"Carl Herrera",0.558546701318427
"639",639,"Shannon Brown",0.558206621531995
"640",640,"Terry Teagle",0.55710808036184
"641",641,"Bison Dele",0.555566477424119
"642",642,"Flynn Robinson",0.555214969368997
"643",643,"Fred Roberts",0.554948828222741
"644",644,"Ray Williams",0.55394333419737
"645",645,"John Gianelli",0.552868457664138
"646",646,"Jamaal Tinsley",0.552843577175221
"647",647,"Norman Powell",0.551988827897998
"648",648,"Brad Miller",0.551227813236085
"649",649,"Enes Kanter",0.549990877479715
"650",650,"Daniel Gibson",0.548687405208515
"651",651,"Hubert Davis",0.548670700692713
"652",652,"Antawn Jamison",0.546895644765077
"653",653,"Rudy Tomjanovich",0.546881328934727
"654",654,"Lewis Lloyd",0.544744828172451
"655",655,"Eddie House",0.54336100805569
"656",656,"Jae Crowder",0.54307651549833
"657",657,"Ernie Beck",0.541309754767689
"658",658,"Mark Landsberger",0.541152730651446
"659",659,"Christian Laettner",0.540998881830917
"660",660,"Eric Bledsoe",0.539562213895246
"661",661,"David Lee",0.539303225440955
"662",662,"Dave Stallworth",0.539047066932759
"663",663,"Trent Tucker",0.538358367623512
"664",664,"Adrian Smith",0.536225105568785
"665",665,"Jamaal Magloire",0.534928248718077
"666",666,"Sam Vincent",0.534678364752714
"667",667,"J.J. Barea",0.534584180278628
"668",668,"Festus Ezeli",0.533694043755851
"669",669,"Jacque Vaughn",0.532925292754536
"670",670,"Amir Johnson",0.530489171216145
"671",671,"Bernard King*",0.527942255857788
"672",672,"Art Williams",0.527451111621016
"673",673,"Grant Hill*",0.526080325960045
"674",674,"Bonzi Wells",0.522502311276575
"675",675,"Brook Lopez",0.520102276457677
"676",676,"Dick Garrett",0.515751936529342
"677",677,"Jud Buechler",0.515343200228876
"678",678,"Beno Udrih",0.513981100985881
"679",679,"Jim Petersen",0.512278344733362
"680",680,"Gene Wiley",0.512034135549176
"681",681,"Randy Breuer",0.511327202847627
"682",682,"Haywoode Workman",0.511061996660261
"683",683,"Sam Lacey",0.509349631443169
"684",684,"Ray Lumpp",0.508958825559004
"685",685,"Scot Pollard",0.50771880522059
"686",686,"Tom Boerwinkle",0.507243643143829
"687",687,"Ron Williams",0.506795937164546
"688",688,"Fred Carter",0.506778057079164
"689",689,"Rasho Nesterovic",0.505392753008358
"690",690,"Corey Brewer",0.504769997778095
"691",691,"Paul Neumann",0.503145492564662
"692",692,"Adrian Griffin",0.502437034789594
"693",693,"David Thompson*",0.502121575557771
"694",694,"Jrue Holiday",0.501612802496098
"695",695,"Em Bryant",0.50046950493365
"696",696,"James Silas",0.500373545305356
"697",697,"Roy Tarpley",0.499712727198695
"698",698,"Ricky Sobers",0.498838014107827
"699",699,"Jay Vincent",0.498669614970469
"700",700,"Chuck Person",0.498667249758677
"701",701,"Ersan Ilyasova",0.497244064740032
"702",702,"J.R. Reid",0.497171886983818
"703",703,"Ben Gordon",0.495012101815425
"704",704,"Bob Houbregs*",0.493983632476106
"705",705,"Darrell Griffith",0.493380308272283
"706",706,"Keyon Dooling",0.493151760819712
"707",707,"Chris Dudley",0.493049496374314
"708",708,"Mike Bratz",0.492993717760838
"709",709,"Charles Dudley",0.492680896084209
"710",710,"George Ratkovicz",0.492118751120908
"711",711,"Vincent Askew",0.492060440666907
"712",712,"Todd MacCulloch",0.490737876015674
"713",713,"Alvin Scott",0.490614995321419
"714",714,"Ray Scott",0.48913139923171
"715",715,"Anthony Peeler",0.489005113956451
"716",716,"Randy Wittman",0.488520191742606
"717",717,"John Battle",0.483623316869651
"718",718,"Raef LaFrentz",0.482054537158896
"719",719,"Tony Delk",0.480618303942444
"720",720,"Ben Simmons",0.480618285084894
"721",721,"Dave Twardzik",0.480299811517974
"722",722,"Danny Ferry",0.478326471893942
"723",723,"Dick Van Arsdale",0.478039083832432
"724",724,"Jeff Foster",0.476641831935754
"725",725,"DeJuan Blair",0.476481299326251
"726",726,"Tony Battie",0.47542301338603
"727",727,"Reggie King",0.47469363292058
"728",728,"Curtis Rowe",0.473220558859524
"729",729,"Gary Neal",0.472346530743402
"730",730,"Kenny Anderson",0.472162246935667
"731",731,"Kevin Porter",0.471886755040615
"732",732,"Isaiah Thomas",0.471784017141829
"733",733,"Orlando Woolridge",0.471563815472146
"734",734,"Dave Bing*",0.470690732775958
"735",735,"Derrek Dickey",0.470370851421525
"736",736,"Randy Smith",0.468781976363999
"737",737,"Goran Dragic",0.468126969447035
"738",738,"Marcus Morris",0.467496845412164
"739",739,"Joe Smith",0.46734536264273
"740",740,"Michael Cage",0.46407682339078
"741",741,"Theo Ratliff",0.463965237892988
"742",742,"Patrick McCaw",0.463803065161764
"743",743,"Matt Harpring",0.463121592463708
"744",744,"Jaren Jackson",0.462079477271393
"745",745,"Ronald Murray",0.461944451671164
"746",746,"Mike Scott",0.460496132100558
"747",747,"Dave Piontek",0.459440820112544
"748",748,"Otto Porter",0.457984101357235
"749",749,"Rich Kelley",0.456991725545045
"750",750,"Kyle Macy",0.456337479654733
"751",751,"Brad Davis",0.455991714935613
"752",752,"Ronny Turiaf",0.454844611024029
"753",753,"Rodney Hood",0.454219939175776
"754",754,"Leon Powe",0.453719117931528
"755",755,"Jon Koncak",0.453686935729351
"756",756,"Herb Williams",0.453361086014955
"757",757,"Harvey Catchings",0.453053489791252
"758",758,"Fred Scolari",0.452458697880146
"759",759,"Marvin Williams",0.452374067576075
"760",760,"Darrell Armstrong",0.451629305900512
"761",761,"Felton Spencer",0.451456370001652
"762",762,"Johnny Newman",0.451413351816113
"763",763,"John Barnhill",0.447826565070278
"764",764,"Robin Lopez",0.44576215969468
"765",765,"Donyell Marshall",0.444459066169935
"766",766,"Dick Snyder",0.443451652772713
"767",767,"Thaddeus Young",0.44234842471722
"768",768,"Kenny Carr",0.441578024650991
"769",769,"Frank Johnson",0.441084195237171
"770",770,"Mike Farmer",0.440593210533328
"771",771,"Herm Gilliam",0.440285267355417
"772",772,"Jim Cleamons",0.440200540704267
"773",773,"Gene Tormohlen",0.440151139172545
"774",774,"Fred VanVleet",0.438894773135428
"775",775,"Jim Brewer",0.438513980062697
"776",776,"Ronnie Brewer",0.437799775913695
"777",777,"Al Cervi*",0.437585819553547
"778",778,"Dee Brown",0.436989680046095
"779",779,"Cornell Warner",0.436904464950397
"780",780,"Ryan Anderson",0.431716478355451
"781",781,"Danny Young",0.430159908296723
"782",782,"Reggie Jackson",0.429200633716515
"783",783,"Nick Weatherspoon",0.428421177512466
"784",784,"Matt Geiger",0.428309548801586
"785",785,"Juwan Howard",0.426231961877127
"786",786,"Nate Robinson",0.42500049647922
"787",787,"Randy Brown",0.424867656897831
"788",788,"George Dempsey",0.423120110900337
"789",789,"Odie Spears",0.421733346936737
"790",790,"Didier Ilunga-Mbenga",0.420342309170008
"791",791,"Dennis Schröder",0.419527848712825
"792",792,"Walt Davis",0.418545240612717
"793",793,"Chucky Brown",0.417719929536265
"794",794,"Blue Edwards",0.417041135598396
"795",795,"Gilbert Arenas",0.413762478921407
"796",796,"Damian Jones",0.413024336337369
"797",797,"Carl Landry",0.412597248331181
"798",798,"John Long",0.411530503989697
"799",799,"Jon Barry",0.411468330921229
"800",800,"Samaki Walker",0.4111872881715
"801",801,"Spud Webb",0.410278642440525
"802",802,"Don Buse",0.409863578769928
"803",803,"Al-Farouq Aminu",0.408529074259573
"804",804,"Jim Washington",0.405262962993141
"805",805,"Quinn Cook",0.404551670881648
"806",806,"Richard Dumas",0.401487464393263
"807",807,"Matt Bullard",0.401405289822983
"808",808,"Mike Brown",0.401362967854942
"809",809,"Fred Hoiberg",0.400899315269541
"810",810,"Darvin Ham",0.39709912735681
"811",811,"Bob Brannum",0.396374498760574
"812",812,"Hank Finkel",0.394433371861775
"813",813,"Jason Caffey",0.394390297862918
"814",814,"Nicolas Batum",0.394311114843681
"815",815,"Monk Meineke",0.393803901282165
"816",816,"Kelly Tripucka",0.393730111568595
"817",817,"Bob Lavoy",0.393336080907713
"818",818,"George Lee",0.392826207367955
"819",819,"Malcolm Brogdon",0.392569430374256
"820",820,"Jerry Sichting",0.392403378970455
"821",821,"John Drew",0.392396982862871
"822",822,"Wayne Hightower",0.391666789586707
"823",823,"Pete Maravich*",0.3912809722213
"824",824,"Armen Gilliam",0.390075782152636
"825",825,"Sam Mitchell",0.390025041568902
"826",826,"Ron Bonham",0.389623515817768
"827",827,"Gene Banks",0.389265364573942
"828",828,"C.J. Watson",0.387894455654619
"829",829,"George Kaftan",0.38779264834249
"830",830,"Arnie Ferrin",0.386444548318389
"831",831,"Bud Olsen",0.386251771360494
"832",832,"Charles Davis",0.386171364045795
"833",833,"Eduardo Nájera",0.38303984542888
"834",834,"Rasual Butler",0.382369712932628
"835",835,"Patrick Patterson",0.381880427768137
"836",836,"Bill Willoughby",0.381486063947804
"837",837,"Mason Plumlee",0.381259556332489
"838",838,"Derek Anderson",0.380787527639967
"839",839,"Chuck Noble",0.380295828735647
"840",840,"Jonas Jerebko",0.380044049748452
"841",841,"Elston Turner",0.379920494192092
"842",842,"Sleepy Floyd",0.379506142420616
"843",843,"Wesley Matthews",0.377892243978086
"844",844,"Jordan Bell",0.377823701915374
"845",845,"Nikola Jokic",0.377620465769509
"846",846,"Mitchell Wiggins",0.376855365514778
"847",847,"Ed Pinckney",0.376840111659795
"848",848,"Stanislav Medvedenko",0.375480070130963
"849",849,"Franklin Edwards",0.374204557334165
"850",850,"James Michael McAdoo",0.373986265551077
"851",851,"Danny Granger",0.373550465881717
"852",852,"Patrick Beverley",0.373408588448029
"853",853,"Voshon Lenard",0.373062246036244
"854",854,"Andrew Lang",0.372479217915188
"855",855,"Walter McCarty",0.372308999803173
"856",856,"Willie Jones",0.371623956346663
"857",857,"Joe Kleine",0.370593350829512
"858",858,"Quentin Richardson",0.370574857706515
"859",859,"Maurice Evans",0.370451901752437
"860",860,"Jason Maxiell",0.369667305479635
"861",861,"Howard Porter",0.369412953223921
"862",862,"Aaron Brooks",0.368720723808821
"863",863,"Lee Shaffer",0.3686961713091
"864",864,"Darnell Valentine",0.368247465159177
"865",865,"Dell Curry",0.366183224509887
"866",866,"Jim Barnett",0.366063361932297
"867",867,"Reggie Evans",0.365022010782749
"868",868,"Grant Long",0.364230449351105
"869",869,"Jim Tucker",0.36348394247686
"870",870,"Tyronn Lue",0.36330479595253
"871",871,"Shawn Bradley",0.36174369403095
"872",872,"Austin Rivers",0.360705980848969
"873",873,"Jay Humphries",0.360178231572127
"874",874,"Mike Bantom",0.35947598617724
"875",875,"Josh Powell",0.358805621627881
"876",876,"Spencer Hawes",0.358680769349753
"877",877,"Rudy Gobert",0.358374670680683
"878",878,"DeShawn Stevenson",0.357949493609301
"879",879,"Hub Reed",0.357853725791272
"880",880,"Maurice Harkless",0.357755188060196
"881",881,"Togo Palazzi",0.356370777325312
"882",882,"Monta Ellis",0.355917948491463
"883",883,"Vern Fleming",0.355820954788413
"884",884,"Eric Williams",0.355733083107844
"885",885,"Raymond Felton",0.355577158745675
"886",886,"Morris Peterson",0.352996251418415
"887",887,"Darren Collison",0.349836459421578
"888",888,"Scott Brooks",0.349049918769109
"889",889,"Fred Schaus",0.348260807084773
"890",890,"Boo Ellis",0.344064201081026
"891",891,"DeMarcus Cousins",0.343248323334211
"892",892,"Phil Ford",0.34294742503481
"893",893,"Brian Scalabrine",0.342578066867717
"894",894,"Bob Hopkins",0.341562171891879
"895",895,"Devin Brown",0.340774734026371
"896",896,"Rod Higgins",0.339500880730366
"897",897,"Wes Matthews",0.339298919002703
"898",898,"Kent Bazemore",0.339223782141196
"899",899,"DeSagana Diop",0.339077114353385
"900",900,"Bill Hewitt",0.338961990248881
"901",901,"Dave Meyers",0.338635705981892
"902",902,"Michael Doleac",0.338422605190703
"903",903,"Kevin Gamble",0.337605081362233
"904",904,"Scott Hastings",0.335994493078058
"905",905,"Greg Monroe",0.335908783186937
"906",906,"Bob Harris",0.334251848550693
"907",907,"Pete Chilcutt",0.332615856148059
"908",908,"Isaiah Rider",0.33233405980435
"909",909,"Frank Brickowski",0.331669551939967
"910",910,"Tyler Hansbrough",0.331668635836857
"911",911,"C.J. Miles",0.331482268497463
"912",912,"Tom Burleson",0.331473920776175
"913",913,"Joel Kramer",0.331284888641541
"914",914,"Gary Phillips",0.33059162609816
"915",915,"Gerald Wallace",0.329685822561194
"916",916,"Rory Sparrow",0.329547859368657
"917",917,"Larry Steele",0.329274292548082
"918",918,"Jeff Ruland",0.329247943549637
"919",919,"Jonathon Simmons",0.329229635787452
"920",920,"Mickey Johnson",0.32912772494473
"921",921,"Dražen Petrovic*",0.328411275726298
"922",922,"Mike James",0.327435496679122
"923",923,"Mike Newlin",0.326305814753684
"924",924,"Win Wilfong",0.324883453118672
"925",925,"Kevin Kunnert",0.324683187725785
"926",926,"Walt Williams",0.323747211523515
"927",927,"Anthony Carter",0.323712028069707
"928",928,"Steve Hawes",0.323053725157552
"929",929,"Jonathan Bender",0.32256931384734
"930",930,"Chuck Nevitt",0.3224847054506
"931",931,"Ty Lawson",0.321968470792409
"932",932,"George Trapp",0.321551170167518
"933",933,"Dwight Jones",0.321106075583478
"934",934,"Mark Madsen",0.320297970013357
"935",935,"Joe Bryant",0.320216788702615
"936",936,"Joe Ellis",0.319651167046011
"937",937,"Terrell Brandon",0.31963190479031
"938",938,"Mike Green",0.318740039862017
"939",939,"Andre Roberson",0.317945090915935
"940",940,"Scott Burrell",0.317930168687362
"941",941,"Chuck Cooper*",0.316680653322022
"942",942,"Jannero Pargo",0.315564996103469
"943",943,"Eric Money",0.314459417547262
"944",944,"Phil Jordon",0.314075016451364
"945",945,"Carlos Delfino",0.313058928910632
"946",946,"Vin Baker",0.312976468669845
"947",947,"Terry Furlow",0.312251487680142
"948",948,"Terrence Jones",0.312122125291795
"949",949,"Robert Pack",0.311849290332521
"950",950,"Jackie Moreland",0.311417610537553
"951",951,"Olden Polynice",0.310972503300754
"952",952,"José Calderón",0.308938327920087
"953",953,"Rodney Buford",0.30839705115635
"954",954,"Luc Mbah a Moute",0.307832013772141
"955",955,"Jarrett Jack",0.307403370460676
"956",956,"Alfred McGuire*",0.30734169873697
"957",957,"Larry Smith",0.307236582412259
"958",958,"O.J. Mayo",0.306771181087479
"959",959,"Jared Dudley",0.306241367220384
"960",960,"Red Holzman*",0.306106447674392
"961",961,"Bill Turner",0.305786786311258
"962",962,"Darrell Walker",0.304881960919062
"963",963,"Jim Fox",0.304525330759233
"964",964,"Bob Wilkerson",0.304358396791059
"965",965,"Connie Dierking",0.303635913488367
"966",966,"Cuttino Mobley",0.303325229972045
"967",967,"Anthony Bonner",0.303053604666436
"968",968,"Blair Rasmussen",0.301447816341683
"969",969,"Johnny Macknowski",0.301258865810905
"970",970,"Paul Walther",0.300394128891313
"971",971,"Fred Jones",0.300351362542781
"972",972,"Mike Gale",0.300287734635859
"973",973,"Speedy Claxton",0.299202779928928
"974",974,"Francisco Elson",0.298466314972449
"975",975,"John Block",0.298375721645573
"976",976,"Tim Perry",0.298333417813631
"977",977,"Markieff Morris",0.29789742675675
"978",978,"Don May",0.296655297256463
"979",979,"Dave Greenwood",0.296522567699569
"980",980,"Dick Cunningham",0.295885115309689
"981",981,"Chris Kaman",0.295582528780772
"982",982,"Gordon Hayward",0.294295065806956
"983",983,"Daequan Cook",0.294211896388629
"984",984,"Matt Maloney",0.294204108598863
"985",985,"Nate Bowman",0.293296621812573
"986",986,"Anthony Roberts",0.290531652165411
"987",987,"Corie Blount",0.289660938243558
"988",988,"Sidney Green",0.289282778005932
"989",989,"Jeff Ayres",0.288528642138787
"990",990,"Anthony Davis",0.288266246904352
"991",991,"Reggie Williams",0.287208991233353
"992",992,"Noble Jorgensen",0.286647145195603
"993",993,"Duane Ferrell",0.28651995370444
"994",994,"Howie Jolliff",0.286049489139089
"995",995,"Dick Rosenthal",0.285778889286776
"996",996,"Jerryd Bayless",0.285761176431982
"997",997,"Lloyd Neal",0.284458046450921
"998",998,"Kendall Gill",0.283888263337855
"999",999,"Mike Gminski",0.283866174640449
"1000",1000,"Andrés Nocioni",0.282616205839525
"1001",1001,"Bojan Bogdanovic",0.281315451133587
"1002",1002,"Reggie Johnson",0.281127330282771
"1003",1003,"Michael Beasley",0.28109352355166
"1004",1004,"Jeremy Lin",0.280733018082745
"1005",1005,"Keith Bogans",0.280549955851862
"1006",1006,"Jumaine Jones",0.280234270324867
"1007",1007,"Winston Garland",0.279405460049203
"1008",1008,"Jimmy Jones",0.277964358898298
"1009",1009,"Tom Thacker",0.277946646178919
"1010",1010,"Campy Russell",0.277716387618443
"1011",1011,"Rodney Stuckey",0.277259755246044
"1012",1012,"Joe Ingles",0.276783240767328
"1013",1013,"Jamal Murray",0.276210466783533
"1014",1014,"Keon Clark",0.275182358533066
"1015",1015,"Rod Thorn*",0.274902169623143
"1016",1016,"Nenad Krstic",0.27446549194661
"1017",1017,"Charles Jones",0.27357345501626
"1018",1018,"Ed Kalafat",0.273260373042429
"1019",1019,"Coby Dietrick",0.272630638198927
"1020",1020,"Gene Guarilia",0.272611876286514
"1021",1021,"Hassan Whiteside",0.272170786823102
"1022",1022,"Darren Daye",0.272124062957485
"1023",1023,"Donovan Mitchell",0.271516556233414
"1024",1024,"Bismack Biyombo",0.271421771969235
"1025",1025,"Alvin Williams",0.271250876085608
"1026",1026,"Wesley Person",0.27024566734153
"1027",1027,"Jeff Cook",0.269845193438017
"1028",1028,"Kenny Thomas",0.26810570891196
"1029",1029,"Alan Henderson",0.267311338436374
"1030",1030,"Mickey Davis",0.266848542475072
"1031",1031,"Sam Bowie",0.265635998279757
"1032",1032,"John Bagley",0.265240214169857
"1033",1033,"Bud Grant",0.26432923204844
"1034",1034,"Anthony Bowie",0.26377878282023
"1035",1035,"Don Carlson",0.263745567266421
"1036",1036,"Kevin Martin",0.263332151960789
"1037",1037,"Greg Buckner",0.262907864329439
"1038",1038,"Donald Royal",0.262655087056121
"1039",1039,"John Salmons",0.261005623683205
"1040",1040,"Howie Schultz",0.260585150648801
"1041",1041,"Sam Young",0.26042479543996
"1042",1042,"Tobias Harris",0.260010283093301
"1043",1043,"Kelly Olynyk",0.25882488048954
"1044",1044,"Tom Boswell",0.258783992796619
"1045",1045,"Harthorne Wingo",0.258583067276234
"1046",1046,"Darrell Arthur",0.258554917167607
"1047",1047,"Jim Davis",0.257915654924085
"1048",1048,"Steve Blake",0.25791155000396
"1049",1049,"LaPhonso Ellis",0.257786955630185
"1050",1050,"Chucky Atkins",0.257646923415319
"1051",1051,"Ted McClain",0.255795045671676
"1052",1052,"Ed Nealy",0.255592347880489
"1053",1053,"Stephon Marbury",0.254895385740342
"1054",1054,"Mikki Moore",0.254665103735585
"1055",1055,"John Thompson*",0.254348849519196
"1056",1056,"Jim Price",0.254294511899634
"1057",1057,"Bruce Seals",0.254173161028097
"1058",1058,"Terrence Ross",0.253519970679805
"1059",1059,"Jerome James",0.253452692883577
"1060",1060,"Ömer Asik",0.252660741674827
"1061",1061,"Rick Roberson",0.252492163215793
"1062",1062,"Žan Tabak",0.252244170133281
"1063",1063,"Brooks Thompson",0.250660142064684
"1064",1064,"Don Adams",0.249966892999981
"1065",1065,"Kent Benson",0.249664192316712
"1066",1066,"Willie McCarter",0.24881475721591
"1067",1067,"Nick Young",0.24784471900939
"1068",1068,"Bill Hosket",0.247396914350144
"1069",1069,"Derrick Favors",0.246993672103873
"1070",1070,"Carlos Clark",0.24693408451541
"1071",1071,"Dana Barros",0.246697384257938
"1072",1072,"Pat Cummings",0.246621702013789
"1073",1073,"Gordan Giricek",0.246511177968031
"1074",1074,"Major Jones",0.245606448326933
"1075",1075,"Ramon Sessions",0.245164045590937
"1076",1076,"Kenneth Faried",0.244693374709555
"1077",1077,"Mark McNamara",0.24335056844069
"1078",1078,"Shelvin Mack",0.242821871724001
"1079",1079,"Pablo Prigioni",0.242582648121144
"1080",1080,"Lawrence Funderburke",0.242512944206233
"1081",1081,"Will Barton",0.241869448802457
"1082",1082,"Dion Waiters",0.2410970139474
"1083",1083,"Monty Williams",0.239941808022488
"1084",1084,"Slick Watts",0.239877792127641
"1085",1085,"Lou Amundson",0.238109631659028
"1086",1086,"Alex Groza",0.237681184874111
"1087",1087,"Bill Calhoun",0.237259675565308
"1088",1088,"Corey Maggette",0.236204445200314
"1089",1089,"Trenton Hassell",0.236002997246144
"1090",1090,"Pat Connaughton",0.235322231066543
"1091",1091,"Jerome Williams",0.23521834308031
"1092",1092,"Bingo Smith",0.235010486875927
"1093",1093,"Bobby Phills",0.234136892280942
"1094",1094,"Ryan Hollins",0.23401007891678
"1095",1095,"Jarron Collins",0.233794987163552
"1096",1096,"Len Chappell",0.232821395979509
"1097",1097,"Billy Thompson",0.232204563762063
"1098",1098,"Jeff Wilkins",0.232094679695435
"1099",1099,"John Richter",0.23193514985951
"1100",1100,"Lou Tsioropoulos",0.231457368686077
"1101",1101,"Kareem Rush",0.230764002436299
"1102",1102,"Rudy Gay",0.230273605620065
"1103",1103,"Clay Johnson",0.229741413590048
"1104",1104,"Kris Humphries",0.229606479679553
"1105",1105,"John Crotty",0.229219135255435
"1106",1106,"Carlos Arroyo",0.228549915300774
"1107",1107,"Kurt Nimphius",0.228444461821204
"1108",1108,"Quincy Pondexter",0.228233585873491
"1109",1109,"Kyle Anderson",0.22764177386198
"1110",1110,"Luke Ridnour",0.227480351210039
"1111",1111,"Anthony Parker",0.227190373567489
"1112",1112,"Brad Sellers",0.226442137796809
"1113",1113,"Lavoy Allen",0.226259236476359
"1114",1114,"Eddie Mast",0.225515785362516
"1115",1115,"Ron Anderson",0.225317789225668
"1116",1116,"Joe Hutton",0.223527384343963
"1117",1117,"Joe Pace",0.223330835984125
"1118",1118,"Brandon Rush",0.222871195858767
"1119",1119,"Royal Ivey",0.222583000923603
"1120",1120,"Gary Harris",0.221897274409141
"1121",1121,"Connie Hawkins*",0.221885975639946
"1122",1122,"Arron Afflalo",0.221838517212311
"1123",1123,"E'Twaun Moore",0.221441349481896
"1124",1124,"Tom McMillen",0.221093646722149
"1125",1125,"Jodie Meeks",0.220735988483061
"1126",1126,"Joe Barry Carroll",0.220155516729889
"1127",1127,"Isaac Austin",0.21960367288966
"1128",1128,"Johnny Green",0.218969200942334
"1129",1129,"John Lambert",0.218798352229738
"1130",1130,"Kevin Ollie",0.218296662529198
"1131",1131,"Cliff Robinson",0.218119767065734
"1132",1132,"Jerry Fleishman",0.217990783029112
"1133",1133,"Charlie Criss",0.217518654166036
"1134",1134,"Micheal Ray Richardson",0.217183273677735
"1135",1135,"Brian Cook",0.217120110725884
"1136",1136,"Herm Schaefer",0.216821620142349
"1137",1137,"Ed Davis",0.216612838576012
"1138",1138,"Travis Knight",0.216164052239934
"1139",1139,"D.J. Augustin",0.215668991442926
"1140",1140,"Clem Haskins",0.215160471703798
"1141",1141,"Ricky Rubio",0.214873555181543
"1142",1142,"John Shumate",0.213872130968733
"1143",1143,"Chuck Hayes",0.213563784862092
"1144",1144,"Bob Greacen",0.213544053071879
"1145",1145,"Randy Foye",0.213309257200535
"1146",1146,"Ed Fleming",0.21326666332141
"1147",1147,"Ken Charles",0.2118974602267
"1148",1148,"Steve Bracey",0.211675156898999
"1149",1149,"Brandon Jennings",0.21153344879015
"1150",1150,"Manute Bol",0.211148654956882
"1151",1151,"Pete Myers",0.211111971749919
"1152",1152,"John Mengelt",0.210593769523942
"1153",1153,"Michael Curry",0.210257557820112
"1154",1154,"Kosta Koufos",0.210096696027744
"1155",1155,"Willie Green",0.209701843276443
"1156",1156,"Samuel Dalembert",0.209116132173914
"1157",1157,"Rich Johnson",0.208689113436784
"1158",1158,"Kevin Stacom",0.208470784749895
"1159",1159,"Delon Wright",0.208150509870113
"1160",1160,"Tom LaGarde",0.20783532730687
"1161",1161,"Austin Carr",0.207398267732058
"1162",1162,"Corky Devlin",0.20705683043349
"1163",1163,"Robert Smith",0.206603536467043
"1164",1164,"Željko Rebraca",0.20651537791674
"1165",1165,"Jim Ard",0.205985207989236
"1166",1166,"Corky Calhoun",0.205674207274711
"1167",1167,"Tony Snell",0.205673841490479
"1168",1168,"Terry Catledge",0.205481211419482
"1169",1169,"William Bedford",0.205395184246124
"1170",1170,"Boban Marjanovic",0.204890474750422
"1171",1171,"Zaid Abdul-Aziz",0.204396834547018
"1172",1172,"Mark Blount",0.204291145505403
"1173",1173,"Edgar Jones",0.203986909909252
"1174",1174,"Barney Cable",0.203632092848776
"1175",1175,"Mark Pope",0.202397892516819
"1176",1176,"Bob Donham",0.201736846704965
"1177",1177,"James Johnson",0.201235316657206
"1178",1178,"Swen Nater",0.19949861652869
"1179",1179,"Don Barksdale*",0.199298823843072
"1180",1180,"Andray Blatche",0.198961638236602
"1181",1181,"Tyrus Thomas",0.198423376365305
"1182",1182,"Kevin Williams",0.198297946286446
"1183",1183,"James Ennis",0.197317680344823
"1184",1184,"Danilo Gallinari",0.196890400668143
"1185",1185,"Antoine Wright",0.196667722897665
"1186",1186,"Othella Harrington",0.194392191115573
"1187",1187,"Lloyd Walton",0.193855143876069
"1188",1188,"Don Ford",0.19304917013591
"1189",1189,"Jordan McRae",0.192576014277758
"1190",1190,"Terry Driscoll",0.192395049906204
"1191",1191,"Micheal Williams",0.192344706181681
"1192",1192,"Tony Smith",0.192179565043228
"1193",1193,"Irv Bemoras",0.191727592625798
"1194",1194,"Linas Kleiza",0.191174897146381
"1195",1195,"Tex Ritter",0.191064381423418
"1196",1196,"Jerry Reynolds",0.190816120298957
"1197",1197,"Paul Noel",0.189342489413208
"1198",1198,"Erwin Mueller",0.188648460747796
"1199",1199,"Jim Neal",0.188420951798271
"1200",1200,"Sidney Wicks",0.188255879460144
"1201",1201,"Kwame Brown",0.187807048704104
"1202",1202,"Benoit Benjamin",0.187792996858999
"1203",1203,"Sterling Brown",0.187325246212076
"1204",1204,"Armond Hill",0.186861341324662
"1205",1205,"Dario Šaric",0.186819592541495
"1206",1206,"Wayman Tisdale",0.18616460284604
"1207",1207,"Joe McNamee",0.185505569493328
"1208",1208,"Bryant Stith",0.185482090238083
"1209",1209,"Malik Allen",0.184873906600716
"1210",1210,"Darnell Hillman",0.184787275363871
"1211",1211,"Willie White",0.184397568338189
"1212",1212,"Mike Smrek",0.184190630693751
"1213",1213,"Ernie DiGregorio",0.183903049722099
"1214",1214,"Chris Duhon",0.183546964155449
"1215",1215,"Steve Harris",0.183007301684377
"1216",1216,"Jakob Pöltl",0.18288540645325
"1217",1217,"Jeff Webb",0.182840515959372
"1218",1218,"Michael Adams",0.182822250538626
"1219",1219,"Chris Copeland",0.182458819341307
"1220",1220,"Šarunas Marciulionis*",0.182427627126466
"1221",1221,"Sean Rooks",0.182157874412027
"1222",1222,"Joe Holup",0.182090044227814
"1223",1223,"Justise Winslow",0.181286278178102
"1224",1224,"Phil Hankinson",0.181039334390825
"1225",1225,"Eric Fernsten",0.180516758383032
"1226",1226,"Andy Johnson",0.180341094843387
"1227",1227,"Meyers Leonard",0.180303050967762
"1228",1228,"Ronnie Lester",0.180117123334291
