"","PER","pred.PER"
"651",-0.5,1.36019033525338
"652",16.2,16.4846590506169
"653",8.9,5.38731315805805
"654",14.8,13.1310106726404
"655",-4.1,-6.10313193441942
"656",11.2,10.729827758255
"657",9,9.05553749503881
"658",10.3,8.74258833863944
"659",13.8,10.999930863147
"660",24.3,25.0209086035656
"661",9.6,7.23794548888466
"662",12.3,14.1131060284588
"663",13.5,11.4268366190544
"664",8.5,8.08784679119453
"665",7.8,2.81527788055899
"666",11.6,11.436096221554
"667",13,13.0076025880356
"668",15.5,14.6062900813982
"669",2.9,1.83827547723833
"670",10,9.75451647949927
"671",14.6,13.1364155700911
"672",13.8,12.3898072588948
"673",9.2,9.07537927913271
"674",28.5,27.1277054080751
"675",21.7,21.2229425360941
"676",15.4,13.2757054254046
"677",11.2,10.4140947411007
"678",9.5,8.6155372181006
"679",9.5,9.48363784261888
"680",-10.4,-11.3973422893833
"681",16.8,14.8672017898411
"682",3.4,6.98442731273243
"683",11.9,10.1270206985973
"684",4.6,5.19601187854664
"685",12.3,9.52357922562042
"686",11.2,11.8268941261534
"687",17.3,16.081760389544
"688",6.3,4.19340197449186
"689",11.9,11.6279222291469
"690",15.5,13.129791858993
"691",0,-0.0916671885445695
"692",16,13.3266914184226
"693",11,10.4725191513261
"694",7.8,7.95058619886776
"695",20,17.13131205335
"696",-3.2,-2.71146686088317
"697",16.1,14.3100378340083
"698",11.2,10.9269266828932
"699",18.2,17.6219041597403
"700",14.4,13.761824905837
"701",7.9,6.84041068890335
"702",11.1,10.7999222639396
"703",13.2,12.2984128920219
"704",25.4,25.3312534747909
"705",7.6,7.54264910999792
"706",14.3,12.0797951525585
"707",9,7.78039926350465
"708",16,15.1941918999964
"709",19.1,17.0601662665424
"710",19.8,19.7081035749061
"711",18.9,17.758660520044
"712",10.3,10.8495941462805
"713",17.2,17.2147156676398
"714",1.5,2.4418616458199
"715",12.5,10.3715815299453
"716",18.8,18.8914182544438
"717",13.2,11.811000229195
"718",17.2,16.9722865416565
"719",7,5.2693550619817
"720",15.8,14.3459189852038
"721",15.4,14.080341589674
"722",25.5,23.32608875537
"723",10.8,9.69988638736486
"724",15.8,14.9409251042486
"725",15.9,15.6004419901215
"726",7.8,4.21786762317735
"727",1.1,-0.0509886040616081
"728",10.9,9.58577733888692
"729",12.8,11.4591885807564
"730",12.4,11.9066161701592
"731",12.4,12.7844122990854
"732",14.8,15.5212228157451
"733",6.1,6.18929064878323
"734",10.2,10.3609210654791
"735",5.5,5.52619387651274
"736",9.4,9.84459050968417
"737",10.2,10.6202300502411
"738",21.9,20.5412346151494
"739",10.7,10.4693406695855
"740",16.4,15.3313359741596
"741",10.4,10.4040351480224
"742",15.5,16.480452079037
"743",12.6,13.4263139874618
"744",21.4,22.3589558579095
"745",12.3,10.8620092406082
"746",10.3,10.4176844194228
"747",17.4,17.4022113379844
"748",21.1,22.4530069295325
"749",9.6,8.00678310595934
"750",14.3,14.0837939840324
"751",11.1,9.99556524314556
"752",9.8,10.2006382191804
"753",21.2,21.2191499940847
"754",3.8,2.68883558499581
"755",11.8,9.86265003978157
"756",9.8,7.70951239510335
"757",22,22.3997896504097
"758",11.1,8.61461509353348
"759",17.3,18.150119687292
"760",0,6.75505665273926
"761",14.1,14.3871406351363
"762",8.2,8.15908502473614
"763",14,14.5559932013202
"764",11.5,10.7126361248598
"765",6.6,7.09276340912766
"766",16.7,14.6023534455002
"767",8,10.8828373327319
"768",16.4,16.281063006287
"769",8.8,8.71723677280827
"770",18.8,17.0252236493966
"771",13.5,12.900056106244
"772",16.3,17.2639874085053
"773",14.7,13.8787753649321
"774",16.1,16.4111137240657
"775",3.7,6.30085133723046
"776",16.6,17.803121365634
"777",9.7,9.51547034018527
"778",14.2,12.5243903535962
"779",17.1,17.1872646710539
"780",13.9,14.1112014321595
"781",11.4,10.8809821312724
"782",22.6,24.669671393265
"783",10.8,8.31449545567662
"784",10.8,10.7926403075031
"785",1.7,0.960179131617956
"786",12.8,12.0154021100856
"787",18.9,18.5658219204353
"788",9.4,7.26773201642668
"789",0,-0.677238111678683
"790",10.6,9.47109091735312
"791",16.5,16.5073708764512
"792",11.5,9.18106592993944
"793",26.5,27.1733155875562
"794",21.9,22.8688135608958
"795",12.5,9.60214675170045
"796",2.3,2.02441566559394
"797",12.7,12.6502578830001
"798",10.4,10.0712488895738
"799",13.4,13.9561295773794
"800",20,19.5119255204579
"801",11.2,9.85300359560923
"802",10.9,9.9941825532424
"803",15.9,16.7062223063355
"804",-2.6,-1.37387545259512
"805",16.4,15.7839334570149
"806",6.1,3.84400523371496
"807",9.5,8.53896875513087
"808",13.4,13.3448935427322
"809",15.6,12.4342071399062
"810",-1.3,-0.723944824155851
"811",20.6,20.8621352061448
"812",15.2,15.8979994448314
"813",0,7.37817553628156
"814",7.2,5.05181345470218
"815",16.4,17.1081748993495
"816",23.7,23.6883748800459
"817",3.9,4.38415469173914
"818",8.1,6.0277177986859
"819",16.1,15.948479431454
"820",13.3,10.3193271738649
"821",10.9,11.6508266422249
"822",15.9,14.3405577924166
"823",17.7,17.2606661885055
"824",17.7,16.6896675092591
"825",-7.1,-3.00716099715237
"826",7.7,9.06215742434032
"827",10.1,8.78146495255683
"828",3.1,0.0956233733379719
"829",13.9,13.3214382038035
"830",11.6,12.0102935144859
"831",5.9,6.20529678911628
"832",16.6,17.1388850470801
"833",15.5,13.856196805315
"834",15.6,16.6690471300188
"835",19.9,20.1043905331972
"836",7.8,7.64929740269405
"837",12.4,12.9312837240395
