"","MP","pred.MP"
"812",2543,2199.42622895165
"813",1479,1283.69202555038
"814",118,148.240843687555
"815",2581,2428.7181582453
"816",2004,2433.18858083953
"817",167,139.253800246445
"818",1301,1438.60906965402
"819",2242,2444.07797404793
"820",1925,1719.81097238484
"821",2209,2008.4447436784
"822",882,1041.76664816449
"823",1389,1723.38605662515
"824",1558,1826.37664566309
"825",15,68.9777200578426
"826",988,740.387685213448
"827",525,480.89573177755
"828",139,100.227815880698
"829",1673,1791.71570648325
"830",2055,2089.94327731684
"831",118,80.5522052749974
"832",1507,1543.83440077163
"833",699,568.203042605092
"834",1903,1678.17960216691
"835",2498,2527.02099581293
"836",1308,1096.96016308428
"837",2113,2052.40529589837
