"","AST.","predAST."
"672",3.2,3.92277225473499
"673",23.2,27.4023407344442
"674",26.9,23.8951497550449
"675",6.6,6.6091782684009
"676",13.7,13.997651737556
"677",17.9,18.9320199866416
"678",0,-2.68723853020756
"679",19,21.448565492583
"680",16.7,16.78896388637
"681",9.2,9.90140806303898
"682",27.5,27.9833905767346
"683",8.3,8.72248489947017
"684",12.9,13.0794346897878
"685",5.8,5.86202009238112
"686",7.4,7.28180346402367
"687",16.7,18.0263733318381
"688",12.7,12.6864539618221
"689",18,18.737468346904
"690",13.8,14.4569963941767
"691",11.6,12.6159601198054
"692",14.5,13.3551137042199
"693",7,6.91109776863379
"694",10.9,11.0678607512411
"695",6.4,7.30251779115437
"696",17.7,18.8933907168452
"697",10.3,10.4422536504203
"698",10,9.95485921498794
"699",32,29.3784002439523
"700",20.9,21.6625495106891
"701",14.9,15.1426576161899
"702",7.8,9.39629007754493
"703",14.6,15.6734573122907
"704",11.4,11.8625714324328
"705",10.6,11.787327183438
"706",9.5,10.038482655444
"707",9.4,9.440000414884
"708",8.6,8.72179315357466
"709",16.7,16.7466330832458
"710",8.5,7.81107179729049
"711",4.9,4.8024960442542
"712",15.3,16.0973469501132
"713",7.3,7.17421079343116
"714",7.1,6.83096892337654
"715",6.3,6.12965797831778
"716",27,28.3320124100174
"717",8.2,8.56536576945238
"718",10.1,9.78399288167748
"719",19.3,19.5620921792519
"720",24.9,25.04556428445
"721",11,11.8102357608325
"722",6.7,6.96727267483521
"723",3.1,4.13775474408254
"724",17.7,17.8927954788837
"725",5,4.88765442433228
"726",20.4,20.5817771724878
"727",16.4,17.1238545999858
"728",38.1,23.7352917191452
"729",6.9,6.1493514750538
"730",18.5,15.9355791503679
"731",20,19.1048421134687
"732",27.8,27.4887538271757
"733",23.2,22.2817590436089
"734",16.5,15.3524905937189
"735",6.1,6.56328862699599
"736",25.9,27.7366937663009
"737",10.7,10.3976794498671
"738",7.4,7.53003041770634
"739",6.1,6.00658966046872
"740",9.4,6.76678509888485
"741",7.9,7.95091158735716
"742",12.8,12.8230027413607
"743",10.4,10.9422891178663
"744",9.9,10.3699117433509
"745",11.5,12.1664947738815
"746",11.3,11.4013492494401
"747",4.8,4.85181468333423
"748",20.3,21.3291676147146
"749",12.5,11.8261770390367
"750",9.5,15.0609341285119
"751",6.9,7.17768044110742
"752",16.5,15.8288190287584
"753",6.5,5.81564762306955
"754",17.3,16.6693867463164
"755",4.8,5.75545591960484
"756",14.6,15.2722892443077
"757",4,3.61007836690675
"758",19.4,18.6682287849772
"759",19.2,20.7438636028691
"760",19.1,21.6353171486296
"761",6.7,7.51832487469833
"762",9.9,9.31955775077859
"763",9.1,8.96675811881791
"764",6,6.55341158576801
"765",9.7,10.2811425746618
"766",8.9,10.0795414715381
"767",14,13.6062810705372
"768",13.2,13.4943594072192
"769",12.8,12.5433495613913
"770",8,7.98588024094362
"771",8.9,8.87403488088808
"772",9.3,9.76599599429442
"773",7.5,6.96846280221382
"774",17.4,17.5200128698275
"775",5.5,5.4874656331873
"776",11.3,11.1669582917915
