"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Quincy Acy","SF","23","TOT","63","847","10.1","0.52","0.106","0.376","9.5","19.5","14.4","4.9","1.4","2.5","15.4","10.1","0.6","0.9","1.5","0.086","-2.5","0.8","-1.7","0.1",2014
"2","Steven Adams","C","20","OKC","81","1197","11.2","0.541","0","0.735","14.1","17.1","15.6","4.9","1.7","3.9","22.5","11.7","0.9","1.9","2.9","0.114","-3.1","0.9","-2.2","-0.1",2014
"3","Jeff Adrien","PF","27","TOT","53","961","17.4","0.553","0","0.433","11.8","24.8","18.2","6.8","1.3","3","10.6","17.3","1.6","1.1","2.7","0.134","0","-0.9","-0.9","0.3",2014
"4","Arron Afflalo","SG","28","ORL","73","2552","16","0.574","0.297","0.332","1.4","10.2","5.8","16.9","0.7","0.1","11.2","23.3","4.3","1","5.3","0.099","1.4","-1.6","-0.2","1.1",2014
"5","Alexis Ajinça","C","25","NOP","56","951","14.6","0.589","0.004","0.269","11.3","22.7","16.9","6.6","1.3","4.1","18.4","16.3","1.2","0.9","2.1","0.104","-2.7","0.1","-2.6","-0.1",2014
"6","Cole Aldrich","C","25","NYK","46","330","19.1","0.62","0","0.492","12.8","33.8","23","6.4","1.3","8.1","19.5","13","0.6","0.6","1.2","0.178","-0.1","1.6","1.5","0.3",2014
"7","LaMarcus Aldridge","PF","28","POR","69","2498","21.8","0.507","0.011","0.253","7.2","25.5","16.5","13","1.3","1.9","7.2","29.8","4","3.5","7.5","0.144","2.3","0.1","2.3","2.7",2014
"8","Lavoy Allen","PF","24","TOT","65","1072","12.5","0.47","0.043","0.167","11.7","20","15.7","10.1","1.1","2.4","12","14.6","0.6","0.9","1.5","0.066","-2.6","-0.8","-3.5","-0.4",2014
"9","Ray Allen*","SG","38","MIA","73","1936","12.8","0.59","0.569","0.214","1.6","11.4","6.7","11.1","1.5","0.4","12.4","16.8","2.5","1.5","4.1","0.101","0.5","-0.9","-0.4","0.8",2014
"10","Tony Allen","SG","32","MEM","55","1278","15.6","0.531","0.114","0.293","7.3","12","9.6","11.7","3.8","1.2","16.2","20.1","0.5","2.1","2.7","0.1","-1.1","2.1","1","1",2014
"11","Al-Farouq Aminu","SF","23","NOP","80","2045","13.2","0.516","0.097","0.277","7.2","21.2","14.1","8.4","2.1","1.6","13.7","14.3","1.3","1.8","3.1","0.072","-0.9","0.3","-0.6","0.7",2014
"12","Lou Amundson","PF","31","TOT","19","185","9.1","0.446","0","0.75","17.3","17.2","17.3","4.7","2.5","5","24.8","13.9","-0.1","0.2","0.1","0.024","-6.6","0.1","-6.5","-0.2",2014
"13","Chris Andersen","C","35","MIA","72","1396","18.5","0.683","0.044","0.615","12.1","21.7","17.1","2.1","1.2","6.1","13.2","13.8","3.8","2.2","6","0.205","0.6","0.7","1.2","1.1",2014
"14","Alan Anderson","SF","31","BRK","78","1773","9.5","0.525","0.511","0.243","2.7","9.1","5.9","7.3","1.4","0.5","10.4","15.9","0.8","0.9","1.7","0.047","-1.8","-1","-2.8","-0.4",2014
"15","James Anderson","SG","24","PHI","80","2309","10.9","0.53","0.49","0.148","2.7","11.7","7","9.9","1.6","1","12.2","15.9","0.9","0.9","1.9","0.039","-1.5","-1","-2.6","-0.3",2014
"16","Ryan Anderson","PF","25","NOP","22","795","18.8","0.572","0.463","0.175","9.5","11.3","10.4","3.6","0.7","0.7","5","22.9","2.2","0.1","2.3","0.138","4.5","-3.2","1.4","0.6",2014
"17","Giannis Antetokounmpo","SF","19","MIL","77","1897","10.8","0.518","0.282","0.483","4.6","16.3","10.2","12.1","1.7","2.6","19.4","15","0.1","1.1","1.2","0.031","-2.4","-0.1","-2.5","-0.2",2014
"18","Carmelo Anthony","PF","29","NYK","77","2982","24.4","0.561","0.253","0.329","5.6","19.4","12.3","15.8","1.7","1.5","9.5","32.4","8.1","2.5","10.7","0.172","5.8","-0.8","5","5.3",2014
"19","Joel Anthony","C","31","TOT","33","186","8.1","0.394","0","0.25","9.1","14.6","11.8","1.6","0.8","5.2","7.8","9.3","0","0.2","0.2","0.044","-4.1","-0.7","-4.8","-0.1",2014
