"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Zaid Abdul-Aziz","C","24","SEA","61","1276","16.1","0.489","0","0.315","0","0","16.8","4.6","0","0","0","0","1","0.8","1.8","0.067","0","0","0","0",1971
"2","Kareem Abdul-Jabbar*","C","23","MIL","82","3288","29","0.606","0","0.37","0","0","18.9","12.2","0","0","0","0","17","5.3","22.3","0.326","0","0","0","0",1971
"3","Don Adams","SF","23","SDR","82","2374","10.8","0.446","0","0.222","0","0","10.7","9.9","0","0","0","0","-0.9","3.8","2.9","0.059","0","0","0","0",1971
"4","Rick Adelman","PG","24","POR","81","2303","13.4","0.484","0","0.412","0","0","5.3","21.2","0","0","0","0","1.5","1.9","3.4","0.071","0","0","0","0",1971
"5","Lucius Allen","PG","23","MIL","61","1162","12.2","0.485","0","0.276","0","0","6.2","16.3","0","0","0","0","0.7","1.2","1.9","0.078","0","0","0","0",1971
"6","Cliff Anderson","SG","26","TOT","28","198","12.8","0.455","0","1.031","0","0","11.5","13.4","0","0","0","0","0","0.1","0.1","0.022","0","0","0","0",1971
"7","Tiny Archibald*","PG","22","CIN","82","2867","14","0.507","0","0.405","0","0","3.8","19.9","0","0","0","0","3.4","1.7","5.1","0.085","0","0","0","0",1971
"8","Bob Arnzen","SF","23","CIN","55","594","14.5","0.502","0","0.188","0","0","11.5","5.4","0","0","0","0","0.6","0.4","1","0.082","0","0","0","0",1971
"9","Al Attles*","PG","34","SFW","34","321","8.6","0.472","0","0.759","0","0","5.5","22.4","0","0","0","0","0.1","0.3","0.4","0.057","0","0","0","0",1971
"10","Dennis Awtrey","C","22","PHI","70","1292","13.5","0.514","0","0.373","0","0","14.9","9.1","0","0","0","0","1.4","1.7","3.1","0.114","0","0","0","0",1971
"11","Jim Barnes","PF","29","BAL","11","100","10.5","0.563","0","0.393","0","0","7.1","10.3","0","0","0","0","0.2","0.1","0.3","0.145","0","0","0","0",1971
"12","Dick Barnett","SG","34","NYK","82","2843","12.3","0.487","0","0.235","0","0","3.8","10.8","0","0","0","0","2","3.5","5.5","0.093","0","0","0","0",1971
"13","Jim Barnett","SG","26","POR","78","2371","17","0.495","0","0.313","0","0","6.9","19.3","0","0","0","0","2.7","2","4.7","0.094","0","0","0","0",1971
