"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Henry Akin","PF","22","NYK","50","453","8.5","0.39","0","0.161","0","0","0","7.4","0","0","0","0","-0.9","0.2","-0.7","-0.073","0","0","0","0",1967
"2","Al Attles*","PG","30","SFW","69","1764","10.2","0.48","0","0.323","0","0","0","17.9","0","0","0","0","0.9","2.6","3.5","0.096","0","0","0","0",1967
"3","Johnny Austin","SG","22","BAL","4","61","5.7","0.396","0","0.727","0","0","0","7.7","0","0","0","0","-0.1","0","-0.1","-0.043","0","0","0","0",1967
"4","Jim Barnes","PF","25","LAL","80","1398","11","0.485","0","0.376","0","0","0","4.1","0","0","0","0","0.9","1.2","2.1","0.071","0","0","0","0",1967
"5","Dick Barnett","SG","30","NYK","67","1969","15.6","0.528","0","0.311","0","0","0","11.6","0","0","0","0","4.2","0.5","4.7","0.114","0","0","0","0",1967
"6","Jim Barnett","SG","22","BOS","48","383","10.4","0.415","0","0.294","0","0","0","14.4","0","0","0","0","-0.5","0.5","0","0.003","0","0","0","0",1967
"7","John Barnhill","PG","28","BAL","53","1214","10.6","0.447","0","0.23","0","0","0","14.3","0","0","0","0","-0.1","0.8","0.7","0.026","0","0","0","0",1967
"8","Rick Barry*","SF","22","SFW","78","3175","24.2","0.531","0","0.38","0","0","0","13.6","0","0","0","0","10.1","4.3","14.4","0.218","0","0","0","0",1967
"9","Elgin Baylor*","SF","32","LAL","70","2706","20.2","0.491","0","0.326","0","0","0","11.3","0","0","0","0","3.5","2.7","6.2","0.109","0","0","0","0",1967
"10","Zelmo Beaty*","C","27","STL","48","1661","16.5","0.528","0","0.375","0","0","0","5.1","0","0","0","0","3.1","1.4","4.5","0.131","0","0","0","0",1967
"11","Walt Bellamy*","C","27","NYK","79","3010","18.4","0.56","0","0.535","0","0","0","9.2","0","0","0","0","7.4","1.4","8.8","0.14","0","0","0","0",1967
"12","Dave Bing*","PG","23","DET","80","2762","16.5","0.475","0","0.243","0","0","0","18.1","0","0","0","0","2","3.2","5.3","0.092","0","0","0","0",1967
"13","John Block","PF","22","LAL","22","118","15.1","0.478","0","0.654","0","0","0","5.3","0","0","0","0","0.1","0.1","0.2","0.079","0","0","0","0",1967
"14","Bob Boozer","PF","29","CHI","80","2451","18.4","0.549","0","0.418","0","0","0","5.3","0","0","0","0","6.6","2.9","9.4","0.184","0","0","0","0",1967
