"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Zaid Abdul-Aziz","C","30","BUF","22","195","16.3","0.447","0","0.581","21.1","25.5","23.3","5","0.7","2.3","0","0","0.1","0.2","0.3","0.078","-1.6","-1.8","-3.3","-0.1",1977
"2","Kareem Abdul-Jabbar*","C","29","LAL","82","3016","27.8","0.608","0","0.35","9.2","27.2","18.4","16.8","1.5","4.4","0","0","11.9","5.9","17.8","0.283","6.8","2.6","9.4","8.7",1977
"3","Tom Abernethy","SF","22","LAL","70","1378","12.7","0.538","0","0.384","8.5","12.9","10.8","8.9","1.6","0.4","0","0","1.8","1.3","3.1","0.11","0","-0.2","-0.3","0.6",1977
"4","Alvan Adams","C","22","PHO","72","2278","20.2","0.519","0","0.303","8.5","22.3","15.4","22.3","1.9","2.1","0","0","2.3","4","6.3","0.134","2","1.6","3.6","3.2",1977
"5","Don Adams","SF","29","BUF","77","1710","11.7","0.466","0","0.329","7.6","14.3","10.9","12.1","1.9","0.5","0","0","0.2","1.4","1.6","0.046","-1.8","0","-1.8","0.1",1977
"6","Lucius Allen","PG","29","LAL","78","2482","15.6","0.497","0","0.243","2.4","7.7","5.2","22.2","2.1","0.4","0","0","2.8","2.1","4.9","0.094","0.3","-0.3","0","1.2",1977
"7","Jerome Anderson","SG","23","IND","27","164","10.1","0.487","0","0.339","5.2","1.8","3.6","8.3","1.6","0.6","0","0","0.1","0","0.1","0.027","-3.4","-0.8","-4.2","-0.1",1977
"8","Tiny Archibald*","PG","28","NYN","34","1277","19.4","0.52","0","0.448","1.7","4.8","3.2","33.8","2.1","0.5","0","0","1.8","1","2.8","0.104","2.3","-0.5","1.8","1.2",1977
"9","Jim Ard","C","28","BOS","63","969","9.1","0.419","0","0.299","7.9","22","15","7.1","0.8","1.4","0","0","-0.6","1.4","0.8","0.039","-3.4","0.8","-2.6","-0.1",1977
"10","Bird Averitt","SG","24","BUF","75","1136","11.2","0.425","0","0.273","1.8","5.2","3.5","18.2","1.2","0.2","0","0","-1.4","0.3","-1.1","-0.046","-3.6","-2.7","-6.3","-1.2",1977
"11","Dennis Awtrey","C","28","PHO","72","1760","9.6","0.48","0","0.338","6.8","15","10.9","13.4","0.6","1","0","0","0.3","1.8","2.1","0.057","-1.6","0.2","-1.4","0.3",1977
"12","Mike Bantom","PF-SF","25","TOT","77","1909","16.8","0.531","0","0.411","9.4","16.1","12.6","8.4","1.5","1.4","0","0","2.6","2.2","4.8","0.12","0.5","-0.3","0.2","1.1",1977
"13","Tom Barker","C","21","ATL","59","1354","11.5","0.468","0","0.376","8.6","23.2","15.8","6.4","1.1","1.7","0","0","-0.4","1.4","1","0.035","-3.1","-0.3","-3.5","-0.5",1977
"14","Marvin Barnes","PF","24","DET","53","989","15","0.49","0","0.345","7.2","19.3","13.3","6.1","1.7","1.7","0","0","0.3","1","1.3","0.063","-1.5","-0.7","-2.3","-0.1",1977
"15","Jim Barnett","SG","32","PHI","16","231","7.4","0.459","0","0.281","3.2","2.9","3","13","0.8","0","0","0","0","0.1","0.1","0.014","-3.4","-1.1","-4.4","-0.2",1977
"16","Norton Barnhill","SG","23","SEA","4","10","4.7","0.333","0","0","19.8","10.7","15.4","15","0","0","0","0","0","0","0","-0.198","-5","-0.3","-5.3","0",1977
"17","Mike Barr","SG","26","KCK","73","1224","10.3","0.469","0","0.204","2.7","8.5","5.5","17.9","1.9","0.8","0","0","0.4","1","1.4","0.054","-1.3","0.5","-0.7","0.4",1977
"18","Rick Barry*","SF","32","GSW","79","2904","19.3","0.5","0","0.253","2.5","12.2","7.3","23.2","2.6","1","0","0","5.1","3.3","8.4","0.139","2.4","0.5","2.9","3.6",1977
"19","Tim Bassett","PF","25","NYN","76","2442","10.5","0.421","0","0.24","6.9","20.4","13.3","6.7","1.8","1.2","0","0","-1.9","3.4","1.5","0.029","-3","0.3","-2.7","-0.4",1977
"20","Butch Beard","PG","29","NYK","70","1082","13.4","0.544","0","0.372","4.9","10.7","7.9","16.9","2.3","0.2","0","0","0.9","1","2","0.088","-0.9","1","0.1","0.6",1977
"21","Byron Beck","PF","32","DEN","53","480","13.2","0.471","0","0.179","9.8","10.6","10.2","10","1.3","0.1","0","0","0.3","0.5","0.8","0.078","-1.3","-1.7","-3.1","-0.1",1977
"22","Ron Behagen","PF","26","NOJ","60","1170","15.1","0.457","0","0.248","12.1","23.4","17.8","10.3","1.6","0.8","0","0","0","1.8","1.8","0.073","-1.4","-0.5","-1.9","0",1977
"23","Mel Bennett","PF","22","IND","67","911","11.5","0.417","0","0.636","11.4","13.9","12.6","9.8","1.8","1.9","0","0","-0.7","0.8","0.1","0.005","-3.6","-0.7","-4.4","-0.5",1977
"24","Henry Bibby","PG","27","PHI","81","2639","11.5","0.499","0","0.402","3.4","6.7","5.2","17.4","1.8","0.1","0","0","1.8","2.3","4.1","0.074","-1.4","0","-1.5","0.4",1977
"25","Bob Bigelow","SF","23","KCK","29","162","14.7","0.549","0","0.243","4.9","12.6","8.6","7.2","0.8","0.3","0","0","0.3","0.1","0.4","0.117","-1.1","-1","-2","0",1977
"26","Dave Bing*","SG","33","WSB","64","1516","15.3","0.503","0","0.295","3.7","5.9","4.8","25.5","1.8","0.2","0","0","1.6","1.3","2.9","0.092","0.1","-0.4","-0.3","0.7",1977
"27","Tom Boerwinkle","C","31","CHI","82","1070","14.7","0.502","0","0.231","9.7","20.8","15.2","25.4","0.9","1","0","0","0.8","1.5","2.3","0.102","-0.1","1.5","1.4","0.9",1977
"28","Ron Boone","SG","30","KCK","82","3021","17.5","0.521","0","0.244","4.2","6.9","5.5","17.2","1.8","0.3","0","0","6.1","2","8.1","0.128","2","-1.1","1","2.3",1977
"29","Tom Boswell","PF","23","BOS","70","1083","13.6","0.558","0","0.397","10.2","17.5","13.9","11","1.1","0.4","0","0","1","1.4","2.4","0.107","-2.2","0.6","-1.7","0.1",1977
"30","Freddie Boyd","PG","26","NOJ","47","1212","12.6","0.52","0","0.241","1.5","5.6","3.6","17.1","1.6","0.3","0","0","1.3","0.8","2.1","0.083","-1","-0.1","-1.2","0.3",1977
"31","Bill Bradley*","SF","33","NYK","67","1027","9.5","0.492","0","0.153","2.8","7.6","5.3","15.5","1.1","0.4","0","0","0.3","0.5","0.8","0.038","-2.1","-0.3","-2.4","-0.1",1977
"32","Jim Brewer","PF","25","CLE","81","2672","12.7","0.469","0","0.271","10.1","19.2","14.5","9.6","1.7","1.7","0","0","2","3.9","5.8","0.105","0.1","1.2","1.3","2.2",1977
"33","Junior Bridgeman","SF","23","MIL","82","2410","14.4","0.494","0","0.208","5.5","12.4","8.9","11.7","1.5","0.5","0","0","2.5","1.1","3.6","0.071","0.2","-1.3","-1.1","0.6",1977
"34","Allan Bristow","SF","25","SAS","82","2017","15.4","0.544","0","0.345","6.1","11.6","8.9","15.7","1.9","0","0","0","3.2","1.1","4.3","0.101","0.6","-0.9","-0.4","0.8",1977
"35","Gary Brokaw","SG","23","TOT","80","1487","13.5","0.49","0","0.388","1.5","7.1","4.2","21","1.1","1.3","0","0","1","0.6","1.6","0.052","-0.7","-0.9","-1.6","0.1",1977
"36","Fred Brown","SG","28","SEA","72","2098","17.4","0.516","0","0.171","3.2","8.4","5.7","13.7","2.7","0.5","0","0","3.9","2.2","6.1","0.14","1.6","0.6","2.2","2.2",1977
"37","John Brown","SF","25","ATL","77","1405","10.5","0.53","0","0.429","5.6","12.4","8.9","10.2","1.5","0.3","0","0","0.8","0.9","1.7","0.058","-2.3","0","-2.3","-0.1",1977
"38","Roger Brown","C","26","DET","43","322","8.7","0.445","0","0.464","10","19","14.5","4.2","2.1","2.9","0","0","-0.2","0.4","0.2","0.029","-4.2","1","-3.3","-0.1",1977
"39","Joe Bryant","PF","22","PHI","61","612","14.1","0.493","0","0.292","7.8","11.2","9.6","11","2.6","1.1","0","0","0.3","0.8","1.2","0.093","-1.1","0.6","-0.5","0.2",1977
"40","Quinn Buckner","PG","22","MIL","79","2095","13.5","0.45","0","0.224","4.5","8.6","6.5","22.5","4.1","0.5","0","0","-0.5","2","1.5","0.035","-2.1","1.7","-0.4","0.9",1977
