"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Kareem Abdul-Jabbar*","C","38","LAL","79","2629","22.7","0.603","0.001","0.328","6","14.2","10.3","15.7","1.2","2.7","11.7","26.6","7.6","3.2","10.8","0.197","4.4","1","5.4","4.9",1986
"2","Alvan Adams","C","31","PHO","78","2005","15.3","0.547","0.003","0.299","8.9","18.1","13.7","22.5","2.4","1.3","21.1","19.4","1.2","2.7","3.9","0.094","0.2","1.5","1.6","1.8",1986
"3","Michael Adams","PG","23","SAC","18","139","8","0.406","0.068","0.273","1.6","3.2","2.4","20.3","3","0.4","18.2","17.5","-0.2","0.1","-0.1","-0.028","-3.6","-0.2","-3.8","-0.1",1986
"4","Mark Aguirre","SF","26","DAL","74","2501","19.2","0.547","0.042","0.34","7.9","11.6","9.8","20.9","1.2","0.3","14.2","29","3.7","0.9","4.7","0.09","2.3","-2.1","0.3","1.4",1986
"5","Danny Ainge","SG","26","BOS","80","2407","13.6","0.562","0.104","0.194","2.3","8.1","5.4","21.3","1.9","0.2","14.5","15.2","3.6","3.2","6.8","0.136","-0.1","1","0.9","1.8",1986
"6","Ron Anderson","SF","27","TOT","77","1676","14","0.517","0.014","0.202","8.5","9.3","8.9","12.5","1.6","0.2","10.7","18.7","1.6","1.5","3.1","0.09","0.3","-0.4","-0.1","0.8",1986
"7","John Bagley","PG","25","CLE","78","2472","15.2","0.475","0.043","0.249","3.4","8.9","6.1","40.7","2.3","0.2","19.9","19.8","1","2","3","0.059","1.3","-0.7","0.6","1.6",1986
"8","James Bailey","PF","28","NYK","48","1245","12.6","0.516","0.009","0.377","8.8","22.1","15.2","6.1","1.3","2","16.1","20.7","0","2","1.9","0.075","-3.3","0.1","-3.2","-0.4",1986
"9","Thurl Bailey","PF","24","UTA","82","2358","15","0.499","0.006","0.257","6.9","15.7","11.4","9.7","0.8","2.7","10.7","23","1","3","4","0.081","-0.5","-0.4","-0.9","0.7",1986
"10","Greg Ballard","SF","31","GSW","75","1792","13.4","0.529","0.061","0.221","7.7","17.9","12.6","6","1.7","0.2","7.9","14.9","2.6","1","3.6","0.097","-0.3","-0.7","-1","0.4",1986
"11","Gene Banks","SF","26","CHI","82","2139","15.5","0.559","0.028","0.371","9.1","10","9.5","16.6","1.8","0.3","14.8","17.9","3.7","0.6","4.3","0.097","1.6","-0.9","0.8","1.5",1986
"12","Ken Bannister","PF","25","NYK","70","1405","10.4","0.511","0.002","0.52","6.8","19.7","13","4.6","1.5","1.1","18","21.4","-1.3","2","0.7","0.025","-4.2","-0.1","-4.3","-0.8",1986
"13","Charles Barkley*","PF","22","PHI","80","2952","22.4","0.619","0.072","0.555","13.4","25.4","19.4","16","2.8","2.4","21.3","22.4","5.4","5.5","10.8","0.176","3.1","2","5.1","5.3",1986
"14","John Battle","SG","23","ATL","64","639","11.7","0.518","0.032","0.464","2.1","8.6","5.3","16.3","1.7","0.3","15","20.1","0.4","0.6","1","0.074","-2.1","0.2","-1.9","0",1986
"15","Benoit Benjamin","C","21","LAC","79","2088","16.1","0.551","0.005","0.464","8.4","23.6","15.9","5.4","1.4","5.3","15.4","18.1","1.7","2.3","4","0.093","-1.6","1.1","-0.5","0.8",1986
"16","Kent Benson","C","31","DET","72","1344","13.8","0.519","0.005","0.2","9.1","20.9","14.8","7.4","2","2.1","11.4","14.8","1.4","1.9","3.2","0.116","-1","1.1","0.2","0.7",1986
"17","Larry Bird*","SF","29","BOS","82","3113","25.6","0.58","0.121","0.306","7.2","20.4","14.2","26.3","2.5","0.9","12.7","27.6","9.6","6.2","15.8","0.244","6.6","2.1","8.7","8.4",1986
"18","Otis Birdsong","SG","30","NJN","77","2395","13.4","0.529","0.021","0.199","4.1","5.4","4.7","16.3","1.6","0.4","13.5","22.1","1.4","1.8","3.2","0.064","-0.4","-0.7","-1.1","0.6",1986
"19","Uwe Blab","C","23","DAL","48","409","7.6","0.502","0","0.713","6.9","17.4","12.2","5.1","0.3","1.6","18.5","15.1","-0.1","0.2","0.1","0.01","-4.1","-0.9","-4.9","-0.3",1986
"20","Rolando Blackman","SG","26","DAL","82","2787","19","0.576","0.022","0.366","3.5","7.9","5.7","14.4","1.3","0.5","11","25.2","6.2","0.8","7","0.121","2.2","-1.6","0.6","1.8",1986
"21","Manute Bol","C","23","WSB","80","2090","11.2","0.472","0.004","0.309","6.4","18.3","12.4","1.4","0.6","10.6","17.1","7.6","-0.4","4.2","3.9","0.089","-3.8","4.7","0.9","1.5",1986
"22","Sam Bowie","C","24","POR","38","1132","15.2","0.539","0","0.467","9.3","23.5","16.4","11.5","0.9","4.8","17.5","17.6","0.9","1.5","2.4","0.1","-0.5","1.6","1.2","0.9",1986
"23","Dudley Bradley","SG","28","WSB","70","842","10.2","0.417","0.325","0.268","3.1","9.1","6.1","17","4.9","0.2","15.8","13.8","-0.5","1.5","1","0.057","-4.6","4.1","-0.4","0.3",1986
"24","Mike Bratz","PG","30","SAC","33","269","6.9","0.449","0.2","0.257","0.8","8.8","4.8","18.2","2.3","0","17.9","14.3","-0.1","0.2","0.1","0.016","-5.2","0.9","-4.3","-0.2",1986
"25","Randy Breuer","C","25","MIL","82","1792","14.1","0.521","0.002","0.347","10","18.4","14.3","8.4","1.3","3.8","15.7","17.5","1.2","3.3","4.5","0.12","-0.8","1.3","0.6","1.2",1986
"26","Ron Brewer","SG","30","TOT","44","570","8.8","0.438","0.076","0.17","2.7","7.5","5.1","9.6","1.4","0.6","8.7","18.9","-0.2","0.3","0.1","0.008","-3.2","-1.1","-4.2","-0.3",1986
"27","Frank Brickowski","C","26","SEA","40","311","7.1","0.558","0","0.466","5.9","14.8","10.3","9.1","1.7","1.4","24.8","12.5","0","0.4","0.4","0.058","-5.8","1.9","-4","-0.2",1986
