"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Mahmoud Abdul-Rauf","PG","28","SAC","31","530","10.5","0.405","0.114","0.059","1.2","6.7","3.9","19.7","1.6","0.1","6.4","25.1","-0.5","0.2","-0.3","-0.025","-3.1","-1.5","-4.6","-0.4",1998
"2","Tariq Abdul-Wahad","SG","23","SAC","59","959","10.1","0.456","0.053","0.35","5","8.6","6.7","8.9","1.9","0.9","13.6","22.1","-0.8","0.6","-0.2","-0.008","-3.6","-1.2","-4.8","-0.7",1998
"3","Shareef Abdur-Rahim","SF","21","VAN","82","2950","21.1","0.562","0.038","0.475","8.9","13.8","11.3","13.5","1.6","1.8","13.6","28.4","6.3","0.6","6.9","0.113","3.4","-1.8","1.6","2.6",1998
"4","Cory Alexander","PG","24","TOT","60","1298","15.2","0.548","0.44","0.255","1.5","11.7","6.6","28.7","2.9","0.6","20.1","19.8","1","1.2","2.2","0.081","0.4","0","0.4","0.8",1998
"5","Ray Allen*","SG","22","MIL","82","3287","16.2","0.539","0.28","0.297","4.7","10.4","7.5","19.3","1.8","0.3","15","24.3","4.7","2.3","7","0.102","1.9","-0.9","1","2.5",1998
"6","Derek Anderson","SF","23","CLE","66","1839","15.3","0.531","0.143","0.538","3.7","8.7","6.2","21.3","2.5","0.5","15","21.4","2.6","2.8","5.3","0.139","0.3","1.4","1.7","1.7",1998
"7","Greg Anderson","C","33","ATL","50","398","10.4","0.444","0.062","0.506","12","22.6","17.4","5.9","2.6","1.8","14.7","13.5","0","0.7","0.7","0.09","-4.3","0.9","-3.4","-0.1",1998
"8","Kenny Anderson","PG","27","TOT","61","1858","14.8","0.491","0.237","0.288","2.5","8.4","5.4","31.4","2.5","0","15.8","21.8","1.7","2","3.7","0.096","0.3","0","0.3","1.1",1998
"9","Nick Anderson","SF","30","ORL","58","1701","19.6","0.529","0.284","0.264","6.6","14.1","10.3","14.1","2.3","1","9.2","25","3.1","2.1","5.3","0.149","4","0.7","4.8","2.9",1998
"10","Shandon Anderson","SG","24","UTA","82","1602","15.7","0.586","0.064","0.37","7.1","10.3","8.8","9.4","2.2","0.8","13.5","19.5","2.9","1.4","4.2","0.127","0.8","-0.1","0.7","1.1",1998
"11","Chris Anstey","C","23","DAL","41","680","13.2","0.455","0.069","0.32","8.5","17.4","12.8","8.7","2.4","2.8","13.5","20.5","-0.2","0.9","0.6","0.044","-3.4","0.6","-2.8","-0.1",1998
"12","Greg Anthony","PG","30","SEA","80","1021","16.8","0.545","0.456","0.229","2.1","10.7","6.5","32.1","3.4","0.2","19.1","21.6","1.4","1.3","2.7","0.127","1.8","0.8","2.5","1.2",1998
"13","B.J. Armstrong","PG","30","TOT","66","831","14.6","0.555","0.164","0.235","2.3","8.6","5.5","29","1.9","0","15.2","15.3","1.6","0.6","2.2","0.124","0","0.1","0.1","0.4",1998
"14","Darrell Armstrong","PG","29","ORL","48","1236","15.7","0.509","0.179","0.324","6.1","9.2","7.6","33.4","2.6","0.3","20.5","20.2","1.2","1.3","2.5","0.096","1","0.2","1.1","1",1998
"15","Vincent Askew","SG","31","POR","30","443","6.7","0.464","0.037","0.722","5.7","11.9","8.9","12.5","2.3","0.8","33","10.9","-0.4","0.6","0.2","0.023","-4.1","2","-2.1","0",1998
"16","Keith Askins","SF","30","MIA","46","681","5.5","0.426","0.607","0.156","5","12.2","8.7","6.4","2.2","1.3","16.6","10.7","-0.3","1","0.7","0.05","-4.2","1.9","-2.3","0",1998
"17","Stacey Augmon","SG","29","POR","71","1445","10.3","0.457","0.019","0.419","8.7","10.2","9.5","9.8","2.1","1.6","15.5","16.3","-0.1","1.9","1.8","0.059","-2.5","0.9","-1.6","0.2",1998
"18","Isaac Austin","C","28","TOT","78","2266","16.3","0.512","0.009","0.417","10.3","18","14.2","14","1.4","1.7","16.7","25","1.2","2.5","3.6","0.077","-0.4","-0.9","-1.3","0.4",1998
"19","Vin Baker","C","26","SEA","82","2944","20.4","0.564","0.006","0.452","11.8","14.8","13.3","9.3","1.7","2.2","11.1","24.7","6.9","3.5","10.4","0.169","1.9","-0.9","1","2.2",1998
"20","Charles Barkley*","PF","34","HOU","68","2243","21.6","0.564","0.113","0.534","12.9","28.8","20.9","16.6","1.7","0.9","13.8","21.6","6.1","2.5","8.6","0.183","3.1","-0.4","2.7","2.7",1998
"21","Dana Barros","PG","30","BOS","80","1686","18.6","0.583","0.404","0.236","1.8","9.6","5.3","28.4","2.5","0.3","13.7","20","4.4","1.3","5.6","0.16","3.5","0","3.5","2.3",1998
"22","Brent Barry","SG","26","TOT","58","1600","14.3","0.558","0.453","0.265","2.1","10.2","6.1","15.8","2.1","1.1","15.5","18.7","2.1","0.6","2.7","0.08","0.7","-0.2","0.5","1",1998
"23","Drew Barry","PG","24","ATL","27","256","10.7","0.64","0.553","0.342","2.4","13.3","8","29.2","2.1","0.3","40.7","13.3","0","0.3","0.3","0.058","-2.7","-0.5","-3.2","-0.1",1998
"24","Jon Barry","SG","28","LAL","49","374","13.3","0.518","0.587","0.279","2.5","8.6","5.6","19.7","3.3","0.6","15.9","16.4","0.5","0.4","0.9","0.116","-0.7","1","0.2","0.2",1998
"25","Tony Battie","PF","21","DEN","65","1506","13.3","0.477","0.027","0.198","10.5","17.2","13.7","7.6","1.9","3.4","14.7","20.2","-0.3","0.8","0.5","0.015","-2.5","-1.3","-3.9","-0.7",1998
"26","Corey Beck","PG","26","CHH","59","738","9.3","0.516","0.025","0.371","4.5","10.2","7.4","20.4","2.4","0.7","27.5","16","-0.3","0.7","0.4","0.028","-3.7","0.8","-2.9","-0.2",1998
"27","Benoit Benjamin","C","33","PHI","14","197","12.5","0.581","0","0.732","10.4","20.6","15.5","2.5","1.1","1.5","18.1","15.1","0.2","0.2","0.4","0.098","-2.1","-1.1","-3.2","-0.1",1998
"28","Mario Bennett","PF","24","LAL","45","354","22.2","0.573","0.015","0.326","19.7","20.6","20.1","9","2.8","2.2","12","21.8","0.9","0.6","1.5","0.201","1.4","-0.5","0.9","0.3",1998
"29","David Benoit","SF","29","TOT","77","1123","10.5","0.477","0.417","0.181","5.9","15.6","10.5","3.7","1.7","1.3","10.6","19.4","0.5","1.1","1.6","0.067","-2.2","-0.3","-2.6","-0.2",1998
