"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Zaid Abdul-Aziz","C","29","SEA","27","223","16.4","0.49","0","0.387","13.5","21.8","17.6","9.7","1.6","3.6","0","0","0.2","0.3","0.6","0.119","-0.8","0.5","-0.3","0.2",1976
"2","Kareem Abdul-Jabbar*","C","28","LAL","82","3379","27.2","0.567","0","0.368","8","30.5","19.6","19.4","1.6","4.9","0","0","9.8","7.2","17","0.242","5.5","3","8.5","9",1976
"3","Alvan Adams","C","21","PHO","80","2656","21.7","0.507","0","0.265","8.9","20.7","14.9","27.2","2.1","2.4","0","0","3.3","3.9","7.2","0.13","3","1.4","4.4","4.3",1976
"4","Don Adams","SF","28","BUF","56","704","9.1","0.446","0","0.335","5.8","15.4","10.8","13.2","1.9","0.5","0","0","-0.5","0.8","0.3","0.023","-3.8","0.7","-3.1","-0.2",1976
"5","Lucius Allen","PG","28","LAL","76","2388","15.1","0.501","0","0.253","2.7","5.8","4.3","21.1","1.9","0.4","0","0","2.4","1.5","3.9","0.079","-0.4","-0.8","-1.2","0.5",1976
"6","Dan Anderson","PG","25","POR","52","614","13.1","0.546","0","0.337","2.6","7.6","5.2","19.2","1.5","0.2","0","0","0.7","0.4","1.1","0.086","-1","-0.4","-1.4","0.1",1976
"7","Jerome Anderson","SG","22","BOS","22","126","13","0.586","0","0.356","3.1","7","5.1","6.9","1.1","1.2","0","0","0.2","0.1","0.3","0.12","-2.7","0.4","-2.3","0",1976
"8","Tiny Archibald*","PG","27","KCK","78","3184","20.1","0.521","0","0.395","2.1","4.7","3.4","31.1","1.8","0.2","0","0","6.7","1.3","8","0.121","3.2","-1.8","1.4","2.8",1976
"9","Jim Ard","C","27","BOS","81","853","11.3","0.422","0","0.34","11","22.3","16.7","7.3","0.6","2.1","0","0","-0.4","1.3","0.9","0.052","-3.4","0.2","-3.2","-0.3",1976
"10","Dennis Awtrey","C","27","PHO","74","1376","11.2","0.51","0","0.359","7.4","15.6","11.6","15.3","0.7","0.9","0","0","0.7","1.1","1.8","0.062","-1.1","-0.3","-1.3","0.2",1976
"11","Gus Bailey","SG","24","HOU","30","262","11.9","0.392","0","0.364","8.5","12","10.3","19.8","2.5","1.6","0","0","-0.2","0.2","0","-0.004","-1.9","0.5","-1.4","0.1",1976
"12","Mike Bantom","SF","24","TOT","73","1571","12.5","0.511","0","0.418","9","16.9","12.9","8.9","0.8","0.9","0","0","1.4","1.3","2.7","0.083","-1.2","-0.8","-2","0",1976
"13","Jim Barnett","SG","31","NYK","71","1026","12.5","0.496","0","0.307","4.7","4.1","4.4","12.4","1.1","0.2","0","0","1.2","0.4","1.5","0.072","-0.2","-1.1","-1.3","0.2",1976
"14","Rick Barry*","SF","31","GSW","81","3122","18.3","0.483","0","0.192","2.3","12.8","7.6","22.6","2.9","0.4","0","0","4.6","5.1","9.6","0.148","1.3","1.3","2.6","3.6",1976
"15","Jerry Baskerville","SF","24","PHI","21","105","8","0.393","0","0.615","12","13.8","12.9","3.6","2.6","2.4","0","0","-0.2","0.2","0","-0.019","-5.7","0.4","-5.2","-0.1",1976
"16","Butch Beard","PG","28","TOT","75","1704","14.5","0.517","0","0.387","6.1","12.7","9.4","17.3","2.2","0.3","0","0","1.9","1.8","3.7","0.105","-0.5","1","0.5","1.1",1976
"17","Ron Behagen","PF","25","NOJ","66","1733","16.3","0.494","0","0.259","10.8","21","15.9","12.1","1.7","0.8","0","0","1.8","2.5","4.3","0.118","0.3","0.1","0.4","1",1976
"18","Dennis Bell","SF","24","NYK","10","76","8.8","0.395","0","0.333","5.3","13.7","9.5","5.2","3.6","0.7","0","0","-0.1","0.1","0","0.009","-3.9","0.8","-3.1","0",1976
"19","Leon Benbow","SG","25","CHI","76","1586","10.9","0.443","0","0.254","3.9","7.6","5.6","15.4","1.9","0.4","0","0","0.1","1.4","1.5","0.045","-2.6","0.2","-2.4","-0.2",1976
"20","Henry Bibby","PG","26","NOJ","79","1772","13.5","0.5","0","0.404","3.2","6.9","5","18.3","1.6","0.1","0","0","1.6","1.4","2.9","0.079","-0.9","-0.6","-1.6","0.2",1976
"21","Bob Bigelow","SF","22","KCK","31","163","10","0.455","0","0.702","5.6","12.7","9.1","7.4","1.1","0.3","0","0","0","0.1","0","0.014","-3.4","-1","-4.4","-0.1",1976
"22","Dave Bing*","PG","32","WSB","82","2945","16","0.511","0","0.379","3.4","4.9","4.2","24.2","1.8","0.4","0","0","3.4","2.9","6.3","0.102","0.4","-0.5","-0.1","1.4",1976
"23","John Block","PF","31","CHI","2","7","12.9","0.41","0","0.5","0","30.9","14.4","0","6.8","0","0","0","0","0","0","-0.121","-4.7","0.2","-4.6","0",1976
"24","Tom Boerwinkle","C","30","CHI","74","2045","17.7","0.533","0","0.334","12.2","28","19.5","21.1","1.1","1.4","0","0","3.2","3","6.3","0.147","1.3","1.6","2.9","2.6",1976
"25","Tom Boswell","PF","22","BOS","35","275","8.8","0.463","0","0.258","9.3","16.1","12.7","7.8","0.3","0.2","0","0","-0.1","0.3","0.2","0.029","-5.1","-0.5","-5.6","-0.3",1976
"26","Freddie Boyd","SG-PG","25","TOT","36","617","9.9","0.458","0","0.298","0.6","4.5","2.6","18","2","0.6","0","0","-0.1","0.5","0.4","0.033","-2.6","0.4","-2.3","-0.1",1976
"27","Bill Bradley*","SF","32","NYK","82","2709","10.2","0.471","0","0.163","1.8","7.2","4.4","12.6","1.2","0.4","0","0","1","1.5","2.5","0.044","-1.8","-0.4","-2.2","-0.1",1976
"28","Jim Brewer","PF","24","CLE","82","2913","14.9","0.485","0","0.245","10.2","21.7","15.7","9.6","1.5","1.7","0","0","3.4","4.5","7.9","0.13","1","0.9","1.9","2.8",1976
"29","Junior Bridgeman","SF","22","MIL","81","1646","13.7","0.485","0","0.247","7.4","11.1","9.3","13.7","1.5","0.7","0","0","0.8","1.2","2.1","0.06","-1.2","-0.7","-1.9","0",1976
