"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Tariq Abdul-Wahad","SG","24","SAC","49","1205","11.8","0.486","0.052","0.334","6.3","9.9","8.1","6.5","2.1","0.8","13","19","0.5","0.9","1.4","0.058","-2.5","-0.5","-3","-0.3",1999
"2","Shareef Abdur-Rahim","SF","22","VAN","50","2021","20.7","0.53","0.04","0.492","6.5","15.4","10.9","17.6","1.8","2","14.6","28.9","3.7","0.9","4.6","0.108","2.9","-0.9","2","2.1",1999
"3","Cory Alexander","PG","25","DEN","36","778","11","0.467","0.404","0.169","1","10.3","5.5","26.6","2.4","0.5","19.8","20.3","-0.2","0","-0.3","-0.016","-2.1","-1.3","-3.4","-0.3",1999
"4","Ray Allen*","SG","23","MIL","50","1719","18.9","0.564","0.309","0.29","4.1","10.7","7.4","18.8","1.7","0.3","13.9","24.5","4.2","1.1","5.2","0.146","3.5","-1","2.4","1.9",1999
"5","Peter Aluma","C","25","SAC","2","5","3.1","0.5","0","0","21.2","21","21.1","0","10","12.7","50","34.1","0","0","0","-0.206","-26.4","6.6","-19.8","0",1999
"6","Derek Anderson","SG","24","CLE","38","978","16.5","0.529","0.22","0.525","2.6","11.5","7.1","28.5","2.7","0.3","17.5","23.4","1.1","1","2.1","0.105","1.3","0.3","1.6","0.9",1999
"7","Kenny Anderson","PG","28","BOS","34","1010","16.7","0.513","0.067","0.283","2.6","9.1","5.7","32.5","1.7","0.1","15","20.9","1.8","0.6","2.4","0.116","1.1","-1","0.1","0.5",1999
"8","Nick Anderson","SF","31","ORL","47","1581","15.3","0.493","0.433","0.253","3.7","16.9","10.2","10.7","2.2","0.7","10.4","22.8","1.3","2.6","3.9","0.118","1.5","0.6","2.1","1.7",1999
"9","Shandon Anderson","SG","25","UTA","50","1072","12.8","0.511","0.113","0.344","6","8.8","7.5","9.7","2","0.7","13.6","21.6","0.7","1.3","2","0.088","-1","-0.1","-1.2","0.3",1999
"10","Chris Anstey","C","24","DAL","41","470","9.2","0.418","0.05","0.345","8.3","14.9","11.6","9.3","2.1","2","14","18.2","-0.2","0.4","0.3","0.027","-4.7","0.3","-4.4","-0.3",1999
"11","Greg Anthony","PG","31","POR","50","806","16.6","0.55","0.498","0.355","2.1","6.8","4.5","21.1","4.4","0.3","15.9","19.6","1.3","1.5","2.8","0.165","0.9","3.1","4.1","1.2",1999
"12","B.J. Armstrong","PG","31","TOT","32","358","12.9","0.54","0.17","0.239","0.7","12","6.4","29.2","1.8","0","20.5","15.8","0.4","0.4","0.7","0.1","-1.6","0.4","-1.2","0.1",1999
"13","Darrell Armstrong","PG","30","ORL","50","1502","22.2","0.575","0.362","0.341","4","10","7","40.8","3.9","0.2","20.8","22.9","3.8","2.7","6.4","0.205","4.2","2.4","6.7","3.3",1999
"14","Keith Askins","SF","31","MIA","33","415","3.5","0.404","0.468","0.129","3.1","9.2","6.4","3.9","2.3","0.5","16.6","9.4","-0.3","0.5","0.2","0.029","-5.3","1.7","-3.6","-0.2",1999
"15","Stacey Augmon","SF","30","POR","48","874","13","0.501","0.011","0.437","6.4","9.9","8.3","10.6","3.5","1.5","12.6","12.4","1","1.6","2.6","0.142","-1","3.8","2.7","1",1999
"16","Isaac Austin","C","29","ORL","49","1259","12","0.457","0.015","0.347","7.5","14.5","10.9","12.8","2","2.1","17.9","22.9","-0.9","2.1","1.2","0.045","-2.6","0.8","-1.8","0.1",1999
"17","Anthony Avent","PF","29","UTA","5","44","1.3","0.324","0","0.154","23.9","10.3","16.6","3.8","2.5","0","33.5","22.7","-0.2","0.1","-0.1","-0.153","-9.2","-3.2","-12.4","-0.1",1999
"18","Thurl Bailey","PF","37","UTA","43","543","11.5","0.476","0.011","0.194","8.7","12.1","10.6","8.7","0.9","3.9","12.4","19.1","0.2","0.7","0.9","0.083","-2.9","0.3","-2.6","-0.1",1999
"19","Toby Bailey","SG","23","PHO","27","249","11.3","0.425","0.058","0.151","11","14.3","12.6","8.6","1.9","0.6","10.7","19","0","0.2","0.2","0.041","-2.6","-1.6","-4.2","-0.1",1999
"20","Mark Baker","PG","29","TOR","1","2","-46.6","0","0","0","0","0","0","0","0","0","50","45.4","-0.1","0","-0.1","-1.289","-39.4","-24.3","-63.7","0",1999
"21","Vin Baker","PF","27","SEA","34","1162","12.5","0.461","0.007","0.366","8.4","12.6","10.5","8.7","1.5","2.2","13","22.8","-0.2","0.6","0.4","0.016","-2.4","-1.4","-3.8","-0.5",1999
"22","Charles Barkley*","PF","35","HOU","42","1526","23.1","0.546","0.05","0.532","13.7","25.1","19.8","22.1","1.5","0.6","13.9","22.2","4.8","2","6.8","0.215","4.3","0.3","4.5","2.5",1999
"23","Dana Barros","PG","31","BOS","50","1156","17.7","0.576","0.431","0.197","1.5","8.9","5.1","29.9","2.4","0.3","17.9","19","2.5","0.9","3.4","0.139","2.5","-0.5","2","1.2",1999
"24","Brent Barry","SG","27","CHI","37","1181","12.9","0.514","0.483","0.284","3.7","11","7.2","19","1.9","0.7","15.2","18.8","0.7","0.9","1.6","0.065","-0.3","-0.2","-0.5","0.4",1999
"25","Drew Barry","SG","25","SEA","17","183","9","0.49","0.75","0.406","1.9","10.8","6.3","23.6","2","0.4","24.1","12.3","0.1","0.1","0.2","0.048","-3.1","0.4","-2.7","0",1999
"26","Jon Barry","SG","29","SAC","43","736","15.9","0.609","0.572","0.609","3.6","10.1","6.9","21.6","3.6","0.4","21.2","12.9","1.6","0.8","2.4","0.156","0.3","2.5","2.8","0.9",1999
"27","Tony Battie","C","22","BOS","50","1121","15.5","0.541","0.011","0.216","9.4","21.1","15","7.7","1.4","4.6","12.7","14.1","1.7","1.6","3.3","0.139","-0.9","1.2","0.2","0.6",1999
"28","Corey Beck","PG","27","TOT","24","180","10.1","0.493","0.026","0.385","4.1","13.9","9.2","18.7","2.7","0.8","22.2","15.4","0","0.2","0.2","0.051","-4.5","1.1","-3.4","-0.1",1999
"29","Benoit Benjamin","C","34","PHI","6","33","-1.5","0.286","0","0","10.4","18","14.1","4.9","0","0","30","13.7","-0.1","0","-0.1","-0.1","-9.1","-2.6","-11.7","-0.1",1999
"30","Corey Benjamin","PG","20","CHI","31","320","8.3","0.438","0.12","0.342","5.3","9.7","7.4","6.3","1.9","1.9","13.5","22.9","-0.4","0.3","-0.2","-0.023","-5.1","-0.9","-6","-0.3",1999
"31","Mario Bennett","PF","25","CHI","3","19","10.9","0.451","0","0.667","11.9","19.6","15.6","0","2.9","0","11.4","21.7","0","0","0","0.065","-4.3","0.8","-3.5","0",1999
"32","Travis Best","PG","26","IND","49","1043","14.1","0.507","0.193","0.272","2.2","6.8","4.6","27.3","2.2","0.3","15.4","18.5","1.5","0.6","2.1","0.097","-0.1","-0.1","-0.3","0.5",1999
"33","Mike Bibby","PG","20","VAN","50","1758","14.8","0.487","0.122","0.279","2","7.2","4.6","35.1","2.4","0.2","17.7","21.5","1.1","0.2","1.3","0.035","-0.2","-1.6","-1.8","0.1",1999
"34","Chauncey Billups","SG","22","DEN","45","1488","15.1","0.547","0.475","0.347","1.8","5.8","3.7","20.4","2.1","0.7","14.7","20.3","2.8","-0.5","2.3","0.075","1.1","-1.6","-0.6","0.5",1999
"35","Mookie Blaylock","PG","31","ATL","48","1763","16.7","0.463","0.386","0.14","3","11.8","7.4","31.7","3.2","0.4","14.3","21.5","1.5","3.2","4.7","0.127","2.1","1.9","4","2.7",1999
"36","Corie Blount","PF","30","TOT","34","530","9.5","0.404","0.01","0.54","13.6","21.7","17.7","3.8","2","2.4","14.5","13","-0.1","0.7","0.7","0.059","-3.7","-0.4","-4.1","-0.3",1999
"37","Muggsy Bogues","PG","34","GSW","36","714","15.3","0.539","0.039","0.234","2.3","8.7","5.5","30.9","3.3","0.1","21.7","13.5","0.9","0.8","1.7","0.117","-0.7","2.2","1.5","0.6",1999
"38","Etdrick Bohannon","SF","25","WAS","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.017","-3","-1.6","-4.6","0",1999
"39","Keith Booth","SF","24","CHI","39","432","7","0.354","0.066","0.278","6.5","19.5","12.7","16.8","2.8","1.9","18.7","22.7","-1.4","0.6","-0.8","-0.088","-6.5","0.5","-6","-0.4",1999
"40","Bruce Bowen","SF","27","BOS","30","494","5","0.338","0.28","0.258","3.3","8.7","5.9","8.2","2.2","1.3","11.2","10.5","-0.4","0.4","0","0.001","-4.5","0.7","-3.8","-0.2",1999
"41","Earl Boykins","PG","22","TOT","22","221","7.2","0.405","0.228","0.038","4","5.6","4.7","28.4","1.5","0","19.9","21.5","-0.4","0.1","-0.3","-0.07","-4","-2.4","-6.5","-0.3",1999
"42","Shawn Bradley","C","26","DAL","49","1294","19.6","0.527","0.011","0.33","11.2","22.9","17","5.2","1.5","8.9","12.3","16.1","2.1","2.2","4.2","0.157","0","2.3","2.3","1.4",1999
