"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Kareem Abdul-Jabbar*","C","35","LAL","79","2554","23.6","0.619","0.002","0.302","7.6","17.6","12.8","10.8","1.1","3.5","12.6","24.6","8","2.9","10.9","0.205","4","0.5","4.5","4.2",1983
"2","Alvan Adams","C","28","PHO","80","2447","16.8","0.527","0.003","0.221","7.6","16.7","12.4","21.8","2.2","1.7","18.4","22","2","4.5","6.5","0.128","0.8","1.7","2.5","2.8",1983
"3","Mark Aguirre","SF","23","DAL","81","2784","20.5","0.535","0.048","0.371","7.3","12.5","9.8","18.2","1.3","0.5","12.4","30","5.9","1","6.9","0.118","3.6","-1.9","1.7","2.6",1983
"4","Danny Ainge","SG","23","BOS","80","2048","13.2","0.519","0.04","0.135","4.4","6.8","5.6","16.1","2.5","0.2","11.4","16.5","2.8","2.4","5.2","0.121","-1","1.2","0.2","1.2",1983
"5","Dwight Anderson","PG","22","DEN","5","33","10.6","0.571","0","0.714","0","6.1","3.1","11.5","1.3","0","21.4","26.2","0","0","0","0.001","-4.3","-0.5","-4.8","0",1983
"6","J.J. Anderson","SF","22","TOT","65","1202","13.7","0.526","0.011","0.462","10.4","14.4","12.5","7.6","2.3","0.9","14.8","17.4","0.9","1.4","2.3","0.094","-1","0","-0.9","0.3",1983
"7","Richard Anderson","C","22","SDC","78","1274","10.4","0.437","0.044","0.16","9.2","15.6","12.2","12.1","2.1","1.2","16.8","16.9","-0.3","0.8","0.5","0.017","-2.1","-0.5","-2.6","-0.2",1983
"8","Tiny Archibald*","PG","34","BOS","66","1811","12.3","0.509","0.043","0.535","1.5","3.9","2.7","28","1","0.1","19.3","18.3","1.7","1.2","2.9","0.077","0","-2","-2","0",1983
"9","John Bagley","PG","22","CLE","68","990","11.7","0.471","0.038","0.225","1.9","9.3","5.5","25.5","2.7","0.3","22.4","22.4","-1.1","0.8","-0.2","-0.011","-2.3","-0.4","-2.7","-0.2",1983
"10","James Bailey","PF","25","TOT","75","1765","15.6","0.544","0.001","0.416","9.8","19.6","14.4","6","1.1","1.9","17.6","25.2","0.6","1.4","2","0.055","-1.4","-1.2","-2.6","-0.3",1983
