"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Bud Acton","SF","26","SDR","23","195","9.5","0.444","0","0.392","0","0","0","7.5","0","0","0","0","-0.1","0.2","0.1","0.021","0","0","0","0",1968
"2","Henry Akin","C","23","SEA","36","259","6.5","0.372","0","0.226","0","0","0","7","0","0","0","0","-0.7","0.1","-0.6","-0.103","0","0","0","0",1968
"3","Cliff Anderson","SG","23","LAL","18","94","4.5","0.315","0","0.966","0","0","0","20.3","0","0","0","0","-0.3","0.1","-0.2","-0.113","0","0","0","0",1968
"4","Al Attles*","PG","31","SFW","67","1992","12.5","0.515","0","0.4","0","0","0","24.8","0","0","0","0","2.2","2.9","5.2","0.124","0","0","0","0",1968
"5","Jim Barnes","PF","26","TOT","79","1425","11.7","0.493","0","0.383","0","0","0","5.1","0","0","0","0","1.1","1.3","2.4","0.081","0","0","0","0",1968
"6","Dick Barnett","SG","31","NYK","81","2488","16.4","0.54","0","0.38","0","0","0","13.9","0","0","0","0","6","1.8","7.7","0.149","0","0","0","0",1968
"7","Jim Barnett","SG","23","SDR","47","1068","11.2","0.435","0","0.259","0","0","0","17.1","0","0","0","0","-0.6","0.8","0.3","0.012","0","0","0","0",1968
"8","John Barnhill","PG","29","SDR","75","1883","11.4","0.463","0","0.334","0","0","0","18.4","0","0","0","0","0.3","1.4","1.7","0.044","0","0","0","0",1968
"9","Elgin Baylor*","SF","33","LAL","77","3029","21","0.505","0","0.363","0","0","0","16.4","0","0","0","0","4.9","3.2","8","0.127","0","0","0","0",1968
"10","Zelmo Beaty*","C","28","STL","82","3068","19.3","0.555","0","0.437","0","0","0","8.4","0","0","0","0","8.2","3.6","11.8","0.185","0","0","0","0",1968
"11","Walt Bellamy*","C","28","NYK","82","2695","19.1","0.583","0","0.56","0","0","0","8.3","0","0","0","0","7.9","3.3","11.1","0.198","0","0","0","0",1968
"12","Dave Bing*","PG","24","DET","79","3209","18.5","0.49","0","0.353","0","0","0","23","0","0","0","0","3.8","2.5","6.2","0.093","0","0","0","0",1968
"13","John Block","C","23","SDR","52","1805","17.1","0.505","0","0.455","0","0","0","5.6","0","0","0","0","2.5","1.6","4.1","0.109","0","0","0","0",1968
"14","Bob Boozer","PF","30","CHI","77","2988","18.6","0.552","0","0.423","0","0","0","6","0","0","0","0","7.7","2.9","10.6","0.17","0","0","0","0",1968
"15","Nate Bowman","C","24","NYK","42","272","11","0.405","0","0.112","0","0","0","10","0","0","0","0","-0.4","0.4","0","-0.006","0","0","0","0",1968
"16","Bill Bradley*","SF","24","NYK","45","874","11.7","0.465","0","0.305","0","0","0","20.5","0","0","0","0","0.2","0.8","1.1","0.058","0","0","0","0",1968
"17","Bill Bridges","PF","28","STL","82","3197","15.6","0.523","0","0.48","0","0","0","10.8","0","0","0","0","4.5","4.2","8.6","0.129","0","0","0","0",1968
"18","Tyrone Britt","SG","23","SDR","11","84","9.5","0.396","0","0.088","0","0","0","19.1","0","0","0","0","-0.1","0.1","0","-0.02","0","0","0","0",1968
"19","Em Bryant","PG","29","NYK","77","968","8","0.43","0","0.296","0","0","0","17.1","0","0","0","0","-0.4","0.9","0.5","0.024","0","0","0","0",1968
"20","Jim Burns","SG","22","CHI","3","11","4.3","0.286","0","0","0","0","0","13","0","0","0","0","-0.1","0","-0.1","-0.248","0","0","0","0",1968
"21","Jim Caldwell","C","25","NYK","2","7","0","0","0","0","0","0","0","15.4","0","0","0","0","0","0","0","-0.117","0","0","0","0",1968
