"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Don Ackerman","PG","23","NYK","28","220","1","0.285","0","0.444","0","0","0","0","0","0","0","0","-0.7","0.1","-0.6","-0.123","0","0","0","0",1954
"2","Don Asmonga","G","25","BLB","7","46","-7.5","0.162","0","0.067","0","0","0","0","0","0","0","0","-0.3","0","-0.3","-0.279","0","0","0","0",1954
"3","Jim Baechtold","SF","26","NYK","70","1627","10.5","0.437","0","0.381","0","0","0","0","0","0","0","0","1.2","0.9","2.1","0.062","0","0","0","0",1954
"4","Don Barksdale*","PF","30","BOS","63","1358","14.2","0.448","0","0.542","0","0","0","0","0","0","0","0","1.5","0.8","2.3","0.082","0","0","0","0",1954
"5","Leo Barnhorst","F-G","29","TOT","72","2064","0","0.368","0","0.15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1954
"6","Ernie Barrett","SG","24","BOS","59","641","4.7","0.332","0","0.131","0","0","0","0","0","0","0","0","-1.1","0.3","-0.8","-0.058","0","0","0","0",1954
"7","Ernie Beck","SG","22","PHW","15","422","8.1","0.348","0","0.303","0","0","0","0","0","0","0","0","-0.7","0.3","-0.4","-0.051","0","0","0","0",1954
"8","Irv Bemoras","SF","23","MLH","69","1496","12.7","0.427","0","0.412","0","0","0","0","0","0","0","0","0.8","1.2","2","0.063","0","0","0","0",1954
"9","Bill Bolger","SF","22","BLB","20","202","10.7","0.433","0","0.22","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.039","0","0","0","0",1954
"10","Vince Boryla","SF","26","NYK","52","1522","6.8","0.375","0","0.154","0","0","0","0","0","0","0","0","-1.6","0.7","-1","-0.031","0","0","0","0",1954
"11","Bob Brannum","PF","27","BOS","71","1729","10.5","0.376","0","0.455","0","0","0","0","0","0","0","0","-1.1","1.1","0","0","0","0","0","0",1954
"12","Carl Braun*","SG","26","NYK","72","2373","17.8","0.495","0","0.485","0","0","0","0","0","0","0","0","7.2","1.3","8.6","0.173","0","0","0","0",1954
"13","Frankie Brian","SG","30","FTW","64","973","15.6","0.464","0","0.517","0","0","0","0","0","0","0","0","2","0.8","2.7","0.135","0","0","0","0",1954
"14","Bill Calhoun","SF","26","MLH","72","2370","12.5","0.441","0","0.536","0","0","0","0","0","0","0","0","2.2","1.9","4.1","0.082","0","0","0","0",1954
"15","Cal Christensen","SF","26","ROC","70","1654","11.7","0.404","0","0.661","0","0","0","0","0","0","0","0","-0.1","3","2.9","0.084","0","0","0","0",1954
"16","Nat Clifton*","PF","31","NYK","72","2179","14.8","0.419","0","0.396","0","0","0","0","0","0","0","0","0.7","1.7","2.4","0.054","0","0","0","0",1954
"17","Jack Coleman","PF","29","ROC","71","2377","14.8","0.432","0","0.254","0","0","0","0","0","0","0","0","1.4","4.4","5.8","0.117","0","0","0","0",1954
"18","Chuck Cooper*","SF","27","BOS","70","1101","9.6","0.375","0","0.444","0","0","0","0","0","0","0","0","-0.7","0.7","0","-0.001","0","0","0","0",1954
"19","Bob Cousy*","PG","25","BOS","72","2857","21","0.464","0","0.414","0","0","0","0","0","0","0","0","6.5","1.6","8.1","0.137","0","0","0","0",1954
"20","Bob Davies*","PG","34","ROC","72","2137","18","0.458","0","0.557","0","0","0","0","0","0","0","0","4.4","3.3","7.7","0.172","0","0","0","0",1954
"21","Walt Davis","PF","23","PHW","68","1568","11.2","0.399","0","0.222","0","0","0","0","0","0","0","0","-0.5","1.4","0.9","0.028","0","0","0","0",1954
"22","Bob Donham","SG","27","BOS","68","1451","13.6","0.489","0","0.676","0","0","0","0","0","0","0","0","2.7","0.8","3.5","0.115","0","0","0","0",1954
"23","Gene Dyker","F","23","MLH","11","91","0.4","0.271","0","0.308","0","0","0","0","0","0","0","0","-0.3","0.1","-0.3","-0.138","0","0","0","0",1954
"24","Ed Earle","PF","26","SYR","2","12","15","0.532","0","2","0","0","0","0","0","0","0","0","0","0","0","0.193","0","0","0","0",1954
"25","Ray Felix","C","23","BLB","72","2672","22.9","0.491","0","0.716","0","0","0","0","0","0","0","0","7.6","1","8.6","0.155","0","0","0","0",1954
"26","Danny Finn","PG","25","PHW","68","1562","13.9","0.401","0","0.396","0","0","0","0","0","0","0","0","0.2","1.4","1.7","0.052","0","0","0","0",1954
