"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Forest Able","G","24","SYR","1","1","-41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.062","0","0","0","0",1957
"2","Paul Arizin*","SF","28","PHW","71","2767","22.2","0.515","0","0.491","0","0","0","0","0","0","0","0","10.7","1.6","12.3","0.213","0","0","0","0",1957
"3","Bob Armstrong","C-F","23","PHW","19","110","7.8","0.331","0","0.324","0","0","0","0","0","0","0","0","-0.2","0.1","-0.1","-0.063","0","0","0","0",1957
"4","Jim Baechtold","SF","29","NYK","45","462","15.3","0.458","0","0.447","0","0","0","0","0","0","0","0","0.6","0.3","0.9","0.096","0","0","0","0",1957
"5","John Barber","F","29","STL","5","19","4.2","0.329","0","0.75","0","0","0","0","0","0","0","0","-0.1","0","0","-0.108","0","0","0","0",1957
"6","Ernie Beck","SG","25","PHW","72","1743","11.7","0.434","0","0.309","0","0","0","0","0","0","0","0","1","1.1","2.1","0.057","0","0","0","0",1957
"7","Irv Bemoras","SF","26","STL","62","983","6.9","0.369","0","0.268","0","0","0","0","0","0","0","0","-1.3","0.6","-0.6","-0.031","0","0","0","0",1957
"8","Gary Bergen","C","24","NYK","6","40","4.7","0.337","0","0.182","0","0","0","0","0","0","0","0","-0.1","0","0","-0.044","0","0","0","0",1957
"9","Al Bianchi","PG","24","SYR","68","1577","9.6","0.419","0","0.422","0","0","0","0","0","0","0","0","0.2","1.3","1.5","0.046","0","0","0","0",1957
"10","Carl Braun*","PG","29","NYK","72","2345","13.8","0.444","0","0.305","0","0","0","0","0","0","0","0","2.3","1.4","3.7","0.077","0","0","0","0",1957
"11","Bob Burrow","C","22","ROC","67","1028","13.1","0.44","0","0.577","0","0","0","0","0","0","0","0","0.7","1.6","2.3","0.106","0","0","0","0",1957
"12","Nat Clifton*","PF","34","NYK","71","2231","12.1","0.417","0","0.265","0","0","0","0","0","0","0","0","0.2","1.6","1.8","0.04","0","0","0","0",1957
"13","Jack Coleman","PF","32","STL","72","2145","14.6","0.446","0","0.208","0","0","0","0","0","0","0","0","1.7","2.4","4.1","0.091","0","0","0","0",1957
"14","Ed Conlin","SG","23","SYR","71","2250","15.4","0.45","0","0.411","0","0","0","0","0","0","0","0","2.5","2.2","4.7","0.101","0","0","0","0",1957
"15","Larry Costello","PG","25","PHW","72","2111","11.3","0.46","0","0.447","0","0","0","0","0","0","0","0","2.1","1.3","3.4","0.077","0","0","0","0",1957
"16","Bob Cousy*","PG","28","BOS","64","2364","21","0.452","0","0.35","0","0","0","0","0","0","0","0","4","4.7","8.8","0.178","0","0","0","0",1957
"17","Walt Davis","PF","26","PHW","65","1250","9.8","0.445","0","0.243","0","0","0","0","0","0","0","0","0.8","0.8","1.6","0.06","0","0","0","0",1957
"18","George Dempsey","PG","27","PHW","71","1147","13.4","0.466","0","0.338","0","0","0","0","0","0","0","0","1.3","0.8","2.1","0.089","0","0","0","0",1957
"19","Corky Devlin","SG","25","FTW","71","1242","12.2","0.422","0","0.285","0","0","0","0","0","0","0","0","0.4","0.8","1.2","0.046","0","0","0","0",1957
"20","Walter Dukes","C","26","MNL","71","1866","15.7","0.453","0","0.612","0","0","0","0","0","0","0","0","1.8","2.4","4.2","0.108","0","0","0","0",1957
"21","Ray Felix","C","26","NYK","72","1622","18.8","0.497","0","0.523","0","0","0","0","0","0","0","0","4.2","1.3","5.5","0.162","0","0","0","0",1957
"22","Ed Fleming","SG","23","ROC","51","927","12.4","0.398","0","0.525","0","0","0","0","0","0","0","0","-0.4","1.3","1","0.05","0","0","0","0",1957
"23","Larry Foust","C","28","FTW","61","1533","19.2","0.484","0","0.616","0","0","0","0","0","0","0","0","3.4","1.3","4.7","0.148","0","0","0","0",1957
"24","Harry Gallatin*","PF","29","NYK","72","1943","22.9","0.516","0","0.635","0","0","0","0","0","0","0","0","6.4","1.6","8.1","0.199","0","0","0","0",1957
"25","Dick Garmaker","SG","24","MNL","72","2406","16.6","0.488","0","0.429","0","0","0","0","0","0","0","0","5.5","2","7.5","0.15","0","0","0","0",1957
"26","Jack George","SG","28","PHW","67","2229","11.7","0.402","0","0.391","0","0","0","0","0","0","0","0","-0.2","1.4","1.2","0.026","0","0","0","0",1957
"27","Joe Graboski","PF","27","PHW","72","2501","12.6","0.41","0","0.288","0","0","0","0","0","0","0","0","-0.5","1.6","1.1","0.021","0","0","0","0",1957
"28","Si Green","SG","23","ROC","13","423","13.5","0.43","0","0.483","0","0","0","0","0","0","0","0","0.2","0.6","0.8","0.096","0","0","0","0",1957
"29","Richie Guerin*","SG","24","NYK","72","1793","12.8","0.42","0","0.418","0","0","0","0","0","0","0","0","0.5","1.3","1.7","0.046","0","0","0","0",1957
"30","Cliff Hagan*","SF","25","STL","67","971","12.2","0.423","0","0.391","0","0","0","0","0","0","0","0","0.3","1","1.3","0.065","0","0","0","0",1957
"31","Alex Hannum*","F-C","33","TOT","59","642","0","0.386","0","0.251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1957
"32","Bob Harrison","G","29","TOT","66","1810","0","0.422","0","0.207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1957
"33","Tom Heinsohn*","PF","22","BOS","72","2150","17.9","0.456","0","0.305","0","0","0","0","0","0","0","0","3","4.1","7.1","0.16","0","0","0","0",1957
"34","Dick Hemric","PF","23","BOS","67","1055","12.9","0.445","0","0.662","0","0","0","0","0","0","0","0","0.7","1.8","2.5","0.115","0","0","0","0",1957
"35","Larry Hennessy","SG","27","TOT","21","0","0","0.357","0","0.183","0","0","0","0","0","0","0","0","-0.7","0.2","-0.5","0","0","0","0","0",1957
"36","Lew Hitch","PF","27","TOT","68","1133","9.3","0.426","0","0.297","0","0","0","0","0","0","0","0","0.2","1","1.2","0.052","0","0","0","0",1957
"37","Joe Holup","SF","22","SYR","71","1284","12.7","0.438","0","0.52","0","0","0","0","0","0","0","0","0.9","1.2","2.1","0.08","0","0","0","0",1957
"38","Bob Hopkins","C","22","SYR","62","764","14.8","0.444","0","0.367","0","0","0","0","0","0","0","0","0.6","0.8","1.4","0.09","0","0","0","0",1957
"39","Bob Houbregs*","C","24","FTW","60","1592","17.6","0.489","0","0.4","0","0","0","0","0","0","0","0","3.3","1.2","4.5","0.134","0","0","0","0",1957
"40","Mel Hutchins","PF","28","FTW","72","2647","13","0.426","0","0.216","0","0","0","0","0","0","0","0","0.9","1.9","2.8","0.05","0","0","0","0",1957
"41","Neil Johnston*","C","27","PHW","69","2531","26.6","0.544","0","0.557","0","0","0","0","0","0","0","0","11.6","2.1","13.7","0.259","0","0","0","0",1957
"42","Phil Jordon","C-F","23","NYK","9","91","13.8","0.405","0","0.245","0","0","0","0","0","0","0","0","0","0.1","0","0.013","0","0","0","0",1957
"43","Ed Kalafat","SF","24","MNL","65","1617","11.6","0.433","0","0.588","0","0","0","0","0","0","0","0","0.8","1.7","2.6","0.076","0","0","0","0",1957
"44","Billy Kenville","SG","26","FTW","71","1701","12.1","0.413","0","0.359","0","0","0","0","0","0","0","0","0.2","1.2","1.4","0.039","0","0","0","0",1957
"45","Red Kerr","C","24","SYR","72","2191","17.3","0.462","0","0.378","0","0","0","0","0","0","0","0","2.7","2.7","5.4","0.117","0","0","0","0",1957
"46","Hal Lear","G","22","PHW","3","14","1","0.333","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.085","0","0","0","0",1957
"47","Slick Leonard*","PG","24","MNL","72","1943","11.4","0.407","0","0.278","0","0","0","0","0","0","0","0","-0.3","1.6","1.3","0.032","0","0","0","0",1957
"48","Earl Lloyd*","SF","28","SYR","72","1965","10.1","0.422","0","0.261","0","0","0","0","0","0","0","0","0.4","1.8","2.2","0.054","0","0","0","0",1957
"49","Jim Loscutoff","SF","26","BOS","70","2220","11","0.383","0","0.211","0","0","0","0","0","0","0","0","-2","4.1","2.1","0.046","0","0","0","0",1957
"50","Clyde Lovellette*","C","27","MNL","69","2492","21.9","0.471","0","0.296","0","0","0","0","0","0","0","0","5","3.2","8.2","0.157","0","0","0","0",1957
"51","Ed Macauley*","PF","28","STL","72","2582","16.8","0.496","0","0.485","0","0","0","0","0","0","0","0","6.1","2.2","8.3","0.154","0","0","0","0",1957
"52","Tom Marshall","SF","26","ROC","40","460","12.3","0.422","0","0.356","0","0","0","0","0","0","0","0","0.1","0.6","0.7","0.073","0","0","0","0",1957
"53","Slater Martin*","PG","31","TOT","66","2401","10.5","0.415","0","0.395","0","0","0","0","0","0","0","0","0.5","1.9","2.4","0.047","0","0","0","0",1957
"54","Johnny McCarthy","PG","22","ROC","72","1560","10.4","0.437","0","0.42","0","0","0","0","0","0","0","0","0.9","1.7","2.6","0.081","0","0","0","0",1957
"55","Dick McGuire*","PG","31","NYK","72","1191","14.2","0.44","0","0.445","0","0","0","0","0","0","0","0","1.1","1","2.1","0.084","0","0","0","0",1957
"56","Jack McMahon","SG","28","STL","72","2344","9.2","0.376","0","0.31","0","0","0","0","0","0","0","0","-1.3","2.1","0.8","0.016","0","0","0","0",1957
"57","Chuck Mencel","PG","23","MNL","72","1848","12.5","0.419","0","0.349","0","0","0","0","0","0","0","0","0.5","1.7","2.2","0.058","0","0","0","0",1957
"58","Vern Mikkelsen*","PF","28","MNL","72","2198","16","0.474","0","0.496","0","0","0","0","0","0","0","0","3.7","2.4","6.1","0.134","0","0","0","0",1957
"59","Jackie Moore","SF","24","PHW","57","400","11.6","0.487","0","0.434","0","0","0","0","0","0","0","0","0.6","0.3","0.9","0.103","0","0","0","0",1957
"60","Willie Naulls","PF","22","TOT","71","1778","13.7","0.396","0","0.238","0","0","0","0","0","0","0","0","-1.2","1.6","0.4","0.012","0","0","0","0",1957
