"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Zaid Abdul-Aziz","C","22","TOT","49","945","12.3","0.407","0","0.29","0","0","0","5.2","0","0","0","0","-1.1","0.8","-0.3","-0.016","0","0","0","0",1969
"2","Rick Adelman","PG","22","SDR","77","1448","11.4","0.45","0","0.454","0","0","0","20.3","0","0","0","0","0.2","2.1","2.2","0.074","0","0","0","0",1969
"3","Bob Allen","PF","22","SFW","27","232","6.8","0.408","0","0.837","0","0","0","5.4","0","0","0","0","-0.1","0.3","0.1","0.028","0","0","0","0",1969
"4","Cliff Anderson","SG","24","LAL","35","289","11.5","0.468","0","0.759","0","0","0","14.4","0","0","0","0","0.1","0.2","0.4","0.063","0","0","0","0",1969
"5","Al Attles*","PG","32","SFW","51","1516","12","0.493","0","0.415","0","0","0","26.9","0","0","0","0","1.3","2.2","3.6","0.113","0","0","0","0",1969
"6","Harry Barnes","SF","23","SDR","22","126","2.4","0.308","0","0.203","0","0","0","5","0","0","0","0","-0.5","0.1","-0.4","-0.154","0","0","0","0",1969
"7","Jim Barnes","C-PF","27","TOT","59","706","13.6","0.492","0","0.425","0","0","0","5.3","0","0","0","0","0.7","1.4","2.1","0.141","0","0","0","0",1969
"8","Dick Barnett","SG","32","NYK","82","2953","14.3","0.516","0","0.33","0","0","0","13.7","0","0","0","0","5.2","2.6","7.8","0.126","0","0","0","0",1969
"9","Jim Barnett","SG","24","SDR","80","2346","14.7","0.473","0","0.284","0","0","0","19.7","0","0","0","0","1.6","3.2","4.8","0.098","0","0","0","0",1969
"10","John Barnhill","PG","30","BAL","30","504","11.4","0.469","0","0.371","0","0","0","17.5","0","0","0","0","0.2","0.7","1","0.091","0","0","0","0",1969
"11","Elgin Baylor*","SF","34","LAL","76","3064","20.7","0.5","0","0.347","0","0","0","20.2","0","0","0","0","5.1","3.4","8.5","0.133","0","0","0","0",1969
"12","Zelmo Beaty*","C","29","ATL","72","2578","19.1","0.525","0","0.404","0","0","0","7.4","0","0","0","0","5.8","2.6","8.4","0.156","0","0","0","0",1969
"13","Walt Bellamy*","C","29","TOT","88","3159","18","0.555","0","0.56","0","0","0","7.6","0","0","0","0","7.7","2.6","10.4","0.157","0","0","0","0",1969
"14","Ed Biedenbach","G","23","PHO","7","18","2.7","0.231","0","1","0","0","0","18.6","0","0","0","0","-0.1","0","-0.1","-0.248","0","0","0","0",1969
"15","Dave Bing*","PG","25","DET","77","3039","17.8","0.482","0","0.391","0","0","0","26","0","0","0","0","3.3","1.2","4.5","0.071","0","0","0","0",1969
"16","John Block","PF","24","SDR","78","2489","14.5","0.483","0","0.377","0","0","0","7.5","0","0","0","0","2","3.5","5.5","0.107","0","0","0","0",1969
"17","Tom Boerwinkle","C","23","CHI","80","2365","12.9","0.42","0","0.267","0","0","0","10.5","0","0","0","0","-1.7","4.3","2.6","0.053","0","0","0","0",1969
"18","Bob Boozer","PF","31","CHI","79","2872","19.9","0.54","0","0.356","0","0","0","8.8","0","0","0","0","8","3.5","11.6","0.193","0","0","0","0",1969
"19","Nate Bowman","C","25","NYK","67","607","9.2","0.382","0","0.27","0","0","0","11.3","0","0","0","0","-1","1","0","0","0","0","0","0",1969
"20","Bill Bradley*","SF","25","NYK","82","2413","13.1","0.481","0","0.267","0","0","0","16.9","0","0","0","0","1.9","2.7","4.7","0.093","0","0","0","0",1969
"21","Bill Bridges","PF","29","ATL","80","2930","15.4","0.506","0","0.455","0","0","0","12.8","0","0","0","0","3","3.7","6.7","0.11","0","0","0","0",1969
"22","Em Bryant","PG","30","BOS","80","1388","8.8","0.431","0","0.205","0","0","0","16.7","0","0","0","0","-0.5","2.4","1.9","0.066","0","0","0","0",1969
"23","Joe Caldwell","SG","27","ATL","81","2720","14.5","0.518","0","0.268","0","0","0","16.6","0","0","0","0","4.7","2","6.7","0.118","0","0","0","0",1969
"24","Jay Carty","PF","27","LAL","28","192","10.1","0.405","0","0.124","0","0","0","7.9","0","0","0","0","-0.3","0.2","-0.1","-0.017","0","0","0","0",1969
"25","Wilt Chamberlain*","C","32","LAL","81","3669","21.9","0.564","0","0.78","0","0","0","13.8","0","0","0","0","9.4","5.3","14.7","0.192","0","0","0","0",1969
"26","Don Chaney","SG","22","BOS","20","209","6.3","0.328","0","0.177","0","0","0","12.4","0","0","0","0","-0.9","0.4","-0.5","-0.107","0","0","0","0",1969
"27","Len Chappell","PF","28","MIL","80","2207","16","0.503","0","0.335","0","0","0","6.2","0","0","0","0","3.1","1.6","4.7","0.102","0","0","0","0",1969
"28","Archie Clark","SG","27","PHI","82","2144","15.9","0.519","0","0.338","0","0","0","18.6","0","0","0","0","4","2.2","6.2","0.139","0","0","0","0",1969
"29","Barry Clemens","SF","25","CHI","75","1444","10.9","0.404","0","0.199","0","0","0","12.6","0","0","0","0","-1.9","2","0.1","0.004","0","0","0","0",1969
"30","Mel Counts","PF","27","LAL","77","1866","16.5","0.497","0","0.255","0","0","0","8.5","0","0","0","0","2.3","1.9","4.3","0.11","0","0","0","0",1969
"31","Freddie Crawford","SG","27","LAL","81","1690","8.8","0.484","0","0.339","0","0","0","11.8","0","0","0","0","1","1.2","2.2","0.063","0","0","0","0",1969
"32","Billy Cunningham*","PF","25","PHI","82","3345","18.7","0.492","0","0.434","0","0","0","11.8","0","0","0","0","4.4","4.6","9","0.129","0","0","0","0",1969
"33","Dick Cunningham","C","22","MIL","77","1236","10.9","0.464","0","0.319","0","0","0","6","0","0","0","0","0.2","1","1.2","0.048","0","0","0","0",1969
"34","Jim Davis","C","27","ATL","78","1367","17.3","0.511","0","0.407","0","0","0","9.9","0","0","0","0","2.2","1.6","3.8","0.134","0","0","0","0",1969
"35","Dave DeBusschere*","PF","28","TOT","76","2943","14.4","0.483","0","0.288","0","0","0","8.8","0","0","0","0","2.2","3","5.2","0.085","0","0","0","0",1969
"36","Connie Dierking","C","32","CIN","82","2540","16.1","0.486","0","0.259","0","0","0","12.8","0","0","0","0","2.5","0.5","3","0.057","0","0","0","0",1969
"37","Bill Dinwiddie","SF","25","CIN","69","1028","6.4","0.375","0","0.247","0","0","0","6.9","0","0","0","0","-1.6","0.2","-1.5","-0.068","0","0","0","0",1969
"38","Terry Dischinger","SF","28","DET","75","1456","14.1","0.556","0","0.347","0","0","0","8.7","0","0","0","0","3.3","0.5","3.8","0.125","0","0","0","0",1969
"39","Sonny Dove","PF","23","DET","29","236","13.6","0.509","0","0.36","0","0","0","7.1","0","0","0","0","0.3","0.1","0.4","0.088","0","0","0","0",1969
"40","Johnny Egan","PG","30","LAL","82","1805","11.3","0.495","0","0.402","0","0","0","15.6","0","0","0","0","1.8","1.3","3.1","0.082","0","0","0","0",1969
"41","Joe Ellis","SF","24","SFW","74","1731","13.6","0.433","0","0.214","0","0","0","11.7","0","0","0","0","-1.2","2.5","1.3","0.036","0","0","0","0",1969
"42","Leroy Ellis","C","28","BAL","80","1603","12.8","0.483","0","0.294","0","0","0","5.6","0","0","0","0","1","2.6","3.6","0.108","0","0","0","0",1969
"43","Wayne Embry*","C","31","MIL","78","2355","13.5","0.48","0","0.436","0","0","0","8.6","0","0","0","0","1.6","1.8","3.4","0.069","0","0","0","0",1969
"44","Keith Erickson","SG","24","LAL","77","1974","9.9","0.459","0","0.278","0","0","0","12.9","0","0","0","0","0.4","1.6","1.9","0.047","0","0","0","0",1969
"45","Bob Ferry","C","31","BAL","7","36","11.1","0.391","0","0.429","0","0","0","13.6","0","0","0","0","-0.1","0.1","0","0.012","0","0","0","0",1969
"46","Hank Finkel","C","26","SDR","35","332","13.1","0.5","0","0.369","0","0","0","8.1","0","0","0","0","0.3","0.5","0.9","0.123","0","0","0","0",1969
"47","Fred Foster","SF","22","CIN","56","497","8.7","0.43","0","0.342","0","0","0","9.6","0","0","0","0","-0.3","0.1","-0.2","-0.019","0","0","0","0",1969
