"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Tariq Abdul-Wahad","SG","25","TOT","61","1578","13.6","0.477","0.036","0.299","7","13.1","10","10","1.8","1.2","12.7","22.5","0.4","1.8","2.2","0.068","-1.2","-0.1","-1.2","0.3",2000
"2","Shareef Abdur-Rahim","SF","23","VAN","82","3223","20.2","0.547","0.075","0.431","8","22.7","15.3","15.5","1.5","1.9","14.1","25","6.2","2.6","8.8","0.132","2.6","-0.4","2.2","3.4",2000
"3","Cory Alexander","PG","26","DEN","29","329","8.8","0.381","0.357","0.224","2.6","11.3","6.9","25.7","3.7","0.4","20.6","18","-0.5","0.4","-0.1","-0.012","-4.1","1.8","-2.4","0",2000
"4","Ray Allen*","SG","24","MIL","82","3070","20.6","0.57","0.288","0.282","3.2","10.5","6.8","17","1.9","0.5","10.3","25.6","9","1","10.1","0.157","4.7","-1.1","3.6","4.3",2000
"5","Rafer Alston","PG","23","MIL","27","361","4.3","0.31","0.147","0.042","1.6","5.8","3.7","26.8","1.7","0","23.1","15.5","-0.7","0","-0.7","-0.095","-5","-2.3","-7.3","-0.5",2000
"6","John Amaechi","C","29","ORL","80","1684","13.2","0.505","0.009","0.416","4","13.2","8.6","9.1","1","1.5","14.4","24.1","0.6","1.8","2.4","0.067","-1.8","-0.8","-2.5","-0.2",2000
"7","Derek Anderson","SG","25","LAC","64","2201","16.9","0.542","0.207","0.359","3.9","9.3","6.5","17.9","2.1","0.3","14.4","23.4","3.1","0.3","3.3","0.073","1.2","-1.2","-0.1","1.1",2000
"8","Kenny Anderson","PG","29","BOS","82","2593","17.4","0.524","0.223","0.257","2.3","7.9","4.9","26.7","2.7","0.2","10.6","20.5","5.4","1.9","7.3","0.136","1.7","0.1","1.8","2.5",2000
"9","Nick Anderson","SG","32","SAC","72","2094","11.8","0.479","0.508","0.097","4.1","12.8","8.4","8.6","2.2","0.5","10.4","18.1","0.3","2.5","2.8","0.064","-0.6","0.3","-0.3","0.9",2000
"10","Shandon Anderson","SF","26","HOU","82","2700","13.8","0.567","0.289","0.325","3.9","11.9","8","14.3","1.8","0.8","17.9","17.6","3","1.9","4.9","0.087","-0.3","-0.2","-0.5","1.1",2000
"11","Chris Anstey","C","25","CHI","73","1007","15.1","0.512","0.016","0.404","10.3","22.5","16.3","13.2","1.5","1.8","15.7","23.1","0.6","1.3","1.9","0.09","-2.1","-0.1","-2.3","-0.1",2000
"12","Greg Anthony","PG","32","POR","82","1548","13","0.551","0.56","0.274","1.4","8.4","5.1","20.5","2","0.4","15.4","16.4","2.3","1.8","4.1","0.128","0.4","0.8","1.2","1.2",2000
"13","B.J. Armstrong","PG","32","CHI","27","583","10.7","0.51","0.156","0.134","0.4","9.2","4.7","26.5","0.6","0.1","16.9","18.6","0.2","0.2","0.4","0.03","-1.8","-2","-3.8","-0.3",2000
"14","Darrell Armstrong","PG","31","ORL","82","2590","19.5","0.542","0.36","0.221","2.7","8.6","5.7","31.4","3.2","0.2","16.8","23.9","4.6","3.4","8","0.149","3.6","0.9","4.5","4.3",2000
"15","Chucky Atkins","PG","25","ORL","82","1626","14.4","0.489","0.22","0.179","1.3","7.1","4.2","30.9","1.6","0.1","15.1","24.3","1.1","1.3","2.4","0.072","0.6","-1.4","-0.8","0.5",2000
"16","Stacey Augmon","SG","31","POR","59","692","12.2","0.51","0.011","0.314","7.5","12","9.9","11.9","2.1","1.2","16","15.8","0.5","1","1.5","0.102","-1.5","1","-0.5","0.3",2000
"17","Isaac Austin","C","30","WAS","59","1173","10.2","0.481","0.011","0.389","6.2","21.7","13.8","10","0.8","2.3","20.6","19.6","-0.9","0.9","0","0.001","-3.1","-0.1","-3.2","-0.4",2000
"18","Anthony Avent","PF","30","LAC","49","377","5.5","0.368","0","0.333","6.6","15.6","10.9","4.5","2.2","2.7","17.9","15.8","-0.7","0.2","-0.5","-0.065","-6.9","-0.5","-7.4","-0.5",2000
"19","William Avery","PG","20","MIN","59","484","6.7","0.391","0.348","0.199","1.9","7.8","4.8","26.2","1.5","0.3","17.6","22.3","-0.8","0.3","-0.5","-0.046","-4.3","-2","-6.3","-0.5",2000
"20","Toby Bailey","SG","24","PHO","46","449","10.8","0.483","0.071","0.464","6.6","11.2","8.9","10.3","1.5","0.6","12.5","18.9","0.2","0.6","0.8","0.088","-3","-0.1","-3.1","-0.1",2000
"21","Vin Baker","C","28","SEA","79","2849","14","0.5","0.007","0.365","8.6","14.7","11.6","8.6","0.8","1.6","14","23.6","1.2","2.2","3.5","0.059","-1.6","-1.5","-3","-0.7",2000
"22","Charles Barkley*","PF","36","HOU","20","620","19.8","0.534","0.117","0.495","13.1","24.4","18.9","17.3","1.2","0.4","14","22.3","1.3","0.6","1.9","0.148","2.5","-0.5","2","0.6",2000
"23","Dana Barros","PG","32","BOS","72","1139","15.1","0.552","0.331","0.175","1.2","9.1","5","19.4","1.4","0.3","12.3","20.4","2","0.5","2.4","0.103","1.7","-1.4","0.3","0.7",2000
"24","Brent Barry","SG","28","SEA","80","2726","14.6","0.609","0.564","0.222","2","13.1","7.5","16","1.9","0.8","15.5","14.9","4.9","2.5","7.5","0.131","1","0.9","1.8","2.6",2000
"25","Drew Barry","PG","26","TOT","16","159","9.5","0.582","0.545","0.152","0","8.4","4","31.3","0.6","0","27","13.1","0.2","0","0.1","0.042","-2.6","-2.2","-4.8","-0.1",2000
"26","Jon Barry","SG","30","SAC","62","1281","15.9","0.623","0.445","0.335","3.1","9.9","6.5","16.7","2.8","0.4","17.6","15.7","2.6","1.6","4.2","0.157","0.8","2","2.8","1.5",2000
"27","Tony Battie","C","23","BOS","82","1505","15.1","0.515","0.017","0.329","10.9","20.6","15.5","6.7","1.6","3.5","11.3","17.1","2","1.7","3.8","0.12","-1.3","-0.1","-1.4","0.2",2000
"28","Jonathan Bender","SF","19","IND","24","130","7.6","0.397","0.171","0.343","3.6","14.1","9.1","3.9","0.4","2.5","8","30.6","-0.3","0.1","-0.2","-0.074","-7.5","-3.1","-10.6","-0.3",2000
"29","Benoit Benjamin","C","35","CLE","3","8","5.5","0.333","0","0","0","14.1","7","0","0","9","0","16.3","0","0","0","-0.036","-6","-0.3","-6.3","0",2000
"30","Corey Benjamin","SG","21","CHI","48","862","9.7","0.479","0.254","0.234","2.8","9.3","6","13.1","1.9","1.9","16.1","24.4","-1","0.7","-0.2","-0.013","-3.1","-0.7","-3.9","-0.4",2000
"31","Mario Bennett","PF","26","LAC","1","3","-25.5","0","0","0","36","38.5","37.2","0","0","0","0","44.4","-0.1","0","-0.1","-0.859","-25.2","-19.1","-44.2","0",2000
"32","Travis Best","PG","27","IND","82","1691","16.5","0.569","0.166","0.339","1.1","8.1","4.7","26.3","2.3","0.2","14.2","20.2","3.5","1.6","5.1","0.145","0","0.7","0.7","1.2",2000
"33","Mike Bibby","PG","21","VAN","82","3155","16.7","0.521","0.206","0.242","2.8","8.9","5.8","36.2","2.2","0.3","17.8","20","4.5","1.1","5.6","0.086","1.9","-1.3","0.6","2.1",2000
"34","Chauncey Billups","SG","23","DEN","13","305","10.5","0.465","0.406","0.436","2.8","9.4","6.1","19.4","1.7","0.4","16.6","20.6","0","0.2","0.1","0.023","-2.3","-0.4","-2.6","0",2000
"35","Mookie Blaylock","PG","32","GSW","73","2459","15.1","0.468","0.36","0.114","2.2","9.8","5.8","31.8","3","0.6","14","17.5","1.9","1.4","3.3","0.065","0.7","0.2","0.9","1.8",2000
"36","Corie Blount","PF","31","PHO","38","446","9","0.517","0.022","0.371","13.2","14.9","14.1","3.3","1.7","1.1","21.3","13","0.1","0.7","0.8","0.09","-4.4","0.2","-4.2","-0.2",2000
"37","Muggsy Bogues","PG","35","TOR","80","1731","12.5","0.517","0.142","0.243","1.6","7.4","4.4","26","1.9","0.2","13","11.6","2.7","0.9","3.7","0.102","-1.5","-0.1","-1.6","0.2",2000
"38","Etdrick Bohannon","PF","26","TOT","13","118","10.5","0.615","0","1.846","12","17.6","14.7","6.3","0.9","3.5","29.8","12.7","0.1","0.1","0.1","0.059","-4.7","-0.9","-5.6","-0.1",2000
"39","Calvin Booth","C","23","WAS","11","143","11.9","0.403","0","0.304","11.9","13.8","12.9","7.6","1.1","7.1","10.3","18","0","0.2","0.1","0.043","-3.9","0.1","-3.8","-0.1",2000
"40","Lazaro Borrell","SF","27","SEA","17","167","15","0.457","0.048","0.175","9.1","17.3","13.1","9.7","1.8","1.3","8.1","19.5","0.1","0.2","0.3","0.079","-0.3","-0.9","-1.2","0",2000
"41","Cal Bowdler","SF","22","ATL","46","423","10","0.463","0.009","0.33","5.7","16.3","11","5.2","1.7","1.4","13.8","16","-0.1","0.3","0.2","0.027","-3.4","-0.3","-3.7","-0.2",2000
"42","Bruce Bowen","SF","28","TOT","69","878","6.7","0.46","0.299","0.222","3.5","8.7","6.2","5.8","1.4","1.2","8.2","12.1","0.2","0.9","1.2","0.064","-3.1","0.8","-2.4","-0.1",2000
"43","Ryan Bowen","SF","24","DEN","52","589","11.8","0.467","0.077","0.453","13.7","7.3","10.5","4.9","3.4","1.5","9.1","11.4","0.8","0.6","1.4","0.111","-1.7","1.5","-0.2","0.3",2000
"44","Ira Bowman","SG","26","PHI","11","20","13.3","0.868","0","1","0","11.2","5.5","7.6","2.6","0","25.8","8.5","0","0","0.1","0.128","0.3","3.4","3.6","0",2000
"45","Earl Boykins","PG","23","TOT","26","261","20","0.547","0.172","0.198","5.1","6.1","5.6","34.6","2.3","0.3","11.9","23.8","0.6","0.2","0.8","0.153","3.8","0","3.9","0.4",2000
"46","Shawn Bradley","C","27","DAL","77","1901","17","0.521","0.009","0.268","9.1","18.9","14","4.7","1.9","6.8","10.7","16.1","2.3","2.7","5.1","0.128","-1","1.9","0.8","1.4",2000
"47","A.J. Bramlett","C","23","CLE","8","61","-0.4","0.19","0","0","21.7","18.5","20.1","0","0.8","0","12.5","17.1","-0.2","0.1","-0.2","-0.129","-9.2","-6.7","-15.9","-0.2",2000
"48","Elton Brand","PF","20","CHI","81","2999","20.6","0.528","0.002","0.41","13.3","18.4","15.8","11.8","1.2","3.3","12.9","27","4.2","3.3","7.5","0.121","2.2","-0.9","1.3","2.5",2000
"49","Terrell Brandon","PG","29","MIN","71","2587","20.8","0.535","0.127","0.2","2","8.8","5.4","39.1","2.7","0.8","14","23","5.8","2.8","8.6","0.159","3.9","0.3","4.3","4.1",2000
"50","Chucky Brown","PF","31","TOT","63","1096","9.5","0.476","0.03","0.159","3.7","13.2","8.6","9.9","0.9","1.1","11.4","16.5","0","1.3","1.3","0.059","-3.1","0.1","-3","-0.3",2000
"51","Dee Brown","PG","31","TOR","38","673","11.8","0.498","0.725","0.062","1.4","7.7","4.5","20.7","1.9","0.5","12.8","20","0.4","0.4","0.8","0.057","0.4","-0.9","-0.5","0.3",2000
"52","Marcus Brown","SG","25","DET","6","45","1.1","0.336","0.5","0.143","7.7","10.3","9","9.8","0","0","16.8","17.5","-0.1","0","-0.1","-0.095","-6.7","-2.6","-9.3","-0.1",2000
"53","P.J. Brown","PF","30","MIA","80","2302","15.3","0.516","0.001","0.237","11.4","18.4","15.1","10.3","1.5","1.9","11.9","17.1","3.3","3.6","6.9","0.143","-0.3","0.6","0.3","1.4",2000
"54","Randy Brown","PG","31","CHI","59","1625","7.3","0.402","0.014","0.193","1.6","8.9","5.2","22.6","2","0.7","18.2","16.2","-2","1.2","-0.8","-0.024","-4.6","-0.2","-4.8","-1.2",2000
"55","Rick Brunson","PG","27","NYK","37","289","7","0.456","0.186","0.257","1.3","9.6","5.5","26.9","1.7","0.3","28.5","17.9","-0.4","0.3","-0.1","-0.018","-4.8","0","-4.8","-0.2",2000
"56","Kobe Bryant*","SG","21","LAL","66","2524","21.7","0.546","0.122","0.341","4.6","12.9","8.8","22.4","2.2","1.7","11.8","26.8","6.1","4.5","10.6","0.202","3.5","1.6","5.1","4.5",2000
"57","Mark Bryant","PF","34","CLE","75","1712","8.9","0.547","0","0.272","8.1","14.9","11.5","5.5","0.9","1.3","18.3","12","1","1.4","2.4","0.067","-3.4","-0.2","-3.5","-0.7",2000
"58","Greg Buckner","SG","23","DAL","48","923","12.1","0.527","0.112","0.27","6.6","13.7","10.1","8.6","2.1","1.5","12.1","14.2","1","0.8","1.8","0.094","-2.2","0.7","-1.5","0.1",2000
"59","Jud Buechler","SF","31","DET","58","657","8.2","0.409","0.532","0.045","5.3","10.7","8","7.3","1.9","1.8","7.6","11.5","0","0.5","0.5","0.037","-1.2","0.5","-0.7","0.2",2000
"60","Rodney Buford","SG","22","MIA","34","386","11.2","0.457","0.192","0.146","3.1","10.9","7.2","9.2","1.4","1.5","5.3","20.5","0.1","0.5","0.6","0.072","-2.5","-0.5","-3","-0.1",2000
"61","Matt Bullard","PF","32","HOU","56","1024","11.9","0.541","0.521","0.088","1.5","13.4","7.6","9.9","0.9","0.8","9.2","16.7","1.3","0.6","1.8","0.087","0.3","-0.6","-0.3","0.4",2000
"62","Scott Burrell","SF","29","NJN","74","1336","14.2","0.511","0.554","0.119","5.2","16.5","10.6","8.6","2.6","2.3","7.9","16","1.7","1.5","3.2","0.115","0.2","0.9","1.1","1",2000
"63","Jason Caffey","PF","26","GSW","71","2159","12.4","0.515","0.003","0.511","8.7","15.2","11.7","9.1","1.4","0.7","17.1","19.4","0.7","0.9","1.6","0.035","-2.3","-1.7","-4","-1.1",2000
"64","Michael Cage","C","38","NJN","20","242","12.6","0.533","0","0.125","14.6","22.8","18.6","5.3","1.7","2.3","13.6","5.4","0.4","0.3","0.7","0.14","-0.6","0.1","-0.4","0.1",2000
"65","Marcus Camby","C","25","NYK","59","1548","19","0.529","0.004","0.469","13.7","21.3","17.7","5.4","1.5","5.7","11.2","19.6","2.6","3.2","5.9","0.182","0.5","1.9","2.3","1.7",2000
"66","Elden Campbell","C","31","CHH","78","2538","14.6","0.5","0.007","0.432","7.6","18.3","13.1","8.5","1.1","4.1","11.4","19.7","1.7","3.9","5.5","0.105","-1.5","0.6","-0.9","0.7",2000
"67","Antoine Carr","SF","38","VAN","21","221","7.5","0.477","0","0.219","4.3","13.1","8.7","5.3","0.7","1.9","11.4","16.3","0","0.1","0.1","0.019","-4.4","-0.8","-5.1","-0.2",2000
"68","Chris Carr","SF-SG","25","TOT","57","1166","10.8","0.482","0.204","0.252","4","13.4","8.6","15","1.4","0.9","17.5","26.1","-1.2","0.9","-0.3","-0.012","-2.2","-1.5","-3.8","-0.5",2000
"69","Anthony Carter","PG","24","MIA","79","1859","11","0.442","0.045","0.244","3.1","9","6.2","31.7","2.7","0.2","23.5","18.5","-1","2.4","1.4","0.036","-3","0.2","-2.7","-0.4",2000
"70","Vince Carter","SF","23","TOR","82","3126","23.4","0.543","0.139","0.325","5.2","12.1","8.5","20.5","1.8","2.1","8.4","30","9.1","2.7","11.8","0.182","5.6","-0.1","5.5","5.9",2000
"71","Sam Cassell","PG","30","MIL","81","2899","21.1","0.551","0.077","0.38","2.8","9.3","6.1","41.1","1.8","0.2","16.4","25","8.4","0.8","9.2","0.152","3.6","-1.4","2.2","3.1",2000
"72","Kelvin Cato","C","25","HOU","65","1581","15.9","0.574","0.01","0.517","7.4","19.9","13.8","2.7","1.1","5.1","12.6","15.7","2.3","2","4.2","0.128","-1.1","1","-0.1","0.7",2000
"73","Duane Causwell","C","31","MIA","25","185","14.1","0.614","0","1.027","7.2","21.5","14.7","1.7","0.6","6.3","15.7","16.1","0.3","0.4","0.7","0.171","-3.7","2","-1.7","0",2000
"74","Cedric Ceballos","SF","30","DAL","69","2064","18.1","0.516","0.134","0.248","9","15","12","7.4","1.4","0.8","10.1","26.4","2.7","1.3","4","0.094","1.2","-2.2","-1","0.5",2000
"75","John Celestand","PG","22","LAL","16","185","2.7","0.388","0.2","0.133","0.6","5.7","3.2","15.2","1.9","0","25.1","15.1","-0.4","0.2","-0.1","-0.038","-7.7","0.1","-7.6","-0.3",2000
"76","Rex Chapman","SG","32","PHO","53","957","9.4","0.491","0.384","0.244","1.2","8","4.7","9.9","1.2","0.1","9.7","18.1","0.4","1","1.4","0.072","-2","-0.2","-2.2","-0.1",2000
"77","Calbert Cheaney","SG","28","BOS","67","1309","6.7","0.473","0.198","0.077","1.9","10.6","6","9","1.7","0.8","14","10.9","0","0.8","0.8","0.029","-3.8","0.1","-3.7","-0.6",2000
"78","Pete Chilcutt","PF","31","TOT","56","601","8.9","0.46","0.205","0.063","8.7","16.5","12.5","6.9","1.3","1.2","13.3","11.3","0.2","0.4","0.6","0.046","-2.7","-0.8","-3.5","-0.2",2000
"79","Chris Childs","PG","32","NYK","71","1675","8.6","0.491","0.291","0.165","1.2","8.9","5.2","26.4","1.2","0.2","21.5","13.8","0.4","1.7","2.1","0.061","-2.9","0.5","-2.4","-0.2",2000
"80","Doug Christie","SG","29","TOR","73","2264","15.8","0.526","0.36","0.283","3","11.4","7","23","2.3","1.3","14.4","19.6","3","2","5.1","0.108","1.1","0.2","1.4","1.9",2000
"81","Keon Clark","C","24","DEN","81","1850","15.9","0.573","0.015","0.333","9.5","20.4","14.9","6.2","1.2","4.2","17.1","17.2","2","2.2","4.2","0.109","-1","0.8","-0.2","0.8",2000
"82","Keith Closs","C","23","LAC","57","820","14.1","0.514","0.015","0.396","8.5","16","12.2","5","0.8","6","12.8","14.4","0.6","0.5","1.1","0.062","-1.9","-0.1","-2","0",2000
"83","Derrick Coleman","PF","32","CHH","74","2347","18.9","0.541","0.144","0.385","6.1","23.8","15.1","13.5","0.7","3.8","13.1","25.2","2.7","3.8","6.5","0.133","1.2","0.5","1.6","2.2",2000
"84","Bimbo Coles","PG","31","ATL","80","1924","12.9","0.494","0.064","0.171","1.7","8.1","4.9","24.6","1.6","0.4","13.6","17.4","1.8","0.5","2.3","0.058","-1.6","-0.6","-2.2","-0.1",2000
"85","Marty Conlon","C","32","LAC","3","9","9.6","0.5","0","0","12","12.8","12.4","0","0","0","0","9.9","0","0","0","0.06","-2.9","-5.9","-8.8","0",2000
"86","Tyrone Corbin","SF","37","SAC","54","941","7.9","0.415","0.178","0.158","4.4","13.9","9.1","8.7","1.8","0.3","9.9","13","-0.1","1.1","0.9","0.048","-3.6","0.9","-2.7","-0.2",2000
"87","Chris Crawford","PF","24","ATL","55","668","11.9","0.476","0.118","0.354","8.4","7.9","8.1","8","1.3","1.6","12.3","20","0.4","0.2","0.6","0.043","-1.9","-1.3","-3.2","-0.2",2000
"88","Austin Croshere","PF","24","IND","81","1885","16.7","0.553","0.266","0.354","8.3","21.8","15.3","7.6","1.2","2.1","13.8","21.1","2.8","2.6","5.4","0.138","0.7","0","0.7","1.3",2000
"89","John Crotty","PG","30","DET","69","937","12.5","0.557","0.319","0.371","2.1","7.2","4.6","20.9","1.4","0.4","15.6","16.2","1.5","0.4","1.9","0.099","-0.2","-0.8","-0.9","0.2",2000
"90","Terry Cummings","PF","38","GSW","22","398","14","0.474","0","0.22","11.2","17.4","14.1","9.3","1.6","1.4","12.2","23.4","0.2","0.3","0.4","0.049","-2.3","-1.1","-3.4","-0.1",2000
"91","Vonteego Cummings","PG","23","GSW","75","1793","12.9","0.484","0.231","0.258","3.1","7.9","5.4","22.6","2.6","0.5","15.3","20.2","0.7","0.7","1.3","0.036","-1.2","-0.5","-1.7","0.2",2000
"92","Bill Curley","SF-PF","27","TOT","28","309","6.5","0.481","0.015","0.368","6","11.6","8.6","6.8","2.1","0.9","21","13.7","-0.1","0.2","0","0.003","-5.9","-0.4","-6.3","-0.3",2000
"93","Dell Curry","SG","35","TOR","67","1095","14.9","0.542","0.533","0.07","1.1","9.4","5.1","14.1","1.5","0.6","7.9","20.5","1.6","0.6","2.2","0.098","1.9","-1.1","0.8","0.8",2000
"94","Michael Curry","SG","31","DET","82","1611","8.6","0.559","0.013","0.443","1.5","6","3.7","8.3","1","0.2","13.9","14.3","1.6","0.5","2","0.06","-3.2","-0.8","-4","-0.8",2000
"95","Erick Dampier","C","24","GSW","21","495","9.6","0.427","0","0.295","9.6","19.5","14.2","6.2","0.8","2.1","12.9","19.1","-0.3","0.3","-0.1","-0.006","-4.7","-1.9","-6.6","-0.6",2000
"96","Antonio Daniels","SG","24","SAS","68","1195","15.2","0.541","0.192","0.294","1.6","6.4","4.1","24.4","2.4","0.3","13","17.2","1.9","1.7","3.6","0.144","0.3","1.2","1.5","1",2000
"97","Kornél Dávid","SF","28","TOT","32","474","10.7","0.493","0.019","0.357","6.3","13.8","10","7","1.9","0.5","15.4","20.7","-0.1","0.4","0.3","0.033","-3.5","-0.9","-4.3","-0.3",2000
"98","Antonio Davis","C","31","TOR","79","2479","15.1","0.52","0","0.521","10.3","21.5","15.7","6.7","0.8","2.8","12.1","17.8","3.5","2.6","6.1","0.118","-1","-1","-2","0",2000
"99","Baron Davis","PG","20","CHH","82","1523","12.9","0.486","0.256","0.353","3.6","8.4","6.1","32.6","3.3","0.9","21.9","18.9","-0.1","2.2","2.1","0.065","-2","1.2","-0.8","0.5",2000
"100","Ben Davis","PF","27","PHO","5","22","8.5","0.333","0","0","15.5","29.8","22.8","13.2","2.3","3.3","33.3","18","-0.1","0.1","0","-0.033","-6.5","1.6","-4.9","0",2000
"101","Dale Davis","C","30","IND","74","2127","17.4","0.537","0","0.337","14","24","19.2","4.8","1.3","2.9","11.6","16.7","3.8","3.3","7.1","0.161","0.7","0.1","0.8","1.5",2000
"102","Emanual Davis","PG","31","SEA","54","701","10.2","0.458","0.468","0.173","2.3","13.4","7.8","14.9","2.8","0.5","15.7","17.7","-0.3","0.8","0.5","0.037","-3","1.2","-1.9","0",2000
"103","Hubert Davis","PG","29","DAL","79","1817","10.8","0.585","0.36","0.166","1","6.9","4","11.2","0.7","0.1","12.3","13.8","2.5","0","2.5","0.067","-0.4","-1.6","-2","0",2000
"104","Mark Davis","SF","26","GSW","23","464","9.8","0.453","0.015","0.343","6.6","12.8","9.5","12.8","2.7","0.6","20.2","17.9","-0.4","0.3","-0.1","-0.012","-3.9","-0.8","-4.6","-0.3",2000
"105","Ricky Davis","SG","20","CHH","48","570","15.3","0.542","0.021","0.273","5.9","10.4","8.2","18.9","2.7","1","18","20.1","0.3","0.8","1.1","0.092","-0.6","0.3","-0.3","0.2",2000
"106","Todd Day","SG","30","PHO","58","941","13.2","0.524","0.5","0.327","3.7","11.4","7.6","10.7","2.4","1.7","11.7","20","0.9","1.6","2.5","0.125","-0.5","1.2","0.7","0.6",2000
"107","Andrew DeClercq","C","26","CLE","82","1831","11.4","0.53","0","0.361","9.4","17.5","13.4","5.1","1.7","2.6","17.4","14.8","0.6","2.3","2.9","0.077","-2.9","0.6","-2.3","-0.2",2000
"108","Vinny Del Negro","PG","33","MIL","67","1211","11.7","0.51","0.074","0.12","0.9","9.4","5.2","19.6","1.5","0","12.3","14.3","1.3","0.2","1.5","0.061","-1.3","-0.8","-2.1","0",2000
"109","Tony Delk","PG","26","SAC","46","682","14.1","0.485","0.143","0.211","5.5","8","6.7","12.4","2.5","0.5","9.5","20.6","0.5","0.7","1.3","0.09","-0.9","0.6","-0.3","0.3",2000
