"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Zaid Abdul-Aziz","C","27","HOU","79","2459","15.9","0.516","0","0.328","11.4","28.6","20.1","8.9","1.5","2.3","0","0","3.3","3.2","6.5","0.126","0.9","0.1","1","1.8",1974
"2","Kareem Abdul-Jabbar*","C","26","MIL","81","3548","24.4","0.564","0","0.239","8.8","23.9","16.9","16.1","1.4","4","0","0","10.6","7.9","18.4","0.25","5","2.5","7.5","8.6",1974
"3","Don Adams","SF","26","DET","74","2298","10.9","0.457","0","0.271","6","14.1","10","8.3","2.2","0.3","0","0","0.1","3.5","3.6","0.076","-2.2","0.7","-1.4","0.3",1974
"4","Rick Adelman","PG","27","CHI","55","618","10","0.447","0","0.447","2.6","9","5.8","12.4","2.7","0.1","0","0","-0.3","0.9","0.7","0.053","-3.5","1.8","-1.6","0.1",1974
"5","Lucius Allen","PG","26","MIL","72","2388","18.8","0.536","0","0.258","4.1","8.1","6.2","21.7","2.6","0.5","0","0","4.7","3.4","8.2","0.164","1.6","1","2.5","2.7",1974
"6","Tiny Archibald*","PG","25","KCO","35","1272","18.3","0.527","0","0.429","1.7","5.3","3.5","30.7","2","0.3","0","0","1.8","0.5","2.3","0.088","1.8","-1.4","0.3","0.8",1974
"7","Dennis Awtrey","C","25","CHI","68","756","11.4","0.56","0","0.764","6.6","17.4","11.9","15.2","1.3","1","0","0","0.2","1.2","1.4","0.091","-2.4","2.1","-0.3","0.3",1974
"8","Mike Bantom","PF","22","PHO","76","1982","11.7","0.437","0","0.271","8.9","17.5","13.3","11.1","1.1","1.2","0","0","-0.8","1.3","0.5","0.012","-2.5","-1.1","-3.7","-0.8",1974
"9","Dick Barnett","SG","37","NYK","5","58","9.4","0.403","0","0.115","1.8","5.4","3.6","14.6","0.8","0","0","0","0","0","0","0.005","-3.2","-0.4","-3.6","0",1974
"10","Jim Barnett","SG","29","GSW","77","1689","16.4","0.517","0","0.299","4.3","8","6.2","16.8","1.5","0.3","0","0","3.2","1","4.1","0.118","0.9","-0.9","0.1","0.9",1974
"11","Rick Barry*","SF","29","GSW","80","2918","22.4","0.515","0","0.266","3.4","13.8","8.7","24.7","2.6","0.7","0","0","7.1","3.4","10.4","0.172","3.3","0.7","3.9","4.4",1974
"12","Butch Beard","PG","26","GSW","79","2134","15.5","0.559","0","0.379","6.2","11","8.6","17.7","2.2","0.2","0","0","3.7","1.9","5.6","0.126","0.2","0.7","0.9","1.6",1974
"13","Ron Behagen","PF","23","KCO","80","2059","13.9","0.476","0","0.256","9.6","19.3","14.4","9.5","1.2","0.9","0","0","0.2","1.8","2","0.046","-1.8","-1.1","-2.8","-0.4",1974
"14","Dennis Bell","SF","22","NYK","1","4","-6.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.222","-4.7","-0.1","-4.8","0",1974
"15","Walt Bellamy*","C","34","ATL","77","2440","15.2","0.521","0","0.478","10.7","20","15.3","10.3","0.9","1","0","0","3.2","2.2","5.4","0.107","0.7","-0.9","-0.2","1.1",1974
"16","Henry Bibby","PG","24","NYK","66","986","15.7","0.489","0","0.189","5.1","9.1","7.1","13.9","3.1","0.1","0","0","0.7","1.6","2.3","0.11","-1","1.6","0.6","0.6",1974
"17","Dave Bing*","PG","30","DET","81","3124","16.4","0.497","0","0.328","3.6","5.7","4.6","25.8","1.6","0.3","0","0","4.1","3.2","7.3","0.113","1","-0.7","0.3","1.8",1974
"18","John Block","PF","29","KCO","82","1777","13.2","0.493","0","0.325","7.6","15.3","11.5","7.6","1.7","1","0","0","0.8","1.5","2.3","0.062","-1.5","-0.5","-2","0",1974
"19","Tom Boerwinkle","C","28","CHI","46","602","15.4","0.543","0","0.504","9","28","18.3","21.2","1.2","1.6","0","0","0.5","1.2","1.7","0.134","-0.1","3.1","3","0.8",1974
"20","Freddie Boyd","PG","23","PHI","75","1818","10.9","0.447","0","0.274","0.8","4.2","2.5","19.9","1.5","0.3","0","0","-0.9","0.7","-0.2","-0.007","-3","-1.1","-4.1","-1",1974
"21","Steve Bracey","PG","23","ATL","75","1463","12.5","0.49","0","0.185","1.8","8.4","5","21.1","1.8","0.2","0","0","0.6","0.9","1.5","0.05","-1.8","-0.5","-2.4","-0.1",1974
"22","Bill Bradley*","SF","30","NYK","82","2813","11.1","0.485","0","0.15","2.2","7.2","4.7","12.3","0.7","0.4","0","0","1.6","2.6","4.2","0.071","-1.5","-0.6","-2.1","-0.1",1974
"23","Jim Brewer","PF","22","CLE","82","1862","10.9","0.415","0","0.224","10.8","18.5","14.4","10.6","1.1","1","0","0","-0.3","1.5","1.3","0.032","-1.9","-0.5","-2.3","-0.1",1974
"24","Bill Bridges","PF","34","LAL","65","1812","11.6","0.468","0","0.32","10.1","14.8","12.6","10.5","1.4","0.8","0","0","0.8","2","2.8","0.074","-1.5","-0.2","-1.7","0.2",1974
"25","John Brisker","SF","26","SEA","35","717","17.3","0.498","0","0.253","7.6","12.4","9.9","11.9","1.7","0.4","0","0","1.1","0.6","1.7","0.115","1.6","-0.9","0.8","0.5",1974
