"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Alaa Abdelnaby","PF","26","TOT","54","506","12.6","0.519","0.009","0.152","8.7","17.4","13.1","5","1.5","1.8","15.4","25.6","-0.4","0.7","0.3","0.027","-4.4","0.1","-4.3","-0.3",1995
"2","Mahmoud Abdul-Rauf","PG","25","DEN","73","2082","17.8","0.543","0.214","0.155","1.9","5.9","3.9","23","1.9","0.3","10","25.8","3.8","1.3","5","0.115","2.3","-1.2","1.2","1.7",1995
"3","Michael Adams","PG","32","CHH","29","443","17.7","0.583","0.547","0.203","1.7","5.9","3.9","34.6","2.7","0.2","13.9","19.6","1.1","0.5","1.6","0.169","2.5","0.8","3.3","0.6",1995
"4","Rafael Addison","SF","30","DET","79","1776","11.3","0.521","0.142","0.169","4.4","11.6","8","9.9","1.5","1","10.8","17.8","0.9","0.6","1.5","0.04","-2.2","-1","-3.3","-0.6",1995
"5","Danny Ainge","SG","35","PHO","74","1374","14.3","0.596","0.507","0.308","2.1","7","4.6","21.7","1.7","0.4","14.2","17.6","2.8","0.6","3.4","0.118","0.9","-0.4","0.4","0.8",1995
"6","Victor Alexander","C","25","GSW","50","1237","12.8","0.53","0.056","0.134","7.7","18.4","13","7.8","1.1","1.6","13.8","18.8","0.3","0.8","1.1","0.044","-2.2","-0.7","-2.9","-0.3",1995
"7","Derrick Alston","C","22","PHI","64","1032","11.6","0.481","0.016","0.465","11","13.8","12.4","5.1","2","2.5","14.6","15.7","0","1","1","0.045","-2.5","-0.1","-2.6","-0.2",1995
"8","Greg Anderson","PF","30","ATL","51","622","12.6","0.547","0","0.683","11.3","24.2","17.6","4.1","2","3.9","19.1","12.2","0.3","1.3","1.5","0.118","-3.9","1.7","-2.2","0",1995
"9","Kenny Anderson","PG","24","NJN","72","2689","18","0.522","0.285","0.402","3","7.2","5.1","43.1","2","0.4","15.6","23.5","4.8","2","6.8","0.122","3","-0.7","2.2","2.8",1995
"10","Nick Anderson","SG","27","ORL","76","2588","17.5","0.593","0.467","0.22","3.9","10.7","7.4","17.4","2.4","0.6","12.2","19.1","5.7","2.6","8.3","0.154","3.4","0.7","4","3.9",1995
"11","Willie Anderson","SG","28","SAS","38","556","10.3","0.514","0.117","0.253","3.2","7.8","5.6","13.8","2.4","1.2","17.4","17.3","0","0.7","0.7","0.061","-2.8","1.7","-1.1","0.1",1995
"12","Greg Anthony","PG","27","NYK","61","943","15","0.57","0.529","0.259","0.9","6.8","4","27.4","2.8","0.6","14.9","18.6","1.5","1.4","2.9","0.147","0.9","1.7","2.5","1.1",1995
"13","B.J. Armstrong","PG","27","CHI","82","2577","15.1","0.577","0.283","0.261","1.1","7.4","4.3","14.7","1.7","0.2","9.4","19","5.4","2.8","8.1","0.152","1","-0.1","1","1.9",1995
"14","Darrell Armstrong","PG","26","ORL","3","8","40.2","0.563","0.75","0.25","14.8","0","7.2","76.1","6.3","0","10.1","53","0.1","0","0.1","0.492","13.9","3.7","17.6","0",1995
"15","Vincent Askew","SG","28","SEA","71","1721","13.6","0.577","0.187","0.472","4.6","7.9","6.2","14.8","1.4","0.6","12.3","17.4","3.3","1.3","4.6","0.128","0.4","-0.5","-0.1","0.8",1995
"16","Keith Askins","SF","27","MIA","50","854","12.3","0.493","0.377","0.275","11.6","15.7","13.6","6.5","2.1","1.5","9.7","13.3","1","0.9","1.9","0.107","-0.5","0.4","-0.1","0.4",1995
"17","Stacey Augmon","SG","26","ATL","76","2362","16","0.512","0.03","0.395","7.6","10.7","9.1","14.3","2.3","1.5","12.9","22.7","1.9","3.2","5.1","0.103","0.1","0.6","0.7","1.6",1995
"18","Anthony Avent","PF","25","ORL","71","1066","9.8","0.466","0","0.307","10.7","20.4","15.7","5","1.3","3.2","16.1","13.3","0.1","1.5","1.5","0.069","-4.1","0.1","-4","-0.5",1995
"19","Vin Baker","PF","23","MIL","82","3361","16.6","0.511","0.02","0.352","10","20.6","15.1","15.1","1.3","2.6","13.5","21.6","2.7","3.1","5.8","0.083","0.2","-0.1","0.2","1.8",1995
"20","Charles Barkley*","PF","31","PHO","68","2382","25.2","0.572","0.192","0.444","9.8","26.8","18.2","18.9","2.3","1.4","9.9","27.5","7.4","3.3","10.6","0.214","5.6","0.7","6.3","5",1995
"21","Dana Barros","PG","27","PHI","82","3318","20.9","0.632","0.365","0.331","0.9","8.7","4.8","32.6","2.4","0.1","15.3","21.2","10.5","2.2","12.7","0.183","4.7","0.2","5","5.8",1995
"22","Jon Barry","SG","25","MIL","52","602","12.6","0.564","0.358","0.597","2.9","7","4.9","21.2","2.6","0.5","19.5","15.5","0.7","0.4","1.1","0.084","-1.1","0.6","-0.6","0.2",1995
"23","John Battle","SG","32","CLE","28","280","10.8","0.462","0.272","0.228","1.3","3.7","2.5","24.6","1.6","0.3","11.9","24.4","0","0.3","0.2","0.038","-2.3","-1.1","-3.4","-0.1",1995
