"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Shareef Abdur-Rahim","PF","28","POR","54","1867","18.7","0.581","0.058","0.379","7.9","16","12.1","10.7","1.4","1","13","22.1","3.9","1.5","5.4","0.139","1.6","-0.6","0.9","1.4",2005
"2","Cory Alexander","SG","31","CHA","16","201","8.8","0.451","0.388","0.245","4.3","12.6","8.2","27.7","2.3","0.4","25.9","16.2","-0.2","0.2","0","0.002","-3.6","0.2","-3.4","-0.1",2005
"3","Malik Allen","PF","26","TOT","36","519","14.2","0.512","0","0.158","9","13.3","11","5.7","0.9","3.2","8.7","18.1","0.6","0.5","1.1","0.1","-1","-0.7","-1.8","0",2005
"4","Ray Allen*","SG","29","SEA","78","3064","20.9","0.555","0.372","0.286","3.2","10.7","6.9","18.1","1.5","0.1","9.2","28","9.7","1","10.7","0.168","5.3","-1.2","4.1","4.8",2005
"5","Tony Allen","SG","23","BOS","77","1262","14.7","0.542","0.08","0.393","8","12.3","10.2","8.2","3.1","1.4","14.5","18.9","1.2","1.6","2.7","0.103","-0.7","0.8","0.1","0.7",2005
"6","Rafer Alston","PG","28","TOR","80","2717","16.5","0.522","0.399","0.265","1.7","10.1","5.8","31.7","2.2","0.2","13.5","21.2","3.8","1.7","5.5","0.098","1.4","-0.5","0.9","2",2005
"7","Chris Andersen","C","26","NOH","67","1430","18.5","0.581","0.008","0.531","10.9","23.6","17","9.1","0.5","5.6","12.7","16.4","2.7","1.8","4.5","0.152","0.5","1.1","1.6","1.3",2005
"8","Derek Anderson","SG","30","POR","47","1239","11.7","0.503","0.386","0.223","2.4","9.2","6","18.9","1.6","0.2","14","18.5","0.7","0.6","1.3","0.052","-0.6","-0.6","-1.2","0.2",2005
"9","Kenny Anderson","PG","34","TOT","43","743","10.1","0.467","0.065","0.184","3.6","10.5","6.9","22.2","2.3","0","18.4","16.1","-0.1","0.3","0.2","0.011","-3.6","-0.4","-3.9","-0.4",2005
"10","Shandon Anderson","SF-SG","31","TOT","66","1171","9","0.518","0.134","0.304","4.3","14.4","9.5","8.7","1.8","0.9","16.9","11.8","0.5","1.6","2.1","0.085","-3.1","1.5","-1.6","0.1",2005
"11","Carmelo Anthony","SF","20","DEN","75","2608","16.7","0.526","0.128","0.466","6.3","12.5","9.4","13.1","1.3","0.9","13.1","29.2","2.3","2.6","4.9","0.09","0.4","-1.6","-1.2","0.5",2005
"12","Rafael Araújo","C","24","TOR","59","736","7.1","0.492","0.017","0.314","8.9","19.7","14.2","3.4","1.5","0.8","20.7","15.6","-0.4","0.7","0.3","0.016","-6.5","-0.8","-7.4","-1",2005
"13","Gilbert Arenas","PG","23","WAS","80","3274","21.3","0.565","0.369","0.42","2.8","10.5","6.5","22.9","2.2","0.5","11.8","27.3","9.2","2.3","11.5","0.169","4.7","-0.4","4.2","5.2",2005
"14","Trevor Ariza","SF","19","NYK","80","1382","13.3","0.503","0.033","0.447","7.5","13.1","10.3","9.8","2.7","1","13.6","17.8","0.8","1.3","2.1","0.073","-1.2","0.6","-0.6","0.5",2005
"15","Darrell Armstrong","PG","36","TOT","66","988","11","0.43","0.401","0.245","4","9.3","6.7","27.9","2.4","0.6","17.9","17.3","-0.2","1","0.8","0.039","-1.6","0.6","-1","0.2",2005
"16","Carlos Arroyo","PG","25","TOT","70","1448","11.3","0.466","0.07","0.347","2.1","6.5","4.3","32.3","1.7","0.2","17.8","19.3","0.3","1","1.3","0.043","-2.1","-0.8","-2.9","-0.3",2005
"17","Chucky Atkins","PG","30","LAL","82","2903","13.4","0.558","0.5","0.223","1.2","6.4","3.8","20.6","1.3","0.1","13.1","17.9","4.7","-0.2","4.5","0.074","0.6","-1.7","-1.1","0.6",2005
"18","Stacey Augmon","SF","36","ORL","55","663","9.8","0.48","0","0.461","7.7","9","8.4","8.1","1.8","0.9","13.4","15.3","0.3","0.4","0.7","0.053","-2.9","-0.3","-3.3","-0.2",2005
"19","Maurice Baker","PG","25","TOT","5","19","-0.2","0","0","0","6.3","5.8","6.1","7.2","2.8","0","50","4.8","0","0","0","-0.057","-8.7","1.6","-7.1","0",2005
"20","Vin Baker","PF-C","33","TOT","27","204","1.4","0.354","0.024","0.405","9.7","12.7","11.2","7.2","0.5","1.5","25.6","14.9","-0.5","0.1","-0.4","-0.091","-7.9","-1.7","-9.6","-0.4",2005
"21","Marcus Banks","PG","23","BOS","81","1145","12.3","0.52","0.206","0.57","3","9.7","6.4","20.3","2.8","0.9","18.1","17.2","0.8","1.2","1.9","0.081","-1.8","1.1","-0.8","0.3",2005
"22","Leandro Barbosa","PG","22","PHO","63","1087","12.8","0.575","0.393","0.195","3.3","9.2","6.4","16.7","1.4","0.4","18.5","18.9","1.2","0.6","1.8","0.081","-0.9","-0.6","-1.5","0.1",2005
"23","Matt Barnes","SF","24","SAC","43","715","9","0.465","0.146","0.384","7.7","13.1","10.4","11.1","2.2","0.7","20.3","13.8","-0.2","0.6","0.4","0.028","-3.3","0.1","-3.2","-0.2",2005
"24","Andre Barrett","PG","22","TOT","38","483","8.6","0.446","0.419","0.153","2.7","6.7","4.7","22.3","2.1","0.1","16.9","15","-0.1","0.5","0.4","0.041","-3.2","0.4","-2.8","-0.1",2005
"25","Brent Barry","SG","33","SAS","81","1742","14","0.58","0.61","0.294","1.9","10.8","6.4","16.3","1.2","0.8","11","15.6","3.5","2.7","6.1","0.168","1.1","1.3","2.4","1.9",2005
"26","Jon Barry","SG","35","TOT","69","1505","13.4","0.57","0.448","0.193","2","10.1","6.2","18.1","2.1","0.5","14.4","14.4","2.1","1.8","3.9","0.125","0.3","1.4","1.7","1.4",2005
"27","Tony Battie","C","28","ORL","81","1894","8.6","0.498","0.017","0.266","6.5","20","13.4","3.2","0.8","3","17","11","0.1","1.9","2","0.051","-3.7","0.4","-3.3","-0.6",2005
"28","Shane Battier","SG","26","MEM","80","2516","14.8","0.555","0.289","0.372","7.6","12.1","9.8","8.3","2","2.4","9.5","14.8","4.4","3.4","7.8","0.149","1.1","1.3","2.4","2.8",2005
