"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Mahmoud Abdul-Rauf","PG","26","DEN","57","2029","18.6","0.535","0.324","0.164","1.5","6.4","3.9","34.7","1.6","0.1","10.1","25.1","4.4","1.1","5.5","0.131","3.5","-1.6","1.9","1.9",1996
"2","Michael Adams","PG","33","CHH","21","329","16.1","0.579","0.494","0.422","1.8","6.4","4.1","30.4","3.3","0.9","20.3","17","0.6","0.2","0.8","0.117","1.6","1.2","2.8","0.4",1996
"3","Rafael Addison","SF","31","CHH","53","516","9.6","0.489","0.055","0.133","5.8","15.6","10.6","9.2","0.9","1.3","13.4","17.7","0","0.2","0.2","0.019","-3.9","-1","-4.9","-0.4",1996
"4","Cory Alexander","PG","22","SAS","60","560","8.7","0.506","0.426","0.161","1.9","6.3","4.2","31.6","2.5","0.3","29.1","18.8","-0.5","0.7","0.2","0.021","-4.2","-0.1","-4.3","-0.3",1996
"5","Jerome Allen","SG","23","MIN","41","362","7.8","0.447","0.314","0.343","1.7","6.6","4.1","20.8","3","1.1","22","19","-0.5","0.3","-0.3","-0.033","-4.3","-0.2","-4.6","-0.2",1996
"6","Derrick Alston","C","23","PHI","73","1614","11.8","0.518","0.008","0.289","8.8","12.9","10.8","6.5","1.8","2.4","11.9","13.7","1","0.8","1.7","0.052","-2.5","-0.2","-2.8","-0.3",1996
"7","John Amaechi","PF","25","CLE","28","357","3.1","0.456","0","0.471","4.8","14.8","9.7","4.1","1","2.7","28.7","16.8","-0.9","0.4","-0.6","-0.075","-8.3","-0.9","-9.1","-0.6",1996
"8","Ashraf Amaya","PF","24","VAN","54","1104","11.8","0.534","0.004","0.591","11.7","20.8","16.1","5.1","1.1","0.7","15.2","15.5","0.7","1.1","1.8","0.078","-3.3","-1.5","-4.8","-0.8",1996
"9","Greg Anderson","PF","31","SAS","46","344","7.7","0.466","0.021","0.532","9.8","22.1","16.2","4","1.3","5","27.5","10.5","-0.3","0.7","0.4","0.056","-6.2","2.6","-3.5","-0.1",1996
"10","Kenny Anderson","PG","25","TOT","69","2344","19.5","0.534","0.307","0.405","3","7.1","5","40.4","2.5","0.5","12.9","21.4","6.1","1.6","7.7","0.158","4.1","0.2","4.3","3.7",1996
"11","Nick Anderson","SG","28","ORL","77","2717","16.5","0.562","0.476","0.265","4","13.5","8.9","15.6","2.3","1.2","12.3","19.1","4.2","3.3","7.4","0.131","2.3","0.7","2.9","3.4",1996
"12","Willie Anderson","SG","29","TOT","76","2060","11.3","0.507","0.182","0.247","2.8","11.4","7.1","15.1","1.9","2.2","16.3","18.9","0","1.5","1.4","0.033","-2.4","0.2","-2.2","-0.1",1996
"13","Greg Anthony","PG","28","VAN","69","2096","18.6","0.53","0.347","0.38","1.6","8.4","4.9","41.9","2.9","0.4","14.9","23.3","2.9","1.9","4.8","0.111","2.6","0.4","2.9","2.6",1996
"14","B.J. Armstrong","PG","28","GSW","82","2262","17.3","0.595","0.285","0.384","1.1","8.3","4.7","28.4","1.5","0.2","13.1","18.8","6.2","0.8","7","0.149","2.7","-0.8","1.8","2.2",1996
"15","Darrell Armstrong","PG","27","ORL","13","41","32.4","0.622","0.375","0.125","0","5.6","2.8","29.3","7.7","0","15.1","43.8","0","0.1","0.1","0.158","5.7","3.8","9.5","0.1",1996
"16","Vincent Askew","SG","29","SEA","69","1725","11.9","0.574","0.197","0.369","4.7","10","7.5","14.6","1.4","0.7","15.9","15.6","2.2","2.2","4.3","0.12","-0.5","0.4","-0.1","0.8",1996
"17","Keith Askins","SF","28","MIA","75","1897","10","0.55","0.606","0.146","7.1","12.7","9.9","9.8","1.3","2.5","16.5","11.9","1.6","2.8","4.4","0.111","-0.8","1.8","1","1.4",1996
"18","Stacey Augmon","SF","27","ATL","77","2294","15.9","0.556","0.005","0.43","6.8","9","7.8","10","2.5","1","13.6","19.9","3.5","2.1","5.6","0.117","0.1","0.2","0.3","1.4",1996
"19","Anthony Avent","PF","26","VAN","71","1586","6.9","0.415","0","0.165","7.7","18.9","13.1","7.4","1","2","17.6","17.5","-2.8","1.6","-1.2","-0.037","-6.5","-0.7","-7.3","-2.1",1996
"20","Vin Baker","PF","24","MIL","82","3319","18.4","0.527","0.034","0.335","9.5","20.5","14.9","11.4","1.1","2.1","11.6","25.6","3.7","2.4","6.2","0.089","1.2","-1.1","0.1","1.8",1996
"21","Steve Bardo","SG","27","DET","9","123","8.4","0.429","0.174","0.261","2","18.9","10.8","19.2","1.8","0.6","16.3","11.9","0","0.2","0.2","0.069","-4.4","1.9","-2.6","0",1996
"22","Charles Barkley*","PF","32","PHO","71","2632","24.8","0.585","0.151","0.488","10.9","25","18.1","17.4","2.2","1.6","13.4","27.5","7","3.5","10.5","0.191","5","0.6","5.7","5.1",1996
"23","Dana Barros","PG","28","BOS","80","2328","15.6","0.596","0.457","0.182","1","8.4","4.6","20.8","1.2","0.1","12.1","18.3","4.8","0.8","5.6","0.116","2.3","-1.1","1.1","1.8",1996
