"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Kareem Abdul-Jabbar*","C","32","LAL","82","3143","25.3","0.639","0.001","0.344","7.2","22.2","15.4","16.5","1.2","4.6","15.7","24.1","9.5","5.3","14.8","0.227","4.8","2.4","7.2","7.3",1980
"2","Tom Abernethy","PF","25","GSW","67","1222","11","0.511","0.003","0.258","5.4","12","8.6","9.3","1.4","0.6","9.9","13.3","1.2","0.8","2","0.08","-1","-0.2","-1.2","0.2",1980
"3","Alvan Adams","C","25","PHO","75","2168","19.2","0.571","0.002","0.27","8.2","22.4","15.4","21.6","2.3","1.4","18.2","21.9","3.1","3.9","7","0.155","1.7","1.9","3.6","3.1",1980
"4","Tiny Archibald*","PG","31","BOS","80","2864","15.3","0.574","0.023","0.548","2.3","5.3","3.8","30.2","1.7","0.2","19.7","17","5.9","2.9","8.9","0.148","1.4","-0.3","1.1","2.3",1980
"5","Dennis Awtrey","C","31","CHI","26","560","7.4","0.524","0","0.833","6","16.9","11.5","9","1","1.5","24.8","7.9","0.1","0.5","0.6","0.053","-2.3","0.9","-1.4","0.1",1980
"6","Gus Bailey","SG","28","WSB","20","180","9.3","0.467","0.029","0.371","3.3","12.4","7.8","17.8","1.8","1.2","21.3","11.3","0","0.2","0.2","0.043","-3","1.3","-1.7","0.1",1980
"7","James Bailey","PF","22","SEA","67","726","12.3","0.495","0","0.373","10.2","18.3","14.3","5.3","1.4","4.1","20","21.4","-0.4","1.4","1","0.063","-4.2","0.9","-3.3","-0.2",1980
"8","Greg Ballard","SF","25","WSB","82","2438","18.1","0.532","0.043","0.206","9.8","16.6","13.1","9.7","1.7","0.8","10","21.6","4.1","2.8","6.9","0.136","1.9","0.1","2","2.5",1980
"9","Mike Bantom","SF","28","IND","77","2330","13.7","0.533","0.004","0.275","8.3","12.1","10.1","15.9","1.7","1.1","18.2","17.3","2.1","1.9","3.9","0.081","-0.3","-0.5","-0.7","0.7",1980
"10","Marvin Barnes","PF","27","SDC","20","287","8.2","0.432","0","0.533","12.4","16.8","14.5","7.8","0.8","2.3","19.5","12.8","-0.1","0.2","0.1","0.019","-3.8","-0.5","-4.3","-0.2",1980
"11","Rick Barry*","SF","35","HOU","72","1816","14.8","0.517","0.287","0.198","3.1","11.5","7.2","20.4","2.1","0.9","15.3","21.6","2.2","1.2","3.4","0.09","1.1","0","1.1","1.4",1980
"12","Tim Bassett","PF","28","TOT","12","164","6.7","0.419","0","0.441","7.1","14","10.6","9.7","2.2","0","18.1","11.6","-0.1","0.2","0.1","0.033","-3.5","0.1","-3.4","-0.1",1980
"13","Billy Ray Bates","SG","23","POR","16","235","24.1","0.552","0.13","0.267","6","7.6","6.8","23.8","2.9","0.5","10.9","32","0.7","0.3","0.9","0.188","3.7","0.6","4.3","0.5",1980
"14","Ron Behagen","PF","29","WSB","6","64","10.2","0.449","0","0.261","9.3","12.7","11","14.4","0","3.3","13.5","18.3","0","0.1","0.1","0.055","-3.7","0.3","-3.4","0",1980
"15","Kent Benson","C","25","TOT","73","1891","13.1","0.513","0.008","0.228","7.3","18.3","12.9","12.2","1.8","2.7","18.8","17.4","0.4","2.7","3.2","0.08","-1.6","1.4","-0.3","0.8",1980
"16","Del Beshore","PG","23","CHI","68","869","6.4","0.423","0.104","0.348","2.1","5.9","4.1","21.5","3.1","0.3","26.5","18.4","-1.7","0.8","-0.9","-0.052","-5","-0.1","-5.1","-0.7",1980
