"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"1252","Jim Loscutoff","SF",29,"BOS",28,0,536,66,205,0.322,0,0,0,66,205,0.322,0.322,22,36,0.611,0,0,108,12,0,0,0,108,154,1960,3.1,0.349,0,0.176,0,0,8.80274421892606,3.16075788137428,0,0,0,0,-0.9,0.7,-0.2,-0.022,0,0,0,0
"1253","Clyde Lovellette*","C",30,"STL",68,0,1953,550,1174,0.468,0,0,0,550,1174,0.468,0.468,316,385,0.821,0,0,721,127,0,0,0,248,1416,1960,23.3,0.527,0,0.328,0,0,17.8828719904995,10.2549224358529,0,0,0,0,7.1,1.9,9,0.221,0,0,0,0
"1254","Nick Mantis","SG",24,"MNL",10,0,71,10,39,0.256,0,0,0,10,39,0.256,0.256,1,2,0.5,0,0,6,9,0,0,0,8,21,1960,1.7,0.263,0,0.051,0,0,5.44983320876899,15.8040743353899,0,0,0,0,-0.4,0.1,-0.3,-0.201,0,0,0,0
"1255","Slater Martin*","PG",34,"STL",64,0,1756,142,383,0.371,0,0,0,142,383,0.371,0.371,113,155,0.729,0,0,187,330,0,0,0,174,397,1960,9.7,0.44,0,0.405,0,0,5.9772288561217,25.1317825702194,0,0,0,0,0.8,1.4,2.2,0.06,0,0,0,0
"1256","Brendan McCann","PG",24,"NYK",4,0,29,1,10,0.1,0,0,0,1,10,0.1,0.1,3,3,1,0,0,4,10,0,0,0,2,5,1960,8.3,0.221,0,0.3,0,0,7.81095007092428,37.4994290262509,0,0,0,0,-0.1,0,-0.1,-0.141,0,0,0,0
"1257","Johnny McCarthy","SG",25,"STL",75,0,2383,240,730,0.329,0,0,0,240,730,0.329,0.329,149,226,0.659,0,0,301,328,0,0,0,233,629,1960,7.7,0.379,0,0.31,0,0,6.7974460500574,18.2470663252801,0,0,0,0,-1.8,1.7,-0.1,-0.002,0,0,0,0
"1258","Dick McGuire*","PG",34,"DET",68,0,1466,179,402,0.445,0,0,0,179,402,0.445,0.445,124,201,0.617,0,0,264,358,0,0,0,112,482,1960,16.4,0.491,0,0.5,0,0,8.49682168588505,35.3356783302885,0,0,0,0,2.3,1.7,4,0.131,0,0,0,0
"1259","Jack McMahon","PG",31,"STL",25,0,334,33,93,0.355,0,0,0,33,93,0.355,0.355,16,29,0.552,0,0,24,49,0,0,0,42,82,1960,6.4,0.388,0,0.312,0,0,4.81530858172528,16.1022768873049,0,0,0,0,-0.2,0.2,0,0.006,0,0,0,0
"1260","Shellie McMillon","SF",23,"DET",75,0,1416,267,627,0.426,0,0,0,267,627,0.426,0.426,132,199,0.663,0,0,431,49,0,0,0,198,666,1960,13.7,0.466,0,0.317,0,0,13.8937164634915,4.50529428026469,0,0,0,0,1.4,1.1,2.5,0.086,0,0,0,0
"1261","Willie Naulls","SF",25,"NYK",65,0,2250,551,1286,0.428,0,0,0,551,1286,0.428,0.428,286,342,0.836,0,0,921,138,0,0,0,214,1388,1960,20,0.483,0,0.266,0,0,18.7937454445843,9.11065827939811,0,0,0,0,4.1,1.2,5.3,0.113,0,0,0,0
"1262","Chuck Noble","SG",28,"DET",58,0,1621,276,774,0.357,0,0,0,276,774,0.357,0.357,101,138,0.732,0,0,201,265,0,0,0,172,653,1960,10.9,0.391,0,0.178,0,0,5.9133070053702,24.2969345184374,0,0,0,0,-1.3,1.4,0,0,0,0,0,0
"1263","Togo Palazzi","SF",27,"SYR",7,0,70,13,41,0.317,0,0,0,13,41,0.317,0.317,4,8,0.5,0,0,14,3,0,0,0,7,30,1960,6,0.337,0,0.195,0,0,10.3316053835136,5.67597265187154,0,0,0,0,-0.2,0.1,-0.2,-0.113,0,0,0,0
"1264","Jim Palmer","C",26,"TOT",74,0,1482,246,574,0.429,0,0,0,246,574,0.429,0.429,119,174,0.684,0,0,389,70,0,0,0,224,611,1960,11.5,0.47,0,0.303,0,0,11.7413450730782,6.33407472691788,0,0,0,0,1.4,0.5,1.9,0.062,0,0,0,0
"1265","Med Park","SG",26,"CIN",74,0,1849,226,582,0.388,0,0,0,226,582,0.388,0.388,189,260,0.727,0,0,301,214,0,0,0,180,641,1960,11.2,0.46,0,0.447,0,0,8.02207798513789,16.1451093080217,0,0,0,0,1.5,0.4,1.9,0.049,0,0,0,0
"1266","Bob Pettit*","PF",27,"STL",72,0,2896,669,1526,0.438,0,0,0,669,1526,0.438,0.438,544,722,0.753,0,0,1221,257,0,0,0,204,1882,1960,23.7,0.51,0,0.473,0,0,19.0368675139636,13.6260946334592,0,0,0,0,8.4,3.2,11.5,0.191,0,0,0,0
"1267","Dave Piontek","SF",25,"TOT",77,0,1833,292,728,0.401,0,0,0,292,728,0.401,0.401,129,202,0.639,0,0,461,118,0,0,0,211,713,1960,11.1,0.436,0,0.277,0,0,10.9754430248802,8.90391911846041,0,0,0,0,0.4,0.7,1.1,0.028,0,0,0,0
"1268","Cal Ramsey","SF",22,"TOT",11,0,195,39,96,0.406,0,0,0,39,96,0.406,0.406,19,33,0.576,0,0,66,9,0,0,0,25,97,1960,13.7,0.439,0,0.344,0,0,16.1141599582384,6.62508500775395,0,0,0,0,0.1,0.1,0.2,0.039,0,0,0,0
"1269","Frank Ramsey*","SG",28,"BOS",73,0,2009,422,1062,0.397,0,0,0,422,1062,0.397,0.397,273,347,0.787,0,0,506,137,0,0,0,251,1117,1960,14.5,0.46,0,0.327,0,0,10.9928502525734,9.7049032214406,0,0,0,0,2,3.4,5.3,0.128,0,0,0,0
"1270","Jim Ray","G",26,"SYR",4,0,21,1,6,0.167,0,0,0,1,6,0.167,0.167,0,0,0,0,0,0,2,0,0,0,3,2,1960,-3.5,0.167,0,0,0,0,5.90478130844563,9.22213767389461,0,0,0,0,-0.1,0,-0.1,-0.158,0,0,0,0
"1271","Hub Reed","PF-C",23,"TOT",71,0,1820,270,601,0.449,0,0,0,270,601,0.449,0.449,134,184,0.728,0,0,614,69,0,0,0,230,674,1960,12.9,0.494,0,0.306,0,0,15.652192998536,4.8008587389881,0,0,0,0,2.4,0.5,2.8,0.075,0,0,0,0
"1272","John Richter","C",22,"BOS",66,0,808,113,332,0.34,0,0,0,113,332,0.34,0.34,59,117,0.504,0,0,312,27,0,0,0,158,285,1960,8.1,0.372,0,0.352,0,0,14.3122890868719,4.65884887221056,0,0,0,0,-1.1,1.6,0.4,0.026,0,0,0,0
"1273","Guy Rodgers*","PG",24,"PHW",68,0,2483,338,870,0.389,0,0,0,338,870,0.389,0.389,111,181,0.613,0,0,391,482,0,0,0,196,787,1960,11.8,0.414,0,0.208,0,0,8.75299534089164,26.503606290527,0,0,0,0,0,4.3,4.3,0.084,0,0,0,0
"1274","Phil Rollins","PG",26,"CIN",72,0,1235,158,386,0.409,0,0,0,158,386,0.409,0.409,77,127,0.606,0,0,180,233,0,0,0,150,393,1960,11.6,0.445,0,0.329,0,0,6.90709750623246,26.0652849343515,0,0,0,0,0.7,0.3,1.1,0.041,0,0,0,0
"1275","Joe Ruklick","PF",21,"PHW",39,0,384,85,214,0.397,0,0,0,85,214,0.397,0.397,26,36,0.722,0,0,137,24,0,0,0,70,196,1960,13.3,0.426,0,0.168,0,0,15.9874995873675,9.92943703187404,0,0,0,0,0,0.7,0.6,0.081,0,0,0,0
"1276","Bill Russell*","C",25,"BOS",74,0,3146,555,1189,0.467,0,0,0,555,1189,0.467,0.467,240,392,0.612,0,0,1778,277,0,0,0,210,1350,1960,20.1,0.496,0,0.33,0,0,21.4686769377611,11.4396543905421,0,0,0,0,4.9,8.9,13.8,0.211,0,0,0,0
"1277","Woody Sauldsberry","PF",25,"PHW",71,0,1848,325,974,0.334,0,0,0,325,974,0.334,0.334,55,103,0.534,0,0,447,112,0,0,0,203,705,1960,7.2,0.346,0,0.106,0,0,9.95243662336758,7.86277943445646,0,0,0,0,-4.5,2.6,-1.8,-0.048,0,0,0,0
"1278","Dolph Schayes*","PF",31,"SYR",75,0,2741,578,1440,0.401,0,0,0,578,1440,0.401,0.401,533,597,0.893,0,0,959,256,0,0,0,263,1689,1960,20.5,0.496,0,0.415,0,0,17.5982359833863,13.8359787472301,0,0,0,0,6.2,3.3,9.5,0.167,0,0,0,0
"1279","Kenny Sears","PF",26,"NYK",64,0,2099,412,863,0.477,0,0,0,412,863,0.477,0.477,363,418,0.868,0,0,876,127,0,0,0,191,1187,1960,21.8,0.567,0,0.484,0,0,19.7081303950002,8.17586578542139,0,0,0,0,7.6,1.2,8.8,0.201,0,0,0,0
"1280","Frank Selvy","SG",27,"TOT",62,0,1308,205,521,0.393,0,0,0,205,521,0.393,0.393,153,208,0.736,0,0,175,111,0,0,0,101,563,1960,12.4,0.46,0,0.399,0,0,5.77145346426892,11.6311633166363,0,0,0,0,1.2,1.1,2.3,0.084,0,0,0,0
"1281","Paul Seymour","G-F",32,"SYR",4,0,7,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1960,-17.1,0,0,0,0,0,1.19998845361375,0,0,0,0,0,-0.1,0,-0.1,-0.596,0,0,0,0
"1282","Chuck Share","C",32,"TOT",41,0,651,59,151,0.391,0,0,0,59,151,0.391,0.391,53,80,0.663,0,0,221,62,0,0,0,142,171,1960,0,0.459,0,0.53,0,0,9.77199222834186,9.29773169670687,0,0,0,0,0,0,0,0,0,0,0,0
"1283","Bill Sharman*","SG",33,"BOS",71,0,1916,559,1225,0.456,0,0,0,559,1225,0.456,0.456,252,291,0.866,0,0,262,144,0,0,0,154,1370,1960,18.5,0.506,0,0.238,0,0,7.03728878857132,11.8874188723748,0,0,0,0,5.4,2.5,7.9,0.198,0,0,0,0
"1284","Gene Shue","PG",28,"DET",75,0,3338,620,1501,0.413,0,0,0,620,1501,0.413,0.413,472,541,0.872,0,0,409,295,0,0,0,146,1712,1960,15.6,0.492,0,0.36,0,0,5.25581275843189,13.0321159747244,0,0,0,0,6.3,2.1,8.5,0.122,0,0,0,0
"1285","Bobby Smith","G",22,"MNL",10,0,130,13,54,0.241,0,0,0,13,54,0.241,0.241,11,16,0.688,0,0,33,14,0,0,0,10,37,1960,7.4,0.303,0,0.296,0,0,11.4651804383158,12.9643398505394,0,0,0,0,-0.4,0.2,-0.3,-0.095,0,0,0,0
"1286","Ron Sobie","PG",25,"TOT",16,0,234,37,108,0.343,0,0,0,37,108,0.343,0.343,31,37,0.838,0,0,48,21,0,0,0,32,105,1960,11.1,0.422,0,0.343,0,0,9.3656847401618,12.588966293028,0,0,0,0,0,0.1,0.1,0.016,0,0,0,0
"1287","Guy Sparrow","F",27,"PHW",11,0,80,14,45,0.311,0,0,0,14,45,0.311,0.311,2,8,0.25,0,0,23,6,0,0,0,20,30,1960,3.8,0.309,0,0.178,0,0,10.843102255141,8.45113151248774,0,0,0,0,-0.3,0.1,-0.2,-0.105,0,0,0,0
"1288","Larry Staverman","PF",23,"CIN",49,0,479,70,149,0.47,0,0,0,70,149,0.47,0.47,47,64,0.734,0,0,180,36,0,0,0,98,187,1960,14.5,0.528,0,0.43,0,0,17.4134135680323,10.2543607025398,0,0,0,0,1,0.1,1.1,0.112,0,0,0,0
"1289","Wayne Stevens","F",23,"CIN",8,0,49,3,19,0.158,0,0,0,3,19,0.158,0.158,7,10,0.7,0,0,16,4,0,0,0,4,13,1960,6.1,0.278,0,0.526,0,0,14.9042457374826,8.71499765501935,0,0,0,0,-0.2,0,-0.2,-0.169,0,0,0,0
"1290","Jack Twyman*","SF",25,"CIN",75,0,3023,870,2063,0.422,0,0,0,870,2063,0.422,0.422,598,762,0.785,0,0,664,260,0,0,0,275,2338,1960,21.1,0.487,0,0.369,0,0,6.82771564764168,14.5809864116897,0,0,0,0,7.6,0.7,8.3,0.131,0,0,0,0
"1291","Charlie Tyra","C",24,"NYK",74,0,2033,406,952,0.426,0,0,0,406,952,0.426,0.426,133,189,0.704,0,0,598,80,0,0,0,258,945,1960,12.8,0.456,0,0.199,0,0,13.1845730993578,5.12927920011802,0,0,0,0,1.4,0.8,2.3,0.053,0,0,0,0
"1292","Win Wilfong","PG",26,"CIN",72,0,1992,283,764,0.37,0,0,0,283,764,0.37,0.37,161,207,0.778,0,0,352,265,0,0,0,229,727,1960,11,0.425,0,0.271,0,0,8.17325395870137,18.6897954869692,0,0,0,0,0.2,0.5,0.6,0.015,0,0,0,0
"1293","Tony Windis","PG",27,"DET",9,0,193,16,60,0.267,0,0,0,16,60,0.267,0.267,4,6,0.667,0,0,47,32,0,0,0,20,36,1960,7.5,0.287,0,0.1,0,0,10.5697663022849,19.4571183602885,0,0,0,0,-0.4,0.2,-0.2,-0.057,0,0,0,0
"1294","George Yardley*","SF",31,"SYR",73,0,2402,546,1205,0.453,0,0,0,546,1205,0.453,0.453,381,467,0.816,0,0,579,122,0,0,0,227,1473,1960,18.2,0.522,0,0.388,0,0,11.2086936186347,7.29605580454504,0,0,0,0,6.9,2.1,9,0.179,0,0,0,0
"1295","Gary Alcorn","C",24,"LAL",20,0,174,12,40,0.3,0,0,0,12,40,0.3,0.3,7,8,0.875,0,0,50,2,0,0,0,47,31,1961,2.5,0.356,0,0.2,0,0,10.8635810475822,0.544361041621252,0,0,0,0,-0.2,0.2,0,-0.002,0,0,0,0
"1296","Paul Arizin*","SF",32,"PHW",79,0,2935,650,1529,0.425,0,0,0,650,1529,0.425,0.425,532,639,0.833,0,0,681,188,0,0,0,335,1832,1961,17.1,0.506,0,0.418,0,0,9.9624757823932,10.1432883217071,0,0,0,0,6.7,3,9.7,0.159,0,0,0,0
"1297","Al Attles*","PG",24,"PHW",77,0,1544,222,543,0.409,0,0,0,222,543,0.409,0.409,97,162,0.599,0,0,214,174,0,0,0,235,541,1961,8.8,0.44,0,0.298,0,0,6.58158600716265,14.9731937606113,0,0,0,0,0.4,1.5,1.9,0.058,0,0,0,0
"1298","Dick Barnett","SG",24,"SYR",78,0,2070,540,1194,0.452,0,0,0,540,1194,0.452,0.452,240,337,0.712,0,0,283,218,0,0,0,169,1320,1961,17.1,0.492,0,0.282,0,0,6.76318922886269,16.6136101590757,0,0,0,0,4.1,1.7,5.8,0.135,0,0,0,0
"1299","Elgin Baylor*","SF",26,"LAL",73,0,3133,931,2166,0.43,0,0,0,931,2166,0.43,0.43,676,863,0.783,0,0,1447,371,0,0,0,279,2538,1961,28.2,0.498,0,0.398,0,0,20.2129052015131,19.1570633783484,0,0,0,0,9.1,5.7,14.8,0.227,0,0,0,0
"1300","Ernie Beck","SG",29,"TOT",10,0,82,10,29,0.345,0,0,0,10,29,0.345,0.345,6,7,0.857,0,0,23,15,0,0,0,10,26,1961,12.5,0.405,0,0.241,0,0,10.0988789472148,23.0384029767097,0,0,0,0,0,0.1,0.1,0.064,0,0,0,0
"1301","Whitey Bell","PG",28,"NYK",5,0,45,7,18,0.389,0,0,0,7,18,0.389,0.389,1,3,0.333,0,0,7,1,0,0,0,7,15,1961,4.8,0.388,0,0.167,0,0,11.1103605926382,0,0,0,0,0,-0.1,0,0,-0.043,0,0,0,0
"1302","Al Bianchi","PG",28,"SYR",52,0,667,118,342,0.345,0,0,0,118,342,0.345,0.345,60,87,0.69,0,0,105,93,0,0,0,137,296,1961,8.8,0.389,0,0.254,0,0,6.13880118156289,17.7661205567212,0,0,0,0,-0.8,0.6,-0.1,-0.01,0,0,0,0
"1303","Bucky Bockhorn","SG",27,"CIN",79,0,2669,420,1059,0.397,0,0,0,420,1059,0.397,0.397,152,208,0.731,0,0,434,338,0,0,0,282,992,1961,10.4,0.431,0,0.196,0,0,9.09928171044231,17.4061323229267,0,0,0,0,0.1,0.1,0.3,0.005,0,0,0,0
"1304","Bob Boozer","PF",23,"CIN",79,0,1573,250,603,0.415,0,0,0,250,603,0.415,0.415,166,247,0.672,0,0,488,109,0,0,0,193,666,1961,13,0.468,0,0.41,0,0,13.8737679114241,9.53445988832397,0,0,0,0,1.3,0.1,1.4,0.042,0,0,0,0
"1305","Carl Braun*","PG",33,"NYK",15,0,218,37,79,0.468,0,0,0,37,79,0.468,0.468,11,14,0.786,0,0,31,48,0,0,0,29,85,1961,14.8,0.499,0,0.177,0,0,6.27407556272104,31.573545965644,0,0,0,0,0.4,0.1,0.4,0.097,0,0,0,0
"1306","Dave Budd","SF",22,"NYK",61,0,1075,156,361,0.432,0,0,0,156,361,0.432,0.432,87,134,0.649,0,0,297,45,0,0,0,171,399,1961,10.7,0.475,0,0.371,0,0,13.1997118056019,5.13520436675546,0,0,0,0,0.9,0.3,1.2,0.055,0,0,0,0
"1307","Barney Cable","SF",25,"SYR",75,0,1642,266,574,0.463,0,0,0,266,574,0.463,0.463,73,108,0.676,0,0,469,85,0,0,0,246,605,1961,11.4,0.487,0,0.188,0,0,12.9299692068828,6.85237424291293,0,0,0,0,1.7,1.6,3.3,0.096,0,0,0,0
"1308","Wilt Chamberlain*","C",24,"PHW",79,0,3773,1251,2457,0.509,0,0,0,1251,2457,0.509,0.509,531,1054,0.504,0,0,2149,148,0,0,0,130,3033,1961,27.8,0.519,0,0.429,0,0,20.5988661524644,4.03737846203798,0,0,0,0,12.3,6.5,18.8,0.24,0,0,0,0
"1309","Gene Conley","PF",30,"BOS",75,0,1242,183,495,0.37,0,0,0,183,495,0.37,0.37,106,153,0.693,0,0,550,40,0,0,0,275,472,1961,11,0.42,0,0.309,0,0,16.4661917280238,4.49397473951016,0,0,0,0,-0.5,3.2,2.8,0.107,0,0,0,0
"1310","Ed Conlin","SF",27,"PHW",77,0,1294,216,599,0.361,0,0,0,216,599,0.361,0.361,104,139,0.748,0,0,262,123,0,0,0,153,536,1961,10,0.406,0,0.232,0,0,8.96927490494732,13.1100506209202,0,0,0,0,-0.9,1.4,0.5,0.018,0,0,0,0
"1311","Larry Costello","PG",29,"SYR",75,0,2167,407,844,0.482,0,0,0,407,844,0.482,0.482,270,338,0.799,0,0,292,413,0,0,0,286,1084,1961,17.2,0.546,0,0.4,0,0,6.00342427324539,26.3697419399203,0,0,0,0,6.3,2.3,8.6,0.19,0,0,0,0
"1312","Bob Cousy*","PG",32,"BOS",76,0,2468,513,1382,0.371,0,0,0,513,1382,0.371,0.371,352,452,0.779,0,0,331,587,0,0,0,196,1378,1961,17.4,0.436,0,0.327,0,0,6.41112279041854,34.7799060720561,0,0,0,0,0.9,6.3,7.2,0.14,0,0,0,0
"1313","Ralph Davis","SG",22,"CIN",73,0,1210,181,451,0.401,0,0,0,181,451,0.401,0.401,34,52,0.654,0,0,86,177,0,0,0,127,396,1961,8.2,0.418,0,0.115,0,0,3.35098310187442,19.6143786936213,0,0,0,0,-0.2,0.1,-0.2,-0.007,0,0,0,0
"1314","Archie Dees","C",24,"DET",28,0,308,53,135,0.393,0,0,0,53,135,0.393,0.393,39,47,0.83,0,0,94,17,0,0,0,50,145,1961,12.9,0.466,0,0.348,0,0,14.2730188445553,8.40438190727133,0,0,0,0,0.3,0.1,0.4,0.062,0,0,0,0
"1315","Walter Dukes","C",30,"DET",73,0,2044,286,706,0.405,0,0,0,286,706,0.405,0.405,281,400,0.703,0,0,1028,139,0,0,0,313,853,1961,16.3,0.484,0,0.567,0,0,20.4390386852284,8.95098138583616,0,0,0,0,2.4,1.4,3.7,0.088,0,0,0,0
"1316","Wayne Embry*","C",23,"CIN",79,0,2233,458,1015,0.451,0,0,0,458,1015,0.451,0.451,221,331,0.668,0,0,864,127,0,0,0,286,1137,1961,16.2,0.49,0,0.326,0,0,18.3243613063935,8.03838534712701,0,0,0,0,3.3,0.1,3.4,0.073,0,0,0,0
"1317","Mike Farmer","SF",24,"TOT",59,0,1301,180,461,0.39,0,0,0,180,461,0.39,0.39,69,94,0.734,0,0,380,81,0,0,0,130,429,1961,10.2,0.427,0,0.204,0,0,12.3864780098609,8.37894779089677,0,0,0,0,-0.2,0.1,-0.1,-0.004,0,0,0,0
"1318","Ray Felix","C",30,"LAL",78,0,1510,189,508,0.372,0,0,0,189,508,0.372,0.372,135,193,0.699,0,0,539,37,0,0,0,302,513,1961,9.6,0.433,0,0.38,0,0,14.484705904404,2.78200209863349,0,0,0,0,-0.1,1.9,1.8,0.057,0,0,0,0
"1319","Al Ferrari","SG",27,"STL",63,0,1031,117,328,0.357,0,0,0,117,328,0.357,0.357,95,116,0.819,0,0,115,143,0,0,0,157,329,1961,8.5,0.434,0,0.354,0,0,5.25721448322985,17.1039775811341,0,0,0,0,0.2,1.2,1.4,0.066,0,0,0,0
"1320","Bob Ferry","C",23,"DET",79,0,1657,350,776,0.451,0,0,0,350,776,0.451,0.451,189,255,0.741,0,0,500,129,0,0,0,205,889,1961,16.5,0.5,0,0.329,0,0,14.0462277897527,11.3839559156815,0,0,0,0,3.1,0.8,3.9,0.113,0,0,0,0
"1321","Larry Foust","C",32,"STL",68,0,1208,194,489,0.397,0,0,0,194,489,0.397,0.397,164,208,0.788,0,0,389,77,0,0,0,185,552,1961,13.7,0.475,0,0.425,0,0,14.4174407857186,8.39329950832198,0,0,0,0,1.3,1.8,3.1,0.124,0,0,0,0
"1322","Dave Gambee","SF",23,"SYR",79,0,2090,397,947,0.419,0,0,0,397,947,0.419,0.419,291,352,0.827,0,0,581,101,0,0,0,276,1085,1961,14.7,0.492,0,0.372,0,0,12.4312484674804,6.76679023617995,0,0,0,0,3.3,2,5.3,0.121,0,0,0,0
"1323","Dick Garmaker","PG",28,"NYK",71,0,2238,415,943,0.44,0,0,0,415,943,0.44,0.44,275,358,0.768,0,0,277,220,0,0,0,240,1105,1961,13.7,0.502,0,0.38,0,0,6.21714919980501,14.2575305437752,0,0,0,0,4.1,0.6,4.7,0.101,0,0,0,0
"1324","Jack George","PG",32,"NYK",16,0,268,31,93,0.333,0,0,0,31,93,0.333,0.333,20,30,0.667,0,0,32,39,0,0,0,37,82,1961,7.7,0.386,0,0.323,0,0,5.92359737630773,16.7507150777307,0,0,0,0,-0.2,0.1,-0.1,-0.025,0,0,0,0
"1325","Tom Gola*","SG",28,"PHW",74,0,2712,420,940,0.447,0,0,0,420,940,0.447,0.447,210,281,0.747,0,0,692,292,0,0,0,321,1050,1961,13.3,0.494,0,0.299,0,0,10.7332149550732,14.3212552989958,0,0,0,0,3.5,3.3,6.8,0.121,0,0,0,0
"1326","Joe Graboski","PF",31,"PHW",68,0,1011,169,507,0.333,0,0,0,169,507,0.333,0.333,127,183,0.694,0,0,262,74,0,0,0,148,465,1961,10.1,0.396,0,0.361,0,0,10.6900305386692,9.87943685061626,0,0,0,0,-1.1,1.1,0,0,0,0,0,0
"1327","Johnny Green","PF",27,"NYK",78,0,1784,326,758,0.43,0,0,0,326,758,0.43,0.43,145,278,0.522,0,0,838,97,0,0,0,194,797,1961,16.1,0.453,0,0.367,0,0,20.0360281023833,7.03570287354454,0,0,0,0,0.8,0.8,1.7,0.045,0,0,0,0
"1328","Si Green","SG",27,"STL",76,0,1968,263,718,0.366,0,0,0,263,718,0.366,0.366,174,247,0.704,0,0,380,258,0,0,0,234,700,1961,10.5,0.423,0,0.344,0,0,9.02821534402729,17.5157954064639,0,0,0,0,-0.2,2.8,2.6,0.063,0,0,0,0
"1329","Hal Greer*","SG",24,"SYR",79,0,2763,623,1381,0.451,0,0,0,623,1381,0.451,0.451,305,394,0.774,0,0,455,302,0,0,0,242,1551,1961,16.3,0.499,0,0.285,0,0,7.63951403096957,16.113963729522,0,0,0,0,5.4,2.5,7.9,0.137,0,0,0,0
"1330","Gene Guarilia","SF",23,"BOS",25,0,209,38,94,0.404,0,0,0,38,94,0.404,0.404,3,10,0.3,0,0,71,5,0,0,0,28,79,1961,9.7,0.401,0,0.106,0,0,16.1490949964191,0,0,0,0,0,-0.2,0.4,0.3,0.06,0,0,0,0
"1331","Richie Guerin*","SG",28,"NYK",79,0,3023,612,1545,0.396,0,0,0,612,1545,0.396,0.396,496,626,0.792,0,0,628,503,0,0,0,310,1720,1961,17.8,0.472,0,0.405,0,0,10.8236296278167,23.3671718120899,0,0,0,0,4.3,1.1,5.4,0.086,0,0,0,0
"1332","Cliff Hagan*","SF",29,"STL",77,0,2701,661,1490,0.444,0,0,0,661,1490,0.444,0.444,383,467,0.82,0,0,715,381,0,0,0,286,1705,1961,20.1,0.503,0,0.313,0,0,11.6918389070262,20.6780168110335,0,0,0,0,6.4,4.4,10.8,0.193,0,0,0,0
"1333","Swede Halbrook","C",28,"SYR",79,0,1131,155,463,0.335,0,0,0,155,463,0.335,0.335,76,140,0.543,0,0,550,31,0,0,0,262,386,1961,8.9,0.368,0,0.302,0,0,17.2947819273745,3.63329039454666,0,0,0,0,-1.8,1.5,-0.3,-0.015,0,0,0,0
"1334","Vern Hatton","SG",25,"PHW",54,0,610,97,304,0.319,0,0,0,97,304,0.319,0.319,46,56,0.821,0,0,92,59,0,0,0,59,240,1961,7.6,0.365,0,0.184,0,0,5.70980964795748,12.9168675572594,0,0,0,0,-1.1,0.6,-0.5,-0.043,0,0,0,0
"1335","Tom Hawkins","SF",24,"LAL",78,0,1846,310,719,0.431,0,0,0,310,719,0.431,0.431,140,235,0.596,0,0,479,88,0,0,0,209,760,1961,12.1,0.462,0,0.327,0,0,11.9062914497603,6.01591375744287,0,0,0,0,1.2,2,3.2,0.084,0,0,0,0
"1336","Tom Heinsohn*","PF",26,"BOS",74,0,2256,627,1566,0.4,0,0,0,627,1566,0.4,0.4,325,424,0.767,0,0,732,141,0,0,0,260,1579,1961,18.4,0.45,0,0.271,0,0,14.9066515662507,9.05537790900536,0,0,0,0,1.4,5.2,6.6,0.141,0,0,0,0
"1337","Bailey Howell*","PF",24,"DET",77,0,2952,607,1293,0.469,0,0,0,607,1293,0.469,0.469,601,798,0.753,0,0,1111,196,0,0,0,297,1815,1961,21.2,0.552,0,0.617,0,0,16.9881925667624,10.0824234899204,0,0,0,0,10.1,1.6,11.7,0.19,0,0,0,0
"1338","Hot Rod Hundley","SG",26,"LAL",79,0,2179,323,921,0.351,0,0,0,323,921,0.351,0.351,223,296,0.753,0,0,289,350,0,0,0,144,869,1961,12.2,0.413,0,0.321,0,0,6.05296087957469,22.6968569538849,0,0,0,0,-0.7,2.6,1.9,0.041,0,0,0,0
"1339","Darrall Imhoff","C",22,"NYK",62,0,994,122,310,0.394,0,0,0,122,310,0.394,0.394,49,96,0.51,0,0,296,51,0,0,0,143,293,1961,8.7,0.416,0,0.31,0,0,13.2024286744743,6.54188645101788,0,0,0,0,-0.3,0.3,0,0.001,0,0,0,0
"1340","Andy Johnson","PF",28,"PHW",79,0,2000,299,834,0.359,0,0,0,299,834,0.359,0.359,157,275,0.571,0,0,345,205,0,0,0,249,755,1961,8.6,0.395,0,0.33,0,0,7.93509221181177,14.2592785619964,0,0,0,0,-1.7,2,0.3,0.007,0,0,0,0
"1341","Ron Johnson","F",22,"TOT",14,0,103,13,43,0.302,0,0,0,13,43,0.302,0.302,11,17,0.647,0,0,29,2,0,0,0,10,37,1961,7.5,0.366,0,0.395,0,0,12.8467056738805,1.53926656002329,0,0,0,0,-0.2,0.1,-0.1,-0.054,0,0,0,0
"1342","Howie Jolliff","PF",22,"LAL",46,0,352,46,141,0.326,0,0,0,46,141,0.326,0.326,11,23,0.478,0,0,141,16,0,0,0,53,103,1961,8.2,0.341,0,0.163,0,0,17.496532680464,7.73904639132121,0,0,0,0,-0.8,0.5,-0.3,-0.037,0,0,0,0
