"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"676","George Ratkovicz","PF",31,"MLH",69,0,2170,197,501,0.393,0,0,0,197,501,0.393,0.393,176,273,0.645,0,0,523,154,0,0,0,255,570,1954,15.3,0.459,0,0.545,0,0,13.2178545147558,9.39847997443274,0,0,0,0,2.8,2.4,5.2,0.116,0,0,0,0
"677","Connie Rea","G-F",23,"BLB",20,0,154,9,43,0.209,0,0,0,9,43,0.209,0.209,5,16,0.313,0,0,31,16,0,0,0,13,23,1954,4.4,0.23,0,0.372,0,0,13.5712430394482,12.7663019407,0,0,0,0,-0.6,0.1,-0.6,-0.184,0,0,0,0
"678","Frank Reddout","F",22,"ROC",7,0,18,5,6,0.833,0,0,0,5,6,0.833,0.833,3,4,0.75,0,0,9,0,0,0,0,6,13,1954,42.5,0.838,0,0.667,0,0,18.9748649966704,20.5285953068133,0,0,0,0,0.3,0,0.3,0.802,0,0,0,0
"679","Arnie Risen*","C",29,"ROC",72,0,2385,321,872,0.368,0,0,0,321,872,0.368,0.368,307,430,0.714,0,0,728,120,0,0,0,284,949,1954,18.2,0.447,0,0.493,0,0,14.5721262186867,6.48366163726219,0,0,0,0,3,4.8,7.8,0.157,0,0,0,0
"680","Al Roges","SF",23,"BLB",67,0,1937,220,614,0.358,0,0,0,220,614,0.358,0.358,130,179,0.726,0,0,213,160,0,0,0,177,570,1954,10.6,0.411,0,0.292,0,0,4.42419884069779,11.9921283046131,0,0,0,0,0.3,0.5,0.7,0.018,0,0,0,0
"681","Pep Saul","SG",29,"MNL",71,0,1805,162,467,0.347,0,0,0,162,467,0.347,0.347,128,170,0.753,0,0,159,139,0,0,0,149,452,1954,9.7,0.417,0,0.364,0,0,2.80246469495457,10.0468983126145,0,0,0,0,0.6,2.2,2.8,0.075,0,0,0,0
"682","Fred Schaus","SF",28,"TOT",67,0,1515,161,415,0.388,0,0,0,161,415,0.388,0.388,153,195,0.785,0,0,267,109,0,0,0,176,475,1954,14.3,0.474,0,0.47,0,0,8.39517150235269,9.59336051985442,0,0,0,0,2.6,1.1,3.7,0.118,0,0,0,0
"683","Dolph Schayes*","C",25,"SYR",72,0,2655,370,973,0.38,0,0,0,370,973,0.38,0.38,488,590,0.827,0,0,870,214,0,0,0,232,1228,1954,24.3,0.498,0,0.606,0,0,15.2254069583736,11.4878264203606,0,0,0,0,8.4,6.3,14.8,0.267,0,0,0,0
"684","Dick Schnittker","SF",25,"MNL",71,0,1040,122,307,0.397,0,0,0,122,307,0.397,0.397,86,132,0.652,0,0,178,59,0,0,0,178,330,1954,11.9,0.452,0,0.43,0,0,7.97448907163176,7.591190759299,0,0,0,0,1.2,1.6,2.8,0.129,0,0,0,0
"685","Fred Scolari","PG",31,"FTW",64,0,1589,159,491,0.324,0,0,0,159,491,0.324,0.324,144,180,0.8,0,0,139,131,0,0,0,155,462,1954,9.8,0.405,0,0.367,0,0,2.78261905161623,11.0714681933887,0,0,0,0,0,1.2,1.2,0.035,0,0,0,0
"686","George Senesky","PG",31,"PHW",58,0,771,41,119,0.345,0,0,0,41,119,0.345,0.345,29,53,0.547,0,0,66,84,0,0,0,79,111,1954,7.3,0.39,0,0.445,0,0,5.05657750285476,13.3747604058727,0,0,0,0,0,0.5,0.5,0.032,0,0,0,0
"687","Paul Seymour","SG",26,"SYR",71,0,2727,316,838,0.377,0,0,0,316,838,0.377,0.377,299,368,0.813,0,0,291,364,0,0,0,187,931,1954,16.2,0.466,0,0.439,0,0,5.53942139932297,19.2822574969534,0,0,0,0,5,4.3,9.3,0.164,0,0,0,0
"688","Chuck Share","C",26,"TOT",68,0,1576,188,493,0.381,0,0,0,188,493,0.381,0.381,188,275,0.684,0,0,555,80,0,0,0,210,564,1954,20.1,0.459,0,0.558,0,0,18.0185444254456,6.16852924947751,0,0,0,0,2.5,2.2,4.7,0.143,0,0,0,0
"689","Bill Sharman*","SG",27,"BOS",72,0,2467,412,915,0.45,0,0,0,412,915,0.45,0.45,331,392,0.844,0,0,255,229,0,0,0,211,1155,1954,18.6,0.531,0,0.428,0,0,6.18106350396844,14.3797251089642,0,0,0,0,9.4,1,10.4,0.202,0,0,0,0
"690","Connie Simmons","C",28,"NYK",72,0,2006,255,713,0.358,0,0,0,255,713,0.358,0.358,210,305,0.689,0,0,484,128,0,0,0,234,720,1954,14.8,0.425,0,0.428,0,0,12.188070551846,8.8640678400908,0,0,0,0,1,1.5,2.5,0.059,0,0,0,0
"691","Zeke Sinicola","G",25,"FTW",9,0,33,4,16,0.25,0,0,0,4,16,0.25,0.25,3,6,0.5,0,0,1,3,0,0,0,8,11,1954,-1.7,0.295,0,0.375,0,0,6.12106556452759,6.12578953683839,0,0,0,0,-0.2,0,-0.1,-0.216,0,0,0,0
"692","Whitey Skoog","SG",27,"MNL",71,0,1877,212,530,0.4,0,0,0,212,530,0.4,0.4,72,97,0.742,0,0,224,179,0,0,0,234,496,1954,11.3,0.433,0,0.183,0,0,4.48993494255389,12.9588012907363,0,0,0,0,1.3,2.8,4.1,0.106,0,0,0,0
"693","Ed Smith","SF",24,"NYK",12,0,127,14,49,0.286,0,0,0,14,49,0.286,0.286,7,13,0.538,0,0,32,10,0,0,0,17,35,1954,8.5,0.32,0,0.265,0,0,14.6120778583368,11.0045678920051,0,0,0,0,-0.4,0.1,-0.3,-0.105,0,0,0,0
"694","Joe Smyth","SF",24,"TOT",40,0,495,48,138,0.348,0,0,0,48,138,0.348,0.348,35,65,0.538,0,0,98,49,0,0,0,53,131,1954,11.9,0.393,0,0.471,0,0,12.047372038371,13.7575034371643,0,0,0,0,-0.1,0.2,0.1,0.006,0,0,0,0
"695","Odie Spears","SF",29,"ROC",72,0,1633,184,505,0.364,0,0,0,184,505,0.364,0.364,183,238,0.769,0,0,310,109,0,0,0,211,551,1954,14.2,0.452,0,0.471,0,0,8.2659351061057,8.5981067124653,0,0,0,0,2.1,2.6,4.7,0.137,0,0,0,0
"696","Don Sunderlage","SG",24,"MLH",68,0,2232,254,748,0.34,0,0,0,254,748,0.34,0.34,252,337,0.748,0,0,225,187,0,0,0,263,760,1954,12.4,0.424,0,0.451,0,0,4.59907680513227,11.9490751702624,0,0,0,0,1.3,1.7,3,0.065,0,0,0,0
"697","Dick Surhoff","PF",24,"MLH",32,0,358,43,129,0.333,0,0,0,43,129,0.333,0.333,47,62,0.758,0,0,69,23,0,0,0,53,133,1954,14.4,0.426,0,0.481,0,0,11.0570321457119,11.0625024802921,0,0,0,0,0.2,0.3,0.6,0.075,0,0,0,0
"698","Norm Swanson","SF",23,"ROC",63,0,611,31,137,0.226,0,0,0,31,137,0.226,0.226,38,64,0.594,0,0,110,33,0,0,0,91,100,1954,4,0.303,0,0.467,0,0,10.0402473385468,6.5571938382628,0,0,0,0,-1.3,0.9,-0.4,-0.034,0,0,0,0
"699","Bill Tosheff","PG",27,"MLH",71,0,1825,168,578,0.291,0,0,0,168,578,0.291,0.291,156,210,0.743,0,0,163,196,0,0,0,207,492,1954,9.1,0.367,0,0.363,0,0,2.44349933911078,14.9812266064571,0,0,0,0,-2,1.5,-0.6,-0.014,0,0,0,0
"700","Hal Uplinger","SG",24,"BLB",23,0,268,33,94,0.351,0,0,0,33,94,0.351,0.351,20,22,0.909,0,0,31,26,0,0,0,42,86,1954,10.7,0.415,0,0.234,0,0,6.573550633885,14.0542971562069,0,0,0,0,0.1,0.1,0.1,0.026,0,0,0,0
"701","Ernie Vandeweghe","SG",25,"NYK",15,0,271,37,103,0.359,0,0,0,37,103,0.359,0.359,25,31,0.806,0,0,20,29,0,0,0,38,99,1954,11.7,0.424,0,0.301,0,0,4.74042601084002,16.3801405426246,0,0,0,0,0.2,0.1,0.3,0.055,0,0,0,0
"702","Paul Walther","SG",26,"PHW",64,0,2067,138,392,0.352,0,0,0,138,392,0.352,0.352,145,206,0.704,0,0,257,220,0,0,0,199,421,1954,10.8,0.436,0,0.526,0,0,5.21610764110549,14.645830662289,0,0,0,0,1.5,1.5,3.1,0.071,0,0,0,0
"703","Isaac Walthour","G",23,"MLH",4,0,30,1,6,0.167,0,0,0,1,6,0.167,0.167,0,0,0,0,0,1,2,0,0,0,6,2,1954,-5.4,0.167,0,0,0,0,6.71135079029305,4.34627618469242,0,0,0,0,-0.1,0,-0.1,-0.165,0,0,0,0
"704","Bobby Wanzer*","SG",32,"ROC",72,0,2538,322,835,0.386,0,0,0,322,835,0.386,0.386,314,428,0.734,0,0,392,254,0,0,0,171,958,1954,17.8,0.468,0,0.513,0,0,7.28590074247232,14.7968672658729,0,0,0,0,5.1,4,9.1,0.172,0,0,0,0
"705","Mark Workman","F-C",23,"BLB",14,0,151,25,60,0.417,0,0,0,25,60,0.417,0.417,6,10,0.6,0,0,37,7,0,0,0,31,56,1954,12.8,0.435,0,0.167,0,0,13.6282025237452,6.02488363308119,0,0,0,0,0.1,0,0.1,0.047,0,0,0,0
"706","George Yardley*","SF",25,"FTW",63,0,1489,209,492,0.425,0,0,0,209,492,0.425,0.425,146,205,0.712,0,0,407,99,0,0,0,166,564,1954,19.5,0.484,0,0.417,0,0,14.4194910582474,9.6998582282746,0,0,0,0,3.4,1.8,5.3,0.17,0,0,0,0
"707","Max Zaslofsky","SG",28,"TOT",65,0,1881,278,756,0.368,0,0,0,278,756,0.368,0.368,255,357,0.714,0,0,160,154,0,0,0,142,811,1954,15.3,0.444,0,0.472,0,0,5.49719507917207,12.3303431416422,0,0,0,0,2.5,1.2,3.7,0.095,0,0,0,0
"708","Zeke Zawoluk","SF",23,"PHW",71,0,1795,203,540,0.376,0,0,0,203,540,0.376,0.376,186,230,0.809,0,0,330,99,0,0,0,220,592,1954,13.7,0.462,0,0.426,0,0,8.85720009130442,7.05774182284404,0,0,0,0,2.6,1.3,3.9,0.105,0,0,0,0
"709","Don Anielak","F",24,"NYK",1,0,10,0,4,0,0,0,0,0,4,0,0,3,4,0.75,0,0,2,0,0,0,0,0,3,1955,1.8,0.26,0,1,0,0,9.05830877758871,11.7698457700886,0,0,0,0,-0.1,0,-0.1,-0.263,0,0,0,0
"710","Paul Arizin*","SF",26,"PHW",72,0,2953,529,1325,0.399,0,0,0,529,1325,0.399,0.399,454,585,0.776,0,0,675,210,0,0,0,270,1512,1955,18.2,0.478,0,0.442,0,0,10.0682011532685,10.9254432994085,0,0,0,0,5.8,2.9,8.7,0.141,0,0,0,0
"711","Jim Baechtold","SF",27,"NYK",72,0,2536,362,898,0.403,0,0,0,362,898,0.403,0.403,279,339,0.823,0,0,307,218,0,0,0,202,1003,1955,13.9,0.479,0,0.378,0,0,5.57918718236462,12.2639542593869,0,0,0,0,4.1,1.8,6,0.113,0,0,0,0
"712","Don Barksdale*","SF",31,"BOS",72,0,1790,267,699,0.382,0,0,0,267,699,0.382,0.382,220,338,0.651,0,0,545,129,0,0,0,225,754,1955,14.3,0.445,0,0.484,0,0,13.396493882104,9.98456781141672,0,0,0,0,1.2,1,2.2,0.059,0,0,0,0
"713","Bob Brannum","PF",28,"BOS",71,0,1623,176,465,0.378,0,0,0,176,465,0.378,0.378,90,127,0.709,0,0,492,127,0,0,0,232,442,1955,10.8,0.424,0,0.273,0,0,13.1675429913527,10.4949608721877,0,0,0,0,0.2,0.9,1.1,0.032,0,0,0,0
"714","Carl Braun*","SG",27,"NYK",71,0,2479,400,1032,0.388,0,0,0,400,1032,0.388,0.388,274,342,0.801,0,0,295,274,0,0,0,208,1074,1955,14.6,0.454,0,0.331,0,0,5.75474286417864,16.3623199398735,0,0,0,0,2.8,1.9,4.7,0.091,0,0,0,0
"715","Tom Brennan","SF",24,"PHW",11,0,52,5,11,0.455,0,0,0,5,11,0.455,0.455,0,0,0,0,0,5,2,0,0,0,5,10,1955,5.6,0.455,0,0,0,0,10.5310349504947,0,0,0,0,0,0,0,0.1,0.048,0,0,0,0
"716","Frankie Brian","SG",31,"FTW",71,0,1381,237,623,0.38,0,0,0,237,623,0.38,0.38,217,255,0.851,0,0,127,142,0,0,0,133,691,1955,15.7,0.47,0,0.409,0,0,4.83500163450298,14.9736202064068,0,0,0,0,2.5,1.2,3.6,0.127,0,0,0,0
"717","Bill Calhoun","SG",27,"MLH",69,0,2109,144,480,0.3,0,0,0,144,480,0.3,0.3,166,236,0.703,0,0,290,235,0,0,0,181,454,1955,9,0.389,0,0.492,0,0,6.48996715654312,14.7783233742539,0,0,0,0,-0.9,2.3,1.4,0.033,0,0,0,0
"718","Bob Carney","SG",22,"MNL",19,0,244,24,64,0.375,0,0,0,24,64,0.375,0.375,21,40,0.525,0,0,45,16,0,0,0,36,69,1955,8.7,0.423,0,0.625,0,0,9.69465748685682,8.37851681292162,0,0,0,0,0,0.3,0.3,0.059,0,0,0,0
"719","Fred Christ","G",24,"NYK",6,0,48,5,18,0.278,0,0,0,5,18,0.278,0.278,10,11,0.909,0,0,8,7,0,0,0,3,20,1955,16.7,0.438,0,0.611,0,0,12.2020422410688,19.7702987807297,0,0,0,0,0,0,0.1,0.085,0,0,0,0
"720","Cal Christensen","SF",27,"ROC",71,0,1204,114,305,0.374,0,0,0,114,305,0.374,0.374,124,206,0.602,0,0,388,104,0,0,0,174,352,1955,13.7,0.445,0,0.675,0,0,15.7984094935203,11.4956841761892,0,0,0,0,0.8,1,1.7,0.069,0,0,0,0
"721","Nat Clifton*","PF",32,"NYK",72,0,2390,360,932,0.386,0,0,0,360,932,0.386,0.386,224,328,0.683,0,0,612,198,0,0,0,221,944,1955,15,0.439,0,0.352,0,0,12.2277345308424,11.8236714524635,0,0,0,0,1.3,2.4,3.7,0.074,0,0,0,0
"722","Jack Coleman","PF",30,"ROC",72,0,2482,400,866,0.462,0,0,0,400,866,0.462,0.462,124,183,0.678,0,0,729,232,0,0,0,201,924,1955,18.2,0.488,0,0.211,0,0,15.5948256712553,13.7864037888423,0,0,0,0,4.3,1.9,6.2,0.121,0,0,0,0
"723","Bert Cook","SG",25,"NYK",37,0,424,42,133,0.316,0,0,0,42,133,0.316,0.316,34,50,0.68,0,0,72,33,0,0,0,39,118,1955,8.5,0.381,0,0.376,0,0,8.40487728830193,10.9978274165965,0,0,0,0,-0.4,0.3,0,-0.006,0,0,0,0
"724","Chuck Cooper*","PF",28,"MLH",70,0,1749,193,569,0.339,0,0,0,193,569,0.339,0.339,187,249,0.751,0,0,385,151,0,0,0,210,573,1955,12.3,0.422,0,0.438,0,0,10.8670691754675,11.494587929808,0,0,0,0,0.2,2.2,2.4,0.066,0,0,0,0
"725","Larry Costello","PG",23,"PHW",19,0,463,46,139,0.331,0,0,0,46,139,0.331,0.331,26,32,0.813,0,0,49,78,0,0,0,37,118,1955,10.5,0.385,0,0.23,0,0,5.44939465314676,19.7763295464644,0,0,0,0,-0.2,0.4,0.2,0.022,0,0,0,0
"726","Bob Cousy*","PG",26,"BOS",71,0,2747,522,1316,0.397,0,0,0,522,1316,0.397,0.397,460,570,0.807,0,0,424,557,0,0,0,165,1504,1955,21.3,0.48,0,0.433,0,0,6.62233502889858,32.7456351930341,0,0,0,0,6.3,1.5,7.8,0.137,0,0,0,0
"727","Bob Davies*","PG",35,"ROC",72,0,1870,326,785,0.415,0,0,0,326,785,0.415,0.415,220,293,0.751,0,0,205,355,0,0,0,220,872,1955,18.5,0.477,0,0.373,0,0,4.90175862013845,29.6518970359605,0,0,0,0,4,1.2,5.2,0.132,0,0,0,0
"728","Walt Davis","C",24,"PHW",61,0,766,70,182,0.385,0,0,0,70,182,0.385,0.385,35,48,0.729,0,0,206,36,0,0,0,100,175,1955,9.4,0.431,0,0.264,0,0,13.6219099756652,6.71967773147496,0,0,0,0,0.1,0.8,0.9,0.057,0,0,0,0
"729","George Dempsey","SG",25,"PHW",48,0,1387,127,360,0.353,0,0,0,127,360,0.353,0.353,98,141,0.695,0,0,236,174,0,0,0,141,352,1955,10.8,0.417,0,0.392,0,0,8.47036343864392,17.1743038518904,0,0,0,0,0.2,1.4,1.5,0.053,0,0,0,0
"730","Fred Diute","SG",26,"MLH",7,0,72,2,21,0.095,0,0,0,2,21,0.095,0.095,7,12,0.583,0,0,13,4,0,0,0,12,11,1955,-2.3,0.209,0,0.571,0,0,6.95017969367403,4.45092880447205,0,0,0,0,-0.4,0.1,-0.3,-0.204,0,0,0,0
"731","Dick Farley","SG",22,"SYR",69,0,1113,136,353,0.385,0,0,0,136,353,0.385,0.385,136,201,0.677,0,0,167,111,0,0,0,145,408,1955,12.7,0.462,0,0.569,0,0,6.4822998301701,13.5684147182034,0,0,0,0,1.3,1.6,3,0.128,0,0,0,0
"732","Ray Felix","C",24,"NYK",72,0,2024,364,832,0.438,0,0,0,364,832,0.438,0.438,310,498,0.622,0,0,818,67,0,0,0,286,1038,1955,20.4,0.494,0,0.599,0,0,18.8334975873866,4.27292467427294,0,0,0,0,4.8,2.5,7.2,0.172,0,0,0,0
"733","Danny Finn","PG",26,"PHW",43,0,820,77,265,0.291,0,0,0,77,265,0.291,0.291,53,86,0.616,0,0,157,155,0,0,0,114,207,1955,10.1,0.342,0,0.325,0,0,9.40386635349933,25.3817383336764,0,0,0,0,-1.3,1,-0.3,-0.018,0,0,0,0
"734","Larry Foust","C",26,"FTW",70,0,2264,398,818,0.487,0,0,0,398,818,0.487,0.487,393,513,0.766,0,0,700,118,0,0,0,264,1189,1955,23,0.57,0,0.627,0,0,14.9989163818259,6.95550430310494,0,0,0,0,10.3,3,13.3,0.282,0,0,0,0
"735","Jim Fritsche","PF",23,"FTW",16,0,151,16,48,0.333,0,0,0,16,48,0.333,0.333,13,16,0.813,0,0,32,4,0,0,0,28,45,1955,6.7,0.409,0,0.333,0,0,10.0991361155276,2.6937921815669,0,0,0,0,-0.1,0.1,0.1,0.028,0,0,0,0
"736","Bill Gabor","SG",32,"SYR",3,0,47,7,22,0.318,0,0,0,7,22,0.318,0.318,3,5,0.6,0,0,5,11,0,0,0,6,17,1955,11.7,0.351,0,0.227,0,0,6.04106692302002,38.8636935639241,0,0,0,0,-0.1,0.1,0,-0.012,0,0,0,0
"737","Harry Gallatin*","PF",27,"NYK",72,0,2548,330,859,0.384,0,0,0,330,859,0.384,0.384,393,483,0.814,0,0,995,176,0,0,0,206,1053,1955,20.5,0.491,0,0.562,0,0,19.5739189562407,9.51771261873515,0,0,0,0,5.1,3.3,8.3,0.157,0,0,0,0
"738","Jack George","PG",26,"PHW",68,0,2480,291,756,0.385,0,0,0,291,756,0.385,0.385,192,291,0.66,0,0,302,359,0,0,0,191,774,1955,12.7,0.438,0,0.385,0,0,5.62924266182994,20.6134041927789,0,0,0,0,1.5,2.3,3.8,0.074,0,0,0,0
"739","Joe Graboski","PF",25,"PHW",70,0,2515,373,1096,0.34,0,0,0,373,1096,0.34,0.34,208,303,0.686,0,0,636,182,0,0,0,259,954,1955,11.7,0.388,0,0.276,0,0,12.6105359205151,10.3810159176062,0,0,0,0,-2.8,2.7,-0.1,-0.002,0,0,0,0
"740","Chuck Grigsby","G",26,"NYK",7,0,45,7,19,0.368,0,0,0,7,19,0.368,0.368,2,8,0.25,0,0,11,7,0,0,0,9,16,1955,9.9,0.355,0,0.421,0,0,9.64911343031406,26.44450629485,0,0,0,0,-0.1,0.1,0,-0.042,0,0,0,0
"741","Alex Hannum*","PF",31,"MLH",53,0,1088,126,358,0.352,0,0,0,126,358,0.352,0.352,61,107,0.57,0,0,245,105,0,0,0,206,313,1955,8.9,0.386,0,0.299,0,0,10.4989240894505,12.612899646771,0,0,0,0,-0.9,1.4,0.5,0.024,0,0,0,0
"742","Rollen Hans","SG",23,"BLB",13,0,178,30,67,0.448,0,0,0,30,67,0.448,0.448,13,25,0.52,0,0,16,26,0,0,0,20,73,1955,0,0.468,0,0.373,0,0,10.7579879371241,10.4843738316536,0,0,0,0,0,0,0,0,0,0,0,0
"743","Bob Harrison","PG",27,"MLH",72,0,2300,299,875,0.342,0,0,0,299,875,0.342,0.342,126,185,0.681,0,0,226,252,0,0,0,291,724,1955,8,0.379,0,0.211,0,0,4.87156558803885,15.1067217915049,0,0,0,0,-2.6,2.2,-0.4,-0.008,0,0,0,0
"744","Herm Hedderick","G",25,"NYK",5,0,23,2,9,0.222,0,0,0,2,9,0.222,0.222,0,1,0,0,0,4,2,0,0,0,3,4,1955,-0.8,0.212,0,0.111,0,0,10.5620227819462,7.20555631800768,0,0,0,0,-0.1,0,-0.1,-0.232,0,0,0,0
"745","Don Henriksen","PF",25,"TOT",70,0,1664,139,406,0.342,0,0,0,139,406,0.342,0.342,137,195,0.703,0,0,484,111,0,0,0,190,415,1955,9.3,0.422,0,0.48,0,0,11.3281350093066,7.89318147813134,0,0,0,0,-0.1,1,0.9,0.025,0,0,0,0
"746","Lew Hitch","F-C",25,"TOT",74,0,1774,167,417,0.4,0,0,0,167,417,0.4,0.4,115,169,0.68,0,0,438,125,0,0,0,110,449,1955,0,0.457,0,0.405,0,0,7.14645616008046,8.1748577478004,0,0,0,0,0,0,0,0,0,0,0,0
"747","Paul Hoffman","G-F",29,"TOT",38,0,670,65,216,0.301,0,0,0,65,216,0.301,0.301,64,93,0.688,0,0,124,94,0,0,0,93,194,1955,0,0.378,0,0.431,0,0,13.5328695312856,15.2853178433589,0,0,0,0,0,0,0,0,0,0,0,0
"748","Jim Holstein","SF",24,"MNL",62,0,980,107,330,0.324,0,0,0,107,330,0.324,0.324,67,94,0.713,0,0,206,58,0,0,0,107,281,1955,8.7,0.378,0,0.285,0,0,10.6160760150283,7.77816708616645,0,0,0,0,-1,1.2,0.2,0.008,0,0,0,0
"749","Bob Houbregs*","C-F",22,"TOT",64,0,1326,148,386,0.383,0,0,0,148,386,0.383,0.383,129,182,0.709,0,0,297,86,0,0,0,180,425,1955,0,0.456,0,0.472,0,0,9.96431955798959,7.03939833562384,0,0,0,0,0,0,0,0,0,0,0,0
"750","Mel Hutchins","PF",26,"FTW",72,0,2860,341,903,0.378,0,0,0,341,903,0.378,0.378,182,257,0.708,0,0,665,247,0,0,0,232,864,1955,12.7,0.425,0,0.285,0,0,12.095368987507,11.8491264942819,0,0,0,0,0.4,3.5,3.9,0.065,0,0,0,0
"751","Neil Johnston*","C",25,"PHW",72,0,2917,521,1184,0.44,0,0,0,521,1184,0.44,0.44,589,769,0.766,0,0,1085,215,0,0,0,255,1631,1955,25.4,0.536,0,0.649,0,0,19.4790483470648,11.2599304761613,0,0,0,0,11.5,3.9,15.4,0.253,0,0,0,0
"752","Ed Kalafat","PF",22,"MNL",72,0,1102,118,375,0.315,0,0,0,118,375,0.315,0.315,111,168,0.661,0,0,317,75,0,0,0,205,347,1955,9.7,0.386,0,0.448,0,0,13.0719594633112,8.56897238521238,0,0,0,0,-0.9,1.6,0.7,0.029,0,0,0,0
"753","Mike Kearns","PG",25,"PHW",6,0,25,0,5,0,0,0,0,0,5,0,0,1,4,0.25,0,0,3,5,0,0,0,1,1,1955,1,0.074,0,0.8,0,0,8.88897194110139,18.3768136128881,0,0,0,0,-0.1,0,-0.1,-0.223,0,0,0,0
"754","Billy Kenville","SG",24,"SYR",70,0,1380,172,482,0.357,0,0,0,172,482,0.357,0.357,154,201,0.766,0,0,247,150,0,0,0,132,498,1955,13.6,0.437,0,0.417,0,0,7.89172865659281,14.9292262969949,0,0,0,0,0.8,2.2,3,0.104,0,0,0,0
"755","Red Kerr","C",22,"SYR",72,0,1529,301,718,0.419,0,0,0,301,718,0.419,0.419,152,223,0.682,0,0,474,80,0,0,0,165,754,1955,18.2,0.462,0,0.311,0,0,14.8394574874681,7.16669933405837,0,0,0,0,2,3,5,0.157,0,0,0,0
"756","Dan King","F",24,"BLB",12,0,103,7,22,0.318,0,0,0,7,22,0.318,0.318,5,10,0.5,0,0,25,3,0,0,0,5,19,1955,0,0.36,0,0.455,0,0,13.8837851264894,2.39625435891738,0,0,0,0,0,0,0,0,0,0,0,0
"757","George King","PG",26,"SYR",67,0,2015,228,605,0.377,0,0,0,228,605,0.377,0.377,140,229,0.611,0,0,227,331,0,0,0,148,596,1955,12.8,0.422,0,0.379,0,0,4.52855533841639,23.709131187915,0,0,0,0,0.6,3.2,3.8,0.09,0,0,0,0
"758","Bob Knight","G-F",25,"NYK",2,0,29,3,7,0.429,0,0,0,3,7,0.429,0.429,1,1,1,0,0,1,8,0,0,0,6,7,1955,11.9,0.47,0,0.143,0,0,7.61376418470586,25.1163959091847,0,0,0,0,0,0,0.1,0.117,0,0,0,0
"759","Earl Lloyd*","SF",26,"SYR",72,0,2212,286,784,0.365,0,0,0,286,784,0.365,0.365,159,212,0.75,0,0,553,151,0,0,0,283,731,1955,11.6,0.417,0,0.27,0,0,11.6666099105474,9.18282818296286,0,0,0,0,-0.3,3.9,3.6,0.077,0,0,0,0
"760","Clyde Lovellette*","C",25,"MNL",70,0,2361,519,1192,0.435,0,0,0,519,1192,0.435,0.435,273,398,0.686,0,0,802,100,0,0,0,262,1311,1955,21,0.479,0,0.334,0,0,16.8059022915501,5.20929657535533,0,0,0,0,4.9,3.6,8.5,0.173,0,0,0,0
"761","Ed Macauley*","C",26,"BOS",71,0,2706,403,951,0.424,0,0,0,403,951,0.424,0.424,442,558,0.792,0,0,600,275,0,0,0,171,1248,1955,18.6,0.522,0,0.587,0,0,10.39938526056,15.0154301549874,0,0,0,0,7.5,1.4,8.9,0.157,0,0,0,0
"762","Ronnie MacGilvray","PG",24,"MLH",6,0,57,2,12,0.167,0,0,0,2,12,0.167,0.167,4,7,0.571,0,0,9,11,0,0,0,5,8,1955,7.9,0.265,0,0.583,0,0,9.25637994839102,24.5936455029507,0,0,0,0,-0.1,0.1,-0.1,-0.046,0,0,0,0
"763","Tom Marshall","SF",24,"ROC",72,0,1337,223,505,0.442,0,0,0,223,505,0.442,0.442,131,194,0.675,0,0,256,111,0,0,0,99,577,1955,17,0.489,0,0.384,0,0,9.34134835573915,12.3358227276832,0,0,0,0,2.7,0.8,3.5,0.125,0,0,0,0
"764","Phil Martin","SF",26,"MLH",7,0,47,5,19,0.263,0,0,0,5,19,0.263,0.263,2,2,1,0,0,10,6,0,0,0,7,12,1955,6.6,0.302,0,0.105,0,0,7.83644148272487,17.6844171623428,0,0,0,0,-0.2,0.1,-0.1,-0.094,0,0,0,0
"765","Slater Martin*","PG",29,"MNL",72,0,2784,350,919,0.381,0,0,0,350,919,0.381,0.381,276,359,0.769,0,0,260,427,0,0,0,221,976,1955,14.1,0.453,0,0.391,0,0,4.81594760643128,21.3502999096725,0,0,0,0,3,3.2,6.2,0.107,0,0,0,0
"766","Ken McBride","SG",25,"MLH",12,0,249,48,147,0.327,0,0,0,48,147,0.327,0.327,21,29,0.724,0,0,31,14,0,0,0,31,117,1955,7.9,0.366,0,0.197,0,0,5.39674688340626,9.09136206668787,0,0,0,0,-0.6,0.2,-0.4,-0.084,0,0,0,0
"767","Alfred McGuire*","PG",26,"BLB",10,0,98,9,32,0.281,0,0,0,9,32,0.281,0.281,5,7,0.714,0,0,9,8,0,0,0,15,23,1955,0,0.328,0,0.219,0,0,12.6201373466327,9.29928606289589,0,0,0,0,0,0,0,0,0,0,0,0
"768","Dick McGuire*","PG",29,"NYK",71,0,2310,226,581,0.389,0,0,0,226,581,0.389,0.389,195,303,0.644,0,0,322,542,0,0,0,143,647,1955,16.8,0.453,0,0.522,0,0,6.18419549638807,35.4563989642227,0,0,0,0,2.7,2.6,5.3,0.11,0,0,0,0
