"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"1228","Phil Smith","SG",25,"GSW",82,0,2940,648,1373,0.472,0,0,0,648,1373,0.472,0.472,316,389,0.812,100,200,300,393,108,27,266,219,1612,1978,16.5,0.522,0,0.283,3.4,7.1,5.2,19.6,1.7,0.5,14.7,24.1,3.8,2.5,6.3,0.102,1,-0.7,0.3,1.7
"1229","Randy Smith","SG",29,"BUF",82,0,3314,789,1697,0.465,0,0,0,789,1697,0.465,0.465,443,554,0.8,110,200,310,458,172,11,286,224,2021,1978,19.1,0.521,0,0.326,3.6,6.4,5,22.2,2.4,0.2,12.8,26.8,6.1,1.7,7.9,0.114,2.2,-0.7,1.5,2.9
"1230","Robert Smith","PG",22,"DEN",45,0,378,50,97,0.515,0,0,0,50,97,0.515,0.515,21,24,0.875,6,30,36,39,18,3,20,52,121,1978,10.9,0.562,0,0.247,1.7,7.9,4.9,13.5,2.1,0.4,15.7,12.9,0.5,0.3,0.8,0.097,-2.1,0.7,-1.4,0.1
"1231","Willie Smith","PG",24,"IND",1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1978,2,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0.034,-4.5,0,-4.5,0
"1232","Dick Snyder","SG",33,"CLE",58,0,660,112,252,0.444,0,0,0,112,252,0.444,0.444,56,64,0.875,9,40,49,56,23,19,48,74,280,1978,12,0.5,0,0.254,1.4,6.2,3.8,12,1.6,1.5,14.6,19.7,0.3,0.6,0.9,0.067,-1.7,0.5,-1.2,0.1
"1233","Ricky Sobers","PG",25,"IND",79,0,3019,553,1221,0.453,0,0,0,553,1221,0.453,0.453,330,400,0.825,92,235,327,584,170,23,352,308,1436,1978,15.4,0.514,0,0.328,2.9,7.8,5.3,27.7,2.5,0.4,20.1,21.8,2.4,2.4,4.8,0.076,0.1,-0.4,-0.3,1.3
"1234","Kevin Stacom","SG",26,"BOS",55,0,1006,206,484,0.426,0,0,0,206,484,0.426,0.426,54,71,0.761,26,80,106,111,28,3,69,60,466,1978,12,0.452,0,0.147,2.7,7.9,5.4,16.3,1.3,0.2,11.8,22.5,0.1,0.7,0.8,0.038,-1.3,-1,-2.3,-0.1
"1235","Larry Steele","SG",28,"POR",65,0,1132,210,447,0.47,0,0,0,210,447,0.47,0.47,100,122,0.82,34,79,113,87,59,5,66,138,520,1978,13.8,0.519,0,0.273,3.2,7.1,5.2,10.7,2.4,0.2,11.6,19.8,1.6,1.4,3,0.127,-1,0.8,-0.3,0.5
"1236","Earl Tatum","SG",24,"TOT",82,0,2522,510,1087,0.469,0,0,0,510,1087,0.469,0.469,153,196,0.781,79,216,295,296,140,40,184,257,1173,1978,14.7,0.5,0,0.18,3.1,8.5,5.8,16.9,2.5,0.8,13.6,20.5,2.2,2.2,4.4,0.085,-0.4,0.6,0.2,1.4
"1237","Brian Taylor","PG",26,"DEN",39,0,1222,182,403,0.452,0,0,0,182,403,0.452,0.452,88,115,0.765,30,68,98,132,71,9,77,120,452,1978,11.6,0.498,0,0.285,2.6,5.5,4.1,14.5,2.6,0.4,14.5,16.6,0.9,0.9,1.8,0.071,-1.8,0.3,-1.4,0.2
"1238","Claude Terry","SG",28,"ATL",27,0,166,25,68,0.368,0,0,0,25,68,0.368,0.368,9,11,0.818,3,12,15,7,6,0,8,14,59,1978,6.9,0.405,0,0.162,1.9,8.1,4.9,6.1,1.7,0,9.9,19.6,-0.2,0.1,0,-0.008,-4,-0.8,-4.8,-0.1
"1239","David Thompson*","SG",23,"DEN",80,0,3025,826,1584,0.521,0,0,0,826,1584,0.521,0.521,520,668,0.778,156,234,390,362,92,99,245,213,2172,1978,23.2,0.578,0,0.422,5.5,7.7,6.6,19.3,1.3,1.7,11.5,26.8,10.8,1.9,12.7,0.202,5.5,-0.7,4.8,5.2
"1240","Dean Tolson","PF",26,"SEA",1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1978,-7.1,0,0,0,0,0,0,32.8,0,0,50,10.9,0,0,0,-0.196,-4.8,0.1,-4.7,0
"1241","Rudy Tomjanovich","SF",29,"HOU",23,0,849,217,447,0.485,0,0,0,217,447,0.485,0.485,61,81,0.753,40,98,138,32,15,5,38,63,495,1978,17.1,0.513,0,0.181,4.9,12.6,8.6,5.9,0.8,0.3,7.3,24.4,1.6,0.1,1.7,0.095,1.7,-2.3,-0.5,0.3
"1242","Dave Twardzik","PG",27,"POR",75,0,1820,242,409,0.592,0,0,0,242,409,0.592,0.592,183,234,0.782,36,98,134,244,107,4,158,186,667,1978,14.3,0.651,0,0.572,2.1,5.5,3.8,17.5,2.7,0.1,23.6,14.5,3.2,2.3,5.5,0.146,-0.2,1.3,1.1,1.4
"1243","Wes Unseld*","C",31,"WSB",80,0,2644,257,491,0.523,0,0,0,257,491,0.523,0.523,93,173,0.538,286,669,955,326,98,45,173,234,607,1978,14.4,0.535,0,0.352,10.6,25.2,17.9,15.3,1.6,0.8,23.4,10.5,2.8,3.9,6.8,0.123,1,2,2.9,3.3
"1244","Jan van Breda Kolff","SF",26,"NJN",68,0,1419,107,292,0.366,0,0,0,107,292,0.366,0.366,87,123,0.707,66,178,244,105,52,46,73,192,301,1978,7.5,0.435,0,0.421,4.3,12.8,8.3,9.1,1.6,1.7,17.4,10.9,-0.2,1.4,1.2,0.04,-3.3,1.1,-2.2,-0.1
"1245","Norm Van Lier","PG",30,"CHI",78,0,2524,200,477,0.419,0,0,0,200,477,0.419,0.419,172,229,0.751,86,198,284,531,144,5,200,279,572,1978,11.7,0.495,0,0.48,3.7,8.5,6.1,27.6,2.7,0.1,25.7,12.4,1.8,2,3.8,0.073,-1.3,0.7,-0.6,0.9
"1246","Foots Walker","PG",26,"CLE",81,0,2496,287,641,0.448,0,0,0,287,641,0.448,0.448,159,221,0.719,76,218,294,453,176,24,181,218,733,1978,14.2,0.496,0,0.345,3.1,8.9,6,23.7,3.3,0.5,19.7,14.6,1.9,3.4,5.2,0.101,-1,2.1,1.1,1.9
"1247","Phil Walker","SG",21,"WSB",40,0,384,57,161,0.354,0,0,0,57,161,0.354,0.354,64,96,0.667,21,31,52,54,14,5,62,39,178,1978,9,0.438,0,0.596,5.4,8,6.7,18.6,1.6,0.6,23.4,26,-0.7,0.3,-0.4,-0.045,-3.2,-1.4,-4.6,-0.3
"1248","Wally Walker","SF",23,"TOT",77,0,1104,204,461,0.443,0,0,0,204,461,0.443,0.443,75,120,0.625,87,132,219,77,26,10,77,138,483,1978,12.2,0.47,0,0.26,7.7,12.7,10.1,10.1,1.1,0.5,13,20.5,0.7,1.2,1.9,0.084,-1.2,-0.6,-1.8,0
"1249","Bill Walton*","C",25,"POR",58,0,1929,460,882,0.522,0,0,0,460,882,0.522,0.522,177,246,0.72,118,648,766,291,60,146,206,145,1097,1978,24.8,0.554,0,0.279,6.5,34.2,20.7,22.8,1.4,4.1,17.2,24.5,3.6,4.8,8.4,0.209,4.4,3.7,8.1,4.9
"1250","Lloyd Walton","PG",24,"MIL",76,0,1264,154,344,0.448,0,0,0,154,344,0.448,0.448,54,83,0.651,26,50,76,253,77,13,107,94,362,1978,11.3,0.476,0,0.241,2.1,4.3,3.2,24.1,2.7,0.5,21.9,14.6,0.3,0.8,1.1,0.04,-1.4,-0.1,-1.4,0.2
"1251","Kermit Washington","PF",26,"TOT",57,0,1617,247,507,0.487,0,0,0,247,507,0.487,0.487,170,246,0.691,215,399,614,72,47,64,107,188,664,1978,17.4,0.54,0,0.485,14,24.4,19.4,5.9,1.3,2,14.8,17.4,2.9,2.4,5.3,0.158,0.9,-0.1,0.8,1.1
"1252","Richard Washington","PF",22,"KCK",78,0,2231,425,891,0.477,0,0,0,425,891,0.477,0.477,150,199,0.754,188,466,654,118,74,73,191,324,1000,1978,14.2,0.511,0,0.223,8.6,21.4,15,7.4,1.5,1.7,16.3,20,1.3,2.6,3.9,0.085,-1.1,-0.2,-1.3,0.4
"1253","Wilson Washington","PF",22,"TOT",38,0,561,100,206,0.485,0,0,0,100,206,0.485,0.485,29,53,0.547,50,106,156,10,18,37,63,75,229,1978,11.4,0.499,0,0.257,8.3,19.2,13.5,2.5,1.4,3.4,21.6,19.3,-0.5,0.8,0.3,0.026,-3.3,0.2,-3.1,-0.2
"1254","Slick Watts","PG",26,"TOT",71,0,1584,219,558,0.392,0,0,0,219,558,0.392,0.392,92,156,0.59,60,119,179,294,108,31,168,184,530,1978,10.9,0.423,0,0.28,3.7,7.6,5.6,24.8,3.1,1,21.1,19.1,-1.3,2.1,0.8,0.025,-2.6,1.3,-1.4,0.2
"1255","Nick Weatherspoon","SF",27,"CHI",41,0,611,86,194,0.443,0,0,0,86,194,0.443,0.443,37,42,0.881,57,68,125,32,19,10,49,74,209,1978,10.5,0.492,0,0.216,10.2,12.1,11.1,7.5,1.5,0.9,18.7,17.3,0.2,0.4,0.6,0.049,-1.7,-1,-2.7,-0.1
"1256","Marvin Webster","C",25,"SEA",82,0,2910,427,851,0.502,0,0,0,427,851,0.502,0.502,290,461,0.629,361,674,1035,203,48,162,257,262,1144,1978,17,0.543,0,0.542,12.1,24.6,18.1,9.6,0.8,3,19.6,17.2,3.7,5,8.7,0.143,0.7,0.8,1.5,2.6
"1257","Scott Wedman","SF",25,"KCK",81,0,2961,607,1192,0.509,0,0,0,607,1192,0.509,0.509,221,254,0.87,144,319,463,201,99,22,158,242,1435,1978,15.9,0.55,0,0.213,5,11.1,8,9.7,1.5,0.4,10.8,18.8,6,1.9,7.8,0.127,1.3,-0.5,0.8,2.1
"1258","Paul Westphal*","SG",27,"PHO",80,0,2481,809,1568,0.516,0,0,0,809,1568,0.516,0.516,396,487,0.813,41,123,164,437,138,31,280,162,2014,1978,23.8,0.565,0,0.311,1.7,5.2,3.4,28.5,2.4,0.6,13.6,30.9,6.9,2.9,9.8,0.19,4.7,0,4.7,4.2
"1259","Jo Jo White*","PG",31,"BOS",46,0,1641,289,690,0.419,0,0,0,289,690,0.419,0.419,103,120,0.858,53,127,180,209,49,7,117,109,681,1978,11.9,0.458,0,0.174,3.4,7.7,5.6,18.1,1.4,0.2,13.6,20.3,0.6,1.1,1.7,0.049,-1.1,-0.7,-1.8,0.1
"1260","Rudy White","SG",24,"HOU",21,0,219,31,85,0.365,0,0,0,31,85,0.365,0.365,14,18,0.778,8,13,21,22,8,0,22,24,76,1978,6.4,0.409,0,0.212,3.8,6.5,5.1,13.4,1.7,0,19.1,20.9,-0.3,0,-0.3,-0.07,-4.2,-1.5,-5.7,-0.3
"1261","Sidney Wicks","PF",28,"BOS",81,0,2413,433,927,0.467,0,0,0,433,927,0.467,0.467,217,329,0.66,223,450,673,171,67,46,226,318,1083,1978,13.9,0.505,0,0.355,9.6,18.5,14.2,10.1,1.3,1,17.4,20.8,1.4,2.8,4.2,0.084,-1,-0.1,-1.1,0.5
"1262","Bob Wilkerson","SF",23,"DEN",81,0,2780,382,936,0.408,0,0,0,382,936,0.408,0.408,157,210,0.748,98,376,474,439,126,21,294,275,921,1978,10,0.448,0,0.224,3.8,13.4,8.8,20.9,2,0.4,22.2,18.2,-1.9,2.6,0.7,0.011,-2.5,-0.3,-2.8,-0.6
"1263","Jamaal Wilkes*","SF",24,"LAL",51,0,1490,277,630,0.44,0,0,0,277,630,0.44,0.44,106,148,0.716,113,267,380,182,77,22,107,162,660,1978,16.1,0.475,0,0.235,8,17.7,13,16.1,2.3,0.7,13.3,21,1.3,2,3.3,0.106,0.5,0.6,1.1,1.2
"1264","Chuck Williams","PG",31,"BUF",73,0,2002,208,436,0.477,0,0,0,208,436,0.477,0.477,114,138,0.826,29,108,137,317,48,4,156,137,530,1978,9.5,0.533,0,0.317,1.6,5.8,3.7,20.9,1.1,0.1,23.9,13,1,0.3,1.3,0.031,-1.6,-1.3,-3,-0.5
"1265","Gus Williams","PG",24,"SEA",79,0,2572,602,1335,0.451,0,0,0,602,1335,0.451,0.451,227,278,0.817,83,173,256,294,185,41,189,198,1431,1978,18.1,0.491,0,0.208,3.1,7.1,5.1,18,3.3,0.9,11.5,24.4,3.8,3.9,7.7,0.143,1.2,1.9,3.1,3.3
"1266","Nate Williams","SG",27,"TOT",73,0,1249,312,724,0.431,0,0,0,312,724,0.431,0.431,101,121,0.835,65,139,204,74,57,34,83,181,725,1978,14.8,0.466,0,0.167,5.1,11.1,8.1,9,2.1,1.4,9.6,26.7,0.4,1.5,1.9,0.073,-1.3,-0.2,-1.6,0.1
"1267","Ray Williams","PG",23,"NYK",81,0,1550,305,689,0.443,0,0,0,305,689,0.443,0.443,146,207,0.705,85,124,209,363,108,15,242,211,756,1978,14.5,0.485,0,0.3,5.8,8.1,7,30.9,3,0.5,23.7,25,-0.4,1.4,1,0.031,-0.7,-0.7,-1.3,0.3
"1268","John Williamson","SG",26,"TOT",75,0,2731,723,1649,0.438,0,0,0,723,1649,0.438,0.438,331,391,0.847,66,161,227,214,94,10,228,236,1777,1978,15.1,0.488,0,0.237,2.3,5.9,4,12.5,1.5,0.2,11.1,27.9,2,1.4,3.4,0.059,-0.2,-1.6,-1.7,0.2
"1269","Bill Willoughby","SF",20,"BUF",56,0,1079,156,363,0.43,0,0,0,156,363,0.43,0.43,64,80,0.8,76,143,219,38,24,47,56,131,376,1978,10.9,0.472,0,0.22,7.6,14.1,10.9,4.9,1,2.3,12.3,16.8,0.4,0.7,1.2,0.051,-1.9,-0.6,-2.5,-0.1
"1270","Bobby Wilson","SG",27,"IND",12,0,86,14,36,0.389,0,0,0,14,36,0.389,0.389,2,3,0.667,6,6,12,8,2,1,6,16,30,1978,6.6,0.402,0,0.083,6.6,7,6.8,12.9,1,0.6,13.9,18.9,-0.1,0,0,-0.015,-4,-0.6,-4.6,-0.1
"1271","Brian Winters","SG",25,"MIL",80,0,2751,674,1457,0.463,0,0,0,674,1457,0.463,0.463,246,293,0.84,87,163,250,393,124,27,236,239,1594,1978,16.4,0.503,0,0.201,3.3,6.4,4.8,20.2,2,0.5,13,25.1,3.7,1.4,5.1,0.089,0.6,-1.2,-0.6,1
"1272","Willie Wise","SF",30,"SEA",2,0,10,0,3,0,0,0,0,0,3,0,0,1,4,0.25,2,1,3,0,0,0,0,2,1,1978,-5.9,0.105,0,1.333,19.5,10.6,15.3,0,0,0,0,18.1,-0.1,0,0,-0.208,-4.8,-0.4,-5.2,0
"1273","Dave Wohl","PG",28,"NJN",10,0,118,12,34,0.353,0,0,0,12,34,0.353,0.353,11,12,0.917,1,3,4,13,3,0,16,24,35,1978,1.5,0.446,0,0.353,0.8,2.6,1.6,14,1.1,0,28.9,17.3,-0.2,0,-0.2,-0.079,-5.8,-1,-6.9,-0.2
"1274","Larry Wright","PG",23,"WSB",70,0,1466,283,570,0.496,0,0,0,283,570,0.496,0.496,76,107,0.71,31,71,102,260,68,15,134,195,642,1978,13.7,0.52,0,0.188,2.1,4.8,3.4,25,2.1,0.5,17.8,19.3,1.5,1.2,2.7,0.088,-0.8,0.2,-0.7,0.5
"1275","Kareem Abdul-Jabbar*","C",31,"LAL",80,0,3157,777,1347,0.577,0,0,0,777,1347,0.577,0.577,349,474,0.736,207,818,1025,431,76,316,282,230,1903,1979,25.5,0.612,0,0.352,7.6,26.7,17.6,18.9,1.1,5,15.3,23.3,8.8,5.6,14.4,0.219,4.6,3,7.6,7.7
"1276","Tom Abernethy","PF",24,"GSW",70,0,1219,176,342,0.515,0,0,0,176,342,0.515,0.515,70,94,0.745,74,142,216,79,39,13,32,133,422,1979,13.6,0.55,0,0.275,6.5,12.6,9.5,8.4,1.5,0.6,7.7,13.8,2.3,1.3,3.7,0.144,0.2,0.7,0.9,0.9
"1277","Alvan Adams","C",24,"PHO",77,0,2364,569,1073,0.53,0,0,0,569,1073,0.53,0.53,231,289,0.799,220,485,705,360,110,63,279,246,1369,1979,20.4,0.57,0,0.269,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,3.9,3.7,7.6,0.154,2.3,1.2,3.4,3.2
"1278","Lucius Allen","PG",31,"KCK",31,0,413,69,174,0.397,0,0,0,69,174,0.397,0.397,19,33,0.576,14,32,46,44,21,6,30,52,157,1979,8.7,0.416,0,0.19,3.6,8.6,6.1,13.6,2.3,0.8,13.7,20.3,-0.4,0.5,0.1,0.007,-3.7,0.4,-3.3,-0.1
"1279","Kim Anderson","SF",23,"POR",21,0,224,24,77,0.312,0,0,0,24,77,0.312,0.312,15,28,0.536,17,28,45,15,4,5,22,42,63,1979,3,0.353,0,0.364,8.3,14.1,11.2,8.5,0.8,1.3,19.8,19.6,-0.6,0.2,-0.4,-0.078,-6.1,-1.3,-7.5,-0.4
"1280","Tiny Archibald*","PG",30,"BOS",69,0,1662,259,573,0.452,0,0,0,259,573,0.452,0.452,242,307,0.788,25,78,103,324,55,6,197,132,760,1979,13.1,0.537,0,0.536,1.7,5.3,3.4,26.3,1.5,0.2,21.8,21.3,1,0.6,1.6,0.046,-0.5,-2.1,-2.6,-0.3
"1281","Tate Armstrong","SG",23,"CHI",26,0,259,28,70,0.4,0,0,0,28,70,0.4,0.4,10,13,0.769,7,13,20,31,10,0,21,22,66,1979,6.5,0.436,0,0.186,3,5.5,4.2,15.5,1.8,0,21.7,14.9,-0.2,0.2,-0.1,-0.012,-3.9,-0.3,-4.2,-0.2
"1282","Dennis Awtrey","C",30,"TOT",63,0,746,44,107,0.411,0,0,0,44,107,0.411,0.411,41,56,0.732,42,109,151,69,16,13,52,106,129,1979,6.7,0.49,0,0.523,6,15.7,10.8,11.1,1,0.9,28.3,9.6,-0.1,0.9,0.7,0.046,-3.5,1.2,-2.3,-0.1
"1283","Gus Bailey","SG",27,"NOJ",2,0,9,2,7,0.286,0,0,0,2,7,0.286,0.286,0,0,0,2,0,2,2,0,0,1,1,4,1979,6.1,0.286,0,0,22.5,0,10.9,33.2,0,0,12.5,33.9,0,0,0,-0.201,-4.4,-0.4,-4.8,0
"1284","Greg Ballard","SF",24,"WSB",82,0,1552,260,559,0.465,0,0,0,260,559,0.465,0.465,119,172,0.692,143,307,450,116,58,30,97,167,639,1979,14.9,0.503,0,0.308,9.5,19.8,14.7,9.4,1.7,1,13.3,18,1.7,2.2,3.9,0.12,0,0.7,0.7,1.1
"1285","Mike Bantom","PF",27,"IND",81,0,2528,482,1036,0.465,0,0,0,482,1036,0.465,0.465,227,338,0.672,225,425,650,223,99,62,193,316,1191,1979,15.7,0.503,0,0.326,9.2,17.3,13.2,12.3,1.8,1.3,14,21.3,2.2,3,5.2,0.099,0,0.3,0.2,1.4
"1286","Tom Barker","C",23,"TOT",39,0,476,68,156,0.436,0,0,0,68,156,0.436,0.436,27,37,0.73,45,74,119,15,10,11,34,76,163,1979,9.1,0.473,0,0.237,10.2,17,13.6,4.1,1,1.2,16.5,17,-0.1,0.4,0.3,0.031,-3.5,-1,-4.6,-0.4
"1287","Marvin Barnes","PF",26,"BOS",38,0,796,133,271,0.491,0,0,0,133,271,0.491,0.491,43,66,0.652,57,120,177,53,38,39,68,144,309,1979,12.3,0.515,0,0.244,7.9,16.9,12.3,9.1,2.2,2.5,18.5,18.1,0.1,0.9,1,0.06,-2.7,1.2,-1.5,0.1
"1288","Rick Barry*","SF",34,"HOU",80,0,2566,461,1000,0.461,0,0,0,461,1000,0.461,0.461,160,169,0.947,40,237,277,502,95,38,198,195,1082,1979,14.7,0.504,0,0.169,1.7,9.9,5.9,25.7,1.7,0.8,15.6,19.6,2.9,1.3,4.2,0.078,0.9,-0.1,0.8,1.8
"1289","Tim Bassett","PF",27,"NJN",82,0,1508,116,313,0.371,0,0,0,116,313,0.371,0.371,89,131,0.679,174,244,418,99,44,29,103,219,321,1979,8,0.433,0,0.419,11.7,17.7,14.6,8.2,1.3,1,21.7,11.8,-0.5,1.9,1.4,0.045,-3.2,0.1,-3.1,-0.4
"1290","Butch Beard","PG",31,"NYK",7,0,85,11,26,0.423,0,0,0,11,26,0.423,0.423,0,0,0,1,9,10,19,7,0,10,13,22,1979,9,0.423,0,0,1.3,11.5,6.3,27.9,3.8,0,27.8,16.6,-0.1,0.1,0,-0.012,-4,0.6,-3.4,0
"1291","Ron Behagen","PF",28,"TOT",15,0,165,28,62,0.452,0,0,0,28,62,0.452,0.452,10,13,0.769,13,29,42,7,4,1,11,36,66,1979,9.6,0.487,0,0.21,8.4,19.4,13.8,5.5,1.1,0.3,14,18.4,0,0.2,0.2,0.066,-3.3,-0.4,-3.7,-0.1
"1292","Kent Benson","C",24,"MIL",82,0,2132,413,798,0.518,0,0,0,413,798,0.518,0.518,180,245,0.735,187,397,584,204,89,81,156,280,1006,1979,17.3,0.555,0,0.307,9.7,20.6,15.1,12.1,1.9,2,14.7,19.3,3.5,2.9,6.4,0.143,0.6,0.8,1.4,1.8
"1293","Del Beshore","PG",22,"MIL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,-4.7,0,-4.7,0
"1294","Henry Bibby","PG",29,"PHI",82,0,2538,368,869,0.423,0,0,0,368,869,0.423,0.423,266,335,0.794,72,172,244,371,72,7,197,199,1002,1979,11.2,0.493,0,0.386,3.1,6.8,5,19.2,1.3,0.1,16.2,18.6,1.3,2.4,3.7,0.069,-1.6,-0.8,-2.4,-0.2
"1295","Bob Bigelow","SF",25,"SDC",29,0,413,36,90,0.4,0,0,0,36,90,0.4,0.4,13,21,0.619,15,31,46,25,12,2,18,37,85,1979,6,0.428,0,0.233,3.9,8,5.9,7.1,1.3,0.2,15.4,10.8,0,0.1,0,0.003,-2.7,-0.6,-3.3,-0.1
"1296","Otis Birdsong","SG",23,"KCK",82,0,2839,741,1456,0.509,0,0,0,741,1456,0.509,0.509,296,408,0.725,176,178,354,281,125,17,200,255,1778,1979,18.4,0.544,0,0.28,6.6,7,6.8,14.4,2,0.3,10.9,24.9,5.9,2.9,8.8,0.148,2.4,-0.2,2.2,3
"1297","Ron Boone","SG",32,"LAL",82,0,1583,259,569,0.455,0,0,0,259,569,0.455,0.455,90,104,0.865,53,92,145,154,66,11,147,171,608,1979,9.3,0.495,0,0.183,3.9,6,5,12.1,1.9,0.4,19.3,19.3,-0.8,1.2,0.4,0.012,-3.2,-1,-4.2,-0.9
"1298","Tom Boswell","PF",25,"DEN",79,0,2201,321,603,0.532,0,0,0,321,603,0.532,0.532,198,284,0.697,248,290,538,242,50,51,185,263,840,1979,14.6,0.577,0,0.471,11.9,13.6,12.8,14.7,1,1.2,20.3,16,3.4,2.2,5.6,0.122,0.8,0.1,0.9,1.6
"1299","Dennis Boyd","PG",24,"DET",5,0,40,3,12,0.25,0,0,0,3,12,0.25,0.25,0,0,0,0,2,2,7,0,0,6,5,6,1979,-4,0.25,0,0,0,5.4,2.6,20.3,0,0,33.3,17.1,-0.2,0,-0.2,-0.23,-5.3,-1.1,-6.4,-0.1
"1300","Winford Boynes","SG",21,"NJN",69,0,1176,256,595,0.43,0,0,0,256,595,0.43,0.43,133,169,0.787,60,95,155,75,43,7,119,117,645,1979,11.7,0.482,0,0.284,5.2,8.9,6.9,9.7,1.6,0.3,15.1,25.1,-0.5,1.1,0.6,0.026,-2.2,-1.5,-3.7,-0.5
"1301","Alonzo Bradley","SF",25,"HOU",34,0,245,37,88,0.42,0,0,0,37,88,0.42,0.42,22,33,0.667,13,33,46,17,5,1,17,33,96,1979,9.3,0.468,0,0.375,5.9,14.4,10.2,8.8,0.9,0.2,14.2,19.2,0,0.1,0.1,0.024,-3,-1.2,-4.2,-0.1
"1302","Mike Bratz","PG",23,"PHO",77,0,1297,242,533,0.454,0,0,0,242,533,0.454,0.454,139,170,0.818,55,86,141,179,64,7,135,151,623,1979,12.6,0.513,0,0.319,4.8,7.3,6,17.6,2.2,0.3,18.2,22,0.5,1.3,1.7,0.064,-1.8,-0.6,-2.4,-0.1
"1303","Jim Brewer","PF",27,"TOT",80,0,1611,141,319,0.442,0,0,0,141,319,0.442,0.442,26,63,0.413,159,316,475,87,61,66,97,174,308,1979,9.9,0.444,0,0.197,10.1,22.5,16,6.6,1.8,2.2,21.9,10.9,-0.5,1.8,1.3,0.038,-2.1,0.6,-1.5,0.2
"1304","Ron Brewer","SG",23,"POR",81,0,2454,434,878,0.494,0,0,0,434,878,0.494,0.494,210,256,0.82,88,141,229,165,102,79,153,181,1078,1979,14.2,0.544,0,0.292,3.9,6.5,5.2,9.4,1.9,1.8,13.4,18.4,3.3,2.3,5.6,0.109,0.5,0.2,0.7,1.7
"1305","Junior Bridgeman","SG",25,"MIL",82,0,1963,540,1067,0.506,0,0,0,540,1067,0.506,0.506,189,228,0.829,113,184,297,163,88,41,138,184,1269,1979,18.8,0.544,0,0.214,6.4,10.4,8.4,11.7,2,1.1,10.6,25.8,3.7,1.8,5.5,0.134,1.9,-0.6,1.3,1.6
"1306","Allan Bristow","SF",27,"SAS",74,0,1324,174,354,0.492,0,0,0,174,354,0.492,0.492,124,149,0.832,80,167,247,231,56,15,108,154,472,1979,14.2,0.562,0,0.421,6.6,12.8,9.8,20.3,1.8,0.6,20.5,15.1,2,1.5,3.5,0.126,0.5,0.7,1.2,1.1
"1307","Fred Brown","PG",30,"SEA",77,0,1961,446,951,0.469,0,0,0,446,951,0.469,0.469,183,206,0.888,38,134,172,260,119,23,164,142,1075,1979,16.9,0.516,0,0.217,2,7.2,4.6,20.1,2.8,0.6,13.6,24.1,2.3,2.9,5.2,0.127,0.3,1.3,1.7,1.8
"1308","John Brown","SF",27,"CHI",77,0,1265,152,317,0.479,0,0,0,152,317,0.479,0.479,84,98,0.857,83,155,238,104,18,10,89,180,388,1979,9.4,0.539,0,0.309,7.2,13.3,10.3,10.8,0.7,0.4,19.8,14.2,0.9,0.8,1.7,0.064,-2.3,-0.4,-2.7,-0.2
"1309","Joe Bryant","PF",24,"PHI",70,0,1064,205,478,0.429,0,0,0,205,478,0.429,0.429,123,170,0.724,96,163,259,103,49,9,114,171,533,1979,13.1,0.482,0,0.356,9.8,15.3,12.7,13.6,2.1,0.4,17.1,24.4,-0.1,1.6,1.5,0.067,-2.4,-0.2,-2.6,-0.2
"1310","Quinn Buckner","PG",24,"MIL",81,0,1757,251,553,0.454,0,0,0,251,553,0.454,0.454,79,125,0.632,57,153,210,468,156,17,208,224,581,1979,13.6,0.478,0,0.226,3.6,9.6,6.6,31.7,4,0.5,25.5,18,-0.4,2.4,2,0.055,-1.6,1.5,-0.1,0.9
"1311","Greg Bunch","SF",22,"NYK",12,0,97,9,26,0.346,0,0,0,9,26,0.346,0.346,10,12,0.833,9,8,17,4,3,3,5,10,28,1979,9.2,0.448,0,0.462,9.9,8.9,9.4,4.9,1.4,1.6,13.8,14.7,0,0.1,0.1,0.046,-2.9,-0.4,-3.3,0
"1312","Tom Burleson","C",26,"KCK",56,0,927,157,342,0.459,0,0,0,157,342,0.459,0.459,121,169,0.716,84,197,281,50,26,58,64,183,435,1979,15.3,0.522,0,0.494,9.6,23.7,16.5,6.9,1.3,3.5,13.3,19.9,1.1,1.6,2.7,0.14,-1.4,1,-0.4,0.4
"1313","Don Buse","PG",28,"PHO",82,0,2544,285,576,0.495,0,0,0,285,576,0.495,0.495,70,91,0.769,44,173,217,356,156,18,96,149,640,1979,11.5,0.519,0,0.158,2,7.4,4.7,16.3,2.7,0.4,13.5,10.8,2.6,2.8,5.4,0.101,-0.9,1.7,0.8,1.8
